date,mean,Ward_No
11/26/2019,-1.209830995,90
11/26/2019,-1.313695877,117
11/26/2019,-1.329226171,118
11/26/2019,-1.352598054,127
11/26/2019,-1.343099902,121
11/26/2019,-1.331714161,123
11/26/2019,-1.32692085,122
11/26/2019,-1.463865004,119
11/26/2019,-1.466214653,135
11/26/2019,-1.465025148,134
11/26/2019,-1.451584745,131
11/26/2019,-1.297475928,115
11/26/2019,-1.339979631,138
11/26/2019,-1.383683277,142
11/26/2019,-1.385545669,141
11/26/2019,-1.370351299,137
11/26/2019,-1.365906921,140
11/26/2019,-1.129411963,23
11/26/2019,-1.128453307,19
11/26/2019,-1.160488612,38
11/26/2019,-1.168801912,27
11/26/2019,-1.164803682,24
11/26/2019,-1.169454691,29
11/26/2019,-1.168688076,37
11/26/2019,-1.174114025,37
11/26/2019,-1.17416203,39
11/26/2019,-1.143438365,75
11/26/2019,-1.146746587,77
11/26/2019,-1.156066673,34
11/26/2019,-1.307987295,83
11/26/2019,-1.155467629,80
11/26/2019,-1.280228253,58
11/26/2019,-1.370672209,57
11/26/2019,-1.210914386,56
11/26/2019,-1.32970015,147
11/26/2019,-1.322898746,148
11/26/2019,-1.270847442,100
11/26/2019,-1.304413319,149
11/26/2019,-1.389323023,126
11/26/2019,-1.35549152,124
11/26/2019,-1.376028448,128
11/26/2019,-1.291005566,114
11/26/2019,-1.423972549,108
11/26/2019,-1.376337822,120
11/26/2019,-1.490292099,136
11/26/2019,-1.336656671,139
11/26/2019,-1.17416203,40
11/26/2019,-1.169303105,36
11/26/2019,-1.133769215,20
11/26/2019,-1.230209659,21
11/26/2019,-1.142629147,76
11/26/2019,-1.14258788,63
11/26/2019,-1.142629147,73
11/26/2019,-1.292036717,84
11/26/2019,-1.208310843,81
11/26/2019,-1.190709132,55
11/26/2019,-1.129845644,53
11/26/2019,-1.484415791,59
11/26/2019,-1.434320283,110
11/26/2019,-1.414489094,106
11/26/2019,-1.292675743,116
11/26/2019,-1.35892894,150
11/26/2019,-1.500467538,1
11/26/2019,-1.535027148,12
11/26/2019,-1.215340932,93
11/26/2019,-1.332694837,8
11/26/2019,-1.569285225,133
11/26/2019,-1.52355234,132
11/26/2019,-1.481938348,105
11/26/2019,-1.318362125,9
11/26/2019,-1.279003744,92
11/26/2019,-1.557165248,130
11/26/2019,-1.495467222,129
11/26/2019,-1.464667588,125
11/26/2019,-1.293822955,107
11/26/2019,-1.351601996,109
11/26/2019,-1.290398427,104
11/26/2019,-1.166416457,89
11/26/2019,-1.232219224,86
11/26/2019,-1.323485133,146
11/26/2019,-1.199796606,88
11/26/2019,-1.155119999,79
11/26/2019,-1.239858849,85
11/26/2019,-1.160630482,87
11/26/2019,-1.418203046,2
11/26/2019,-1.397551775,5
11/26/2019,-1.348742233,6
11/26/2019,-1.358234257,10
11/26/2019,-1.164436897,74
11/26/2019,-1.229359478,22
11/26/2019,-1.136110255,49
11/26/2019,-1.142042245,51
11/26/2019,-1.15718017,62
11/26/2019,-1.228254891,65
11/26/2019,-1.302871187,61
11/26/2019,-1.353839547,143
11/26/2019,-1.379126861,144
11/26/2019,-1.197790804,25
11/26/2019,-1.167307665,26
11/26/2019,-1.187954436,82
11/26/2019,-1.33276232,66
11/26/2019,-1.144160416,50
11/26/2019,-1.369412692,145
11/26/2019,-1.159950587,28
11/26/2019,-1.159336276,30
11/26/2019,-1.156044159,43
11/26/2019,-1.15080603,32
11/26/2019,-1.511148178,60
11/26/2019,-1.152408381,78
11/26/2019,-1.13912567,35
11/26/2019,-1.144525353,44
11/26/2019,-1.13022194,45
11/26/2019,-1.129104614,48
11/26/2019,-1.13287711,46
11/26/2019,-1.133781757,47
11/26/2019,-1.129620974,54
11/26/2019,-1.14066776,33
11/26/2019,-1.134999948,52
11/26/2019,-1.300121101,94
11/26/2019,-1.143061853,64
11/26/2019,-1.155614649,72
11/26/2019,-1.18891745,70
11/26/2019,-1.230709419,71
11/26/2019,-1.262579982,69
11/26/2019,-1.285616162,68
11/26/2019,-1.283115333,67
11/26/2019,-1.270020464,97
11/26/2019,-1.286190713,96
11/26/2019,-1.287965695,102
11/26/2019,-1.279158761,101
11/26/2019,-1.295942072,103
11/26/2019,-1.272132613,99
11/26/2019,-1.272942013,98
11/26/2019,-1.29455489,95
11/26/2019,-1.255665063,91
11/26/2019,-1.129815604,18
11/26/2019,-1.245146638,41
11/26/2019,-1.50143857,112
11/26/2019,-1.546768032,111
11/26/2019,-1.240104913,42
11/26/2019,-1.14864442,17
11/26/2019,-1.235571353,16
11/26/2019,-1.366437454,7
11/26/2019,-1.538567212,14
11/26/2019,-1.290530826,15
11/27/2019,-1.2235037,90
11/27/2019,-1.383396789,117
11/27/2019,-1.383672632,118
11/27/2019,-1.410151708,127
11/27/2019,-1.39809638,121
11/27/2019,-1.36163874,123
11/27/2019,-1.394720714,122
11/27/2019,-1.500499999,119
11/27/2019,-1.523057517,135
11/27/2019,-1.526502532,134
11/27/2019,-1.513254904,131
11/27/2019,-1.346561383,115
11/27/2019,-1.293331799,138
11/27/2019,-1.380994434,142
11/27/2019,-1.360885018,141
11/27/2019,-1.297029754,137
11/27/2019,-1.299747774,140
11/27/2019,-1.137704872,23
11/27/2019,-1.132752482,19
11/27/2019,-1.217231047,38
11/27/2019,-1.20390519,27
11/27/2019,-1.230114499,24
11/27/2019,-1.224842373,29
11/27/2019,-1.258813014,37
11/27/2019,-1.273565177,37
11/27/2019,-1.273958206,39
11/27/2019,-1.169012239,75
11/27/2019,-1.151885407,77
11/27/2019,-1.259093825,34
11/27/2019,-1.340830029,83
11/27/2019,-1.146938729,80
11/27/2019,-1.278177149,58
11/27/2019,-1.320277274,57
11/27/2019,-1.192393238,56
11/27/2019,-1.341867534,147
11/27/2019,-1.325338674,148
11/27/2019,-1.32463069,100
11/27/2019,-1.317844486,149
11/27/2019,-1.437456106,126
11/27/2019,-1.41476088,124
11/27/2019,-1.463341778,128
11/27/2019,-1.338282249,114
11/27/2019,-1.395061735,108
11/27/2019,-1.44222061,120
11/27/2019,-1.525430446,136
11/27/2019,-1.295240473,139
11/27/2019,-1.273958206,40
11/27/2019,-1.267641789,36
11/27/2019,-1.209482815,20
11/27/2019,-1.299436664,21
11/27/2019,-1.156214595,76
11/27/2019,-1.156214595,63
11/27/2019,-1.157224427,73
11/27/2019,-1.343839158,84
11/27/2019,-1.231649919,81
11/27/2019,-1.227595279,55
11/27/2019,-1.184245744,53
11/27/2019,-1.379468816,59
11/27/2019,-1.403871726,110
11/27/2019,-1.377442643,106
11/27/2019,-1.333936431,116
11/27/2019,-1.376222492,150
11/27/2019,-1.514840902,1
11/27/2019,-1.542575749,12
11/27/2019,-1.273196148,93
11/27/2019,-1.323272558,8
11/27/2019,-1.599411937,133
11/27/2019,-1.558641243,132
11/27/2019,-1.481303228,105
11/27/2019,-1.337511435,9
11/27/2019,-1.28128641,92
11/27/2019,-1.602312515,130
11/27/2019,-1.507219115,129
11/27/2019,-1.442871042,125
11/27/2019,-1.335429661,107
11/27/2019,-1.396895711,109
11/27/2019,-1.317389032,104
11/27/2019,-1.148491373,89
11/27/2019,-1.30699062,86
11/27/2019,-1.351465105,146
11/27/2019,-1.276913272,88
11/27/2019,-1.148021418,79
11/27/2019,-1.271771315,85
11/27/2019,-1.190297641,87
11/27/2019,-1.378272322,2
11/27/2019,-1.356258031,5
11/27/2019,-1.281279062,6
11/27/2019,-1.299465628,10
11/27/2019,-1.184595455,74
11/27/2019,-1.213034881,22
11/27/2019,-1.168180188,49
11/27/2019,-1.155783213,51
11/27/2019,-1.158638646,62
11/27/2019,-1.223113473,65
11/27/2019,-1.290087684,61
11/27/2019,-1.312066319,143
11/27/2019,-1.384933193,144
11/27/2019,-1.223030216,25
11/27/2019,-1.177361194,26
11/27/2019,-1.22271672,82
11/27/2019,-1.361818529,66
11/27/2019,-1.153261081,50
11/27/2019,-1.366965634,145
11/27/2019,-1.148489133,28
11/27/2019,-1.172566266,30
11/27/2019,-1.227812446,43
11/27/2019,-1.193706098,32
11/27/2019,-1.502879759,60
11/27/2019,-1.152991556,78
11/27/2019,-1.23431434,35
11/27/2019,-1.243317974,44
11/27/2019,-1.217389941,45
11/27/2019,-1.215560752,48
11/27/2019,-1.217063138,46
11/27/2019,-1.215749243,47
11/27/2019,-1.215680553,54
11/27/2019,-1.22506996,33
11/27/2019,-1.165488872,52
11/27/2019,-1.3187006,94
11/27/2019,-1.156223086,64
11/27/2019,-1.165963897,72
11/27/2019,-1.190180071,70
11/27/2019,-1.223084707,71
11/27/2019,-1.281667281,69
11/27/2019,-1.305668403,68
11/27/2019,-1.292316121,67
11/27/2019,-1.271902808,97
11/27/2019,-1.289968708,96
11/27/2019,-1.309340493,102
11/27/2019,-1.323100836,101
11/27/2019,-1.331944411,103
11/27/2019,-1.271467316,99
11/27/2019,-1.273174212,98
11/27/2019,-1.316955245,95
11/27/2019,-1.279596672,91
11/27/2019,-1.136013009,18
11/27/2019,-1.282433651,41
11/27/2019,-1.456791459,112
11/27/2019,-1.481913987,111
11/27/2019,-1.244114715,42
11/27/2019,-1.191656441,17
11/27/2019,-1.265110752,16
11/27/2019,-1.276977481,7
11/27/2019,-1.538560959,14
11/27/2019,-1.353525031,15
11/28/2019,-1.320207585,90
11/28/2019,-1.471860762,117
11/28/2019,-1.467545776,118
11/28/2019,-1.475755163,127
11/28/2019,-1.4769719,121
11/28/2019,-1.468430046,123
11/28/2019,-1.478565883,122
11/28/2019,-1.493907376,119
11/28/2019,-1.50540443,135
11/28/2019,-1.506827235,134
11/28/2019,-1.476224012,131
11/28/2019,-1.445236114,115
11/28/2019,-1.391322202,138
11/28/2019,-1.374518856,142
11/28/2019,-1.374133348,141
11/28/2019,-1.375226773,137
11/28/2019,-1.374145514,140
11/28/2019,-1.532576347,23
11/28/2019,-1.534004331,19
11/28/2019,-1.518634338,38
11/28/2019,-1.321852656,27
11/28/2019,-1.50656604,24
11/28/2019,-1.325821605,29
11/28/2019,-1.369362247,37
11/28/2019,-1.463980787,37
11/28/2019,-1.483506982,39
11/28/2019,-1.266589166,75
11/28/2019,-1.232181549,77
11/28/2019,-1.458550645,34
11/28/2019,-1.436374726,83
11/28/2019,-1.245933455,80
11/28/2019,-1.535789044,58
11/28/2019,-1.395881985,57
11/28/2019,-1.258765726,56
11/28/2019,-1.380443224,147
11/28/2019,-1.369006877,148
11/28/2019,-1.449284773,100
11/28/2019,-1.374090132,149
11/28/2019,-1.483413171,126
11/28/2019,-1.482523321,124
11/28/2019,-1.479777972,128
11/28/2019,-1.4528265,114
11/28/2019,-1.468402423,108
11/28/2019,-1.475031991,120
11/28/2019,-1.437412272,136
11/28/2019,-1.382265179,139
11/28/2019,-1.485604167,40
11/28/2019,-1.485604167,36
11/28/2019,-1.534004331,20
11/28/2019,-1.523196497,21
11/28/2019,-1.232220996,76
11/28/2019,-1.232181549,63
11/28/2019,-1.277758214,73
11/28/2019,-1.436347723,84
11/28/2019,-1.404818592,81
11/28/2019,-1.296439257,55
11/28/2019,-1.268930036,53
11/28/2019,-1.587244696,59
11/28/2019,-1.458797073,110
11/28/2019,-1.448508136,106
11/28/2019,-1.426614151,116
11/28/2019,-1.373871521,150
11/28/2019,-1.414499545,1
11/28/2019,-1.709023144,12
11/28/2019,-1.376263854,93
11/28/2019,-1.436469258,8
11/28/2019,-1.48657739,133
11/28/2019,-1.496533194,132
11/28/2019,-1.48527729,105
