date,mean,Ward_No
11/26/2019,-1.811514785,5
11/26/2019,-1.875982256,6
11/26/2019,-1.799078929,7
11/26/2019,-1.79070007,8
11/26/2019,-1.659793649,9
11/26/2019,-1.724735923,10
11/26/2019,-1.73133223,11
11/26/2019,-1.764187987,12
11/26/2019,-1.80376369,13
11/26/2019,-1.823360067,14
11/26/2019,-1.78727804,15
11/26/2019,-1.785123802,1
11/26/2019,-1.835935361,2
11/26/2019,-1.818707661,3
11/26/2019,-1.652406497,4
11/27/2019,-1.570340765,5
11/27/2019,-1.624509486,6
11/27/2019,-1.559942562,7
11/27/2019,-1.566105257,8
11/27/2019,-1.490296269,9
11/27/2019,-1.545669261,10
11/27/2019,-1.565560393,11
11/27/2019,-1.567681052,12
11/27/2019,-1.604989604,13
11/27/2019,-1.55239533,14
11/27/2019,-1.588244577,15
11/27/2019,-1.537900808,1
11/27/2019,-1.562099352,2
11/27/2019,-1.568011247,3
11/27/2019,-1.552091133,4
11/28/2019,-0.913816011,5
11/28/2019,-0.907468483,6
11/28/2019,-0.920185687,7
11/28/2019,-0.907809079,8
11/28/2019,-0.934422942,9
11/28/2019,-0.913830054,10
11/28/2019,-0.951937338,11
11/28/2019,-0.907809079,12
11/28/2019,-0.965754013,13
11/28/2019,-0.968958292,14
11/28/2019,-0.961874762,15
11/28/2019,-0.850562974,1
11/28/2019,-0.895832677,2
11/28/2019,-0.882185864,3
11/28/2019,-0.903563374,4
11/29/2019,-0.708447698,5
11/29/2019,-0.505714829,6
11/29/2019,-0.410798042,7
11/29/2019,-1.074564457,8
11/29/2019,-0.548764991,9
11/29/2019,-0.92778143,10
11/29/2019,-0.595112331,11
11/29/2019,-1.048015609,12
11/29/2019,-0.456193009,13
11/29/2019,-0.335218933,14
11/29/2019,-0.466992172,15
11/29/2019,-1.104411299,1
11/29/2019,-1.101575982,2
11/29/2019,-0.929343318,3
11/29/2019,-0.863841091,4
11/30/2019,-1.28461602,5
11/30/2019,-1.065155683,6
11/30/2019,-1.170438162,7
11/30/2019,-1.117886803,8
11/30/2019,-0.576163124,9
11/30/2019,-0.437578951,10
11/30/2019,-0.60457957,11
11/30/2019,-1.286224368,12
11/30/2019,-0.671770315,13
11/30/2019,-0.491518337,14
11/30/2019,-0.827124985,15
11/30/2019,-1.058285528,1
11/30/2019,-1.095330437,2
11/30/2019,-1.009280352,3
11/30/2019,-0.85158933,4
12/1/2019,-2.058267226,5
12/1/2019,-2.240572869,6
12/1/2019,-2.165450757,7
12/1/2019,-1.989099165,8
12/1/2019,-1.884409067,9
12/1/2019,-1.964720487,10
12/1/2019,-1.903363454,11
12/1/2019,-1.955012457,12
12/1/2019,-1.852714788,13
12/1/2019,-1.764179905,14
12/1/2019,-1.860857649,15
12/1/2019,-2.437988964,1
12/1/2019,-2.364489994,2
12/1/2019,-2.273782211,3
12/1/2019,-2.010780897,4
12/2/2019,-2.056629961,5
12/2/2019,-1.479663411,6
12/2/2019,-1.935886454,7
12/2/2019,-1.962978129,8
12/2/2019,-1.982301284,9
12/2/2019,-1.727053174,10
12/2/2019,-1.621530805,11
12/2/2019,-1.943144524,12
12/2/2019,-1.947259157,13
12/2/2019,-1.906653356,14
12/2/2019,-1.877134788,15
12/2/2019,-1.878002296,1
12/2/2019,-1.80099809,2
12/2/2019,-1.739382063,3
12/2/2019,-1.749947816,4
12/3/2019,-1.950618971,5
12/3/2019,-1.949180697,6
12/3/2019,-1.943864025,7
12/3/2019,-1.980721989,8
12/3/2019,-1.984954238,9
12/3/2019,-1.977824755,10
12/3/2019,-1.916288418,11
12/3/2019,-1.980721125,12
12/3/2019,-1.875719908,13
12/3/2019,-1.874587023,14
12/3/2019,-1.892947378,15
12/3/2019,-1.935672641,1
12/3/2019,-1.955856665,2
12/3/2019,-2.0047271,3
12/3/2019,-2.01780858,4
12/4/2019,-0.0486256,5
12/4/2019,0.005633224,6
12/4/2019,-0.02864049,7
12/4/2019,-0.070799358,8
12/4/2019,0.178840844,9
12/4/2019,-0.087127722,10
12/4/2019,-0.099701131,11
12/4/2019,-0.077159806,12
12/4/2019,-0.101052286,13
12/4/2019,-0.081583676,14
12/4/2019,-0.104671719,15
12/4/2019,0.23410674,1
12/4/2019,0.067366937,2
12/4/2019,0.246756909,3
12/4/2019,0.223211616,4
12/5/2019,-1.512234564,5
12/5/2019,-1.323346432,6
12/5/2019,-1.564089057,7
12/5/2019,-1.280468106,8
12/5/2019,-0.880806574,9
12/5/2019,-1.08337213,10
12/5/2019,-0.805625011,11
12/5/2019,-1.280468106,12
12/5/2019,-1.224039766,13
12/5/2019,-0.619134088,14
12/5/2019,-1.025183572,15
12/5/2019,-0.82148248,1
12/5/2019,-1.199122789,2
12/5/2019,-0.849614243,3
12/5/2019,-0.865761924,4
12/6/2019,-1.671448953,5
12/6/2019,-1.727131607,6
12/6/2019,-1.676543035,7
12/6/2019,-1.661996915,8
12/6/2019,-1.634274595,9
12/6/2019,-1.596957903,10
12/6/2019,-1.607186521,11
12/6/2019,-1.690640144,12
12/6/2019,-1.603650476,13
12/6/2019,-1.655373875,14
12/6/2019,-1.659674129,15
12/6/2019,-1.69069969,1
12/6/2019,-1.67702341,2
12/6/2019,-1.761288101,3
12/6/2019,-1.718514699,4
12/7/2019,-1.910370618,5
12/7/2019,-1.858930893,6
12/7/2019,-1.837272696,7
12/7/2019,-1.919204501,8
12/7/2019,-1.859143655,9
12/7/2019,-1.885245171,10
12/7/2019,-1.951208312,11
12/7/2019,-1.960933101,12
12/7/2019,-1.987656001,13
12/7/2019,-1.940492443,14
12/7/2019,-1.985630404,15
12/7/2019,-1.814567863,1
12/7/2019,-1.903809447,2
12/7/2019,-1.912968887,3
12/7/2019,-1.889886625,4
12/8/2019,-1.398975794,5
12/8/2019,-1.343281619,6
12/8/2019,-1.405734146,7
12/8/2019,-1.317409526,8
12/8/2019,-1.193591775,9
12/8/2019,-1.308851285,10
12/8/2019,-1.4340633,11
12/8/2019,-1.317312479,12
12/8/2019,-1.583207569,13
12/8/2019,-1.476512952,14
12/8/2019,-1.494135081,15
12/8/2019,-1.279327299,1
12/8/2019,-1.30870101,2
12/8/2019,-1.233745521,3
12/8/2019,-1.138583676,4
12/9/2019,-0.870217977,5
12/9/2019,-0.654758641,6
12/9/2019,-0.749491797,7
12/9/2019,-0.830627992,8
12/9/2019,-0.883212063,9
12/9/2019,-0.951780909,10
12/9/2019,-0.971996965,11
12/9/2019,-0.857613776,12
12/9/2019,-1.071916937,13
12/9/2019,-0.910404487,14
12/9/2019,-1.005801055,15
12/9/2019,-0.662584841,1
12/9/2019,-0.799638688,2
12/9/2019,-0.73745938,3
12/9/2019,-0.760102586,4
12/10/2019,-1.010054336,5
12/10/2019,-1.039715407,6
12/10/2019,-0.88355651,7
12/10/2019,-1.261081171,8
12/10/2019,-1.292340819,9
12/10/2019,-1.264077181,10
12/10/2019,-1.230618127,11
12/10/2019,-1.173613507,12
12/10/2019,-1.187736291,13
12/10/2019,-1.299965493,14
12/10/2019,-1.203790727,15
12/10/2019,-1.157778434,1
12/10/2019,-1.167800139,2
12/10/2019,-1.320174875,3
12/10/2019,-1.312268416,4
12/11/2019,-1.568943341,5
12/11/2019,-1.52876547,6
12/11/2019,-1.500118046,7
12/11/2019,-1.626938549,8
12/11/2019,-1.616525128,9
12/11/2019,-1.557352196,10
12/11/2019,-1.555340182,11
12/11/2019,-1.594169272,12
12/11/2019,-1.522564577,13
12/11/2019,-1.546445088,14
12/11/2019,-1.542776402,15
12/11/2019,-1.736218922,1
12/11/2019,-1.707881029,2
12/11/2019,-1.726839733,3
12/11/2019,-1.54575214,4
12/12/2019,-2.005952362,5
12/12/2019,-1.763968918,6
12/12/2019,-1.851138037,7
12/12/2019,-1.694116865,8
12/12/2019,-1.269925506,9
12/12/2019,-1.581376643,10
12/12/2019,-1.838696278,11
12/12/2019,-1.816925287,12
12/12/2019,-1.950124341,13
12/12/2019,-1.044127166,14
12/12/2019,-2.040671852,15
12/12/2019,-1.794245371,1
12/12/2019,-2.096454871,2
12/12/2019,-1.244571197,3
12/12/2019,-1.025303667,4
12/13/2019,-1.980927675,5
12/13/2019,-1.919688686,6
12/13/2019,-1.896567186,7
12/13/2019,-1.812527929,8
12/13/2019,-1.937806246,9
12/13/2019,-2.027229667,10
12/13/2019,-2.044346427,11
12/13/2019,-1.878192603,12
12/13/2019,-1.950430448,13
12/13/2019,-1.953107986,14
12/13/2019,-1.963216158,15
12/13/2019,-1.872759835,1
12/13/2019,-1.80661694,2
12/13/2019,-1.616319338,3
12/13/2019,-1.680447009,4
12/14/2019,-1.019475028,5
12/14/2019,-1.063343819,6
12/14/2019,-1.061282054,7
12/14/2019,-0.969043278,8
12/14/2019,-0.96396308,9
12/14/2019,-0.963333249,10
12/14/2019,-0.966001282,11
12/14/2019,-0.963352288,12
12/14/2019,-1.014554159,13
12/14/2019,-0.971083154,14
12/14/2019,-0.976399761,15
12/14/2019,-1.02144892,1
12/14/2019,-1.029142801,2
12/14/2019,-1.034996153,3
12/14/2019,-0.979326861,4
12/15/2019,-0.871835088,5
12/15/2019,-0.571751063,6
12/15/2019,-0.770512022,7
12/15/2019,-0.801950593,8
12/15/2019,-0.71409902,9
12/15/2019,-0.753968602,10
12/15/2019,-0.750659512,11
12/15/2019,-0.79511917,12
12/15/2019,-0.765725617,13
12/15/2019,-0.673101949,14
12/15/2019,-0.71617256,15
12/15/2019,-0.555669491,1
12/15/2019,-0.752653259,2
12/15/2019,-0.556336638,3
12/15/2019,-0.570342536,4
12/16/2019,-1.29393958,5
12/16/2019,-1.142861828,6
12/16/2019,-1.202191755,7
12/16/2019,-1.417577265,8
12/16/2019,-1.415845968,9
12/16/2019,-1.328982856,10
12/16/2019,-1.222488239,11
12/16/2019,-1.397868619,12
12/16/2019,-1.203197997,13
12/16/2019,-1.255812757,14
12/16/2019,-1.152026847,15
12/16/2019,-1.362127067,1
12/16/2019,-1.448783512,2
12/16/2019,-1.28335686,3
12/16/2019,-1.36768196,4
12/17/2019,-1.745747074,5
12/17/2019,-1.761711592,6
12/17/2019,-1.713598901,7
12/17/2019,-1.719832464,8
12/17/2019,-1.78672868,9
12/17/2019,-1.721932943,10
12/17/2019,-1.687850164,11
12/17/2019,-1.744443842,12
12/17/2019,-1.532753423,13
12/17/2019,-1.68989555,14
12/17/2019,-1.585654154,15
12/17/2019,-1.857243326,1
12/17/2019,-1.823092087,2
12/17/2019,-1.836452659,3
12/17/2019,-1.798391439,4
12/18/2019,-1.892755592,5
12/18/2019,-1.891435387,6
12/18/2019,-1.820795231,7
12/18/2019,-1.94642076,8
12/18/2019,-1.80213085,9
12/18/2019,-1.930173546,10
12/18/2019,-1.964555723,11
12/18/2019,-1.982928834,12
12/18/2019,-1.934827696,13
12/18/2019,-1.906950699,14
12/18/2019,-1.967608194,15
12/18/2019,-2.025483176,1
12/18/2019,-2.048220427,2
12/18/2019,-1.982374634,3
12/18/2019,-1.79926648,4
12/19/2019,-1.348682118,5
12/19/2019,-1.289703595,6
12/19/2019,-1.319164047,7
12/19/2019,-1.334745609,8
12/19/2019,-1.37927156,9
12/19/2019,-1.349214892,10
12/19/2019,-1.435923664,11
12/19/2019,-1.334745526,12
12/19/2019,-1.462970894,13
12/19/2019,-1.472234244,14
12/19/2019,-1.44798653,15
12/19/2019,-1.319655578,1
12/19/2019,-1.340534576,2
12/19/2019,-1.31061165,3
12/19/2019,-1.32298149,4
12/20/2019,-0.145194737,5
