date,mean,Ward_No
11/26/2019,-1.639247247,48
11/26/2019,-1.552731709,47
11/26/2019,-1.53350239,46
11/26/2019,-1.326543811,45
11/26/2019,-1.357768801,44
11/26/2019,-1.372775012,43
11/26/2019,-1.383000042,42
11/26/2019,-1.59467249,41
11/26/2019,-1.559461389,40
11/26/2019,-1.372881995,39
11/26/2019,-1.393531912,38
11/26/2019,-1.333787479,37
11/26/2019,-1.332829224,36
11/26/2019,-1.431069253,35
11/26/2019,-1.537149508,34
11/26/2019,-1.520241509,33
11/26/2019,-1.44482737,32
11/26/2019,-1.455882683,31
11/26/2019,-1.432610122,30
11/26/2019,-1.476783393,29
11/26/2019,-1.458477444,28
11/26/2019,-1.406248268,27
11/26/2019,-1.394862528,26
11/26/2019,-1.384205638,25
11/26/2019,-1.473691416,24
11/26/2019,-1.339603321,23
11/26/2019,-1.398635981,22
11/26/2019,-1.478952521,21
11/26/2019,-1.466934557,20
11/26/2019,-1.498466021,19
11/26/2019,-1.42706099,18
11/26/2019,-1.478768046,17
11/26/2019,-1.443377254,16
11/26/2019,-1.401262276,15
11/26/2019,-1.424898464,14
11/26/2019,-1.365659216,13
11/26/2019,-1.632899411,12
11/26/2019,-1.734512457,11
11/26/2019,-1.484088844,10
11/26/2019,-1.430548411,9
11/26/2019,-1.6248237,8
11/26/2019,-1.426665104,7
11/26/2019,-1.489877461,6
11/26/2019,-1.493574377,5
11/26/2019,-1.641762022,4
11/26/2019,-1.737216047,3
11/26/2019,-1.648469006,2
11/26/2019,-1.665198009,1
11/27/2019,-1.051123121,48
11/27/2019,-1.044049222,47
11/27/2019,-0.985452537,46
11/27/2019,-0.979840934,45
11/27/2019,-0.982752095,44
11/27/2019,-0.999913812,43
11/27/2019,-0.99968422,42
11/27/2019,-1.148299711,41
11/27/2019,-1.068648159,40
11/27/2019,-0.952076417,39
11/27/2019,-0.892451949,38
11/27/2019,-0.957266632,37
11/27/2019,-0.963960253,36
11/27/2019,-0.971035572,35
11/27/2019,-0.909254498,34
11/27/2019,-1.012595936,33
11/27/2019,-1.010531868,32
11/27/2019,-1.006052191,31
11/27/2019,-1.007019758,30
11/27/2019,-0.975410407,29
11/27/2019,-0.896458228,28
11/27/2019,-0.884674609,27
11/27/2019,-0.884985605,26
11/27/2019,-0.918611903,25
11/27/2019,-1.007411523,24
11/27/2019,-0.959620103,23
11/27/2019,-0.885731086,22
11/27/2019,-0.896174051,21
11/27/2019,-1.001606363,20
11/27/2019,-0.976549133,19
11/27/2019,-0.993250485,18
11/27/2019,-0.977012596,17
11/27/2019,-0.935471832,16
11/27/2019,-0.89381117,15
11/27/2019,-1.034685466,14
11/27/2019,-0.957081207,13
11/27/2019,-1.089734503,12
11/27/2019,-1.186077073,11
11/27/2019,-1.020084564,10
11/27/2019,-0.950281125,9
11/27/2019,-1.021151259,8
11/27/2019,-0.950276911,7
11/27/2019,-0.967693065,6
11/27/2019,-1.06034624,5
11/27/2019,-1.074641854,4
11/27/2019,-1.12897829,3
11/27/2019,-1.063906479,2
11/27/2019,-1.049902356,1
11/28/2019,-0.300733407,48
11/28/2019,-0.191413003,47
11/28/2019,-0.072817772,46
11/28/2019,-0.0945903,45
11/28/2019,-0.23901993,44
11/28/2019,-0.260788681,43
11/28/2019,-0.248688903,42
11/28/2019,-0.268159305,41
11/28/2019,-0.217772974,40
11/28/2019,-0.210546323,39
11/28/2019,-0.209629074,38
11/28/2019,-0.159246102,37
11/28/2019,-0.09924856,36
11/28/2019,-0.09699114,35
11/28/2019,-0.082666139,34
11/28/2019,-0.121930862,33
11/28/2019,-0.119370108,32
11/28/2019,-0.099652721,31
11/28/2019,-0.101299372,30
11/28/2019,-0.106010211,29
11/28/2019,-0.157674581,28
11/28/2019,-0.209644079,27
11/28/2019,-0.20964396,26
11/28/2019,-0.20964396,25
11/28/2019,-0.210912769,24
11/28/2019,-0.21053657,23
11/28/2019,-0.214046557,22
11/28/2019,-0.171347978,21
11/28/2019,-0.151204318,20
11/28/2019,-0.1542686,19
11/28/2019,-0.144232511,18
11/28/2019,-0.197288747,17
11/28/2019,-0.261729798,16
11/28/2019,-0.247633182,15
11/28/2019,-0.270873031,14
11/28/2019,-0.246673566,13
11/28/2019,-0.255105271,12
11/28/2019,-0.272103906,11
11/28/2019,-0.182122418,10
11/28/2019,-0.15327466,9
11/28/2019,-0.224027771,8
11/28/2019,-0.185422935,7
11/28/2019,-0.172589552,6
11/28/2019,-0.26605744,5
11/28/2019,-0.306687472,4
11/28/2019,-0.345210134,3
11/28/2019,-0.270562751,2
11/28/2019,-0.259028909,1
11/29/2019,-0.7163003,48
11/29/2019,-0.654240675,47
11/29/2019,-0.73716921,46
11/29/2019,-0.700288379,45
11/29/2019,-0.703998566,44
11/29/2019,-0.703998566,43
11/29/2019,-0.706871214,42
11/29/2019,-0.780537655,41
11/29/2019,-0.861195145,40
11/29/2019,-0.71396028,39
11/29/2019,-0.787439517,38
11/29/2019,-0.703998566,37
11/29/2019,-0.703998566,36
11/29/2019,-0.730264174,35
11/29/2019,-0.81903174,34
11/29/2019,-0.844826896,33
11/29/2019,-0.845728843,32
11/29/2019,-0.832009564,31
11/29/2019,-0.763391463,30
11/29/2019,-0.799400484,29
11/29/2019,-0.808067553,28
11/29/2019,-0.841654657,27
11/29/2019,-0.847626597,26
11/29/2019,-0.852728878,25
11/29/2019,-0.917925402,24
11/29/2019,-0.90034005,23
11/29/2019,-0.850770996,22
11/29/2019,-0.849116266,21
11/29/2019,-0.872823258,20
11/29/2019,-0.882671087,19
11/29/2019,-0.859984076,18
11/29/2019,-0.849116266,17
11/29/2019,-0.849116266,16
11/29/2019,-0.849116266,15
11/29/2019,-0.912687116,14
11/29/2019,-0.892740077,13
11/29/2019,-0.971550261,12
11/29/2019,-0.960153957,11
11/29/2019,-0.862610737,10
11/29/2019,-0.863040185,9
11/29/2019,-0.92430724,8
11/29/2019,-0.920210757,7
11/29/2019,-0.886774447,6
11/29/2019,-0.904884071,5
11/29/2019,-0.908058692,4
11/29/2019,-0.984892971,3
11/29/2019,-0.978459839,2
11/29/2019,-1.006229345,1
11/30/2019,-1.354899523,48
11/30/2019,-1.311960466,47
11/30/2019,-1.315353144,46
11/30/2019,-1.188632221,45
11/30/2019,-1.164354192,44
11/30/2019,-1.163329486,43
11/30/2019,-1.182823429,42
11/30/2019,-1.28722905,41
11/30/2019,-1.120770769,40
11/30/2019,-1.168217927,39
11/30/2019,-1.168798495,38
11/30/2019,-1.174910042,37
11/30/2019,-1.209257997,36
11/30/2019,-1.223951988,35
11/30/2019,-1.353181698,34
11/30/2019,-1.339465269,33
11/30/2019,-1.220737946,32
11/30/2019,-1.242313893,31
11/30/2019,-1.209934716,30
11/30/2019,-1.207719686,29
11/30/2019,-1.179112965,28
11/30/2019,-1.168798566,27
11/30/2019,-1.159844288,26
11/30/2019,-1.124457724,25
11/30/2019,-1.186640059,24
11/30/2019,-1.144947136,23
11/30/2019,-1.166527708,22
11/30/2019,-1.187040737,21
11/30/2019,-1.25585945,20
11/30/2019,-1.279400585,19
11/30/2019,-1.20546555,18
11/30/2019,-1.209374802,17
11/30/2019,-1.234393678,16
11/30/2019,-1.217950851,15
11/30/2019,-1.259564914,14
11/30/2019,-1.221867309,13
11/30/2019,-1.362000105,12
11/30/2019,-1.282175379,11
11/30/2019,-1.176266136,10
11/30/2019,-1.132035192,9
11/30/2019,-1.387300511,8
11/30/2019,-1.137389571,7
11/30/2019,-1.124242571,6
11/30/2019,-1.217321892,5
11/30/2019,-1.326287743,4
11/30/2019,-1.410339147,3
11/30/2019,-1.335167315,2
11/30/2019,-1.392161515,1
12/1/2019,-1.639921467,48
12/1/2019,-1.491835704,47
12/1/2019,-1.513046697,46
12/1/2019,-1.227739318,45
12/1/2019,-1.22016445,44
12/1/2019,-1.228272953,43
12/1/2019,-1.238179403,42
