WARD_NO,date,Temperature_Mean
80,1/1/2012,297.0982971
88,1/1/2012,297.0982971
110,1/1/2012,297.0982971
62,1/1/2012,297.0480042
63,1/1/2012,297.0898783
90,1/1/2012,297.0982971
91,1/1/2012,297.0982971
92,1/1/2012,297.0982971
93,1/1/2012,297.0982971
111,1/1/2012,297.0982971
112,1/1/2012,297.0982971
114,1/1/2012,297.0982971
115,1/1/2012,297.0982971
116,1/1/2012,297.0982971
117,1/1/2012,297.0982971
89,1/1/2012,297.0982971
109,1/1/2012,297.0982971
120,1/1/2012,297.0982971
121,1/1/2012,297.0982971
77,1/1/2012,297.0940185
94,1/1/2012,297.0982971
95,1/1/2012,297.0982971
96,1/1/2012,297.0982971
100,1/1/2012,297.0982971
101,1/1/2012,297.0982971
107,1/1/2012,297.0982971
108,1/1/2012,297.0982971
97,1/1/2012,297.0982971
98,1/1/2012,297.0982971
99,1/1/2012,297.0982971
103,1/1/2012,297.0982971
104,1/1/2012,297.0982971
105,1/1/2012,297.0982971
106,1/1/2012,297.0982971
125,1/1/2012,297.0982971
126,1/1/2012,297.0982971
127,1/1/2012,297.0982971
128,1/1/2012,297.0982971
131,1/1/2012,297.0982971
122,1/1/2012,297.0982971
123,1/1/2012,297.0982971
124,1/1/2012,297.0982971
132,1/1/2012,297.0982971
133,1/1/2012,297.0982971
134,1/1/2012,297.0982971
157,1/1/2012,297.0982971
158,1/1/2012,297.0982971
135,1/1/2012,297.0982971
136,1/1/2012,297.0982971
137,1/1/2012,297.0982971
138,1/1/2012,297.0982971
139,1/1/2012,297.0982971
140,1/1/2012,297.0982971
141,1/1/2012,297.0982971
118,1/1/2012,297.0982971
119,1/1/2012,297.0982971
142,1/1/2012,297.0982971
143,1/1/2012,297.0982971
144,1/1/2012,297.0982971
145,1/1/2012,297.0982971
153,1/1/2012,297.0982971
155,1/1/2012,297.0982971
156,1/1/2012,297.0982971
154,1/1/2012,297.0982971
162,1/1/2012,297.0982971
163,1/1/2012,297.0982971
164,1/1/2012,297.0982971
161,1/1/2012,297.0982971
165,1/1/2012,297.0982971
166,1/1/2012,297.0982971
167,1/1/2012,297.0982971
180,1/1/2012,297.0982971
181,1/1/2012,297.0982971
182,1/1/2012,297.0982971
146,1/1/2012,297.0982971
147,1/1/2012,297.0982971
148,1/1/2012,297.0982971
151,1/1/2012,297.0982971
152,1/1/2012,297.0982971
178,1/1/2012,297.0982971
173,1/1/2012,297.0982971
176,1/1/2012,297.0982971
2,4/1/2012,299.4378967
3,4/1/2012,299.4378967
4,4/1/2012,299.4378967
51,4/1/2012,299.4371178
53,4/1/2012,299.4378012
54,4/1/2012,299.4409356
55,4/1/2012,299.4312103
56,4/1/2012,299.4195807
81,4/1/2012,299.4189453
87,4/1/2012,299.4189453
10,4/1/2012,299.4378967
11,4/1/2012,299.4378967
5,4/1/2012,299.4378967
6,4/1/2012,299.4378967
7,4/1/2012,299.4378967
8,4/1/2012,299.4378967
9,4/1/2012,299.4378967
130,4/1/2012,299.3936167
159,4/1/2012,299.3936157
40,4/1/2012,299.4613474
72,4/1/2012,299.3954521
16,4/1/2012,299.4378967
160,4/1/2012,299.4189453
17,4/1/2012,299.4378967
37,4/1/2012,299.4378967
38,4/1/2012,299.4378967
42,4/1/2012,299.4378967
69,4/1/2012,299.437882
73,4/1/2012,299.419713
12,4/1/2012,299.4380659
13,4/1/2012,299.4378967
14,4/1/2012,299.4558061
15,4/1/2012,299.4378967
39,4/1/2012,299.4456885
41,4/1/2012,299.4427747
70,4/1/2012,299.4359587
71,4/1/2012,299.4408157
102,4/1/2012,299.4189453
43,4/1/2012,299.4378967
44,4/1/2012,299.4378967
67,4/1/2012,299.4347498
68,4/1/2012,299.4378967
74,4/1/2012,299.4189453
75,4/1/2012,299.42825
35,4/1/2012,299.4365713
36,4/1/2012,299.4378967
45,4/1/2012,299.4378967
64,4/1/2012,299.4330797
65,4/1/2012,299.43343
66,4/1/2012,299.4378967
76,4/1/2012,299.4222374
18,4/1/2012,299.4378967
19,4/1/2012,299.4378967
20,4/1/2012,299.4378967
21,4/1/2012,299.4378967
22,4/1/2012,299.4378967
33,4/1/2012,299.4378967
34,4/1/2012,299.4378967
46,4/1/2012,299.4378967
31,4/1/2012,299.4378967
32,4/1/2012,299.4378967
47,4/1/2012,299.4378967
48,4/1/2012,299.4378967
60,4/1/2012,299.4378967
61,4/1/2012,299.4365322
78,4/1/2012,299.4210882
23,4/1/2012,299.4378967
168,4/1/2012,299.4189453
169,4/1/2012,299.4189453
179,4/1/2012,299.4189453
149,4/1/2012,299.4322614
150,4/1/2012,299.4189453
82,4/1/2012,299.4189453
83,4/1/2012,299.4691994
84,4/1/2012,299.4442597
85,4/1/2012,299.4189453
174,4/1/2012,299.4189453
175,4/1/2012,299.4189453
186,4/1/2012,299.4189453
187,4/1/2012,299.4189453
188,4/1/2012,299.4189453
189,4/1/2012,299.4189453
190,4/1/2012,299.4189453
191,4/1/2012,299.4189453
193,4/1/2012,299.4189453
184,4/1/2012,299.4189453
185,4/1/2012,299.4189453
192,4/1/2012,299.4189453
194,4/1/2012,299.4189453
195,4/1/2012,299.4189453
196,4/1/2012,299.4189453
1,4/1/2012,299.4378967
52,4/1/2012,299.4378967
129,4/1/2012,299.4096402
170,4/1/2012,299.4189453
171,4/1/2012,299.4189453
183,4/1/2012,299.4189453
197,4/1/2012,299.4189453
177,4/1/2012,299.4189453
172,4/1/2012,299.4189453
26,4/1/2012,299.4378967
25,4/1/2012,299.4378967
86,4/1/2012,299.4189453
198,4/1/2012,299.4075198
24,4/1/2012,299.4378967
27,4/1/2012,299.4378967
28,4/1/2012,299.4378967
29,4/1/2012,299.4378967
30,4/1/2012,299.4378967
49,4/1/2012,299.4378967
59,4/1/2012,299.4280055
113,4/1/2012,299.4189453
50,4/1/2012,299.4280288
57,4/1/2012,299.4189453
58,4/1/2012,299.4189453
79,4/1/2012,299.4189453
80,4/1/2012,299.4189453
88,4/1/2012,299.4189453
110,4/1/2012,299.4189453
62,4/1/2012,299.4378967
63,4/1/2012,299.4221177
90,4/1/2012,299.4189453
91,4/1/2012,299.4189453
92,4/1/2012,299.4189453
93,4/1/2012,299.4189453
111,4/1/2012,299.4189453
112,4/1/2012,299.4189453
114,4/1/2012,299.4189453
115,4/1/2012,299.4189453
116,4/1/2012,299.4189453
117,4/1/2012,299.4189453
89,4/1/2012,299.4189453
109,4/1/2012,299.4189453
120,4/1/2012,299.4189453
121,4/1/2012,299.4189453
77,4/1/2012,299.4205576
94,4/1/2012,299.4189453
95,4/1/2012,299.4189453
96,4/1/2012,299.4189453
100,4/1/2012,299.4189453
101,4/1/2012,299.4189453
107,4/1/2012,299.4189453
108,4/1/2012,299.4189453
97,4/1/2012,299.4189453
98,4/1/2012,299.4189453
99,4/1/2012,299.4189453
103,4/1/2012,299.4189453
104,4/1/2012,299.4189453
105,4/1/2012,299.4189453
106,4/1/2012,299.4189453
125,4/1/2012,299.4189453
126,4/1/2012,299.4189453
127,4/1/2012,299.4189453
128,4/1/2012,299.4189453
131,4/1/2012,299.4189453
122,4/1/2012,299.4189453
123,4/1/2012,299.4189453
124,4/1/2012,299.4189453
132,4/1/2012,299.4189453
133,4/1/2012,299.4189453
134,4/1/2012,299.4189453
157,4/1/2012,299.4189453
158,4/1/2012,299.4189453
135,4/1/2012,299.4189453
136,4/1/2012,299.4189453
137,4/1/2012,299.4189453
138,4/1/2012,299.4189453
139,4/1/2012,299.4189453
140,4/1/2012,299.4189453
141,4/1/2012,299.4189453
118,4/1/2012,299.4189453
119,4/1/2012,299.4189453
142,4/1/2012,299.4189453
143,4/1/2012,299.4189453
144,4/1/2012,299.4189453
145,4/1/2012,299.4189453
153,4/1/2012,299.4189453
155,4/1/2012,299.4189453
156,4/1/2012,299.4189453
154,4/1/2012,299.4189453
162,4/1/2012,299.4189453
163,4/1/2012,299.4189453
164,4/1/2012,299.4189453
161,4/1/2012,299.4189453
165,4/1/2012,299.4189453
166,4/1/2012,299.4189453
167,4/1/2012,299.4189453
180,4/1/2012,299.4189453
181,4/1/2012,299.4189453
182,4/1/2012,299.4189453
146,4/1/2012,299.4189453
147,4/1/2012,299.4189453
148,4/1/2012,299.4189453
151,4/1/2012,299.4189453
152,4/1/2012,299.4189453
178,4/1/2012,299.4189453
173,4/1/2012,299.4189453
176,4/1/2012,299.4189453
2,7/1/2012,296.3925476
3,7/1/2012,296.3925476
4,7/1/2012,296.3925476
51,7/1/2012,296.3950248
53,7/1/2012,296.3928515
54,7/1/2012,296.4190485
55,7/1/2012,296.4138128
56,7/1/2012,296.4507991
81,7/1/2012,296.4528198
87,7/1/2012,296.4528198
10,7/1/2012,296.3925476
11,7/1/2012,296.3925476
5,7/1/2012,296.3925476
6,7/1/2012,296.3925476
7,7/1/2012,296.3925476
8,7/1/2012,296.3925476
9,7/1/2012,296.3925476
130,7/1/2012,296.5932258
159,7/1/2012,296.5932312
40,7/1/2012,296.5706018
72,7/1/2012,296.5924135
16,7/1/2012,296.3925476
160,7/1/2012,296.4528198
17,7/1/2012,296.3925476
37,7/1/2012,296.3925476
38,7/1/2012,296.3925476
42,7/1/2012,296.3925476
69,7/1/2012,296.3925946
73,7/1/2012,296.4503784
12,7/1/2012,296.3933917
13,7/1/2012,296.3925476
14,7/1/2012,296.4819225
15,7/1/2012,296.3925476
39,7/1/2012,296.4314314
41,7/1/2012,296.4168903
70,7/1/2012,296.3987111
71,7/1/2012,296.4726902
102,7/1/2012,296.4528198
43,7/1/2012,296.3925476
44,7/1/2012,296.3925476
67,7/1/2012,296.4025558
68,7/1/2012,296.3925476
74,7/1/2012,296.4528198
75,7/1/2012,296.4232277
35,7/1/2012,296.3967629
36,7/1/2012,296.3925476
45,7/1/2012,296.3925476
64,7/1/2012,296.4078674
65,7/1/2012,296.4067533
66,7/1/2012,296.3925476
76,7/1/2012,296.4423499
18,7/1/2012,296.3925476
19,7/1/2012,296.3925476
20,7/1/2012,296.3925476
21,7/1/2012,296.3925476
22,7/1/2012,296.3925476
33,7/1/2012,296.3925476
34,7/1/2012,296.3925476
46,7/1/2012,296.3925476
31,7/1/2012,296.3925476
32,7/1/2012,296.3925476
47,7/1/2012,296.3925476
48,7/1/2012,296.3925476
60,7/1/2012,296.3925476
61,7/1/2012,296.3968874
78,7/1/2012,296.4460046
23,7/1/2012,296.3925476
168,7/1/2012,296.4528198
169,7/1/2012,296.4528198
179,7/1/2012,296.4528198
149,7/1/2012,296.4878083
150,7/1/2012,296.4528198
82,7/1/2012,296.4528198
83,7/1/2012,296.5563794
84,7/1/2012,296.5193341
85,7/1/2012,296.4528198
174,7/1/2012,296.4528198
175,7/1/2012,296.4528198
186,7/1/2012,296.4528198
187,7/1/2012,296.4528198
188,7/1/2012,296.4528198
189,7/1/2012,296.4528198
190,7/1/2012,296.4528198
191,7/1/2012,296.4528198
193,7/1/2012,296.4528198
184,7/1/2012,296.4528198
185,7/1/2012,296.4528198
192,7/1/2012,296.4528198
194,7/1/2012,296.4528198
195,7/1/2012,296.4528198
196,7/1/2012,296.4528198
1,7/1/2012,296.3925476
52,7/1/2012,296.3925476
129,7/1/2012,296.5044016
170,7/1/2012,296.4528198
171,7/1/2012,296.4528198
183,7/1/2012,296.4528198
197,7/1/2012,296.4528198
177,7/1/2012,296.4528198
172,7/1/2012,296.4528198
26,7/1/2012,296.3925476
25,7/1/2012,296.3925476
86,7/1/2012,296.4528198
198,7/1/2012,296.5161558
24,7/1/2012,296.3925476
27,7/1/2012,296.3925476
28,7/1/2012,296.3925476
29,7/1/2012,296.3925476
30,7/1/2012,296.3925476
49,7/1/2012,296.3925476
59,7/1/2012,296.4240051
113,7/1/2012,296.4528198
50,7/1/2012,296.4239313
57,7/1/2012,296.4528198
58,7/1/2012,296.4528198
79,7/1/2012,296.4528198
80,7/1/2012,296.4528198
88,7/1/2012,296.4528198
110,7/1/2012,296.4528198
62,7/1/2012,296.3925476
63,7/1/2012,296.4427306
90,7/1/2012,296.4528198
91,7/1/2012,296.4528198
92,7/1/2012,296.4528198
93,7/1/2012,296.4528198
111,7/1/2012,296.4528198
112,7/1/2012,296.4528198
114,7/1/2012,296.4528198
115,7/1/2012,296.4528198
116,7/1/2012,296.4528198
117,7/1/2012,296.4528198
89,7/1/2012,296.4528198
109,7/1/2012,296.4528198
120,7/1/2012,296.4528198
121,7/1/2012,296.4528198
77,7/1/2012,296.4476922
94,7/1/2012,296.4528198
95,7/1/2012,296.4528198
96,7/1/2012,296.4528198
100,7/1/2012,296.4528198
101,7/1/2012,296.4528198
107,7/1/2012,296.4528198
108,7/1/2012,296.4528198
97,7/1/2012,296.4528198
98,7/1/2012,296.4528198
99,7/1/2012,296.4528198
103,7/1/2012,296.4528198
104,7/1/2012,296.4528198
105,7/1/2012,296.4528198
106,7/1/2012,296.4528198
125,7/1/2012,296.4528198
126,7/1/2012,296.4528198
127,7/1/2012,296.4528198
128,7/1/2012,296.4528198
131,7/1/2012,296.4528198
122,7/1/2012,296.4528198
123,7/1/2012,296.4528198
124,7/1/2012,296.4528198
132,7/1/2012,296.4528198
133,7/1/2012,296.4528198
134,7/1/2012,296.4528198
157,7/1/2012,296.4528198
158,7/1/2012,296.4528198
135,7/1/2012,296.4528198
136,7/1/2012,296.4528198
137,7/1/2012,296.4528198
138,7/1/2012,296.4528198
139,7/1/2012,296.4528198
140,7/1/2012,296.4528198
141,7/1/2012,296.4528198
118,7/1/2012,296.4528198
119,7/1/2012,296.4528198
142,7/1/2012,296.4528198
143,7/1/2012,296.4528198
144,7/1/2012,296.4528198
145,7/1/2012,296.4528198
153,7/1/2012,296.4528198
155,7/1/2012,296.4528198
156,7/1/2012,296.4528198
154,7/1/2012,296.4528198
162,7/1/2012,296.4528198
163,7/1/2012,296.4528198
164,7/1/2012,296.4528198
161,7/1/2012,296.4528198
165,7/1/2012,296.4528198
166,7/1/2012,296.4528198
167,7/1/2012,296.4528198
180,7/1/2012,296.4528198
181,7/1/2012,296.4528198
182,7/1/2012,296.4528198
146,7/1/2012,296.4528198
147,7/1/2012,296.4528198
148,7/1/2012,296.4528198
151,7/1/2012,296.4528198
152,7/1/2012,296.4528198
178,7/1/2012,296.4528198
173,7/1/2012,296.4528198
176,7/1/2012,296.4528198
2,10/1/2012,294.9599609
3,10/1/2012,294.9599609
4,10/1/2012,294.9599609
51,10/1/2012,294.9654848
53,10/1/2012,294.9606387
54,10/1/2012,294.9764257
55,10/1/2012,295.0073796
56,10/1/2012,295.0898545
81,10/1/2012,295.0943604
87,10/1/2012,295.0943604
10,10/1/2012,294.9599609
11,10/1/2012,294.9599609
5,10/1/2012,294.9599609
6,10/1/2012,294.9599609
7,10/1/2012,294.9599609
8,10/1/2012,294.9599609
9,10/1/2012,294.9599609
130,10/1/2012,295.3756301
159,10/1/2012,295.3756409
40,10/1/2012,295.287159
72,10/1/2012,295.3728579
16,10/1/2012,294.9599609
160,10/1/2012,295.0943604
17,10/1/2012,294.9599609
37,10/1/2012,294.9599609
38,10/1/2012,294.9599609
42,10/1/2012,294.9599609
69,10/1/2012,294.9600657
73,10/1/2012,295.0889162
12,10/1/2012,294.9614736
13,10/1/2012,294.9599609
14,10/1/2012,295.1201281
15,10/1/2012,294.9599609
39,10/1/2012,295.0296438
41,10/1/2012,295.0035851
70,10/1/2012,294.9737048
71,10/1/2012,295.114139
102,10/1/2012,295.0943604
43,10/1/2012,294.9599609
44,10/1/2012,294.9599609
67,10/1/2012,294.982278
68,10/1/2012,294.9599609
74,10/1/2012,295.0943604
75,10/1/2012,295.0283736
35,10/1/2012,294.9693605
36,10/1/2012,294.9599609
45,10/1/2012,294.9599609
64,10/1/2012,294.9941222
65,10/1/2012,294.9916379
66,10/1/2012,294.9599609
76,10/1/2012,295.0710138
18,10/1/2012,294.9599609
19,10/1/2012,294.9599609
20,10/1/2012,294.9599609
21,10/1/2012,294.9599609
22,10/1/2012,294.9599609
33,10/1/2012,294.9599609
34,10/1/2012,294.9599609
46,10/1/2012,294.9599609
31,10/1/2012,294.9599609
32,10/1/2012,294.9599609
47,10/1/2012,294.9599609
48,10/1/2012,294.9599609
60,10/1/2012,294.9599609
61,10/1/2012,294.9696381
78,10/1/2012,295.0791632
23,10/1/2012,294.9599609
168,10/1/2012,295.0943604
169,10/1/2012,295.0943604
179,10/1/2012,295.0943604
149,10/1/2012,295.0391855
150,10/1/2012,295.0943604
82,10/1/2012,295.0943604
83,10/1/2012,294.9102048
84,10/1/2012,294.9894709
85,10/1/2012,295.0943604
174,10/1/2012,295.0943604
175,10/1/2012,295.0943604
186,10/1/2012,295.0943604
187,10/1/2012,295.0943604
188,10/1/2012,295.0943604
189,10/1/2012,295.0943604
190,10/1/2012,295.0943604
191,10/1/2012,295.0943604
193,10/1/2012,295.0943604
184,10/1/2012,295.0943604
185,10/1/2012,295.0943604
192,10/1/2012,295.0943604
194,10/1/2012,295.0943604
195,10/1/2012,295.0943604
196,10/1/2012,295.0943604
1,10/1/2012,294.9599609
52,10/1/2012,294.9599609
129,10/1/2012,295.197692
170,10/1/2012,295.0943604
171,10/1/2012,295.0943604
183,10/1/2012,295.0943604
197,10/1/2012,295.0943604
177,10/1/2012,295.0943604
172,10/1/2012,295.0943604
26,10/1/2012,294.9599609
25,10/1/2012,294.9599609
86,10/1/2012,295.0943604
198,10/1/2012,295.2212388
24,10/1/2012,294.9599609
27,10/1/2012,294.9599609
28,10/1/2012,294.9599609
29,10/1/2012,294.9599609
30,10/1/2012,294.9599609
49,10/1/2012,294.9599609
59,10/1/2012,295.0301071
113,10/1/2012,295.0943604
50,10/1/2012,295.0299425
57,10/1/2012,295.0943604
58,10/1/2012,295.0943604
79,10/1/2012,295.0943604
80,10/1/2012,295.0943604
88,10/1/2012,295.0943604
110,10/1/2012,295.0943604
62,10/1/2012,294.9599609
63,10/1/2012,295.0718626
90,10/1/2012,295.0943604
91,10/1/2012,295.0943604
92,10/1/2012,295.0943604
93,10/1/2012,295.0943604
111,10/1/2012,295.0943604
112,10/1/2012,295.0943604
114,10/1/2012,295.0943604
115,10/1/2012,295.0943604
116,10/1/2012,295.0943604
117,10/1/2012,295.0943604
89,10/1/2012,295.0943604
109,10/1/2012,295.0943604
120,10/1/2012,295.0943604
121,10/1/2012,295.0943604
77,10/1/2012,295.0829265
94,10/1/2012,295.0943604
95,10/1/2012,295.0943604
96,10/1/2012,295.0943604
100,10/1/2012,295.0943604
101,10/1/2012,295.0943604
107,10/1/2012,295.0943604
108,10/1/2012,295.0943604
97,10/1/2012,295.0943604
98,10/1/2012,295.0943604
99,10/1/2012,295.0943604
103,10/1/2012,295.0943604
104,10/1/2012,295.0943604
105,10/1/2012,295.0943604
106,10/1/2012,295.0943604
125,10/1/2012,295.0943604
126,10/1/2012,295.0943604
127,10/1/2012,295.0943604
128,10/1/2012,295.0943604
131,10/1/2012,295.0943604
122,10/1/2012,295.0943604
123,10/1/2012,295.0943604
124,10/1/2012,295.0943604
132,10/1/2012,295.0943604
133,10/1/2012,295.0943604
134,10/1/2012,295.0943604
157,10/1/2012,295.0943604
158,10/1/2012,295.0943604
135,10/1/2012,295.0943604
136,10/1/2012,295.0943604
137,10/1/2012,295.0943604
138,10/1/2012,295.0943604
139,10/1/2012,295.0943604
140,10/1/2012,295.0943604
141,10/1/2012,295.0943604
118,10/1/2012,295.0943604
119,10/1/2012,295.0943604
142,10/1/2012,295.0943604
143,10/1/2012,295.0943604
144,10/1/2012,295.0943604
145,10/1/2012,295.0943604
153,10/1/2012,295.0943604
155,10/1/2012,295.0943604
156,10/1/2012,295.0943604
154,10/1/2012,295.0943604
162,10/1/2012,295.0943604
163,10/1/2012,295.0943604
164,10/1/2012,295.0943604
161,10/1/2012,295.0943604
165,10/1/2012,295.0943604
166,10/1/2012,295.0943604
167,10/1/2012,295.0943604
180,10/1/2012,295.0943604
181,10/1/2012,295.0943604
182,10/1/2012,295.0943604
146,10/1/2012,295.0943604
147,10/1/2012,295.0943604
148,10/1/2012,295.0943604
151,10/1/2012,295.0943604
152,10/1/2012,295.0943604
178,10/1/2012,295.0943604
173,10/1/2012,295.0943604
176,10/1/2012,295.0943604
2,1/1/2013,297.3978271
3,1/1/2013,297.3978271
4,1/1/2013,297.3978271
51,1/1/2013,297.3972125
53,1/1/2013,297.3977517
54,1/1/2013,297.3680843
55,1/1/2013,297.3925512
56,1/1/2013,297.3833749
81,1/1/2013,297.3828735
87,1/1/2013,297.3828735
10,1/1/2013,297.3978271
11,1/1/2013,297.3978271
5,1/1/2013,297.3978271
6,1/1/2013,297.3978271
7,1/1/2013,297.3978271
8,1/1/2013,297.3978271
9,1/1/2013,297.3978271
130,1/1/2013,297.638479
159,1/1/2013,297.6384888
40,1/1/2013,297.6837738
72,1/1/2013,297.6392948
16,1/1/2013,297.3978271
160,1/1/2013,297.3828735
17,1/1/2013,297.3978271
37,1/1/2013,297.3978271
38,1/1/2013,297.3978271
42,1/1/2013,297.3978271
69,1/1/2013,297.3978155
73,1/1/2013,297.3834793
12,1/1/2013,297.3992496
13,1/1/2013,297.3978271
14,1/1/2013,297.5484447
15,1/1/2013,297.3978271
39,1/1/2013,297.4633554
41,1/1/2013,297.4388503
70,1/1/2013,297.396298
71,1/1/2013,297.4921344
102,1/1/2013,297.3828735
43,1/1/2013,297.3978271
44,1/1/2013,297.3978271
67,1/1/2013,297.3953441
68,1/1/2013,297.3978271
74,1/1/2013,297.3828735
75,1/1/2013,297.3902154
35,1/1/2013,297.3967813
36,1/1/2013,297.3978271
45,1/1/2013,297.3978271
64,1/1/2013,297.3940263
65,1/1/2013,297.3943027
66,1/1/2013,297.3978271
76,1/1/2013,297.3854711
18,1/1/2013,297.3978271
19,1/1/2013,297.3978271
20,1/1/2013,297.3978271
21,1/1/2013,297.3978271
22,1/1/2013,297.3978271
33,1/1/2013,297.3978271
34,1/1/2013,297.3978271
46,1/1/2013,297.3978271
31,1/1/2013,297.3978271
32,1/1/2013,297.3978271
47,1/1/2013,297.3978271
48,1/1/2013,297.3978271
60,1/1/2013,297.3978271
61,1/1/2013,297.3967504
78,1/1/2013,297.3845644
23,1/1/2013,297.3978271
168,1/1/2013,297.3828735
169,1/1/2013,297.3828735
179,1/1/2013,297.3828735
149,1/1/2013,297.2743775
150,1/1/2013,297.3828735
82,1/1/2013,297.3828735
83,1/1/2013,297.0633278
84,1/1/2013,297.1766188
85,1/1/2013,297.3828735
174,1/1/2013,297.3828735
175,1/1/2013,297.3828735
186,1/1/2013,297.3828735
187,1/1/2013,297.3828735
188,1/1/2013,297.3828735
189,1/1/2013,297.3828735
190,1/1/2013,297.3828735
191,1/1/2013,297.3828735
193,1/1/2013,297.3828735
184,1/1/2013,297.3828735
185,1/1/2013,297.3828735
192,1/1/2013,297.3828735
194,1/1/2013,297.3828735
195,1/1/2013,297.3828735
196,1/1/2013,297.3828735
1,1/1/2013,297.3978271
52,1/1/2013,297.3978271
129,1/1/2013,297.4767768
170,1/1/2013,297.3828735
171,1/1/2013,297.3828735
183,1/1/2013,297.3828735
197,1/1/2013,297.3828735
177,1/1/2013,297.3828735
172,1/1/2013,297.3828735
26,1/1/2013,297.3978271
25,1/1/2013,297.3978271
86,1/1/2013,297.3828735
198,1/1/2013,297.498175
24,1/1/2013,297.3978271
27,1/1/2013,297.3978271
28,1/1/2013,297.3978271
29,1/1/2013,297.3978271
30,1/1/2013,297.3978271
49,1/1/2013,297.3978271
59,1/1/2013,297.3900225
113,1/1/2013,297.3828735
50,1/1/2013,297.3900408
57,1/1/2013,297.3828735
58,1/1/2013,297.3828735
79,1/1/2013,297.3828735
80,1/1/2013,297.3828735
88,1/1/2013,297.3828735
110,1/1/2013,297.3828735
62,1/1/2013,297.3978271
63,1/1/2013,297.3853767
90,1/1/2013,297.3828735
91,1/1/2013,297.3828735
92,1/1/2013,297.3828735
93,1/1/2013,297.3828735
111,1/1/2013,297.3828735
112,1/1/2013,297.3828735
114,1/1/2013,297.3828735
115,1/1/2013,297.3828735
116,1/1/2013,297.3828735
117,1/1/2013,297.3828735
89,1/1/2013,297.3828735
109,1/1/2013,297.3828735
120,1/1/2013,297.3828735
121,1/1/2013,297.3828735
77,1/1/2013,297.3841457
94,1/1/2013,297.3828735
95,1/1/2013,297.3828735
96,1/1/2013,297.3828735
100,1/1/2013,297.3828735
101,1/1/2013,297.3828735
107,1/1/2013,297.3828735
108,1/1/2013,297.3828735
97,1/1/2013,297.3828735
98,1/1/2013,297.3828735
99,1/1/2013,297.3828735
103,1/1/2013,297.3828735
104,1/1/2013,297.3828735
105,1/1/2013,297.3828735
106,1/1/2013,297.3828735
125,1/1/2013,297.3828735
126,1/1/2013,297.3828735
127,1/1/2013,297.3828735
128,1/1/2013,297.3828735
131,1/1/2013,297.3828735
122,1/1/2013,297.3828735
123,1/1/2013,297.3828735
124,1/1/2013,297.3828735
132,1/1/2013,297.3828735
133,1/1/2013,297.3828735
134,1/1/2013,297.3828735
157,1/1/2013,297.3828735
158,1/1/2013,297.3828735
135,1/1/2013,297.3828735
136,1/1/2013,297.3828735
137,1/1/2013,297.3828735
138,1/1/2013,297.3828735
139,1/1/2013,297.3828735
140,1/1/2013,297.3828735
141,1/1/2013,297.3828735
118,1/1/2013,297.3828735
119,1/1/2013,297.3828735
142,1/1/2013,297.3828735
143,1/1/2013,297.3828735
144,1/1/2013,297.3828735
145,1/1/2013,297.3828735
153,1/1/2013,297.3828735
155,1/1/2013,297.3828735
156,1/1/2013,297.3828735
154,1/1/2013,297.3828735
162,1/1/2013,297.3828735
163,1/1/2013,297.3828735
164,1/1/2013,297.3828735
161,1/1/2013,297.3828735
165,1/1/2013,297.3828735
166,1/1/2013,297.3828735
167,1/1/2013,297.3828735
180,1/1/2013,297.3828735
181,1/1/2013,297.3828735
182,1/1/2013,297.3828735
146,1/1/2013,297.3828735
147,1/1/2013,297.3828735
148,1/1/2013,297.3828735
151,1/1/2013,297.3828735
152,1/1/2013,297.3828735
178,1/1/2013,297.3828735
173,1/1/2013,297.3828735
176,1/1/2013,297.3828735
2,4/1/2013,299.1983032
3,4/1/2013,299.1983032
4,4/1/2013,299.1983032
51,4/1/2013,299.1932886
53,4/1/2013,299.197688
54,4/1/2013,299.1753681
55,4/1/2013,299.155256
56,4/1/2013,299.0803844
81,4/1/2013,299.0762939
87,4/1/2013,299.0762939
10,4/1/2013,299.1983032
11,4/1/2013,299.1983032
5,4/1/2013,299.1983032
6,4/1/2013,299.1983032
7,4/1/2013,299.1983032
8,4/1/2013,299.1983032
9,4/1/2013,299.1983032
130,4/1/2013,299.1956131
159,4/1/2013,299.1956177
40,4/1/2013,299.3406079
72,4/1/2013,299.1992801
16,4/1/2013,299.1983032
160,4/1/2013,299.0762939
17,4/1/2013,299.1983032
37,4/1/2013,299.1983032
38,4/1/2013,299.1983032
42,4/1/2013,299.1983032
69,4/1/2013,299.1982082
73,4/1/2013,299.0812362
12,4/1/2013,299.1991115
13,4/1/2013,299.1983032
14,4/1/2013,299.2838896
15,4/1/2013,299.1983032
39,4/1/2013,299.2355387
41,4/1/2013,299.2216141
70,4/1/2013,299.1858264
71,4/1/2013,299.2104569
102,4/1/2013,299.0762939
43,4/1/2013,299.1983032
44,4/1/2013,299.1983032
67,4/1/2013,299.1780435
68,4/1/2013,299.1983032
74,4/1/2013,299.0762939
75,4/1/2013,299.1361975
35,4/1/2013,299.1897702
36,4/1/2013,299.1983032
45,4/1/2013,299.1983032
64,4/1/2013,299.1672913
65,4/1/2013,299.1695465
66,4/1/2013,299.1983032
76,4/1/2013,299.0974882
18,4/1/2013,299.1983032
19,4/1/2013,299.1983032
20,4/1/2013,299.1983032
21,4/1/2013,299.1983032
22,4/1/2013,299.1983032
33,4/1/2013,299.1983032
34,4/1/2013,299.1983032
46,4/1/2013,299.1983032
