WARD_NAME,WARD_NO,date,mean
Jnana Bharathi ward,129,2006-01-01,9.62E-08
Jayanagar East,170,2006-01-01,9.66E-08
Gurappanapalya,171,2006-01-01,9.66E-08
Chikkalsandra,183,2006-01-01,9.66E-08
Vasanthpura,197,2006-01-01,9.66E-08
J P Nagar,177,2006-01-01,9.66E-08
Madivala,172,2006-01-01,9.66E-08
Ramamurthy Nagar,26,2006-01-01,4.14E-08
Horamavu,25,2006-01-01,4.14E-08
Marathahalli,86,2006-01-01,9.66E-08
Hemmigepura,198,2006-01-01,9.61E-08
Chowdeswari Ward,2,2006-01-01,4.14E-08
Atturu,3,2006-01-01,4.14E-08
Yelahanka Satellite Town,4,2006-01-01,4.14E-08
Vijnanapura,51,2006-01-01,4.37E-08
Basavanapura,53,2006-01-01,4.17E-08
Hudi,54,2006-01-01,5.49E-08
Devasandra,55,2006-01-01,6.09E-08
A Narayanapura,56,2006-01-01,9.48E-08
Vijnana Nagar,81,2006-01-01,9.66E-08
HAL Airport,87,2006-01-01,9.66E-08
Dodda Bommasandra,10,2006-01-01,4.14E-08
Kuvempu Nagar,11,2006-01-01,4.14E-08
Jakkuru,5,2006-01-01,4.14E-08
Thanisandra,6,2006-01-01,4.14E-08
Byatarayanapura,7,2006-01-01,4.14E-08
Kodigehalli,8,2006-01-01,4.14E-08
Vidyaranyapura,9,2006-01-01,4.14E-08
Ullalu,130,2006-01-01,9.54E-08
Kengeri,159,2006-01-01,9.54E-08
Dodda Bidarakallu,40,2006-01-01,5.09E-08
Herohalli,72,2006-01-01,9.42E-08
Jalahalli,16,2006-01-01,4.14E-08
Rajarajeshwari Nagar,160,2006-01-01,9.66E-08
J P Park,17,2006-01-01,4.14E-08
Yeshwanthpura,37,2006-01-01,4.14E-08
HMT Ward,38,2006-01-01,4.14E-08
Lakshmi Devi Nagar,42,2006-01-01,4.14E-08
Laggere,69,2006-01-01,4.15E-08
Kottegepalya,73,2006-01-01,9.44E-08
Shettihalli,12,2006-01-01,4.14E-08
Mallasandra,13,2006-01-01,4.14E-08
Bagalakunte,14,2006-01-01,4.25E-08
T Dasarahalli,15,2006-01-01,4.14E-08
Chokkasandra,39,2006-01-01,4.19E-08
Peenya Industrial Area,41,2006-01-01,4.17E-08
Rajagopal Nagar,70,2006-01-01,4.71E-08
Hegganahalli,71,2006-01-01,6.16E-08
Vrisabhavathi Nagar,102,2006-01-01,9.66E-08
Nandini Layout,43,2006-01-01,4.14E-08
Marappana Palya,44,2006-01-01,4.14E-08
Nagapura,67,2006-01-01,5.06E-08
Mahalakshimpuram,68,2006-01-01,4.14E-08
Shakthi Ganapathi Nagar,74,2006-01-01,9.66E-08
Shankar Matt,75,2006-01-01,6.95E-08
Aramane Nagara,35,2006-01-01,4.53E-08
Mattikere,36,2006-01-01,4.14E-08
Malleswaram,45,2006-01-01,4.14E-08
Rajamahal Guttahalli,64,2006-01-01,5.55E-08
Kadu Malleshwar Ward,65,2006-01-01,5.44E-08
Subramanya Nagar,66,2006-01-01,4.14E-08
Gayithri Nagar,76,2006-01-01,8.70E-08
Radhakrishna Temple Ward,18,2006-01-01,4.14E-08
Sanjaya Nagar,19,2006-01-01,4.14E-08
Ganga Nagar,20,2006-01-01,4.14E-08
Hebbala,21,2006-01-01,4.14E-08
Vishwanath Nagenahalli,22,2006-01-01,4.14E-08
Manorayanapalya,33,2006-01-01,4.14E-08
Gangenahalli,34,2006-01-01,4.14E-08
Jayachamarajendra Nagar,46,2006-01-01,4.14E-08
Kushal Nagar,31,2006-01-01,4.14E-08
Kaval Bairasandra,32,2006-01-01,4.14E-08
Devara Jeevanahalli,47,2006-01-01,4.14E-08
Muneshwara Nagar,48,2006-01-01,4.14E-08
Sagayarapuram,60,2006-01-01,4.14E-08
S K Garden,61,2006-01-01,4.54E-08
Pulikeshinagar,78,2006-01-01,9.04E-08
Nagavara,23,2006-01-01,4.14E-08
HBR Layout,24,2006-04-01,2.31E-05
Banasavadi,27,2006-04-01,2.31E-05
Kammanahalli,28,2006-04-01,2.31E-05
Kacharkanahalli,29,2006-04-01,2.31E-05
Kadugondanahalli,30,2006-04-01,2.31E-05
Lingarajapura,49,2006-04-01,2.31E-05
Maruthi Seva Nagar,59,2006-04-01,2.46E-05
Konena Agrahara,113,2006-04-01,2.60E-05
Benniganahalli,50,2006-04-01,2.46E-05
C V Raman Nagar,57,2006-04-01,2.60E-05
New Tippasandara,58,2006-04-01,2.60E-05
Sarvagna Nagar,79,2006-04-01,2.60E-05
Hoysala Nagar,80,2006-04-01,2.60E-05
Jeevanbhima Nagar,88,2006-04-01,2.60E-05
Sampangiram Nagar,110,2006-04-01,2.60E-05
Ramaswamy Palya,62,2006-04-01,2.31E-05
Jayamahal,63,2006-04-01,2.55E-05
Halsoor,90,2006-04-01,2.60E-05
Bharathi Nagar,91,2006-04-01,2.60E-05
Shivaji Nagar,92,2006-04-01,2.60E-05
Vasanth Nagar,93,2006-04-01,2.60E-05
Shantala Nagar,111,2006-04-01,2.60E-05
Domlur,112,2006-04-01,2.60E-05
Agaram,114,2006-04-01,2.60E-05
Vannarpet,115,2006-04-01,2.60E-05
Nilasandra,116,2006-04-01,2.60E-05
Shanthi Nagar,117,2006-04-01,2.60E-05
Jogupalya,89,2006-04-01,2.60E-05
Chickpete,109,2006-04-01,2.60E-05
Cottonpete,120,2006-04-01,2.60E-05
Binnipete,121,2006-04-01,2.60E-05
Dattatreya Temple,77,2006-04-01,2.58E-05
Gandhinagar,94,2006-04-01,2.60E-05
Subhash Nagar,95,2006-04-01,2.60E-05
Okalipuram,96,2006-04-01,2.60E-05
Basaveshwara Nagar,100,2006-04-01,2.60E-05
Kamakshipalya,101,2006-04-01,2.60E-05
Shivanagara,107,2006-04-01,2.60E-05
Sriramamandir,108,2006-04-01,2.60E-05
Dayananda Nagar,97,2006-04-01,2.60E-05
Prakash Nagar,98,2006-04-01,2.60E-05
Rajaji Nagar,99,2006-04-01,2.60E-05
Kaveripura,103,2006-04-01,2.60E-05
Govindaraja Nagar,104,2006-04-01,2.60E-05
Agrahara Dasarahalli,105,2006-04-01,2.60E-05
Dr. Raj Kumar Ward,106,2006-04-01,2.60E-05
Marenahalli,125,2006-04-01,2.60E-05
Maruthi Mandir ward,126,2006-04-01,2.60E-05
Mudalapalya,127,2006-04-01,2.60E-05
Nagarabhavi,128,2006-04-01,2.60E-05
Nayandahalli,131,2006-04-01,2.60E-05
Kempapura Agrahara,122,2006-04-01,2.60E-05
Vijayanagar,123,2006-04-01,2.60E-05
Hosahalli,124,2006-04-01,2.60E-05
Attiguppe,132,2006-04-01,2.60E-05
Hampi Nagar,133,2006-04-01,2.60E-05
Bapuji Nagar,134,2006-04-01,2.60E-05
Gali Anjenaya Temple ward,157,2006-04-01,2.60E-05
Deepanjali Nagar,158,2006-04-01,2.60E-05
Padarayanapura,135,2006-04-01,2.60E-05
Jagajivanaramnagar,136,2006-04-01,2.60E-05
Rayapuram,137,2006-04-01,2.60E-05
Chalavadipalya,138,2006-04-01,2.60E-05
K R Market,139,2006-04-01,2.60E-05
Chamrajapet,140,2006-04-01,2.60E-05
Azad Nagar,141,2006-04-01,2.60E-05
Sudham Nagara,118,2006-04-01,2.60E-05
Dharmaraya Swamy Temple,119,2006-04-01,2.60E-05
Sunkenahalli,142,2006-04-01,2.60E-05
Vishveshwara Puram,143,2006-04-01,2.60E-05
Siddapura,144,2006-04-01,2.60E-05
Hombegowda Nagara,145,2006-04-01,2.60E-05
Jayanagar,153,2006-04-01,2.60E-05
Hanumanth Nagar,155,2006-04-01,2.60E-05
Srinagar,156,2006-04-01,2.60E-05
Basavanagudi,154,2006-04-01,2.60E-05
Girinagar,162,2006-04-01,2.60E-05
Katriguppe,163,2006-04-01,2.60E-05
Vidyapeeta ward,164,2006-04-01,2.60E-05
Hosakerehalli,161,2006-04-01,2.60E-05
Ganesh Mandir ward,165,2006-04-01,2.60E-05
Karisandra,166,2006-04-01,2.60E-05
Yediyur,167,2006-04-01,2.60E-05
Banashankari Temple ward,180,2006-04-01,2.60E-05
Kumaraswamy Layout,181,2006-04-01,2.60E-05
Padmanabha Nagar,182,2006-04-01,2.60E-05
Lakkasandra,146,2006-04-01,2.60E-05
Adugodi,147,2006-04-01,2.60E-05
Ejipura,148,2006-04-01,2.60E-05
Koramangala,151,2006-04-01,2.60E-05
Suddagunte Palya,152,2006-04-01,2.60E-05
Sarakki,178,2006-04-01,2.60E-05
Jakkasandra,173,2006-04-01,2.60E-05
BTM Layout,176,2006-04-01,2.60E-05
Pattabhiram Nagar,168,2006-04-01,2.60E-05
Byrasandra,169,2006-04-01,2.60E-05
Shakambari Nagar,179,2006-04-01,2.60E-05
Varthuru,149,2006-04-01,2.59E-05
Bellanduru,150,2006-04-01,2.60E-05
Garudachar Playa,82,2006-04-01,2.60E-05
Kadugodi,83,2006-04-01,2.52E-05
Hagadur,84,2006-04-01,2.58E-05
Dodda Nekkundi,85,2006-04-01,2.60E-05
HSR Layout,174,2006-04-01,2.60E-05
Bommanahalli,175,2006-04-01,2.60E-05
Jaraganahalli,186,2006-04-01,2.60E-05
Puttenahalli,187,2006-04-01,2.60E-05
Bilekhalli,188,2006-04-01,2.60E-05
Hongasandra,189,2006-04-01,2.60E-05
Mangammanapalya,190,2006-04-01,2.60E-05
Singasandra,191,2006-04-01,2.60E-05
Arakere,193,2006-04-01,2.60E-05
Uttarahalli,184,2006-04-01,2.60E-05
Yelchenahalli,185,2006-04-01,2.60E-05
Begur,192,2006-04-01,2.60E-05
Gottigere,194,2006-04-01,2.60E-05
Konankunte,195,2006-04-01,2.60E-05
Anjanapura,196,2006-04-01,2.60E-05
Kempegowda Ward,1,2006-04-01,2.31E-05
K R Puram,52,2006-04-01,2.31E-05
Jnana Bharathi ward,129,2006-04-01,2.61E-05
Jayanagar East,170,2006-04-01,2.60E-05
Gurappanapalya,171,2006-04-01,2.60E-05
Chikkalsandra,183,2006-04-01,2.60E-05
Vasanthpura,197,2006-04-01,2.60E-05
J P Nagar,177,2006-04-01,2.60E-05
Madivala,172,2006-04-01,2.60E-05
Ramamurthy Nagar,26,2006-04-01,2.31E-05
Horamavu,25,2006-04-01,2.31E-05
Marathahalli,86,2006-04-01,2.60E-05
Hemmigepura,198,2006-04-01,2.61E-05
Chowdeswari Ward,2,2006-04-01,2.31E-05
Atturu,3,2006-04-01,2.31E-05
Yelahanka Satellite Town,4,2006-04-01,2.31E-05
Vijnanapura,51,2006-04-01,2.32E-05
Basavanapura,53,2006-04-01,2.31E-05
Hudi,54,2006-04-01,2.37E-05
Devasandra,55,2006-04-01,2.41E-05
A Narayanapura,56,2006-04-01,2.59E-05
Vijnana Nagar,81,2006-04-01,2.60E-05
HAL Airport,87,2006-04-01,2.60E-05
Dodda Bommasandra,10,2006-04-01,2.31E-05
Kuvempu Nagar,11,2006-04-01,2.31E-05
Jakkuru,5,2006-04-01,2.31E-05
Thanisandra,6,2006-04-01,2.31E-05
Byatarayanapura,7,2006-04-01,2.31E-05
Kodigehalli,8,2006-04-01,2.31E-05
Vidyaranyapura,9,2006-04-01,2.31E-05
Ullalu,130,2006-04-01,2.62E-05
Kengeri,159,2006-04-01,2.62E-05
Dodda Bidarakallu,40,2006-04-01,2.44E-05
Herohalli,72,2006-04-01,2.62E-05
Jalahalli,16,2006-04-01,2.31E-05
Rajarajeshwari Nagar,160,2006-04-01,2.60E-05
J P Park,17,2006-04-01,2.31E-05
Yeshwanthpura,37,2006-04-01,2.31E-05
HMT Ward,38,2006-04-01,2.31E-05
Lakshmi Devi Nagar,42,2006-04-01,2.31E-05
Laggere,69,2006-04-01,2.31E-05
Kottegepalya,73,2006-04-01,2.59E-05
Shettihalli,12,2006-04-01,2.31E-05
Mallasandra,13,2006-04-01,2.31E-05
Bagalakunte,14,2006-04-01,2.36E-05
T Dasarahalli,15,2006-04-01,2.31E-05
Chokkasandra,39,2006-04-01,2.33E-05
Peenya Industrial Area,41,2006-04-01,2.32E-05
Rajagopal Nagar,70,2006-04-01,2.34E-05
Hegganahalli,71,2006-04-01,2.45E-05
Vrisabhavathi Nagar,102,2006-04-01,2.60E-05
Nandini Layout,43,2006-04-01,2.31E-05
Marappana Palya,44,2006-04-01,2.31E-05
Nagapura,67,2006-04-01,2.36E-05
Mahalakshimpuram,68,2006-04-01,2.31E-05
Shakthi Ganapathi Nagar,74,2006-04-01,2.60E-05
Shankar Matt,75,2006-04-01,2.46E-05
Aramane Nagara,35,2006-04-01,2.33E-05
Mattikere,36,2006-04-01,2.31E-05
Malleswaram,45,2006-04-01,2.31E-05
Rajamahal Guttahalli,64,2006-04-01,2.38E-05
Kadu Malleshwar Ward,65,2006-04-01,2.38E-05
Subramanya Nagar,66,2006-04-01,2.31E-05
Gayithri Nagar,76,2006-04-01,2.55E-05
Radhakrishna Temple Ward,18,2006-04-01,2.31E-05
Sanjaya Nagar,19,2006-04-01,2.31E-05
Ganga Nagar,20,2006-04-01,2.31E-05
Hebbala,21,2006-04-01,2.31E-05
Vishwanath Nagenahalli,22,2006-04-01,2.31E-05
Manorayanapalya,33,2006-04-01,2.31E-05
Gangenahalli,34,2006-04-01,2.31E-05
Jayachamarajendra Nagar,46,2006-04-01,2.31E-05
Kushal Nagar,31,2006-04-01,2.31E-05
Kaval Bairasandra,32,2006-04-01,2.31E-05
Devara Jeevanahalli,47,2006-04-01,2.31E-05
Muneshwara Nagar,48,2006-04-01,2.31E-05
Sagayarapuram,60,2006-04-01,2.31E-05
S K Garden,61,2006-04-01,2.33E-05
Pulikeshinagar,78,2006-04-01,2.57E-05
Nagavara,23,2006-04-01,2.31E-05
HBR Layout,24,2006-07-01,5.22E-05
Banasavadi,27,2006-07-01,5.22E-05
Kammanahalli,28,2006-07-01,5.22E-05
Kacharkanahalli,29,2006-07-01,5.22E-05
Kadugondanahalli,30,2006-07-01,5.22E-05
Lingarajapura,49,2006-07-01,5.22E-05
Maruthi Seva Nagar,59,2006-07-01,5.10E-05
Konena Agrahara,113,2006-07-01,4.98E-05
Benniganahalli,50,2006-07-01,5.10E-05
C V Raman Nagar,57,2006-07-01,4.98E-05
New Tippasandara,58,2006-07-01,4.98E-05
Sarvagna Nagar,79,2006-07-01,4.98E-05
Hoysala Nagar,80,2006-07-01,4.98E-05
Jeevanbhima Nagar,88,2006-07-01,4.98E-05
Sampangiram Nagar,110,2006-07-01,4.98E-05
Ramaswamy Palya,62,2006-07-01,5.22E-05
Jayamahal,63,2006-07-01,5.02E-05
Halsoor,90,2006-07-01,4.98E-05
Bharathi Nagar,91,2006-07-01,4.98E-05
Shivaji Nagar,92,2006-07-01,4.98E-05
Vasanth Nagar,93,2006-07-01,4.98E-05
Shantala Nagar,111,2006-07-01,4.98E-05
Domlur,112,2006-07-01,4.98E-05
Agaram,114,2006-07-01,4.98E-05
Vannarpet,115,2006-07-01,4.98E-05
Nilasandra,116,2006-07-01,4.98E-05
Shanthi Nagar,117,2006-07-01,4.98E-05
Jogupalya,89,2006-07-01,4.98E-05
Chickpete,109,2006-07-01,4.98E-05
Cottonpete,120,2006-07-01,4.98E-05
Binnipete,121,2006-07-01,4.98E-05
Dattatreya Temple,77,2006-07-01,5.00E-05
Gandhinagar,94,2006-07-01,4.98E-05
Subhash Nagar,95,2006-07-01,4.98E-05
Okalipuram,96,2006-07-01,4.98E-05
Basaveshwara Nagar,100,2006-07-01,4.98E-05
Kamakshipalya,101,2006-07-01,4.98E-05
Shivanagara,107,2006-07-01,4.98E-05
Sriramamandir,108,2006-07-01,4.98E-05
Dayananda Nagar,97,2006-07-01,4.98E-05
Prakash Nagar,98,2006-07-01,4.98E-05
Rajaji Nagar,99,2006-07-01,4.98E-05
Kaveripura,103,2006-07-01,4.98E-05
Govindaraja Nagar,104,2006-07-01,4.98E-05
Agrahara Dasarahalli,105,2006-07-01,4.98E-05
Dr. Raj Kumar Ward,106,2006-07-01,4.98E-05
Marenahalli,125,2006-07-01,4.98E-05
Maruthi Mandir ward,126,2006-07-01,4.98E-05
Mudalapalya,127,2006-07-01,4.98E-05
Nagarabhavi,128,2006-07-01,4.98E-05
Nayandahalli,131,2006-07-01,4.98E-05
Kempapura Agrahara,122,2006-07-01,4.98E-05
Vijayanagar,123,2006-07-01,4.98E-05
Hosahalli,124,2006-07-01,4.98E-05
Attiguppe,132,2006-07-01,4.98E-05
Hampi Nagar,133,2006-07-01,4.98E-05
Bapuji Nagar,134,2006-07-01,4.98E-05
Gali Anjenaya Temple ward,157,2006-07-01,4.98E-05
Deepanjali Nagar,158,2006-07-01,4.98E-05
Padarayanapura,135,2006-07-01,4.98E-05
Jagajivanaramnagar,136,2006-07-01,4.98E-05
Rayapuram,137,2006-07-01,4.98E-05
Chalavadipalya,138,2006-07-01,4.98E-05
K R Market,139,2006-07-01,4.98E-05
Chamrajapet,140,2006-07-01,4.98E-05
Azad Nagar,141,2006-07-01,4.98E-05
Sudham Nagara,118,2006-07-01,4.98E-05
Dharmaraya Swamy Temple,119,2006-07-01,4.98E-05
Sunkenahalli,142,2006-07-01,4.98E-05
Vishveshwara Puram,143,2006-07-01,4.98E-05
Siddapura,144,2006-07-01,4.98E-05
Hombegowda Nagara,145,2006-07-01,4.98E-05
Jayanagar,153,2006-07-01,4.98E-05
Hanumanth Nagar,155,2006-07-01,4.98E-05
Srinagar,156,2006-07-01,4.98E-05
Basavanagudi,154,2006-07-01,4.98E-05
Girinagar,162,2006-07-01,4.98E-05
Katriguppe,163,2006-07-01,4.98E-05
Vidyapeeta ward,164,2006-07-01,4.98E-05
Hosakerehalli,161,2006-07-01,4.98E-05
Ganesh Mandir ward,165,2006-07-01,4.98E-05
Karisandra,166,2006-07-01,4.98E-05
Yediyur,167,2006-07-01,4.98E-05
Banashankari Temple ward,180,2006-07-01,4.98E-05
Kumaraswamy Layout,181,2006-07-01,4.98E-05
Padmanabha Nagar,182,2006-07-01,4.98E-05
Lakkasandra,146,2006-07-01,4.98E-05
Adugodi,147,2006-07-01,4.98E-05
Ejipura,148,2006-07-01,4.98E-05
Koramangala,151,2006-07-01,4.98E-05
Suddagunte Palya,152,2006-07-01,4.98E-05
Sarakki,178,2006-07-01,4.98E-05
Jakkasandra,173,2006-07-01,4.98E-05
BTM Layout,176,2006-07-01,4.98E-05
Pattabhiram Nagar,168,2006-07-01,4.98E-05
Byrasandra,169,2006-07-01,4.98E-05
Shakambari Nagar,179,2006-07-01,4.98E-05
Varthuru,149,2006-07-01,5.01E-05
Bellanduru,150,2006-07-01,4.98E-05
Garudachar Playa,82,2006-07-01,4.98E-05
Kadugodi,83,2006-07-01,5.06E-05
Hagadur,84,2006-07-01,5.02E-05
Dodda Nekkundi,85,2006-07-01,4.98E-05
HSR Layout,174,2006-07-01,4.98E-05
Bommanahalli,175,2006-07-01,4.98E-05
Jaraganahalli,186,2006-07-01,4.98E-05
Puttenahalli,187,2006-07-01,4.98E-05
Bilekhalli,188,2006-07-01,4.98E-05
Hongasandra,189,2006-07-01,4.98E-05
Mangammanapalya,190,2006-07-01,4.98E-05
Singasandra,191,2006-07-01,4.98E-05
Arakere,193,2006-07-01,4.98E-05
Uttarahalli,184,2006-07-01,4.98E-05
Yelchenahalli,185,2006-07-01,4.98E-05
Begur,192,2006-07-01,4.98E-05
Gottigere,194,2006-07-01,4.98E-05
Konankunte,195,2006-07-01,4.98E-05
Anjanapura,196,2006-07-01,4.98E-05
Kempegowda Ward,1,2006-07-01,5.22E-05
K R Puram,52,2006-07-01,5.22E-05
Jnana Bharathi ward,129,2006-07-01,4.95E-05
Jayanagar East,170,2006-07-01,4.98E-05
Gurappanapalya,171,2006-07-01,4.98E-05
Chikkalsandra,183,2006-07-01,4.98E-05
Vasanthpura,197,2006-07-01,4.98E-05
J P Nagar,177,2006-07-01,4.98E-05
Madivala,172,2006-07-01,4.98E-05
Ramamurthy Nagar,26,2006-07-01,5.22E-05
Horamavu,25,2006-07-01,5.22E-05
Marathahalli,86,2006-07-01,4.98E-05
Hemmigepura,198,2006-07-01,4.94E-05
Chowdeswari Ward,2,2006-07-01,5.22E-05
Atturu,3,2006-07-01,5.22E-05
Yelahanka Satellite Town,4,2006-07-01,5.22E-05
Vijnanapura,51,2006-07-01,5.21E-05
Basavanapura,53,2006-07-01,5.22E-05
Hudi,54,2006-07-01,5.16E-05
Devasandra,55,2006-07-01,5.14E-05
A Narayanapura,56,2006-07-01,4.99E-05
Vijnana Nagar,81,2006-07-01,4.98E-05
HAL Airport,87,2006-07-01,4.98E-05
Dodda Bommasandra,10,2006-07-01,5.22E-05
Kuvempu Nagar,11,2006-07-01,5.22E-05
Jakkuru,5,2006-07-01,5.22E-05
Thanisandra,6,2006-07-01,5.22E-05
Byatarayanapura,7,2006-07-01,5.22E-05
Kodigehalli,8,2006-07-01,5.22E-05
Vidyaranyapura,9,2006-07-01,5.22E-05
Ullalu,130,2006-07-01,4.89E-05
Kengeri,159,2006-07-01,4.89E-05
Dodda Bidarakallu,40,2006-07-01,5.19E-05
Herohalli,72,2006-07-01,4.90E-05
Jalahalli,16,2006-07-01,5.22E-05
Rajarajeshwari Nagar,160,2006-07-01,4.98E-05
J P Park,17,2006-07-01,5.22E-05
Yeshwanthpura,37,2006-07-01,5.22E-05
HMT Ward,38,2006-07-01,5.22E-05
Lakshmi Devi Nagar,42,2006-07-01,5.22E-05
Laggere,69,2006-07-01,5.22E-05
Kottegepalya,73,2006-07-01,4.99E-05
Shettihalli,12,2006-07-01,5.22E-05
Mallasandra,13,2006-07-01,5.22E-05
Bagalakunte,14,2006-07-01,5.23E-05
T Dasarahalli,15,2006-07-01,5.22E-05
Chokkasandra,39,2006-07-01,5.23E-05
Peenya Industrial Area,41,2006-07-01,5.23E-05
Rajagopal Nagar,70,2006-07-01,5.20E-05
Hegganahalli,71,2006-07-01,5.14E-05
Vrisabhavathi Nagar,102,2006-07-01,4.98E-05
Nandini Layout,43,2006-07-01,5.22E-05
Marappana Palya,44,2006-07-01,5.22E-05
Nagapura,67,2006-07-01,5.18E-05
Mahalakshimpuram,68,2006-07-01,5.22E-05
Shakthi Ganapathi Nagar,74,2006-07-01,4.98E-05
Shankar Matt,75,2006-07-01,5.10E-05
Aramane Nagara,35,2006-07-01,5.21E-05
Mattikere,36,2006-07-01,5.22E-05
Malleswaram,45,2006-07-01,5.22E-05
Rajamahal Guttahalli,64,2006-07-01,5.16E-05
Kadu Malleshwar Ward,65,2006-07-01,5.17E-05
Subramanya Nagar,66,2006-07-01,5.22E-05
Gayithri Nagar,76,2006-07-01,5.03E-05
Radhakrishna Temple Ward,18,2006-07-01,5.22E-05
Sanjaya Nagar,19,2006-07-01,5.22E-05
Ganga Nagar,20,2006-07-01,5.22E-05
Hebbala,21,2006-07-01,5.22E-05
Vishwanath Nagenahalli,22,2006-07-01,5.22E-05
Manorayanapalya,33,2006-07-01,5.22E-05
Gangenahalli,34,2006-07-01,5.22E-05
Jayachamarajendra Nagar,46,2006-07-01,5.22E-05
Kushal Nagar,31,2006-07-01,5.22E-05
Kaval Bairasandra,32,2006-07-01,5.22E-05
Devara Jeevanahalli,47,2006-07-01,5.22E-05
Muneshwara Nagar,48,2006-07-01,5.22E-05
Sagayarapuram,60,2006-07-01,5.22E-05
S K Garden,61,2006-07-01,5.21E-05
Pulikeshinagar,78,2006-07-01,5.01E-05
Nagavara,23,2006-07-01,5.22E-05
HBR Layout,24,2006-10-01,2.21E-05
Banasavadi,27,2006-10-01,2.21E-05
Kammanahalli,28,2006-10-01,2.21E-05
Kacharkanahalli,29,2006-10-01,2.21E-05
Kadugondanahalli,30,2006-10-01,2.21E-05
Lingarajapura,49,2006-10-01,2.21E-05
Maruthi Seva Nagar,59,2006-10-01,2.28E-05
Konena Agrahara,113,2006-10-01,2.34E-05
Benniganahalli,50,2006-10-01,2.28E-05
C V Raman Nagar,57,2006-10-01,2.34E-05
New Tippasandara,58,2006-10-01,2.34E-05
Sarvagna Nagar,79,2006-10-01,2.34E-05
Hoysala Nagar,80,2006-10-01,2.34E-05
Jeevanbhima Nagar,88,2006-10-01,2.34E-05
Sampangiram Nagar,110,2006-10-01,2.34E-05
Ramaswamy Palya,62,2006-10-01,2.21E-05
Jayamahal,63,2006-10-01,2.32E-05
Halsoor,90,2006-10-01,2.34E-05
Bharathi Nagar,91,2006-10-01,2.34E-05
Shivaji Nagar,92,2006-10-01,2.34E-05
Vasanth Nagar,93,2006-10-01,2.34E-05
Shantala Nagar,111,2006-10-01,2.34E-05
Domlur,112,2006-10-01,2.34E-05
Agaram,114,2006-10-01,2.34E-05
Vannarpet,115,2006-10-01,2.34E-05
Nilasandra,116,2006-10-01,2.34E-05
Shanthi Nagar,117,2006-10-01,2.34E-05
Jogupalya,89,2006-10-01,2.34E-05
Chickpete,109,2006-10-01,2.34E-05
Cottonpete,120,2006-10-01,2.34E-05
Binnipete,121,2006-10-01,2.34E-05
Dattatreya Temple,77,2006-10-01,2.33E-05
Gandhinagar,94,2006-10-01,2.34E-05
Subhash Nagar,95,2006-10-01,2.34E-05
Okalipuram,96,2006-10-01,2.34E-05
Basaveshwara Nagar,100,2006-10-01,2.34E-05
Kamakshipalya,101,2006-10-01,2.34E-05
Shivanagara,107,2006-10-01,2.34E-05
Sriramamandir,108,2006-10-01,2.34E-05
Dayananda Nagar,97,2006-10-01,2.34E-05
Prakash Nagar,98,2006-10-01,2.34E-05
Rajaji Nagar,99,2006-10-01,2.34E-05
Kaveripura,103,2006-10-01,2.34E-05
Govindaraja Nagar,104,2006-10-01,2.34E-05
Agrahara Dasarahalli,105,2006-10-01,2.34E-05
Dr. Raj Kumar Ward,106,2006-10-01,2.34E-05
Marenahalli,125,2006-10-01,2.34E-05
Maruthi Mandir ward,126,2006-10-01,2.34E-05
Mudalapalya,127,2006-10-01,2.34E-05
Nagarabhavi,128,2006-10-01,2.34E-05
Nayandahalli,131,2006-10-01,2.34E-05
Kempapura Agrahara,122,2006-10-01,2.34E-05
Vijayanagar,123,2006-10-01,2.34E-05
Hosahalli,124,2006-10-01,2.34E-05
Attiguppe,132,2006-10-01,2.34E-05
Hampi Nagar,133,2006-10-01,2.34E-05
Bapuji Nagar,134,2006-10-01,2.34E-05
Gali Anjenaya Temple ward,157,2006-10-01,2.34E-05
Deepanjali Nagar,158,2006-10-01,2.34E-05
Padarayanapura,135,2006-10-01,2.34E-05
Jagajivanaramnagar,136,2006-10-01,2.34E-05
Rayapuram,137,2006-10-01,2.34E-05
Chalavadipalya,138,2006-10-01,2.34E-05
K R Market,139,2006-10-01,2.34E-05
Chamrajapet,140,2006-10-01,2.34E-05
Azad Nagar,141,2006-10-01,2.34E-05
Sudham Nagara,118,2006-10-01,2.34E-05
Dharmaraya Swamy Temple,119,2006-10-01,2.34E-05
Sunkenahalli,142,2006-10-01,2.34E-05
Vishveshwara Puram,143,2006-10-01,2.34E-05
Siddapura,144,2006-10-01,2.34E-05
Hombegowda Nagara,145,2006-10-01,2.34E-05
Jayanagar,153,2006-10-01,2.34E-05
Hanumanth Nagar,155,2006-10-01,2.34E-05
Srinagar,156,2006-10-01,2.34E-05
Basavanagudi,154,2006-10-01,2.34E-05
Girinagar,162,2006-10-01,2.34E-05
Katriguppe,163,2006-10-01,2.34E-05
Vidyapeeta ward,164,2006-10-01,2.34E-05
Hosakerehalli,161,2006-10-01,2.34E-05
Ganesh Mandir ward,165,2006-10-01,2.34E-05
Karisandra,166,2006-10-01,2.34E-05
Yediyur,167,2006-10-01,2.34E-05
Banashankari Temple ward,180,2006-10-01,2.34E-05
Kumaraswamy Layout,181,2006-10-01,2.34E-05
Padmanabha Nagar,182,2006-10-01,2.34E-05
Lakkasandra,146,2006-10-01,2.34E-05
Adugodi,147,2006-10-01,2.34E-05
Ejipura,148,2006-10-01,2.34E-05
