DISPLAY_NA,WARD_NAME,WARD_NO,date,EVI_mean,NDVI_mean
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,10/1/2010,1975.601801,3278.177735
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,10/1/2010,2137.076737,3747.683339
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,10/1/2010,1804.617736,3444.930194
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,10/1/2010,1788.316892,2761.0867
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,10/1/2010,2349.566628,3663.006428
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,10/1/2010,3133.435011,4852.920947
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,10/1/2010,2445.979961,3981.392051
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,10/1/2010,2344.657333,3586.710794
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,10/1/2010,2007.752567,3157.102091
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,10/1/2010,2494.493621,3936.475119
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,10/1/2010,2112.49392,3601.134206
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,10/1/2010,2205.066827,3413.226178
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,10/1/2010,2033.961541,3263.668181
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,10/1/2010,1837.957359,3013.817934
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,10/1/2010,1802.29794,3016.393905
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,10/1/2010,1796.304346,2953.654172
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,10/1/2010,1738.208239,2847.376555
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,10/1/2010,1700.407223,2691.659252
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,10/1/2010,1680.519049,2662.563
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,10/1/2010,1611.012071,2566.803219
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,10/1/2010,2695.657323,4452.675918
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,10/1/2010,1881.111887,3172.774621
"18, Malleshwaram West, Bengaluru",Malleswaram,45,10/1/2010,2283.537199,3798.725438
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,10/1/2010,2092.459177,3623.900937
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,10/1/2010,1808.645476,3129.026126
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,10/1/2010,1836.293651,3068.815944
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,10/1/2010,1496.815753,2729.131305
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,10/1/2010,2162.706214,3343.646261
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,10/1/2010,2404.405956,4057.340135
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,10/1/2010,2439.37868,3778.418875
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,10/1/2010,2136.829681,3330.719705
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,10/1/2010,1861.823669,3092.744475
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,10/1/2010,1828.481459,2996.608279
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,10/1/2010,2254.858861,3566.559081
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,10/1/2010,2337.251672,3687.670127
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,10/1/2010,1664.144566,2640.311826
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,10/1/2010,1950.99938,3077.819033
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,10/1/2010,2210.816156,3419.470044
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,10/1/2010,1710.872925,2461.87931
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,10/1/2010,1983.205433,3312.282186
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,10/1/2010,2196.570135,3492.31658
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,10/1/2010,1929.232719,3301.608994
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,10/1/2010,2003.246068,3088.182872
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,10/1/2010,2374.600841,3725.725072
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,10/1/2010,2049.282054,3293.993756
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,10/1/2010,1992.128036,3151.149781
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,10/1/2010,1997.375864,3143.672479
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,10/1/2010,1873.983025,3140.654508
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,10/1/2010,1847.746626,3148.138697
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,10/1/2010,2432.125458,3897.876963
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,10/1/2010,2446.605563,3981.170348
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,10/1/2010,2778.679342,4560.827393
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,10/1/2010,2506.818277,3816.055223
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,10/1/2010,2161.55936,3570.628689
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,10/1/2010,2636.710376,4345.774224
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,10/1/2010,1974.461673,3231.908889
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,10/1/2010,2078.753119,3330.190459
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,10/1/2010,2030.906326,3631.347065
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,10/1/2010,2650.804205,4045.918546
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,10/1/2010,2283.232338,3836.986274
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,10/1/2010,1831.449572,3378.069958
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,10/1/2010,1737.964332,2936.533531
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,10/1/2010,1483.642476,2453.772852
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,10/1/2010,2483.543292,4202.95186
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,10/1/2010,1838.101992,3037.464049
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,10/1/2010,2318.997111,3567.136068
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,10/1/2010,3031.530083,4822.252978
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,10/1/2010,2373.170459,3701.912546
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,10/1/2010,2182.989951,3586.237085
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,10/1/2010,2122.424411,3652.213782
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,10/1/2010,1943.441702,3129.892677
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,10/1/2010,1320.908209,2310.618411
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,10/1/2010,1420.912169,2398.578891
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,10/1/2010,1544.839866,2636.992429
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,10/1/2010,1592.485996,2776.933646
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,10/1/2010,1866.277807,3276.894134
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,10/1/2010,1713.043028,3057.064008
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,10/1/2010,1680.231907,2913.516063
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,10/1/2010,1664.791828,2836.236969
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,10/1/2010,1627.179557,2792.516452
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,10/1/2010,1707.054269,2875.112799
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,10/1/2010,1639.676369,2865.359266
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,10/1/2010,1433.753205,2701.055924
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,10/1/2010,1480.077512,2607.406671
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,10/1/2010,1527.100072,2775.607304
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,10/1/2010,2036.457037,3098.369798
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,10/1/2010,1701.612653,2793.498036
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,10/1/2010,1575.731006,2645.111307
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,10/1/2010,1589.635891,2689.125933
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,10/1/2010,1760.346061,2766.170223
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,10/1/2010,1775.819322,2760.71039
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,10/1/2010,1850.451066,2848.79997
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,10/1/2010,2108.984365,3465.011022
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,10/1/2010,2467.604104,4030.706185
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,10/1/2010,1409.129376,2430.139325
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,10/1/2010,1471.287092,2606.420217
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,10/1/2010,1553.117649,2653.498542
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,10/1/2010,1748.885724,2742.94135
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,10/1/2010,1645.795987,2633.425914
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,10/1/2010,1449.963361,2557.003036
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,10/1/2010,1579.85859,2545.322004
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,10/1/2010,1882.701889,2833.14301
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,10/1/2010,1371.083016,2400.016811
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,10/1/2010,1537.521128,2848.92233
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,10/1/2010,1545.788587,2907.297584
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,10/1/2010,1496.825379,2927.707262
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,10/1/2010,1308.683195,2300.384608
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,10/1/2010,1516.791537,2761.662368
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,10/1/2010,1566.66347,2744.33271
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,10/1/2010,1315.68889,2237.17947
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,10/1/2010,1296.914281,2305.24994
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,10/1/2010,1774.818568,2990.123345
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,10/1/2010,1655.482737,2874.908217
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,10/1/2010,1855.86889,3203.768184
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,10/1/2010,1536.444326,2693.006857
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,10/1/2010,2051.241392,3485.420797
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,10/1/2010,1770.670903,3060.978062
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,10/1/2010,1591.533604,2621.653187
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,10/1/2010,1656.36794,3075.748405
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,10/1/2010,1911.889271,3109.209147
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,10/1/2010,1694.361945,2737.517442
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,10/1/2010,1629.350232,2839.293796
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,10/1/2010,2202.61783,3440.863625
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,10/1/2010,1646.437247,2961.712665
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,10/1/2010,1780.335035,3154.751801
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,10/1/2010,1690.755072,3028.328051
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,10/1/2010,1702.062676,3104.68604
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,10/1/2010,1871.229438,3231.427687
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,10/1/2010,1866.016818,3180.669455
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,10/1/2010,1775.632416,3332.02813
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,10/1/2010,1978.633672,3602.262031
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,10/1/2010,2039.541018,3509.468499
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,10/1/2010,2058.288762,3855.969873
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,10/1/2010,1799.608154,3291.287786
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,10/1/2010,1718.776816,2913.553357
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,10/1/2010,2081.115814,3279.151928
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,10/1/2010,1897.705347,3239.905036
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,10/1/2010,1807.54132,3204.327106
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,10/1/2010,1916.436985,3313.917287
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,10/1/2010,1777.371263,3344.897545
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,10/1/2010,3537.790268,5429.667655
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,10/1/2010,2749.841486,4461.598494
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,10/1/2010,2517.183915,4145.036126
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,10/1/2010,3086.465107,4829.473652
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,10/1/2010,3024.357798,4729.012337
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,10/1/2010,2534.530397,4001.714199
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,10/1/2010,2442.135448,4003.78366
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,10/1/2010,1935.239962,2875.7212
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,10/1/2010,1986.983897,3248.149337
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,10/1/2010,2121.339164,3183.174714
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,10/1/2010,2191.668617,3208.511255
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,10/1/2010,1786.017837,2589.917862
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,10/1/2010,2304.797473,3458.996467
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,10/1/2010,2789.13953,4472.188197
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,10/1/2010,2456.985548,3449.866854
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,10/1/2010,3267.822548,4879.278635
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,10/1/2010,1804.451594,3045.132585
"469/2, Begur, Bengaluru",Begur,192,10/1/2010,3023.25163,4450.145933
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,10/1/2010,3189.571651,4667.814256
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,10/1/2010,2461.933707,3622.37456
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,10/1/2010,3367.429381,5080.358171
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,10/1/2010,3308.443757,4911.274408
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,10/1/2010,2885.800558,4486.898792
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,10/1/2010,2953.182322,4780.523699
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,10/1/2010,1710.675621,2648.647645
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,10/1/2010,1493.73926,2284.490938
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,10/1/2010,1852.450049,2922.901091
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,10/1/2010,2496.271491,3991.236749
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,10/1/2010,1826.574094,2902.332261
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,10/1/2010,1267.739774,2268.153681
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,10/1/2010,3212.952597,4706.564465
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,10/1/2010,3110.721567,4550.201341
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,10/1/2010,2815.814631,4255.57027
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,10/1/2010,3505.213128,5471.981397
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,1/1/2011,2158.740417,3864.272339
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,1/1/2011,1929.75711,3297.811627
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,1/1/2011,1895.444785,3220.002728
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,1/1/2011,1444.891935,2633.544762
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,1/1/2011,1838.266634,3206.512424
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,1/1/2011,1941.586798,3407.744911
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,1/1/2011,1739.236218,3103.697058
