DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,10/1/2005,15058.05306
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,10/1/2005,15023.23219
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,10/1/2005,15060.59858
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,10/1/2005,15061.36285
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,10/1/2005,15107.70869
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,10/1/2005,15099.1951
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,10/1/2005,15129.10743
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,10/1/2005,15149.81788
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,10/1/2005,15092.36047
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,10/1/2005,15038.01213
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,10/1/2005,15078.3437
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,10/1/2005,15090.1804
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,10/1/2005,15088.86785
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,10/1/2005,15077.3901
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,10/1/2005,15114.99099
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,10/1/2005,15150.68953
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,10/1/2005,15120.72746
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,10/1/2005,15127.58794
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,10/1/2005,15134.60668
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,10/1/2005,15135.47611
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,10/1/2005,15103.86005
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,10/1/2005,15126.97171
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,10/1/2005,15120.24002
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,10/1/2005,15124.23632
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,10/1/2005,15019.64235
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,10/1/2005,15068.92408
"18, Malleshwaram West, Bengaluru",Malleswaram,45,10/1/2005,15090.16831
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,10/1/2005,15051.00804
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,10/1/2005,15075.38636
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,10/1/2005,15097.38813
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,10/1/2005,15099.10245
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,10/1/2005,15039.86704
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,10/1/2005,15038.65541
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,10/1/2005,15031.42333
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,10/1/2005,15040.55514
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,10/1/2005,15052.15013
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,10/1/2005,15043.33067
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,10/1/2005,15005.45107
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,10/1/2005,15030.2747
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,10/1/2005,15102.76828
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,10/1/2005,15059.2744
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,10/1/2005,15035.18987
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,10/1/2005,15077.98164
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,10/1/2005,15043.04944
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,10/1/2005,15029.60474
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,10/1/2005,15028.94659
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,10/1/2005,15077.92764
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,10/1/2005,15072.67383
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,10/1/2005,15086.81174
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,10/1/2005,15087.19589
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,10/1/2005,15109.76187
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,10/1/2005,15102.1043
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,10/1/2005,15087.22394
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,10/1/2005,15048.37826
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,10/1/2005,15014.41129
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,10/1/2005,15046.10807
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,10/1/2005,15026.15579
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,10/1/2005,15024.86845
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,10/1/2005,15025.01189
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,10/1/2005,15021.61979
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,10/1/2005,15026.36387
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,10/1/2005,15071.33191
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,10/1/2005,15023.78184
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,10/1/2005,15027.85987
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,10/1/2005,15039.84739
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,10/1/2005,15076.3339
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,10/1/2005,15070.57601
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,10/1/2005,15061.8406
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,10/1/2005,15061.58216
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,10/1/2005,15012.49271
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,10/1/2005,14991.58454
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,10/1/2005,15077.28281
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,10/1/2005,15083.72523
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,10/1/2005,15083.14533
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,10/1/2005,15032.24047
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,10/1/2005,15138.32249
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,10/1/2005,15144.27878
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,10/1/2005,15140.12006
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,10/1/2005,15080.47708
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,10/1/2005,15113.92691
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,10/1/2005,15124.05314
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,10/1/2005,15130.75178
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,10/1/2005,15110.41807
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,10/1/2005,15131.5241
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,10/1/2005,15106.23971
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,10/1/2005,15125.72877
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,10/1/2005,15110.91248
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,10/1/2005,15108.23453
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,10/1/2005,15102.44212
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,10/1/2005,15120.50383
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,10/1/2005,15125.78362
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,10/1/2005,15121.49254
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,10/1/2005,15123.01193
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,10/1/2005,15117.61817
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,10/1/2005,15112.81204
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,10/1/2005,15104.15299
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,10/1/2005,15082.44571
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,10/1/2005,15074.6234
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,10/1/2005,15137.93254
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,10/1/2005,15130.63992
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,10/1/2005,15127.34515
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,10/1/2005,15118.96028
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,10/1/2005,15127.44172
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,10/1/2005,15134.79602
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,10/1/2005,15133.61208
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,10/1/2005,15125.87022
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,10/1/2005,15136.98967
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,10/1/2005,15143.58752
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,10/1/2005,15144.76092
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,10/1/2005,15136.14261
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,10/1/2005,15134.54239
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,10/1/2005,15123.5472
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,10/1/2005,15136.65574
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,10/1/2005,15108.14956
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,10/1/2005,15123.52955
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,10/1/2005,15092.77438
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,10/1/2005,15080.47991
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,10/1/2005,15066.52879
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,10/1/2005,15088.78096
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,10/1/2005,15071.17088
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,10/1/2005,15104.92149
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,10/1/2005,15117.39577
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,10/1/2005,15090.74572
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,10/1/2005,15104.10194
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,10/1/2005,15094.22371
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,10/1/2005,15097.13977
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,10/1/2005,15089.21863
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,10/1/2005,15099.74773
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,10/1/2005,15095.27096
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,10/1/2005,15082.0377
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,10/1/2005,15110.68826
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,10/1/2005,15104.56022
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,10/1/2005,15101.01405
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,10/1/2005,15082.12728
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,10/1/2005,15089.34744
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,10/1/2005,15041.88511
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,10/1/2005,15045.21215
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,10/1/2005,15093.23197
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,10/1/2005,15075.98286
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,10/1/2005,15029.78979
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,10/1/2005,15070.29835
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,10/1/2005,15081.02311
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,10/1/2005,15066.13207
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,10/1/2005,15096.36785
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,10/1/2005,14943.76732
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,10/1/2005,14962.43813
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,10/1/2005,15030.5869
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,10/1/2005,15017.81387
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,10/1/2005,14967.24376
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,10/1/2005,14987.79479
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,10/1/2005,15022.79163
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,10/1/2005,15039.04723
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,10/1/2005,15069.12443
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,10/1/2005,15042.88875
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,10/1/2005,15037.36039
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,10/1/2005,15052.57068
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,10/1/2005,15071.81444
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,10/1/2005,15033.68235
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,10/1/2005,15025.17079
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,10/1/2005,15062.92604
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,10/1/2005,15083.51304
"469/2, Begur, Bengaluru",Begur,192,10/1/2005,15007.75399
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,10/1/2005,15012.37416
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,10/1/2005,15038.09888
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,10/1/2005,15025.89813
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,10/1/2005,14958.75163
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,10/1/2005,15028.46616
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,10/1/2005,15046.60046
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,10/1/2005,15092.37261
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,10/1/2005,15098.62305
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,10/1/2005,15101.50941
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,10/1/2005,15058.09105
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,10/1/2005,15063.67877
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,10/1/2005,15088.20703
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,10/1/2005,14985.25364
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,10/1/2005,15017.12903
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,10/1/2005,14976.86384
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,10/1/2005,15037.2425
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,1/1/2006,15281.38889
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,1/1/2006,15293.54285
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,1/1/2006,15266.11427
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,1/1/2006,15336.51958
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,1/1/2006,15292.19014
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,1/1/2006,15315.65501
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,1/1/2006,15329.18049
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,1/1/2006,15309.92699
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,1/1/2006,15281.3669
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,1/1/2006,15291.13307
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,1/1/2006,15259.45197
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,1/1/2006,15272.6421
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,1/1/2006,15312.23843
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,1/1/2006,15315.30508
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,1/1/2006,15274.54939
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,1/1/2006,15262.16159
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,1/1/2006,15264.68303
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,1/1/2006,15358.06982
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,1/1/2006,15367.87271
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,1/1/2006,15349.58436
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,1/1/2006,15356.17681
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,1/1/2006,15305.94556
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,1/1/2006,15329.66727
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,1/1/2006,15323.49535
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,1/1/2006,15358.61211
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,1/1/2006,15362.08553
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,1/1/2006,15374.5081
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,1/1/2006,15402.94125
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,1/1/2006,15379.87778
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,1/1/2006,15313.0926
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,1/1/2006,15349.52141
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,1/1/2006,15355.61983
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,1/1/2006,15349.24225
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,1/1/2006,15357.01608
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,1/1/2006,15384.55972
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,1/1/2006,15401.79277
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,1/1/2006,15391.27225
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,1/1/2006,15392.68525
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,1/1/2006,15377.37856
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,1/1/2006,15367.03929
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,1/1/2006,15337.32263
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,1/1/2006,15364.59064
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,1/1/2006,15371.34186
