DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,4/1/2015,15354.62457
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,4/1/2015,15381.80226
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,4/1/2015,15363.83262
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,4/1/2015,15321.25687
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,4/1/2015,15285.41153
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,4/1/2015,15301.1959
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,4/1/2015,15298.17304
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,4/1/2015,15306.22347
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,4/1/2015,15287.20897
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,4/1/2015,15298.10321
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,4/1/2015,15295.22726
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,4/1/2015,15318.7066
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,4/1/2015,15292.78499
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,4/1/2015,15296.2497
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,4/1/2015,15289.0806
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,4/1/2015,15311.52136
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,4/1/2015,15324.46649
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,4/1/2015,15309.971
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,4/1/2015,15310.577
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,4/1/2015,15286.66771
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,4/1/2015,15260.90685
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,4/1/2015,15332.48302
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,4/1/2015,15341.90464
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,4/1/2015,15342.64783
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,4/1/2015,15295.0222
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,4/1/2015,15367.07665
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,4/1/2015,15364.59313
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,4/1/2015,15384.40657
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,4/1/2015,15340.95622
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,4/1/2015,15359.23509
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,4/1/2015,15373.80757
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,4/1/2015,15382.47356
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,4/1/2015,15379.05426
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,4/1/2015,15391.61754
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,4/1/2015,15371.76257
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,4/1/2015,15384.31625
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,4/1/2015,15364.61459
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,4/1/2015,15361.5699
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,4/1/2015,15364.98319
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,4/1/2015,15376.84734
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,4/1/2015,15391.39607
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,4/1/2015,15393.68519
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,4/1/2015,15398.92544
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,4/1/2015,15377.29099
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,4/1/2015,15369.30184
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,4/1/2015,15359.44039
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,4/1/2015,15321.54326
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,4/1/2015,15315.84896
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,4/1/2015,15383.11351
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,4/1/2015,15389.32735
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,4/1/2015,15387.74918
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,4/1/2015,15363.18358
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,4/1/2015,15374.59742
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,4/1/2015,15398.30431
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,4/1/2015,15399.97093
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,4/1/2015,15378.00517
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,4/1/2015,15403.14228
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,4/1/2015,15405.3458
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,4/1/2015,15396.38712
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,4/1/2015,15350.9508
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,4/1/2015,15348.47241
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,4/1/2015,15361.23263
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,4/1/2015,15411.41771
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,4/1/2015,15356.54203
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,4/1/2015,15370.02105
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,4/1/2015,15336.95232
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,4/1/2015,15316.68754
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,4/1/2015,15314.33901
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,4/1/2015,15342.95306
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,4/1/2015,15308.42567
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,4/1/2015,15369.13171
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,4/1/2015,15382.69345
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,4/1/2015,15345.61272
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,4/1/2015,15375.0403
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,4/1/2015,15348.0941
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,4/1/2015,15349.56152
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,4/1/2015,15340.16717
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,4/1/2015,15334.20895
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,4/1/2015,15324.36347
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,4/1/2015,15331.24223
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,4/1/2015,15329.05092
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,4/1/2015,15321.90098
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,4/1/2015,15323.84647
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,4/1/2015,15334.08572
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,4/1/2015,15341.46714
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,4/1/2015,15313.19729
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,4/1/2015,15317.38011
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,4/1/2015,15343.41096
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,4/1/2015,15315.48011
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,4/1/2015,15295.78887
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,4/1/2015,15309.15176
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,4/1/2015,15312.89735
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,4/1/2015,15306.14679
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,4/1/2015,15321.64566
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,4/1/2015,15234.66485
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,4/1/2015,15246.16649
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,4/1/2015,15285.38953
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,4/1/2015,15258.59735
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,4/1/2015,15237.43738
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,4/1/2015,15272.47096
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,4/1/2015,15287.12223
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,4/1/2015,15295.90767
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,4/1/2015,15314.55498
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,4/1/2015,15291.56855
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,4/1/2015,15286.50279
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,4/1/2015,15328.75924
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,4/1/2015,15343.91477
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,4/1/2015,15284.42959
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,4/1/2015,15272.46042
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,4/1/2015,15291.67121
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,4/1/2015,15323.13038
"469/2, Begur, Bengaluru",Begur,192,4/1/2015,15272.48274
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,4/1/2015,15278.87973
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,4/1/2015,15309.08596
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,4/1/2015,15283.84919
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,4/1/2015,15273.50495
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,4/1/2015,15287.9854
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,4/1/2015,15324.05633
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,4/1/2015,15335.4984
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,4/1/2015,15350.62249
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,4/1/2015,15337.69561
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,4/1/2015,15311.3141
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,4/1/2015,15316.3056
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,4/1/2015,15333.03991
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,4/1/2015,15262.10929
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,4/1/2015,15301.92925
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,4/1/2015,15284.711
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,4/1/2015,15328.09443
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,7/1/2015,15201.94036
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,7/1/2015,15217.412
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,7/1/2015,15215.77326
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,7/1/2015,15252.90486
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,7/1/2015,15209.55788
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,7/1/2015,15211.14031
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,7/1/2015,15228.78218
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,7/1/2015,15228.08838
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,7/1/2015,15199.31939
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,7/1/2015,15166.13831
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,7/1/2015,15183.85516
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,7/1/2015,15170.45294
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,7/1/2015,15216.87175
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,7/1/2015,15249.97225
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,7/1/2015,15221.4638
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,7/1/2015,15229.46017
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,7/1/2015,15193.56137
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,7/1/2015,15179.57916
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,7/1/2015,15196.13105
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,7/1/2015,15157.07004
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,7/1/2015,15175.356
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,7/1/2015,15228.20585
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,7/1/2015,15173.2838
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,7/1/2015,15258.74529
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,7/1/2015,15288.03025
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,7/1/2015,15322.79802
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,7/1/2015,15329.88384
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,7/1/2015,15339.96149
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,7/1/2015,15254.06974
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,7/1/2015,15202.23035
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,7/1/2015,15255.79705
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,7/1/2015,15204.88819
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,7/1/2015,15289.0686
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,7/1/2015,15235.13971
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,7/1/2015,15281.64735
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,7/1/2015,15315.2354
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,7/1/2015,15251.17827
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,7/1/2015,15314.56988
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,7/1/2015,15325.36163
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,7/1/2015,15303.21091
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,7/1/2015,15290.60469
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,7/1/2015,15311.54799
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,7/1/2015,15327.30552
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,7/1/2015,15329.05188
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,7/1/2015,15199.72341
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,7/1/2015,15262.51404
"18, Malleshwaram West, Bengaluru",Malleswaram,45,7/1/2015,15226.83693
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,7/1/2015,15210.16282
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,7/1/2015,15238.97129
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,7/1/2015,15266.36381
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,7/1/2015,15293.39438
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,7/1/2015,15245.67563
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,7/1/2015,15250.96368
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,7/1/2015,15240.52587
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,7/1/2015,15259.47935
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,7/1/2015,15281.12268
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,7/1/2015,15246.82663
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,7/1/2015,15221.1289
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,7/1/2015,15228.92907
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,7/1/2015,15289.03549
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,7/1/2015,15289.03691
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,7/1/2015,15235.11902
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,7/1/2015,15268.26534
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,7/1/2015,15251.28204
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,7/1/2015,15233.98822
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,7/1/2015,15230.36566
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,7/1/2015,15306.56291
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,7/1/2015,15298.66607
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,7/1/2015,15266.51974
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,7/1/2015,15276.6754
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,7/1/2015,15314.30019
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,7/1/2015,15303.12127
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,7/1/2015,15309.01444
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,7/1/2015,15235.90043
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,7/1/2015,15123.4529
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,7/1/2015,15196.01543
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,7/1/2015,15189.91968
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,7/1/2015,15169.58659
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,7/1/2015,15171.30538
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,7/1/2015,15179.46382
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,7/1/2015,15151.19188
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,7/1/2015,15225.47068
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,7/1/2015,15224.15121
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,7/1/2015,15214.99029
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,7/1/2015,15166.25191
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,7/1/2015,15223.13626
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,7/1/2015,15237.27967
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,7/1/2015,15227.86906
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,7/1/2015,15217.44659
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,7/1/2015,15160.35021
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,7/1/2015,15109.2694
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,7/1/2015,15155.6734
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,7/1/2015,15162.4782
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,7/1/2015,15233.45542
