DISPLAY_NA,WARD_NAME,WARD_NO,date,maximum_2m_air_temperature,minimum_2m_air_temperature
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,1989-04-01T00:00:00,307.5194702,292.9091492
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,1989-04-01T00:00:00,307.5194702,292.9091492
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,1989-04-01T00:00:00,307.5194702,292.9091492
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,1989-04-01T00:00:00,307.5194702,292.9091492
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,1989-04-01T00:00:00,307.5194702,292.9091492
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,1989-04-01T00:00:00,307.5194702,292.9091492
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,1989-04-01T00:00:00,307.5194702,292.9091492
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,1989-07-01T00:00:00,302.3140259,291.7650757
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,1989-07-01T00:00:00,302.3140259,291.7650757
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,1989-07-01T00:00:00,302.3140259,291.7650757
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,1989-07-01T00:00:00,302.3784202,291.7771324
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,1989-07-01T00:00:00,302.3140259,291.7650757
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,1989-07-01T00:00:00,302.3140259,291.7650757
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,1989-07-01T00:00:00,302.4796485,291.8088969
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,1989-07-01T00:00:00,302.4364417,291.7879959
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,1989-07-01T00:00:00,302.3140259,291.7650757
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,1989-07-01T00:00:00,302.3140259,291.7650757
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,1989-07-01T00:00:00,302.3140259,291.7650757
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,1989-07-01T00:00:00,302.3140259,291.7650757
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,1989-07-01T00:00:00,302.3140259,291.7650757
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,1989-07-01T00:00:00,302.3140259,291.7650757
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,1989-07-01T00:00:00,302.3140259,291.7650757
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,1989-07-01T00:00:00,302.3140259,291.7650757
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,1989-07-01T00:00:00,302.3140259,291.7650757
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,1989-07-01T00:00:00,302.3140259,291.7650757
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,1989-07-01T00:00:00,302.3140259,291.7650757
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,1989-07-01T00:00:00,302.3140259,291.7650757
"469/2, Begur, Bengaluru",Begur,192,1989-07-01T00:00:00,302.3140259,291.7650757
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,1989-07-01T00:00:00,302.3140259,291.7650757
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,1989-07-01T00:00:00,302.3140259,291.7650757
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,1989-07-01T00:00:00,302.3140259,291.7650757
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,1989-07-01T00:00:00,302.1174316,291.7413025
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,1989-07-01T00:00:00,302.1174316,291.7413025
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,1989-07-01T00:00:00,302.3861237,291.8609969
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,1989-07-01T00:00:00,302.3140259,291.7650757
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,1989-07-01T00:00:00,302.3140259,291.7650757
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,1989-07-01T00:00:00,302.3140259,291.7650757
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,1989-07-01T00:00:00,302.3140259,291.7650757
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,1989-07-01T00:00:00,302.3140259,291.7650757
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,1989-07-01T00:00:00,302.3140259,291.7650757
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,1989-07-01T00:00:00,302.1174316,291.7413025
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,1989-07-01T00:00:00,302.1174316,291.7413025
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,1989-07-01T00:00:00,302.3140259,291.7650757
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,1989-07-01T00:00:00,302.4025531,291.882855
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,1989-07-01T00:00:00,302.1174316,291.7413025
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,1989-07-01T00:00:00,302.1174316,291.7413025
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,1989-07-01T00:00:00,302.1174316,291.7413025
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,1989-07-01T00:00:00,302.1255118,291.7422796
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,1989-07-01T00:00:00,302.118423,291.7414224
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,1989-07-01T00:00:00,302.1791862,291.7554868
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,1989-07-01T00:00:00,302.1867939,291.7496901
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,1989-07-01T00:00:00,302.3074349,291.7642787
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,1989-07-01T00:00:00,302.3140259,291.7650757
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,1989-07-01T00:00:00,302.3140259,291.7650757
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,1989-07-01T00:00:00,302.1174316,291.7413025
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,1989-07-01T00:00:00,302.1174316,291.7413025
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,1989-07-01T00:00:00,302.1174316,291.7413025
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,1989-07-01T00:00:00,302.1174316,291.7413025
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,1989-07-01T00:00:00,302.1174316,291.7413025
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,1989-07-01T00:00:00,302.1174316,291.7413025
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,1989-07-01T00:00:00,302.1174316,291.7413025
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,1989-07-01T00:00:00,302.5102769,292.0261741
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,1989-07-01T00:00:00,302.5102844,292.0261841
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,1989-07-01T00:00:00,302.4037929,292.0140994
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,1989-07-01T00:00:00,302.5071551,292.0254594
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,1989-07-01T00:00:00,302.1174316,291.7413025
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,1989-07-01T00:00:00,302.3140259,291.7650757
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,1989-07-01T00:00:00,302.1174316,291.7413025
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,1989-07-01T00:00:00,302.1174316,291.7413025
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,1989-07-01T00:00:00,302.1174316,291.7413025
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,1989-07-01T00:00:00,302.1174316,291.7413025
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,1989-07-01T00:00:00,302.1175848,291.741321
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,1989-07-01T00:00:00,302.3060624,291.7641127
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,1989-07-01T00:00:00,302.1187317,291.7426142
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,1989-07-01T00:00:00,302.1174316,291.7413025
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,1989-07-01T00:00:00,302.2550868,291.8801944
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,1989-07-01T00:00:00,302.1174316,291.7413025
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,1989-07-01T00:00:00,302.1773204,291.8017293
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,1989-07-01T00:00:00,302.1549243,291.779132
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,1989-07-01T00:00:00,302.1375356,291.7437336
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,1989-07-01T00:00:00,302.2770344,291.8426369
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,1989-07-01T00:00:00,302.3140259,291.7650757
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,1989-07-01T00:00:00,302.1174316,291.7413025
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,1989-07-01T00:00:00,302.1174316,291.7413025
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,1989-07-01T00:00:00,302.1500762,291.74525
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,1989-07-01T00:00:00,302.1174316,291.7413025
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,1989-07-01T00:00:00,302.3140259,291.7650757
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,1989-07-01T00:00:00,302.217503,291.7534036
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,1989-07-01T00:00:00,302.1311809,291.7429651
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,1989-07-01T00:00:00,302.1174316,291.7413025
"18, Malleshwaram West, Bengaluru",Malleswaram,45,1989-07-01T00:00:00,302.1174316,291.7413025
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,1989-07-01T00:00:00,302.1674014,291.7473451
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,1989-07-01T00:00:00,302.1637675,291.7469057
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,1989-07-01T00:00:00,302.1174316,291.7413025
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,1989-07-01T00:00:00,302.2798754,291.760946
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,1989-07-01T00:00:00,302.1174316,291.7413025
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,1989-07-01T00:00:00,302.1174316,291.7413025
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,1989-07-01T00:00:00,302.1174316,291.7413025
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,1989-07-01T00:00:00,302.1174316,291.7413025
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,1989-07-01T00:00:00,302.1174316,291.7413025
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,1989-07-01T00:00:00,302.1174316,291.7413025
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,1989-07-01T00:00:00,302.1174316,291.7413025
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,1989-07-01T00:00:00,302.1174316,291.7413025
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,1989-07-01T00:00:00,302.1174316,291.7413025
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,1989-07-01T00:00:00,302.1174316,291.7413025
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,1989-07-01T00:00:00,302.1174316,291.7413025
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,1989-07-01T00:00:00,302.1174316,291.7413025
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,1989-07-01T00:00:00,302.1174316,291.7413025
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,1989-07-01T00:00:00,302.131587,291.7430142
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,1989-07-01T00:00:00,302.2917961,291.7623875
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,1989-07-01T00:00:00,302.1174316,291.7413025
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,1989-07-01T00:00:00,302.1174316,291.7413025
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,1989-07-01T00:00:00,302.1174316,291.7413025
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,1989-07-01T00:00:00,302.1174316,291.7413025
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,1989-07-01T00:00:00,302.1174316,291.7413025
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,1989-07-01T00:00:00,302.1174316,291.7413025
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,1989-07-01T00:00:00,302.1174316,291.7413025
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,1989-07-01T00:00:00,302.2200388,291.7537103
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,1989-07-01T00:00:00,302.3140259,291.7650757
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,1989-07-01T00:00:00,302.219798,291.7536812
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,1989-07-01T00:00:00,302.3140259,291.7650757
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,1989-07-01T00:00:00,302.3140259,291.7650757
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,1989-07-01T00:00:00,302.3140259,291.7650757
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,1989-07-01T00:00:00,302.3140259,291.7650757
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,1989-07-01T00:00:00,302.3140259,291.7650757
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,1989-07-01T00:00:00,302.1174316,291.7413025
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,1989-07-01T00:00:00,302.281117,291.7610962
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,1989-07-01T00:00:00,302.3140259,291.7650757
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,1989-07-01T00:00:00,302.3140259,291.7650757
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,1989-07-01T00:00:00,302.3140259,291.7650757
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,1989-07-01T00:00:00,302.3140259,291.7650757
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,1989-07-01T00:00:00,302.3140259,291.7650757
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,1989-07-01T00:00:00,302.3140259,291.7650757
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,1989-07-01T00:00:00,302.3140259,291.7650757
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,1989-07-01T00:00:00,302.3140259,291.7650757
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,1989-07-01T00:00:00,302.3140259,291.7650757
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,1989-07-01T00:00:00,302.3140259,291.7650757
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,1989-07-01T00:00:00,302.2973008,291.7630532
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,1989-07-01T00:00:00,302.3140259,291.7650757
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,1989-07-01T00:00:00,302.3140259,291.7650757
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,1989-07-01T00:00:00,302.3140259,291.7650757
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,1989-07-01T00:00:00,302.3140259,291.7650757
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,1989-07-01T00:00:00,302.3140259,291.7650757
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,1989-07-01T00:00:00,302.3140259,291.7650757
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,1989-07-01T00:00:00,302.3140259,291.7650757
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,1989-07-01T00:00:00,302.3140259,291.7650757
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,1989-07-01T00:00:00,302.3140259,291.7650757
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,1989-07-01T00:00:00,302.3140259,291.7650757
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,1989-07-01T00:00:00,302.3140259,291.7650757
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,1989-07-01T00:00:00,302.3140259,291.7650757
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,1989-07-01T00:00:00,302.3140259,291.7650757
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,1989-07-01T00:00:00,302.3140259,291.7650757
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,1989-07-01T00:00:00,302.3140259,291.7650757
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,1989-07-01T00:00:00,302.3140259,291.7650757
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,1989-07-01T00:00:00,302.3140259,291.7650757
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,1989-07-01T00:00:00,302.3140259,291.7650757
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,1989-07-01T00:00:00,302.3140259,291.7650757
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,1989-07-01T00:00:00,302.3140259,291.7650757
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,1989-07-01T00:00:00,302.3140259,291.7650757
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,1989-07-01T00:00:00,302.3140259,291.7650757
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,1989-07-01T00:00:00,302.3140259,291.7650757
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,1989-07-01T00:00:00,302.3140259,291.7650757
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,1989-07-01T00:00:00,302.3140259,291.7650757
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,1989-07-01T00:00:00,302.3140259,291.7650757
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,1989-07-01T00:00:00,302.3140259,291.7650757
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,1989-07-01T00:00:00,302.3140259,291.7650757
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,1989-07-01T00:00:00,302.3140259,291.7650757
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,1989-07-01T00:00:00,302.3140259,291.7650757
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,1989-07-01T00:00:00,302.3140259,291.7650757
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,1989-07-01T00:00:00,302.3140259,291.7650757
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,1989-07-01T00:00:00,302.3140259,291.7650757
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,1989-07-01T00:00:00,302.3140259,291.7650757
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,1989-07-01T00:00:00,302.3140259,291.7650757
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,1989-07-01T00:00:00,302.3140259,291.7650757
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,1989-07-01T00:00:00,302.3140259,291.7650757
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,1989-07-01T00:00:00,302.3140259,291.7650757
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,1989-07-01T00:00:00,302.3140259,291.7650757
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,1989-07-01T00:00:00,302.3140259,291.7650757
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,1989-07-01T00:00:00,302.3140259,291.7650757
