date,mean,month,year,week
2020-01-13,-0.9851864657374388,1.0,2020.0,3
2020-01-20,-1.5503027992990148,1.0,2020.0,4
2020-01-27,-1.1487276943743834,1.0,2020.0,5
2020-02-03,-1.3447540324741374,1.3333333333333333,2020.0,6
2020-02-10,-1.4677968856527097,2.0,2020.0,7
2020-02-17,-1.102014372483908,2.0,2020.0,8
2020-02-24,-0.8633765148290635,2.0,2020.0,9
2020-03-02,-1.2120024184472906,2.2857142857142856,2020.0,10
2020-03-09,-1.181731215652709,3.0,2020.0,11
2020-03-16,-0.8488452711441379,3.0,2020.0,12
2020-03-23,-0.9792593298266014,3.0,2020.0,13
2020-03-30,-0.956392728781773,3.0,2020.0,14
2020-04-06,-0.923223984423153,3.857142857142857,2020.0,15
2020-04-13,-0.531622466783251,4.0,2020.0,16
2020-04-20,-0.6180530558965521,4.0,2020.0,17
2020-04-27,-1.0927091705517245,4.0,2020.0,18
2020-05-04,-0.5688890294197045,4.571428571428571,2020.0,19
2020-05-11,-0.859851633162069,5.0,2020.0,20
2020-05-18,-0.5238539054709361,5.0,2020.0,21
2020-05-25,-0.05929010978078817,5.0,2020.0,22
2020-06-01,-0.17338939888078828,5.142857142857143,2020.0,23
2020-06-08,-1.099091570230049,6.0,2020.0,24
2020-06-15,-0.6319909817655173,6.0,2020.0,25
2020-06-22,-0.13011779060000028,6.0,2020.0,26
2020-06-29,-0.567963441084729,6.0,2020.0,27
2020-07-06,-0.9249434269609198,6.833333333333333,2020.0,28
2020-07-13,-1.0259593756389165,7.0,2020.0,29
2020-07-20,-1.375060829039655,7.0,2020.0,30
2020-07-27,-1.424405116161066,7.0,2020.0,31
2020-08-03,-1.0403619554534485,7.5,2020.0,32
2020-08-10,-1.3387985768709372,8.0,2020.0,33
2020-08-17,-1.3934699130137942,8.0,2020.0,34
2020-08-24,-1.396889271010345,8.0,2020.0,35
2020-08-31,-1.3054783374817733,8.0,2020.0,36
2020-09-07,-1.620754690502956,9.0,2020.0,37
2020-09-14,-1.3502199538758626,9.0,2020.0,38
2020-09-21,-1.4250315770389153,9.0,2020.0,39
2020-09-28,-1.0107239393926104,9.0,2020.0,40
2020-10-05,-0.925760489297537,9.714285714285714,2020.0,41
2020-10-12,-0.7630709006709362,10.0,2020.0,42
2020-10-19,-0.7279028226724141,10.0,2020.0,43
