date,mean,month,year,week
2018-07-16,-0.4535500787648273,7.0,2018.0,29
2018-07-23,-0.8843968114965522,7.0,2018.0,30
2018-07-30,-0.5778748299689654,7.0,2018.0,31
2018-08-06,-0.1039469092778323,7.857142857142857,2018.0,32
2018-08-13,-0.4026811941767239,8.0,2018.0,33
2018-08-20,-0.542630534497537,8.0,2018.0,34
2018-08-27,-0.8035073521781609,8.0,2018.0,35
2018-09-03,-0.4245287275689657,8.428571428571429,2018.0,36
2018-09-10,-1.0009382816339902,9.0,2018.0,37
2018-09-17,-0.37686282417044303,9.0,2018.0,38
2018-09-24,-0.5080556485339901,9.0,2018.0,39
2018-10-01,-0.4219696301779311,9.2,2018.0,40
2018-10-08,-0.2110023352566502,10.0,2018.0,41
2018-10-15,-0.1564062535839079,10.0,2018.0,42
2018-10-22,0.020677715639655102,10.0,2018.0,43
2018-10-29,0.10061349104999999,10.0,2018.0,44
2018-11-05,0.37852562391428574,10.714285714285714,2018.0,45
2018-11-12,0.5043940581399016,11.0,2018.0,46
2018-11-19,-0.36702908795229877,11.0,2018.0,47
2018-11-26,-0.15194902078719205,11.0,2018.0,48
2018-12-03,-0.2391455995487685,11.428571428571429,2018.0,49
2018-12-10,-0.33242223954770095,12.0,2018.0,50
2018-12-17,-0.7572973357178161,12.0,2018.0,51
2018-12-24,-0.5014376160443349,12.0,2018.0,52
2018-12-31,-0.5487256475251233,12.0,2018.0,1
2019-01-07,-0.40973201491674877,1.0,2019.0,2
2019-01-14,-0.6498038852919542,1.0,2019.0,3
2019-01-21,-0.5731725844886695,1.0,2019.0,4
2019-01-28,-0.7119215591901478,1.0,2019.0,5
2019-02-04,-0.6582108333192117,1.5714285714285714,2019.0,6
2019-02-11,-0.6591435276783251,2.0,2019.0,7
2019-02-18,-0.9122045483024639,2.0,2019.0,8
2019-02-25,-0.6374455671735636,2.0,2019.0,9
2019-03-04,-0.8603352044123154,2.5714285714285716,2019.0,10
2019-03-11,-1.0314557226935952,3.0,2019.0,11
2019-03-18,-0.8039928728714286,3.0,2019.0,12
2019-03-25,-0.18101345911674893,3.0,2019.0,13
2019-04-01,0.006545884451034345,3.2,2019.0,14
2019-04-08,-0.20018517540492595,4.0,2019.0,15
2019-04-15,0.21243660699901476,4.0,2019.0,16
2019-04-22,-0.9198723203773397,4.0,2019.0,17
2019-04-29,0.49252011804827595,4.0,2019.0,18
2019-05-06,0.5478720915847293,4.857142857142857,2019.0,19
2019-05-13,0.7792263354152711,5.0,2019.0,20
2019-05-20,-0.40899815984482724,5.0,2019.0,21
2019-05-27,-0.3169391626423642,5.0,2019.0,22
2019-06-03,0.4445480500833336,5.333333333333333,2019.0,23
2019-06-10,0.13941134654581294,6.0,2019.0,24
2019-06-17,0.1432231523630545,6.0,2019.0,25
2019-06-24,-0.6372532880704433,6.0,2019.0,26
2019-07-01,-0.3345904624605908,6.142857142857143,2019.0,27
2019-07-08,-0.7391336497419542,7.0,2019.0,28
2019-07-15,1.4156017245109196,7.0,2019.0,29
2019-07-22,-0.5925698489374386,7.0,2019.0,30
2019-07-29,-0.9574901954891628,7.0,2019.0,31
2019-08-05,-1.1179571028822661,7.714285714285714,2019.0,32
2019-08-12,-1.1667297006231527,8.0,2019.0,33
2019-08-19,-1.0612731833014775,8.0,2019.0,34
2019-08-26,-1.0822692366354674,8.0,2019.0,35
2019-09-02,-1.2597824013645322,8.285714285714286,2019.0,36
2019-09-09,-1.3204810785083745,9.0,2019.0,37
2019-09-16,-1.0226179031334974,9.0,2019.0,38
2019-09-23,-1.1448069970798023,9.0,2019.0,39
2019-09-30,-1.3132453524157637,9.0,2019.0,40
2019-10-07,-1.0490476877305424,10.0,2019.0,41
2019-10-14,-0.8668000190965514,10.0,2019.0,42
2019-10-21,-0.5934370706561573,10.0,2019.0,43
2019-10-28,-0.4614365005995072,10.0,2019.0,44
2019-11-04,0.854184710850739,10.571428571428571,2019.0,45
2019-11-11,-0.7342973680334974,11.0,2019.0,46
2019-11-18,-0.31477545612857166,11.0,2019.0,47
2019-11-25,-0.6475174669146553,11.0,2019.0,48
2019-12-02,-1.0805680994640392,11.285714285714286,2019.0,49
2019-12-09,-0.8176024691064038,12.0,2019.0,50
2019-12-16,-0.6253323668911329,12.0,2019.0,51
2019-12-23,-1.0044730832778324,12.0,2019.0,52
2019-12-30,-0.9207877704443354,12.0,2019.0,1
2020-01-06,-0.8982008092226595,2.5714285714285716,2019.857142857143,2
