date,Ahmedabad,Bangalore,Bhopal,Bhubaneshwar,Chennai,Delhi,Hyderabad,Jaipur,Kolkata,Mumbai,Pune
9/16/2019,-0.703758535,-1.039217506,-0.86174151,-1.716557758,-0.987064922,-1.022617903,-1.255806917,-0.925835194,-1.351129494,-1.002796294,-1.122412632
9/23/2019,-1.148529742,-1.196967059,-1.05463818,-1.261880309,-1.338743516,-1.144806997,-0.972324928,-1.222696098,-1.304218294,-1.06063926,-1.431612978
9/30/2019,-1.248890856,-1.393885996,-1.650051769,-1.201756702,-1.660757333,-1.313245352,-1.331854527,-1.476412104,-0.884197134,-1.546679037,-1.584666092
10/7/2019,-0.724801062,-1.165166078,-1.390440109,-1.742188095,-1.368550515,-1.049047688,-1.063491768,-0.641861438,-1.574524512,-1.311247831,-1.234900944
10/14/2019,-0.957259353,-1.172290723,-1.501867064,-1.43011151,-1.311707147,-0.866800019,-1.037468545,-0.835913175,-1.315503309,-1.626772608,-1.691605676
10/21/2019,-0.929122679,-1.555196203,-1.327149556,-1.36871893,-1.124373552,-0.593437071,-1.311012801,-0.918850511,-0.803698782,-1.203435498,-1.23574156
10/28/2019,-1.085241027,-0.957848426,-1.342438686,-1.287581185,-1.446668859,-0.461436501,-1.253846999,-0.944430223,-1.259662393,-0.911767218,-0.97551171
11/4/2019,-0.971739947,-1.105226552,-1.202904841,-0.980143175,-1.304004976,0.854184711,-1.329124337,-0.691292052,-1.249196976,-1.573841643,-1.223613626
11/11/2019,-1.174489399,-1.302498422,-1.50147445,-1.015143751,-1.278250522,-0.734297368,-1.237913148,-1.149159173,-0.684729142,-1.20873162,-1.485851614
11/18/2019,-0.684378296,-1.134763681,-1.10919989,-1.458722814,-1.335776272,-0.314775456,-1.257261074,-0.637215445,-1.157531572,-1.210523457,-1.339923411
11/25/2019,-0.837654932,-0.943695583,-1.139834984,-1.242713837,-0.796329182,-0.647517467,-1.199987095,-1.20763351,-0.897282321,-1.28164288,-1.616043127
12/2/2019,-1.049388996,-1.148819076,-1.342283439,-1.075978745,-1.034494747,-1.080568099,-1.12146904,-1.090487042,-1.014347909,-1.155167861,-1.398707819
12/9/2019,-0.876967996,-1.150042057,-1.256889062,-1.320696466,-1.265464045,-0.817602469,-1.315320063,-0.990021841,-1.094049054,-1.158767695,-1.256385273
12/16/2019,-1.012660271,-0.976085293,-1.162616672,-1.291922022,-1.340625319,-0.625332367,-1.247039463,-1.001269823,-1.055116569,-1.428932854,-1.33476543
12/23/2019,-1.218097493,-1.324320995,-1.527683016,-1.256731101,-1.231163226,-1.004473083,-1.327128327,-1.12480292,-1.1015282,-1.191404393,-1.257944044
12/30/2019,-0.93592941,-1.447358051,-1.337437148,-1.299163033,-1.31275188,-0.92078777,-1.105388098,-1.115471375,-1.009370914,-0.989647995,-1.184954654
1/6/2020,-1.061231313,-1.077866669,-1.184270179,-1.100158665,-1.341104769,-0.898200809,-1.318546833,-0.919789842,-0.968497148,-1.399201028,-1.18342523
1/13/2020,-1.153073506,-1.258304491,-1.228185066,-1.303972298,-1.484844668,-0.985186466,-0.986979186,-1.104042486,-0.975249512,-1.590594854,-1.520848625
1/20/2020,-1.183039988,-1.203382502,-1.291246818,-1.460549476,-1.392797888,-1.550302799,-1.392826319,-1.045328447,-1.11617792,-1.323053962,-1.273437461
1/27/2020,-0.964199448,-0.914087361,-1.119755237,-1.398496461,-1.321301904,-1.148727694,-1.088782669,-1.080096574,-1.210647335,-1.287930659,-1.126301156
2/3/2020,-0.913300562,-1.148536934,-1.415410882,-0.999409126,-1.312496641,-1.344754032,-1.295162242,-1.074433391,-1.069251764,-1.383701802,-1.28105803
2/10/2020,-1.033059866,-1.277068768,-1.553160798,-1.136973884,-1.548592357,-1.467796886,-1.068984025,-1.329545719,-1.178479917,-1.407369514,-1.487208598
2/17/2020,-0.905661908,-0.967578706,-1.369687319,-1.651369439,-1.396890423,-1.102014372,-1.337687805,-0.910417871,-1.235041525,-1.031416267,-1.263341869
2/24/2020,-0.860792042,-1.032077663,-1.246809948,-1.390823492,-1.37789033,-0.863376515,-0.956306723,-1.007504466,-1.177800529,-1.289961789,-1.138794877
3/2/2020,-0.680041728,-1.282680985,-1.31989375,-1.36168718,-1.512489991,-1.212002418,-1.260820698,-1.048595979,-0.809450289,-1.362073676,-1.192901306
3/9/2020,-0.551478784,-1.436538922,-1.027546023,-1.432750237,-1.445609125,-1.181731216,-1.352350971,-0.916559285,-1.339002269,-1.058943123,-0.78977254
3/16/2020,-0.415987781,-0.942516884,-0.840647079,-1.459960892,-1.267826869,-0.848845271,-1.129577773,-0.63337504,-1.33511078,-1.075452674,-1.118745602
3/23/2020,-0.354392897,-1.051687596,-1.180955789,-0.851807003,-1.238406934,-0.97925933,-1.073828346,-0.703944719,-0.984704267,-1.059691863,-0.96032304
3/30/2020,-0.554019027,-0.959551308,-1.150666071,-1.581803625,-1.203733748,-0.956392729,-1.120143032,-0.948145255,-0.993263447,-1.155659656,-1.154889091
4/6/2020,-0.015643425,-1.153446307,-0.669902554,-1.444336176,-1.41256638,-0.923223984,-1.17797712,-0.621773817,-1.09796596,-1.019426959,-1.021700878
4/13/2020,-0.138136635,-1.303616749,-0.431309178,-0.773357382,-1.23495438,-0.531622467,-0.830518196,-0.191184992,-0.666863287,-0.62997909,-0.929503141
4/20/2020,-0.460185213,-1.116813055,-0.857159401,-0.683280045,-0.933849574,-0.618053056,-0.655626551,-0.88900009,-0.701578366,-0.564960735,-0.702431097
4/27/2020,-0.106447446,-1.349205554,-0.750859048,-0.997745531,-1.228821997,-1.092709171,-0.932017928,-0.914226311,-0.807519134,-0.986804604,-0.776588857
5/4/2020,0.096886084,-1.142636839,-0.718427835,-1.183539371,-1.091619538,-0.568889029,-0.945664934,-0.323642944,-1.157327228,-0.75929002,-0.855462322
5/11/2020,-0.026726321,-1.239955471,-0.828479917,-0.932986201,-1.237737101,-0.859851633,-1.014189052,-0.534857481,-1.095461041,-0.903499175,-0.689838982
5/18/2020,-0.210185562,-1.40542149,-1.320731164,-1.414076808,-1.694965931,-0.523853905,-1.063091063,-0.514161243,-1.215943306,-0.988694666,-0.944626759
5/25/2020,0.343146786,-0.65716202,-0.027893838,-0.732354341,-0.561540762,-0.05929011,-0.382041602,0.030787879,-0.83024557,-0.718639613,-0.622826229
6/1/2020,0.022121192,-1.364090111,-0.552032601,-0.890841396,-1.382082779,-0.173389399,-0.809664699,-0.216210524,-0.610518918,-1.198819854,-1.124911744
6/8/2020,-0.889053241,-1.501200629,-1.499480136,-1.747075696,-1.410793946,-1.09909157,-1.237209315,-0.796499468,-1.549729222,-1.1949287,-1.220806423
6/15/2020,-0.966824988,-1.362663954,-1.464253597,-1.216931201,-1.148094504,-0.631990982,-1.29459632,-0.788638228,-1.014248393,-1.356226579,-1.375183529
6/22/2020,-0.612502319,-1.557416884,-0.865445565,-1.384248376,-1.220636119,-0.130117791,-1.081046029,-0.063610573,-1.363690701,-1.24702787,-1.444866959
6/29/2020,-1.041541902,-1.349862677,-1.210441209,-1.353969378,-1.50330614,-0.567963441,-1.57384071,-0.717430767,-1.137347635,-1.483993258,-1.484911619
7/6/2020,-0.786390372,-1.294300198,-1.21584103,-1.211646758,-1.324906463,-0.924943427,-1.29936096,-0.618675867,-1.237780177,-1.328346752,-1.379631308
7/13/2020,-1.256218593,-1.269110113,-1.653608627,-1.423957847,-1.388903678,-1.025959376,-1.305147311,-1.060115111,-1.477212639,-1.221306787,-1.493062732
7/20/2020,-1.178437741,-1.458305593,-1.786693393,-1.430921228,-1.121118917,-1.375060829,-1.361002429,-1.302666411,-1.369636526,-1.221505257,-1.58465403
7/27/2020,-0.997928946,-1.358312671,-1.361259328,-1.476368647,-1.401906003,-1.424405116,-1.185060475,-1.094249821,-1.172772679,-1.3264414,-1.308674599
8/3/2020,-1.230197139,-0.902393877,-1.402501902,-1.55416093,-1.028431679,-1.040361955,-1.369913367,-1.235758389,-1.387194301,-1.366060041,-1.122744167
8/10/2020,-1.250823887,-1.261022734,-1.282046858,-1.423633609,-1.584701143,-1.338798577,-1.155365771,-1.259647811,-1.334854367,-1.284003106,-1.637887732
8/17/2020,-0.85703114,-1.19323178,-1.207494243,-1.446072619,-1.205764862,-1.393469913,-1.036296668,-1.270101796,-1.474116568,-0.812185972,-0.867040167
8/24/2020,-1.074256603,-1.295583794,-1.292179673,-1.495831253,-1.47592048,-1.396889271,-1.074817612,-1.475850205,-1.349012246,-1.239447062,-1.353680549
8/31/2020,-1.286224289,-1.242580514,-1.609164315,-1.536561588,-1.667714346,-1.305478337,-1.442737697,-1.253716084,-0.970388015,-1.033701163,-1.474448557
9/7/2020,-1.268001797,-1.39460165,-1.74764184,-1.785029092,-1.566294881,-1.620754691,-1.293659179,-1.183787023,-1.61873587,-1.448171056,-1.592829199
9/14/2020,-1.223349604,-1.450212875,-1.78922888,-1.502804169,-1.447470567,-1.350219954,-1.506945828,-1.325923107,-1.643577079,-1.614757629,-1.917114143
9/21/2020,-1.404140821,-1.462358216,-1.73301728,-1.411821738,-1.443073112,-1.425031577,-1.398443419,-1.314790568,-1.422303561,-1.392732868,-1.625737625
9/28/2020,-1.152335268,-1.380332965,-1.788614363,-1.847646497,-1.673201753,-1.010723939,-1.275906169,-1.347429572,-1.335334591,-1.535179296,-1.380133856
10/5/2020,-1.105370561,-1.433104535,-1.151163509,-1.36343763,-1.371587455,-0.925760489,-1.26896886,-0.912607088,-1.875153612,-1.441283438,-1.625509668
10/12/2020,-0.897889225,-1.427410795,-1.443555029,-1.054022243,-1.463882339,-0.763070901,-1.410603434,-0.875881657,-1.346681531,-1.272203572,-1.574470559
10/19/2020,-1.124829843,-1.793873071,-2.663199407,-1.410126463,-1.810164353,-0.727902823,-1.476453997,-0.966210231,-1.394773275,-1.162175453,-2.44182732
