date,mean,Ward_No,month,year,week
2018-07-16,-0.6001306413850576,77.15172413793105,7.0,2018.0,29
2018-07-23,-0.7708337313839078,77.15172413793105,7.0,2018.0,30
2018-07-30,0.0702936409054186,77.15172413793105,7.0,2018.0,31
2018-08-06,-0.13814620075862039,77.15172413793105,7.857142857142857,2018.0,32
2018-08-13,-0.27548025576034507,77.15172413793104,8.0,2018.0,33
2018-08-20,-0.5620001537625615,77.15172413793105,8.0,2018.0,34
2018-08-27,-0.970443764942857,77.15172413793105,8.0,2018.0,35
2018-09-03,-0.3772984725073899,77.15172413793105,8.428571428571429,2018.0,36
2018-09-10,-0.6641386586522167,77.15172413793105,9.0,2018.0,37
2018-09-17,-1.024929239496551,77.15172413793105,9.0,2018.0,38
2018-09-24,-0.6963090836218387,77.15172413793105,9.0,2018.0,39
2018-10-01,-1.2798291624298856,77.15172413793105,9.166666666666666,2018.0,40
2018-10-08,-1.1175134159000002,77.15172413793105,10.0,2018.0,41
2018-10-15,-0.7888422186128078,77.15172413793105,10.0,2018.0,42
2018-10-22,-1.0366798251300489,77.15172413793105,10.0,2018.0,43
2018-10-29,-0.7044897238091957,77.15172413793105,10.0,2018.0,44
2018-11-05,-0.9006099335211829,77.15172413793105,10.714285714285714,2018.0,45
2018-11-12,-0.8670448279911332,77.15172413793105,11.0,2018.0,46
2018-11-19,-0.772815207657143,77.15172413793105,11.0,2018.0,47
2018-11-26,-0.8222281059468388,75.993144499179,11.0,2018.0,48
2018-12-03,-0.6416708208502463,77.15172413793105,11.428571428571429,2018.0,49
2018-12-10,-0.9619435480954023,77.15172413793105,12.0,2018.0,50
2018-12-17,-0.7446429865241379,77.15172413793105,12.0,2018.0,51
2018-12-24,-0.8469579662561574,77.15172413793105,12.0,2018.0,52
2018-12-31,-0.9078261949556647,77.15172413793105,12.0,2018.0,1
2019-01-07,-0.7372115655546798,77.15172413793105,1.0,2019.0,2
2019-01-14,-0.6288322671251232,77.15172413793105,1.0,2019.0,3
2019-01-21,-0.7365546186256156,77.15172413793105,1.0,2019.0,4
2019-01-28,-0.5788266230118226,77.15172413793105,1.0,2019.0,5
2019-02-04,-0.6973386905576356,77.15172413793105,1.5714285714285714,2019.0,6
2019-02-11,-0.8202218065034482,77.15172413793105,2.0,2019.0,7
2019-02-18,-0.8212158865940883,77.15172413793105,2.0,2019.0,8
2019-02-25,-0.6355098303201971,77.15172413793105,2.0,2019.0,9
2019-03-04,-0.6637421959881775,77.15172413793105,2.5714285714285716,2019.0,10
2019-03-11,-0.5133282853901479,77.15172413793105,3.0,2019.0,11
2019-03-18,-0.4993022459438423,77.15172413793105,3.0,2019.0,12
2019-03-25,-0.6788155697123154,77.15172413793105,3.0,2019.0,13
2019-04-01,-0.2177223150717241,77.15172413793104,3.2,2019.0,14
2019-04-08,-0.4844145660216748,77.15172413793105,4.0,2019.0,15
2019-04-15,-0.42285550781379344,77.15172413793105,4.0,2019.0,16
2019-04-22,-0.6943681271901478,77.15172413793105,4.0,2019.0,17
2019-04-29,-0.5790769450679806,77.15172413793105,4.0,2019.0,18
2019-05-06,-0.29020133815665006,77.15172413793105,4.857142857142857,2019.0,19
2019-05-13,-0.42943477113990147,77.15172413793105,5.0,2019.0,20
2019-05-20,-0.7289612396403945,77.15172413793105,5.0,2019.0,21
2019-05-27,-0.5874565157852221,77.15172413793105,5.0,2019.0,22
2019-06-03,-0.6378676012091948,77.15172413793105,5.333333333333333,2019.0,23
2019-06-10,-0.6609293121448278,77.15172413793105,6.0,2019.0,24
2019-06-17,-0.6463431630216745,77.15172413793105,6.0,2019.0,25
2019-06-24,-0.9999971164275865,77.15172413793105,6.0,2019.0,26
2019-07-01,-1.1450563301004923,77.15172413793105,6.142857142857143,2019.0,27
2019-07-08,-0.7503130272264372,77.15172413793105,7.0,2019.0,28
2019-07-15,-1.0065665502298848,77.15172413793105,7.0,2019.0,29
2019-07-22,-1.0108485131438427,77.15172413793105,7.0,2019.0,30
2019-07-29,-1.0359664294,77.15172413793105,7.0,2019.0,31
2019-08-05,-0.920876734733005,77.15172413793105,7.714285714285714,2019.0,32
2019-08-12,-0.48062334889359565,77.15172413793105,8.0,2019.0,33
2019-08-19,-1.002705193790148,77.15172413793105,8.0,2019.0,34
2019-08-26,-1.0568743900709359,77.15172413793105,8.0,2019.0,35
2019-09-02,-0.9405670395487684,77.15172413793105,8.285714285714286,2019.0,36
2019-09-09,-1.1582875231684728,77.15172413793105,9.0,2019.0,37
2019-09-16,-1.2558069165980295,77.15172413793105,9.0,2019.0,38
2019-09-23,-0.9723249281950739,77.15172413793105,9.0,2019.0,39
2019-09-30,-1.3318545269871929,77.15172413793105,9.0,2019.0,40
2019-10-07,-1.0634917680463056,77.15172413793105,10.0,2019.0,41
2019-10-14,-1.0374685449290642,77.15172413793105,10.0,2019.0,42
2019-10-21,-1.3110128013044329,77.15172413793105,10.0,2019.0,43
2019-10-28,-1.253846999393104,77.15172413793105,10.0,2019.0,44
2019-11-04,-1.3291243370354677,77.15172413793105,10.571428571428571,2019.0,45
2019-11-11,-1.237913147661084,77.15172413793105,11.0,2019.0,46
2019-11-18,-1.2572610739871923,77.15172413793105,11.0,2019.0,47
