date,Ward_No,mean,month,year,week
2018-07-16,99.5,-0.8963021534520202,7.0,2018.0,29
2018-07-23,99.5,-0.22255753737121228,7.0,2018.0,30
2018-07-30,99.5,-0.3789292393535354,7.0,2018.0,31
2018-08-06,99.5,-0.000836583748196348,7.857142857142857,2018.0,32
2018-08-13,99.5,-0.5377080820176765,8.0,2018.0,33
2018-08-20,99.5,0.07260707795959609,8.0,2018.0,34
2018-08-27,99.5,-0.8694186653953834,8.0,2018.0,35
2018-09-03,99.5,-0.7460273380101007,8.428571428571429,2018.0,36
2018-09-10,99.5,-0.8192145660548348,9.0,2018.0,37
2018-09-17,99.5,-1.1968337868455996,9.0,2018.0,38
2018-09-24,99.5,-0.5526367674776332,9.0,2018.0,39
2018-10-01,99.5,-1.118006489188312,9.142857142857142,2018.0,40
2018-10-08,99.5,-1.068107970305557,10.0,2018.0,41
2018-10-15,99.5,-0.7957333670223663,10.0,2018.0,42
2018-10-22,99.5,-0.8035023008888891,10.0,2018.0,43
2018-10-29,99.5,-0.8087566213038717,10.0,2018.0,44
2018-11-05,99.5,-0.9035463982922077,10.714285714285714,2018.0,45
2018-11-12,99.5,-0.8189125997683977,11.0,2018.0,46
2018-11-19,99.5,-0.9288283463015875,11.0,2018.0,47
2018-11-26,99.5,-0.7154165094284516,11.0,2018.0,48
2018-12-03,99.5,-0.8089045977142852,11.428571428571429,2018.0,49
2018-12-10,99.5,-0.8354703704991584,12.0,2018.0,50
2018-12-17,99.5,-0.9825765853897303,12.0,2018.0,51
2018-12-24,99.5,-0.9258305096414146,12.0,2018.0,52
2018-12-31,99.5,-0.9499880746190469,12.0,2018.0,1
2019-01-07,99.5,-0.6596915345952381,1.0,2019.0,2
2019-01-14,99.5,-0.6702247680692641,1.0,2019.0,3
2019-01-21,99.5,-0.7072464859552671,1.0,2019.0,4
2019-01-28,99.5,-1.1121502910707066,1.0,2019.0,5
2019-02-04,99.5,-0.7501057903499279,1.5714285714285714,2019.0,6
2019-02-11,99.5,-1.046939631674603,2.0,2019.0,7
2019-02-18,99.5,-0.8062200937972582,2.0,2019.0,8
2019-02-25,99.5,-0.4509023421572874,2.0,2019.0,9
2019-03-04,99.5,-0.7309714564841274,2.5714285714285716,2019.0,10
2019-03-11,99.5,-0.7601517570634916,3.0,2019.0,11
2019-03-18,99.5,-0.5184525068982686,3.0,2019.0,12
2019-03-25,99.5,-0.8285316521255414,3.0,2019.0,13
2019-04-01,99.5,-0.5522322311585854,3.2,2019.0,14
2019-04-08,99.5,-0.7326960616839827,4.0,2019.0,15
2019-04-15,99.5,-0.7649527840764794,4.0,2019.0,16
2019-04-22,99.5,-1.1225741576277055,4.0,2019.0,17
2019-04-29,99.5,-1.22355601213925,4.0,2019.0,18
2019-05-06,99.5,-0.6728543327539688,4.857142857142857,2019.0,19
2019-05-13,99.5,-0.8586139105108221,5.0,2019.0,20
2019-05-20,99.5,-1.0182350654740253,5.0,2019.0,21
2019-05-27,99.5,-0.9875027004819622,5.0,2019.0,22
2019-06-03,99.5,-1.0716045770425677,5.428571428571429,2019.0,23
2019-06-10,99.5,-0.878782330345598,6.0,2019.0,24
2019-06-17,99.5,-0.8521293847965364,6.0,2019.0,25
2019-06-24,99.5,-0.771738859706349,6.0,2019.0,26
2019-07-01,99.5,-1.1826620429343428,6.142857142857143,2019.0,27
2019-07-08,99.5,-1.2322279260075752,7.0,2019.0,28
2019-07-15,99.5,-1.1807168947777775,7.0,2019.0,29
2019-07-22,99.5,-1.2056734934545454,7.0,2019.0,30
2019-07-29,99.5,-1.4051400337157294,7.0,2019.0,31
2019-08-05,99.5,-0.9134008169278499,7.714285714285714,2019.0,32
2019-08-12,99.5,-0.843623415299423,8.0,2019.0,33
2019-08-19,99.5,-1.0277349588246756,8.0,2019.0,34
2019-08-26,99.5,-0.9531596373737373,8.0,2019.0,35
2019-09-02,99.5,-1.1463315344227998,8.285714285714286,2019.0,36
2019-09-09,99.5,-1.1483163458766232,9.0,2019.0,37
2019-09-16,99.5,-1.0392175064588747,9.0,2019.0,38
2019-09-23,99.5,-1.196967058588744,9.0,2019.0,39
2019-09-30,99.5,-1.3938859955122644,9.0,2019.0,40
2019-10-07,99.5,-1.1651660778412698,10.0,2019.0,41
2019-10-14,99.5,-1.1722907232128428,10.0,2019.0,42
2019-10-21,99.5,-1.5551962026933626,10.0,2019.0,43
2019-10-28,99.5,-0.9578484260894655,10.0,2019.0,44
2019-11-04,99.5,-1.1052265516529578,10.571428571428571,2019.0,45
2019-11-11,99.5,-1.3024984217554116,11.0,2019.0,46
2019-11-18,99.5,-1.1347636805375185,11.0,2019.0,47
2019-11-25,99.5,-0.9436955833888883,11.0,2019.0,48
2019-12-02,99.5,-1.1488190763535353,11.285714285714286,2019.0,49
2019-12-09,99.5,-1.1500420570223666,12.0,2019.0,50
2019-12-16,99.5,-0.9760852932178932,12.0,2019.0,51
2019-12-23,99.5,-1.324320995179654,12.0,2019.0,52
2019-12-30,99.5,-1.4473580507034636,12.0,2019.0,1
2020-01-06,99.5,-1.077866668702742,2.5714285714285716,2019.857142857143,2
2020-01-13,99.5,-1.2583044905808083,1.0,2020.0,3
2020-01-20,99.5,-1.2033825023838378,1.0,2020.0,4
2020-01-27,99.5,-0.9140873608167388,1.0,2020.0,5
2020-02-03,99.5,-1.1485369342626257,1.3333333333333333,2020.0,6
2020-02-10,99.5,-1.27706876785065,2.0,2020.0,7
2020-02-17,99.5,-0.9675787064040402,2.0,2020.0,8
2020-02-24,99.5,-1.0320776632691193,2.0,2020.0,9
2020-03-02,99.5,-1.2826809853816734,2.2857142857142856,2020.0,10
2020-03-09,99.5,-1.436538922227994,3.0,2020.0,11
2020-03-16,99.5,-0.9425168838030299,3.0,2020.0,12
2020-03-23,99.5,-1.0516875960295808,3.0,2020.0,13
2020-03-30,99.5,-0.9595513079574317,3.0,2020.0,14
2020-04-06,99.5,-1.1534463071544017,3.857142857142857,2020.0,15
2020-04-13,99.5,-1.3036167487691195,4.0,2020.0,16
2020-04-20,99.5,-1.1168130553600293,4.0,2020.0,17
2020-04-27,99.5,-1.3492055535086578,4.0,2020.0,18
2020-05-04,99.5,-1.1426368391558435,4.571428571428571,2020.0,19
2020-05-11,99.5,-1.2399554711385277,5.0,2020.0,20
2020-05-18,99.5,-1.4054214904819624,5.0,2020.0,21
2020-05-25,99.5,-0.6571620198802309,5.0,2020.0,22
2020-06-01,99.5,-1.364090111253247,5.142857142857143,2020.0,23
2020-06-08,99.5,-1.5012006292395383,6.0,2020.0,24
2020-06-15,99.5,-1.3626639536471863,6.0,2020.0,25
2020-06-22,99.5,-1.5574168840844151,6.0,2020.0,26
2020-06-29,99.5,-1.3498626767215003,6.0,2020.0,27
2020-07-06,99.5,-1.2943001978400666,6.833333333333333,2020.0,28
2020-07-13,99.5,-1.2691101131529572,7.0,2020.0,29
2020-07-20,99.5,-1.4583055929587554,7.0,2020.0,30
2020-07-27,100.18079096045199,-1.3583126710424214,7.0,2020.0,31
2020-08-03,99.5,-0.9023938767045454,7.5,2020.0,32
2020-08-10,99.5,-1.2610227340526696,8.0,2020.0,33
2020-08-17,99.5,-1.193231779762627,8.0,2020.0,34
2020-08-24,99.5,-1.29558379412987,8.0,2020.0,35
2020-08-31,99.5,-1.2425805141284278,8.0,2020.0,36
2020-09-07,99.5,-1.3946016500339107,9.0,2020.0,37
2020-09-14,99.5,-1.4502128748095242,9.0,2020.0,38
