date,Ward_No,mean,month,year,week
2018-07-16,43.383720930232556,-0.5575843848798449,7.0,2018.0,29
2018-07-23,43.383720930232556,-0.4903285580465116,7.0,2018.0,30
2018-07-30,43.38372093023255,-0.17876653854485047,7.0,2018.0,31
2018-08-06,43.38372093023255,-0.3299083527541526,7.857142857142857,2018.0,32
2018-08-13,43.383720930232556,-0.12035409405232543,8.0,2018.0,33
2018-08-20,43.38372093023255,-0.9278868466644521,8.0,2018.0,34
2018-08-27,47.614617940199345,-0.8961877425852712,8.0,2018.0,35
2018-09-03,43.38372093023255,-0.31581881569933534,8.428571428571429,2018.0,36
2018-09-10,43.38372093023255,-1.023966957443522,9.0,2018.0,37
2018-09-17,43.38372093023255,-1.2442045757956806,9.0,2018.0,38
2018-09-24,43.38372093023255,-0.901851487244186,9.0,2018.0,39
2018-10-01,43.383720930232556,-0.689929616738372,9.166666666666666,2018.0,40
2018-10-08,43.383720930232556,-0.973967338637597,10.0,2018.0,41
2018-10-15,43.38372093023255,-0.5111724065049834,10.0,2018.0,42
2018-10-22,43.383720930232556,-0.7487544401240306,10.0,2018.0,43
2018-10-29,43.383720930232556,-0.6167466077984499,10.0,2018.0,44
2018-11-05,43.38372093023255,-0.9896271610946841,10.714285714285714,2018.0,45
2018-11-12,43.38372093023255,-0.4580521021578074,11.0,2018.0,46
2018-11-19,43.38372093023255,-0.6846685544966776,11.0,2018.0,47
2018-11-26,43.38372093023255,-0.7287846233920264,11.0,2018.0,48
2018-12-03,43.38372093023255,-0.7079683527209305,11.428571428571429,2018.0,49
2018-12-10,43.383720930232556,-0.923504043972868,12.0,2018.0,50
2018-12-17,43.383720930232556,-0.9017442954864342,12.0,2018.0,51
2018-12-24,43.38372093023255,-0.8645712335299004,12.0,2018.0,52
2018-12-31,43.38372093023255,-0.9219645667225912,12.0,2018.0,1
2019-01-07,43.38372093023255,-0.8386256061710965,1.0,2019.0,2
2019-01-14,43.383720930232556,-0.8166533970445736,1.0,2019.0,3
2019-01-21,43.38372093023255,-0.7676733619318937,1.0,2019.0,4
2019-01-28,43.38372093023255,-0.8129808100431893,1.0,2019.0,5
2019-02-04,43.38372093023255,-0.7817921078405312,1.5714285714285714,2019.0,6
2019-02-11,43.38372093023255,-0.7921027902408636,2.0,2019.0,7
2019-02-18,43.38372093023255,-0.8687778355996679,2.0,2019.0,8
2019-02-25,43.383720930232556,-0.8810738179612404,2.0,2019.0,9
2019-03-04,43.38372093023255,-0.544659871910299,2.5714285714285716,2019.0,10
2019-03-11,43.38372093023255,-0.731737637373754,3.0,2019.0,11
2019-03-18,43.38372093023255,-0.6460673588139535,3.0,2019.0,12
2019-03-25,43.38372093023255,-0.2937084905980067,3.0,2019.0,13
2019-04-01,43.383720930232556,-0.0034747480395349193,3.2,2019.0,14
2019-04-08,43.38372093023255,-0.2685034871013287,4.0,2019.0,15
2019-04-15,43.38372093023255,-0.10292269351661129,4.0,2019.0,16
2019-04-22,43.38372093023255,-0.6830094874401992,4.0,2019.0,17
2019-04-29,43.38372093023255,-0.20103070845681054,4.0,2019.0,18
2019-05-06,43.38372093023255,-0.07865685837707627,4.857142857142857,2019.0,19
2019-05-13,43.38372093023255,-0.18126152913455146,5.0,2019.0,20
2019-05-20,43.38372093023255,-0.33592056080897,5.0,2019.0,21
2019-05-27,43.38372093023255,-0.3393544887906977,5.0,2019.0,22
2019-06-03,43.383720930232556,-0.40527881734689924,5.333333333333333,2019.0,23
2019-06-10,43.38372093023255,-0.23742907228571425,6.0,2019.0,24
2019-06-17,43.38372093023255,-0.7082948976993352,6.0,2019.0,25
2019-06-24,43.38372093023255,-1.0591658059800664,6.0,2019.0,26
2019-07-01,43.38372093023255,-0.9940892037491696,6.142857142857143,2019.0,27
2019-07-08,43.383720930232556,-0.7538191830717054,7.0,2019.0,28
2019-07-15,43.383720930232556,-0.9393374052015502,7.0,2019.0,29
2019-07-22,43.38372093023255,-1.0215982320066446,7.0,2019.0,30
2019-07-29,43.38372093023255,-1.2132277275232561,7.0,2019.0,31
2019-08-05,43.38372093023255,-0.6598885619302327,7.714285714285714,2019.0,32
2019-08-12,43.38372093023255,-0.7246157669983386,8.0,2019.0,33
2019-08-19,43.38372093023255,-1.0602387238504982,8.0,2019.0,34
2019-08-26,43.38372093023255,-1.0347422972242524,8.0,2019.0,35
2019-09-02,43.38372093023255,-1.3352434040299006,8.285714285714286,2019.0,36
2019-09-09,43.38372093023255,-0.9636500031627905,9.0,2019.0,37
2019-09-16,43.38372093023255,-0.8617415097990033,9.0,2019.0,38
2019-09-23,43.38372093023255,-1.0546381799102993,9.0,2019.0,39
2019-09-30,43.38372093023255,-1.6500517685581393,9.0,2019.0,40
2019-10-07,43.38372093023255,-1.3904401093687702,10.0,2019.0,41
2019-10-14,43.38372093023255,-1.5018670639202656,10.0,2019.0,42
2019-10-21,43.38372093023255,-1.3271495559169433,10.0,2019.0,43
2019-10-28,43.38372093023255,-1.3424386860996678,10.0,2019.0,44
2019-11-04,43.38372093023255,-1.202904841488372,10.571428571428571,2019.0,45
2019-11-11,43.38372093023255,-1.5014744504102988,11.0,2019.0,46
2019-11-18,43.38372093023255,-1.1091998899584716,11.0,2019.0,47
2019-11-25,43.383720930232556,-1.139834983895349,11.0,2019.0,48
2019-12-02,43.38372093023255,-1.342283439053156,11.285714285714286,2019.0,49
2019-12-09,43.38372093023255,-1.2568890618006645,12.0,2019.0,50
2019-12-16,43.38372093023255,-1.1626166724435214,12.0,2019.0,51
2019-12-23,43.38372093023255,-1.5276830164601323,12.0,2019.0,52
2019-12-30,43.38372093023255,-1.3374371481627902,12.0,2019.0,1
2020-01-06,43.38372093023255,-1.1842701788554817,2.5714285714285716,2019.857142857143,2
2020-01-13,43.38372093023255,-1.2281850661295681,1.0,2020.0,3
2020-01-20,43.38372093023255,-1.2912468180880399,1.0,2020.0,4
2020-01-27,43.38372093023255,-1.1197552374368773,1.0,2020.0,5
2020-02-03,43.383720930232556,-1.4154108815581397,1.3333333333333333,2020.0,6
2020-02-10,43.38372093023255,-1.5531607984119595,2.0,2020.0,7
2020-02-17,43.383720930232556,-1.3696873189379852,2.0,2020.0,8
2020-02-24,43.38372093023255,-1.2468099481229236,2.0,2020.0,9
2020-03-02,43.38372093023255,-1.3198937499219265,2.2857142857142856,2020.0,10
2020-03-09,43.38372093023255,-1.0275460233504983,3.0,2020.0,11
2020-03-16,43.383720930232556,-0.8406470792465115,3.0,2020.0,12
2020-03-23,43.38372093023255,-1.1809557894518272,3.0,2020.0,13
2020-03-30,43.38372093023255,-1.1506660711411967,3.0,2020.0,14
2020-04-06,43.38372093023255,-0.6699025544983391,3.857142857142857,2020.0,15
2020-04-13,43.38372093023255,-0.43130917791029894,4.0,2020.0,16
2020-04-20,43.38372093023255,-0.8571594013156145,4.0,2020.0,17
2020-04-27,43.38372093023255,-0.7508590482707639,4.0,2020.0,18
2020-05-04,43.38372093023255,-0.7184278348405314,4.571428571428571,2020.0,19
2020-05-11,43.38372093023255,-0.828479917204319,5.0,2020.0,20
2020-05-18,43.38372093023255,-1.3207311642076414,5.0,2020.0,21
2020-05-25,43.38372093023255,-0.027893838088039812,5.0,2020.0,22
2020-06-01,43.38372093023255,-0.5520326008056478,5.142857142857143,2020.0,23
2020-06-08,43.38372093023255,-1.4994801364003318,6.0,2020.0,24
2020-06-15,43.38372093023255,-1.4642535965382055,6.0,2020.0,25
2020-06-22,43.383720930232556,-0.8654455649108527,6.0,2020.0,26
2020-06-29,43.38372093023255,-1.2104412091544852,6.0,2020.0,27
2020-07-06,43.383720930232556,-1.2158410304224807,6.833333333333333,2020.0,28
2020-07-13,43.38372093023255,-1.6536086265897008,7.0,2020.0,29
2020-07-20,43.383720930232556,-1.7866933932713174,7.0,2020.0,30
2020-07-27,43.383720930232556,-1.3612593276104654,7.0,2020.0,31
2020-08-03,43.383720930232556,-1.402501901587209,7.5,2020.0,32
2020-08-10,43.38372093023255,-1.2820468580149507,8.0,2020.0,33
2020-08-17,43.38372093023255,-1.2074942425,8.0,2020.0,34
2020-08-24,43.38372093023255,-1.2921796726644519,8.0,2020.0,35
