date,Ward_No,mean,month,year,week
2018-07-16,71.0,-1.1043063907858157,7.0,2018.0,29
2018-07-23,71.0,-0.6922266828014186,7.0,2018.0,30
2018-07-30,71.0,-0.5578745506585614,7.0,2018.0,31
2018-08-06,71.0,-0.5396476267710236,7.857142857142857,2018.0,32
2018-08-13,71.0,-1.5372831520265975,8.0,2018.0,33
2018-08-20,71.0,-0.859853586257345,8.0,2018.0,34
2018-08-27,71.0,-1.0295118834224923,8.0,2018.0,35
2018-09-03,71.0,-0.8115831698487003,8.5,2018.0,36
2018-09-10,71.0,-0.8499629928480248,9.0,2018.0,37
2018-09-17,71.0,-1.0122998873870321,9.0,2018.0,38
2018-09-24,71.0,-1.0792875317470452,9.0,2018.0,39
2018-10-01,71.0,-0.6491267791560288,9.142857142857142,2018.0,40
2018-10-08,71.0,-0.6241203619564336,10.0,2018.0,41
2018-10-15,71.0,-1.041600424926038,10.0,2018.0,42
2018-10-22,71.0,-0.5539083861904761,10.0,2018.0,43
2018-10-29,71.0,-0.39708882605673756,10.0,2018.0,44
2018-11-05,71.0,-0.7938524597598787,10.714285714285714,2018.0,45
2018-11-12,71.0,-0.6614304477487333,11.0,2018.0,46
2018-11-19,71.0,-0.3706243471170216,11.0,2018.0,47
2018-11-26,71.0,-0.3766163106494426,11.0,2018.0,48
2018-12-03,71.0,-0.6056398986930092,11.428571428571429,2018.0,49
2018-12-10,71.0,-0.1564622952919623,12.0,2018.0,50
2018-12-17,71.0,-0.5401999160130018,12.0,2018.0,51
2018-12-24,71.0,-0.8124553296565348,12.0,2018.0,52
2018-12-31,71.0,-0.4324323705815602,12.0,2018.0,1
2019-01-07,71.0,-0.5614322839918945,1.0,2019.0,2
2019-01-14,71.0,-0.5732075512553193,1.0,2019.0,3
2019-01-21,71.0,-0.3548364765366429,1.0,2019.0,4
2019-01-28,71.0,-0.5670848233657547,1.0,2019.0,5
2019-02-04,71.0,-0.6707416301371157,1.5,2019.0,6
2019-02-11,71.0,-0.7588645476636267,2.0,2019.0,7
2019-02-18,71.0,-0.8497876873728479,2.0,2019.0,8
2019-02-25,71.0,-0.9697731993880446,2.0,2019.0,9
2019-03-04,71.0,-0.7232551024093211,2.5714285714285716,2019.0,10
2019-03-11,71.0,-0.5272002653951368,3.0,2019.0,11
2019-03-18,71.0,-0.8037834105906784,3.0,2019.0,12
2019-03-25,71.0,-0.6413602060881464,3.0,2019.0,13
2019-04-01,71.0,-0.3766061685148935,3.2,2019.0,14
2019-04-08,71.0,-0.21469969029179334,4.0,2019.0,15
2019-04-15,71.0,-0.34884793702245864,4.0,2019.0,16
2019-04-22,71.0,-0.7244596297852075,4.0,2019.0,17
2019-04-29,71.0,-0.4219923058865246,4.0,2019.0,18
2019-05-06,71.0,-0.47483390433536016,4.857142857142857,2019.0,19
2019-05-13,71.0,0.01869114123100325,5.0,2019.0,20
2019-05-20,71.0,-0.30950616530800396,5.0,2019.0,21
2019-05-27,71.0,-0.39896634171732515,5.0,2019.0,22
2019-06-03,71.0,-0.568020242023303,5.428571428571429,2019.0,23
2019-06-10,71.0,-0.7961374380780136,6.0,2019.0,24
2019-06-17,71.0,-0.48718023129989924,6.0,2019.0,25
2019-06-24,71.0,-1.2739982299544077,6.0,2019.0,26
2019-07-01,71.0,-1.1598892516636268,6.142857142857143,2019.0,27
2019-07-08,71.0,-1.2306028988037812,7.0,2019.0,28
2019-07-15,71.0,-1.2409924324437693,7.0,2019.0,29
