date,Ward_No,mean,month,year,week
2019-07-22,71.0,-1.0178150766909824,7.0,2019.0,30
2019-07-29,71.0,-1.0477487440759885,7.0,2019.0,31
2019-08-05,71.0,-1.032500632234043,7.714285714285714,2019.0,32
2019-08-12,71.0,-1.050430306289767,8.0,2019.0,33
2019-08-19,71.0,-1.0313292320607903,8.0,2019.0,34
2019-08-26,71.0,-1.3220039317386019,8.0,2019.0,35
2019-09-02,71.0,-1.184898666342452,8.285714285714286,2019.0,36
2019-09-09,71.0,-0.9681793820010138,9.0,2019.0,37
2019-09-16,71.0,-1.3511294938378924,9.0,2019.0,38
2019-09-23,71.0,-1.3042182936899704,9.0,2019.0,39
2019-09-30,71.0,-0.8841971340699092,9.0,2019.0,40
2019-10-07,71.0,-1.574524511750759,10.0,2019.0,41
2019-10-14,71.0,-1.3155033089311041,10.0,2019.0,42
2019-10-21,71.0,-0.8036987818956438,10.0,2019.0,43
2019-10-28,71.0,-1.2596623932380955,10.0,2019.0,44
2019-11-04,71.0,-1.2491969761864237,10.571428571428571,2019.0,45
2019-11-11,71.0,-0.684729142348531,11.0,2019.0,46
2019-11-18,71.0,-1.1575315719706183,11.0,2019.0,47
2019-11-25,71.0,-0.8972823206595736,11.0,2019.0,48
2019-12-02,71.0,-1.0143479091489362,11.285714285714286,2019.0,49
2019-12-09,71.0,-1.0940490539452885,12.0,2019.0,50
2019-12-16,71.0,-1.055116568757852,12.0,2019.0,51
2019-12-23,71.0,-1.1015282001540017,12.0,2019.0,52
2019-12-30,71.0,-1.0093709137406282,12.0,2019.0,1
2020-01-06,71.0,-0.968497148258358,2.5714285714285716,2019.857142857143,2
2020-01-13,71.0,-0.9752495115633233,1.0,2020.0,3
2020-01-20,71.0,-1.1161779195167179,1.0,2020.0,4
2020-01-27,71.0,-1.2106473351428573,1.0,2020.0,5
2020-02-03,71.0,-1.069251764486998,1.3333333333333333,2020.0,6
2020-02-10,71.0,-1.178479917284701,2.0,2020.0,7
2020-02-17,71.0,-1.235041525118203,2.0,2020.0,8
2020-02-24,71.0,-1.177800528920972,2.0,2020.0,9
2020-03-02,71.0,-0.8094502893829789,2.3333333333333335,2020.0,10
2020-03-09,71.0,-1.3390022690151977,3.0,2020.0,11
2020-03-16,71.0,-1.3351107796205683,3.0,2020.0,12
2020-03-23,71.0,-0.9847042673748734,3.0,2020.0,13
2020-03-30,71.0,-0.9932634465146911,3.0,2020.0,14
2020-04-06,71.0,-1.0979659601955418,3.857142857142857,2020.0,15
2020-04-13,71.0,-0.6668632865582571,4.0,2020.0,16
2020-04-20,71.0,-0.701578366386018,4.0,2020.0,17
2020-04-27,71.0,-0.807519134447821,4.0,2020.0,18
2020-05-04,71.0,-1.157327227700102,4.571428571428571,2020.0,19
2020-05-11,71.0,-1.0954610412066863,5.0,2020.0,20
2020-05-18,71.0,-1.215943305854103,5.0,2020.0,21
2020-05-25,71.0,-0.8302455703809519,5.0,2020.0,22
2020-06-01,71.0,-0.6105189179219861,5.142857142857143,2020.0,23
2020-06-08,71.0,-1.5497292223850052,6.0,2020.0,24
2020-06-15,71.0,-1.0142483929726442,6.0,2020.0,25
2020-06-22,71.0,-1.3636907008203314,6.0,2020.0,26
2020-06-29,71.0,-1.1373476352066867,6.0,2020.0,27
2020-07-06,71.0,-1.2377801769397163,6.833333333333333,2020.0,28
2020-07-13,71.0,-1.4772126387487348,7.0,2020.0,29
2020-07-20,71.0,-1.3696365258073284,7.0,2020.0,30
2020-07-27,71.0,-1.1727726789418447,7.0,2020.0,31
2020-08-03,71.0,-1.3871943005047276,7.5,2020.0,32
2020-08-10,71.0,-1.3348543668915909,8.0,2020.0,33
2020-08-17,71.0,-1.4741165684361708,8.0,2020.0,34
2020-08-24,71.0,-1.3490122456879434,8.0,2020.0,35
2020-08-31,71.0,-0.9703880150972647,8.0,2020.0,36
2020-09-07,71.0,-1.618735870392097,9.0,2020.0,37
2020-09-14,71.0,-1.6435770786018244,9.0,2020.0,38
2020-09-21,71.0,-1.4223035609148924,9.0,2020.0,39
2020-09-28,71.0,-1.335334591195542,9.0,2020.0,40
2020-10-05,71.0,-1.875153612299899,9.714285714285714,2020.0,41
2020-10-12,71.0,-1.3466815314042553,10.0,2020.0,42
2020-10-19,71.0,-1.3947732750425539,10.0,2020.0,43
