date,mean,Ward_No,month,year,week
2018-07-16,-0.7565847565555556,24.5,7.0,2018.0,29
2018-07-23,-0.44112318930902766,24.5,7.0,2018.0,30
2018-07-30,0.10852285248809526,24.5,7.0,2018.0,31
2018-08-06,0.401942170095238,24.5,7.857142857142857,2018.0,32
2018-08-13,0.5900588001510414,24.5,8.0,2018.0,33
2018-08-20,0.20685753577083324,24.5,8.0,2018.0,34
2018-08-27,-0.7607924404097225,24.5,8.0,2018.0,35
2018-09-03,-0.5656633560684525,24.5,8.428571428571429,2018.0,36
2018-09-10,-0.31758176628273826,24.5,9.0,2018.0,37
2018-09-17,-0.47998654878273833,24.5,9.0,2018.0,38
2018-09-24,-0.3318339390595238,24.5,9.0,2018.0,39
2018-10-01,-0.20981524849999997,24.5,9.166666666666666,2018.0,40
2018-10-08,-0.6288162842569444,24.5,10.0,2018.0,41
2018-10-15,0.01939831554464288,24.5,10.0,2018.0,42
2018-10-22,-0.23397641943750003,24.5,10.0,2018.0,43
2018-10-29,-0.4210583492326389,24.5,10.0,2018.0,44
2018-11-05,-0.40591791401488103,24.5,10.714285714285714,2018.0,45
2018-11-12,-0.25032793044047624,24.5,11.0,2018.0,46
2018-11-19,-0.2747385931279761,24.5,11.0,2018.0,47
2018-11-26,-0.3666432582013888,24.5,11.0,2018.0,48
2018-12-03,-0.5987499547857142,24.5,11.428571428571429,2018.0,49
2018-12-10,-0.5800957560798611,24.5,12.0,2018.0,50
2018-12-17,-0.5407834884513889,24.5,12.0,2018.0,51
2018-12-24,-0.629890421110119,24.5,12.0,2018.0,52
2018-12-31,-0.5268054734940476,24.5,12.0,2018.0,1
2019-01-07,-0.5578442233958334,24.5,1.0,2019.0,2
2019-01-14,-0.6697939333839286,24.5,1.0,2019.0,3
2019-01-21,-0.49816821522619037,24.5,1.0,2019.0,4
2019-01-28,-0.4491027814970239,24.5,1.0,2019.0,5
2019-02-04,-0.5044727469732143,24.5,1.5714285714285714,2019.0,6
2019-02-11,-0.17072354911904755,24.5,2.0,2019.0,7
2019-02-18,-0.4701550672142857,24.5,2.0,2019.0,8
2019-02-25,-0.533017607202381,24.5,2.0,2019.0,9
2019-03-04,-0.2016873213392858,24.5,2.5714285714285716,2019.0,10
2019-03-11,-0.23467888471874998,24.5,3.0,2019.0,11
2019-03-18,-0.2651389529107144,24.5,3.0,2019.0,12
2019-03-25,0.11864323771130947,24.5,3.0,2019.0,13
2019-04-01,0.27083223168750004,24.5,3.1666666666666665,2019.0,14
2019-04-08,0.023575719217261867,24.5,4.0,2019.0,15
2019-04-15,-0.06173015406249997,24.5,4.0,2019.0,16
2019-04-22,-0.12962644852380947,24.5,4.0,2019.0,17
2019-04-29,-0.025147219568452388,24.5,4.0,2019.0,18
2019-05-06,0.6281082830654762,24.5,4.857142857142857,2019.0,19
2019-05-13,0.035454220910714374,24.5,5.0,2019.0,20
2019-05-20,-0.025874725526785658,24.5,5.0,2019.0,21
2019-05-27,0.1311099338809524,24.5,5.0,2019.0,22
2019-06-03,0.2533433275000001,24.5,5.333333333333333,2019.0,23
2019-06-10,0.0785638003958333,24.5,6.0,2019.0,24
2019-06-17,-0.6173638131785714,24.5,6.0,2019.0,25
2019-06-24,-0.588442416717262,24.5,6.0,2019.0,26
2019-07-01,-1.064334975386905,24.5,6.142857142857143,2019.0,27
2019-07-08,-0.4820452439826388,24.5,7.0,2019.0,28
2019-07-15,-0.17691646436805555,24.5,7.0,2019.0,29
2019-07-22,-0.7739681242232143,24.5,7.0,2019.0,30
2019-07-29,-0.8745735095744047,24.5,7.0,2019.0,31
2019-08-05,-0.5997870985476189,24.5,7.714285714285714,2019.0,32
2019-08-12,-0.8768750142886904,24.5,8.0,2019.0,33
2019-08-19,-0.6952189153988092,24.5,8.0,2019.0,34
2019-08-26,-0.7343682743779761,24.5,8.0,2019.0,35
2019-09-02,-1.054540836342262,24.5,8.285714285714286,2019.0,36
2019-09-09,-1.1987996331934525,24.5,9.0,2019.0,37
2019-09-16,-0.7037585350446429,24.5,9.0,2019.0,38
2019-09-23,-1.1485297421845237,24.5,9.0,2019.0,39
2019-09-30,-1.2488908555654763,24.5,9.0,2019.0,40
2019-10-07,-0.7248010622380952,24.5,10.0,2019.0,41
2019-10-14,-0.9572593527440477,24.5,10.0,2019.0,42
2019-10-21,-0.9291226794791669,24.5,10.0,2019.0,43
2019-10-28,-1.08524102697619,24.5,10.0,2019.0,44
2019-11-04,-0.9717399467529759,24.5,10.571428571428571,2019.0,45
2019-11-11,-1.1744893993958332,24.5,11.0,2019.0,46
2019-11-18,-0.6843782957053571,24.5,11.0,2019.0,47
2019-11-25,-0.8376549320729167,24.5,11.0,2019.0,48
2019-12-02,-1.0493889955625,24.5,11.285714285714286,2019.0,49
2019-12-09,-0.8769679959613095,24.5,12.0,2019.0,50
2019-12-16,-1.0126602706428571,24.5,12.0,2019.0,51
2019-12-23,-1.2180974926636907,24.5,12.0,2019.0,52
2019-12-30,-0.9359294095803573,24.5,12.0,2019.0,1
2020-01-06,-1.0612313130089288,24.5,2.5714285714285716,2019.857142857143,2
2020-01-13,-1.1530735056517856,24.5,1.0,2020.0,3
2020-01-20,-1.1830399883898808,24.5,1.0,2020.0,4
2020-01-27,-0.964199447607143,24.5,1.0,2020.0,5
2020-02-03,-0.9133005618298609,24.5,1.3333333333333333,2020.0,6
2020-02-10,-1.0330598658005952,24.5,2.0,2020.0,7
2020-02-17,-0.9056619082881947,24.5,2.0,2020.0,8
2020-02-24,-0.8607920423601191,24.5,2.0,2020.0,9
2020-03-02,-0.6800417278482145,24.5,2.2857142857142856,2020.0,10
2020-03-09,-0.5514787835833334,24.5,3.0,2020.0,11
2020-03-16,-0.4159877812583333,24.5,3.0,2020.0,12
2020-03-23,-0.3543928972916667,24.5,3.0,2020.0,13
2020-03-30,-0.5540190265535716,24.5,3.0,2020.0,14
2020-04-06,-0.01564342501190475,24.5,3.857142857142857,2020.0,15
2020-04-13,-0.13813663491666667,24.5,4.0,2020.0,16
2020-04-20,-0.4601852132827382,24.5,4.0,2020.0,17
2020-04-27,-0.10644744580059526,24.5,4.0,2020.0,18
2020-05-04,0.09688608383630944,24.5,4.571428571428571,2020.0,19
2020-05-11,-0.02672632091964284,24.5,5.0,2020.0,20
2020-05-18,-0.21018556176488098,24.5,5.0,2020.0,21
2020-05-25,0.3431467857053571,24.5,5.0,2020.0,22
2020-06-01,0.02212119218154759,24.5,5.142857142857143,2020.0,23
2020-06-08,-0.8890532408690477,24.5,6.0,2020.0,24
2020-06-15,-0.9668249876517858,24.5,6.0,2020.0,25
2020-06-22,-0.612502319485119,24.5,6.0,2020.0,26
2020-06-29,-1.041541901720238,24.5,6.0,2020.0,27
2020-07-06,-0.7863903717395836,24.5,6.833333333333333,2020.0,28
2020-07-13,-1.2562185930416665,24.5,7.0,2020.0,29
2020-07-20,-1.178437740875,24.5,7.0,2020.0,30
2020-07-27,-0.9979289456398808,24.5,7.0,2020.0,31
2020-08-03,-1.2301971390000002,24.5,7.5,2020.0,32
2020-08-10,-1.250823886613095,24.5,8.0,2020.0,33
2020-08-17,-0.857031140375,24.5,8.0,2020.0,34
2020-08-24,-1.0742566029642855,24.5,8.0,2020.0,35
2020-08-31,-1.2862242894732143,24.5,8.0,2020.0,36
2020-09-07,-1.2680017972321431,24.5,9.0,2020.0,37
2020-09-14,-1.2233496043958334,24.5,9.0,2020.0,38
2020-09-21,-1.404140821318452,24.5,9.0,2020.0,39
2020-09-28,-1.1523352678214287,24.5,9.0,2020.0,40
2020-10-05,-1.1053705612738096,24.5,9.714285714285714,2020.0,41
2020-10-12,-0.8978892253065478,24.5,10.0,2020.0,42
2020-10-19,-1.1248298434791666,24.5,10.0,2020.0,43
