STATE_UT,date,maximum_2m_air_temperature,mean_2m_air_temperature,minimum_2m_air_temperature
BIHAR,7/1/2014,308.4737443,301.9698266,297.65222
BIHAR,10/1/2014,303.9195327,294.1801947,285.45172
BIHAR,1/1/2015,304.6523362,293.5499643,283.5109
BIHAR,4/1/2015,314.2642413,303.4059753,295.72052
BIHAR,7/1/2015,308.607331,302.279002,297.5537
BIHAR,10/1/2015,305.2335952,295.6227453,286.6657
BIHAR,1/1/2016,305.6971883,294.6417648,284.4171
BIHAR,4/1/2016,313.8932292,304.3940356,296.27194
BIHAR,7/1/2016,308.1552281,301.9296862,298.05084
BIHAR,10/1/2016,305.048842,295.1234354,287.12366
BIHAR,1/1/2017,305.8541879,293.6121627,283.3512
BIHAR,4/1/2017,314.0021485,303.7315865,295.42746
BIHAR,7/1/2017,308.499181,302.1961704,298.38467
BIHAR,10/1/2017,305.1684647,295.4696421,286.56235
BIHAR,1/1/2018,304.7049993,293.4302127,284.1776
BIHAR,4/1/2018,313.103795,303.3396145,295.6237
BIHAR,7/1/2018,309.0036728,302.3491148,298.08832
BIHAR,10/1/2018,304.5164977,294.6137432,285.40732
BIHAR,1/1/2019,305.4021169,293.2926975,282.61823
BIHAR,4/1/2019,315.2047631,304.6085486,295.75247
BIHAR,7/1/2019,309.2541643,302.2522891,297.63913
BIHAR,10/1/2019,303.5306678,294.6418157,286.4968
BIHAR,1/1/2020,303.1772346,292.4510969,283.76025
BIHAR,4/1/2020,311.6071159,301.8796059,294.1806
CHANDIGARH,1/1/2000,300.8038875,288.3617246,279.00397
CHANDIGARH,4/1/2000,313.8897492,303.198239,292.48563
CHANDIGARH,7/1/2000,308.0059937,300.9526859,295.07864
CHANDIGARH,10/1/2000,302.1034263,291.7447613,282.24805
CHANDIGARH,1/1/2001,301.4091243,288.8691982,278.87878
CHANDIGARH,4/1/2001,313.4052457,301.889672,291.73547
CHANDIGARH,7/1/2001,307.5903801,301.2779266,295.4654
CHANDIGARH,10/1/2001,304.1595835,292.1536746,282.44916
CHANDIGARH,1/1/2002,300.1399756,289.0415221,278.57645
CHANDIGARH,4/1/2002,314.6134016,303.4261783,292.8845
CHANDIGARH,7/1/2002,308.0187599,301.37694,295.32785
CHANDIGARH,10/1/2002,301.3174708,291.3587219,282.32996
CHANDIGARH,1/1/2003,300.1874102,288.3083723,278.24225
CHANDIGARH,4/1/2003,316.078454,303.6655917,292.32693
CHANDIGARH,7/1/2003,307.1317184,301.0780255,294.63348
CHANDIGARH,10/1/2003,302.1645483,290.8125404,281.58868
CHANDIGARH,1/1/2004,301.9043449,290.5933927,280.645
CHANDIGARH,4/1/2004,314.5661584,303.4263533,290.6458
CHANDIGARH,7/1/2004,309.8388148,302.1225663,295.56836
CHANDIGARH,10/1/2004,302.1339669,291.5345441,282.146
CHANDIGARH,1/1/2005,298.1792636,288.8997159,280.59503
CHANDIGARH,4/1/2005,313.6583234,302.9428561,291.86374
CHANDIGARH,7/1/2005,306.9862313,300.8852773,295.3634
CHANDIGARH,10/1/2005,301.6536654,291.2179286,281.33417
CHANDIGARH,1/1/2006,302.8233952,291.2210964,281.28088
CHANDIGARH,4/1/2006,315.2172419,303.4734401,292.90384
CHANDIGARH,7/1/2006,309.627857,301.7098754,294.91498
CHANDIGARH,10/1/2006,302.9266719,292.4856485,282.43024
CHANDIGARH,1/1/2007,303.3655536,289.504419,279.93262
CHANDIGARH,4/1/2007,315.93212,304.2641959,293.2196
CHANDIGARH,7/1/2007,309.2044255,302.2960077,296.04727
CHANDIGARH,10/1/2007,303.2900876,291.9495321,282.05722
CHANDIGARH,1/1/2008,302.5707678,289.5904148,278.8301
CHANDIGARH,4/1/2008,314.0937838,301.8792113,291.8021
CHANDIGARH,7/1/2008,306.8421285,300.6062342,294.61658
CHANDIGARH,10/1/2008,302.700926,292.0761468,283.3333
CHANDIGARH,1/1/2009,301.3669545,290.6663394,281.27307
CHANDIGARH,4/1/2009,314.9753552,303.4923583,292.541
CHANDIGARH,7/1/2009,308.0878494,301.2460943,295.50262
CHANDIGARH,10/1/2009,301.5875954,290.8948881,281.33054
CHANDIGARH,1/1/2010,303.0873732,290.4271693,281.61893
CHANDIGARH,4/1/2010,316.1205807,304.4370484,292.7653
CHANDIGARH,7/1/2010,306.7701833,300.8938521,295.59232
CHANDIGARH,10/1/2010,301.1142187,291.321967,282.2898
CHANDIGARH,1/1/2011,299.4403745,288.5935597,280.4157
CHANDIGARH,4/1/2011,311.6771539,301.4748227,291.10757
CHANDIGARH,7/1/2011,308.2077692,301.3237552,295.73746
CHANDIGARH,10/1/2011,303.257482,292.3436913,282.47717
CHANDIGARH,1/1/2012,299.4294681,288.6555919,278.44748
CHANDIGARH,4/1/2012,314.4452718,303.5526923,292.50494
CHANDIGARH,7/1/2012,309.06857,301.5335904,296.29724
CHANDIGARH,10/1/2012,302.8231567,291.2104514,282.06625
CHANDIGARH,1/1/2013,298.1385528,288.4822866,279.63016
CHANDIGARH,4/1/2013,314.1046704,302.6742728,291.83386
CHANDIGARH,7/1/2013,307.5890478,301.346051,296.0066
CHANDIGARH,10/1/2013,301.227516,291.5328726,281.8042
CHANDIGARH,1/1/2014,297.5549447,287.9882665,278.1599
CHANDIGARH,4/1/2014,315.4999387,302.6070206,291.77237
CHANDIGARH,7/1/2014,309.4043761,302.0742315,295.61093
CHANDIGARH,10/1/2014,303.6070275,291.6594773,282.49982
CHANDIGARH,1/1/2015,301.0877782,289.0471248,280.42783
CHANDIGARH,4/1/2015,314.1499457,302.7106346,292.5017
CHANDIGARH,7/1/2015,308.9452612,301.4958994,295.47424
CHANDIGARH,10/1/2015,303.1696577,292.399999,283.34958
CHANDIGARH,1/1/2016,302.2877889,290.3682513,281.48395
CHANDIGARH,4/1/2016,315.3254157,304.1535805,294.8329
CHANDIGARH,7/1/2016,308.6106943,302.0456059,296.97394
CHANDIGARH,10/1/2016,303.4964318,293.1753565,283.97958
CHANDIGARH,1/1/2017,303.0884283,290.3852609,280.0479
CHANDIGARH,4/1/2017,316.5431969,303.9772551,292.60223
CHANDIGARH,7/1/2017,308.5841322,302.0348596,296.93765
CHANDIGARH,10/1/2017,302.8604693,292.1827096,283.53012
CHANDIGARH,1/1/2018,302.6141703,290.6405362,281.28464
CHANDIGARH,4/1/2018,315.1858048,303.4054147,292.86203
CHANDIGARH,7/1/2018,307.8317041,301.4320496,295.8092
CHANDIGARH,10/1/2018,301.5649221,290.918065,281.8702
CHANDIGARH,1/1/2019,299.6654987,288.3690131,279.66544
CHANDIGARH,4/1/2019,315.7268274,303.4394958,292.5545
CHANDIGARH,7/1/2019,309.3069386,301.899582,296.21988
CHANDIGARH,10/1/2019,301.3651843,291.2145487,283.55637
CHANDIGARH,1/1/2020,298.4849144,288.7225475,280.3651
CHANDIGARH,4/1/2020,313.650988,302.1180756,291.70572
DADRA & NAGAR HAVELI,1/1/2000,307.2917566,296.7834839,288.8898
DADRA & NAGAR HAVELI,4/1/2000,307.1461289,301.4762339,296.86978
DADRA & NAGAR HAVELI,7/1/2000,304.4662711,300.0305465,297.27448
DADRA & NAGAR HAVELI,10/1/2000,306.9167174,298.6066592,290.35303
DADRA & NAGAR HAVELI,1/1/2001,305.1756834,296.2302611,287.2896
DADRA & NAGAR HAVELI,4/1/2001,307.9728831,301.6067511,296.48004
DADRA & NAGAR HAVELI,7/1/2001,303.3542467,299.7585351,297.3672
DADRA & NAGAR HAVELI,10/1/2001,306.6135141,298.8429305,291.5574
DADRA & NAGAR HAVELI,1/1/2002,307.2130539,297.1950928,287.9301
DADRA & NAGAR HAVELI,4/1/2002,309.0689259,302.1981692,296.9313
DADRA & NAGAR HAVELI,7/1/2002,304.5096713,299.9230374,297.0832
DADRA & NAGAR HAVELI,10/1/2002,308.0544011,299.4605042,290.49966
DADRA & NAGAR HAVELI,1/1/2003,306.7375165,297.6174131,288.6883
DADRA & NAGAR HAVELI,4/1/2003,308.9922035,301.8755588,296.5539
DADRA & NAGAR HAVELI,7/1/2003,303.6412167,299.7608163,297.54593
DADRA & NAGAR HAVELI,10/1/2003,307.3876636,299.227425,290.9675
DADRA & NAGAR HAVELI,1/1/2004,307.314343,297.5530041,289.332
DADRA & NAGAR HAVELI,4/1/2004,309.0509705,301.9653517,296.50922
DADRA & NAGAR HAVELI,7/1/2004,304.0247319,299.8582343,297.46576
DADRA & NAGAR HAVELI,10/1/2004,306.7467319,298.9231533,291.60123
DADRA & NAGAR HAVELI,1/1/2005,306.6394323,296.3673602,288.0241
DADRA & NAGAR HAVELI,4/1/2005,308.8954605,301.9787423,295.78876
DADRA & NAGAR HAVELI,7/1/2005,303.7560797,299.887925,297.27887
DADRA & NAGAR HAVELI,10/1/2005,306.849367,298.3434918,289.7976
DADRA & NAGAR HAVELI,1/1/2006,308.2259475,297.8892492,289.43326
DADRA & NAGAR HAVELI,4/1/2006,307.4935336,301.5705293,296.69565
DADRA & NAGAR HAVELI,7/1/2006,303.6578428,299.881668,297.63458
DADRA & NAGAR HAVELI,10/1/2006,306.3893112,299.3892025,292.7228
DADRA & NAGAR HAVELI,1/1/2007,307.6840007,297.7210327,289.87158
DADRA & NAGAR HAVELI,4/1/2007,309.2588348,302.3086992,297.24908
DADRA & NAGAR HAVELI,7/1/2007,304.4304351,300.2524458,297.66504
DADRA & NAGAR HAVELI,10/1/2007,307.1892778,299.2598298,291.51685
DADRA & NAGAR HAVELI,1/1/2008,306.7252213,296.2692902,286.8956
DADRA & NAGAR HAVELI,4/1/2008,307.9560457,301.6476013,296.7778
DADRA & NAGAR HAVELI,7/1/2008,304.4933964,299.8676831,297.13013
DADRA & NAGAR HAVELI,10/1/2008,307.4712488,299.5081863,291.02243
DADRA & NAGAR HAVELI,1/1/2009,307.4250328,298.0731975,289.9315
DADRA & NAGAR HAVELI,4/1/2009,308.6159215,302.6432251,296.87585
DADRA & NAGAR HAVELI,7/1/2009,304.6851777,300.515376,297.9197
DADRA & NAGAR HAVELI,10/1/2009,307.2053846,299.1379675,291.39395
DADRA & NAGAR HAVELI,1/1/2010,308.0522105,298.1367691,289.8791
DADRA & NAGAR HAVELI,4/1/2010,309.5285866,302.8437517,297.07208
DADRA & NAGAR HAVELI,7/1/2010,305.1517675,300.2446732,297.80884
DADRA & NAGAR HAVELI,10/1/2010,306.208426,298.721308,291.2718
DADRA & NAGAR HAVELI,1/1/2011,306.6972355,297.1043986,289.0111
DADRA & NAGAR HAVELI,4/1/2011,308.0641146,301.8913867,296.9273
DADRA & NAGAR HAVELI,7/1/2011,303.9157083,299.90258,297.42535
DADRA & NAGAR HAVELI,10/1/2011,307.4049193,299.7756544,292.22433
DADRA & NAGAR HAVELI,1/1/2012,306.1569282,296.2127607,286.10855
DADRA & NAGAR HAVELI,4/1/2012,307.4173731,301.7734516,297.09192
DADRA & NAGAR HAVELI,7/1/2012,305.1400068,300.1312493,297.69128
DADRA & NAGAR HAVELI,10/1/2012,306.7790049,299.0106601,290.6901
DADRA & NAGAR HAVELI,1/1/2013,306.9524556,297.1786117,288.759
DADRA & NAGAR HAVELI,4/1/2013,308.6990368,301.600732,296.95203
DADRA & NAGAR HAVELI,7/1/2013,303.4080481,299.6182481,297.41644
DADRA & NAGAR HAVELI,10/1/2013,306.8431773,298.9936227,291.7443
DADRA & NAGAR HAVELI,1/1/2014,305.9857509,297.0588691,288.36383
DADRA & NAGAR HAVELI,4/1/2014,309.9359658,302.4889103,297.16003
DADRA & NAGAR HAVELI,7/1/2014,305.8565715,300.3154541,297.86536
DADRA & NAGAR HAVELI,10/1/2014,307.5327874,299.808804,292.5771
DADRA & NAGAR HAVELI,1/1/2015,307.535431,297.3200377,289.25906
DADRA & NAGAR HAVELI,4/1/2015,308.7086605,302.2410722,297.33057
DADRA & NAGAR HAVELI,7/1/2015,305.3915359,300.7039398,297.73718
DADRA & NAGAR HAVELI,10/1/2015,307.7699017,299.9038781,291.86957
DADRA & NAGAR HAVELI,1/1/2016,307.1168572,297.5718732,289.75565
DADRA & NAGAR HAVELI,4/1/2016,308.1185609,302.6153427,297.86804
DADRA & NAGAR HAVELI,7/1/2016,303.4618328,300.1508094,298.06284
DADRA & NAGAR HAVELI,10/1/2016,306.3962622,298.8108336,291.25897
DADRA & NAGAR HAVELI,1/1/2017,308.1684464,297.6983656,288.8873
DADRA & NAGAR HAVELI,4/1/2017,309.0672683,302.3024429,296.33658
DADRA & NAGAR HAVELI,7/1/2017,304.5858206,300.6071321,297.89447
DADRA & NAGAR HAVELI,10/1/2017,306.1744882,298.7935959,292.00916
DADRA & NAGAR HAVELI,1/1/2018,308.3040161,298.1672367,290.8753
DADRA & NAGAR HAVELI,4/1/2018,308.1675511,302.4679884,297.5532
DADRA & NAGAR HAVELI,7/1/2018,304.8038674,300.0455731,297.563
DADRA & NAGAR HAVELI,10/1/2018,307.1865509,299.6276411,291.89914
DADRA & NAGAR HAVELI,1/1/2019,306.750221,296.6073902,288.2541
DADRA & NAGAR HAVELI,4/1/2019,309.4101387,302.3624492,297.48224
DADRA & NAGAR HAVELI,7/1/2019,304.8904581,300.4253767,298.2809
DADRA & NAGAR HAVELI,10/1/2019,306.3926297,299.723187,293.44998
DADRA & NAGAR HAVELI,1/1/2020,306.2740368,297.3555031,289.19736
DADRA & NAGAR HAVELI,4/1/2020,308.5340622,302.7170055,297.93573
DAMAN & DIU,1/1/2000,302.4733785,297.0000407,291.94543
DAMAN & DIU,4/1/2000,304.708252,301.4396566,298.57068
DAMAN & DIU,7/1/2000,303.0870666,300.5394389,298.6482
DAMAN & DIU,10/1/2000,304.5651245,299.9350993,295.27087
DAMAN & DIU,1/1/2001,301.2974192,296.9528961,292.08572
DAMAN & DIU,4/1/2001,304.9056854,301.4205271,298.41684
DAMAN & DIU,7/1/2001,302.4128774,300.2358144,298.4483
DAMAN & DIU,10/1/2001,304.4587962,299.9610037,295.7793
DAMAN & DIU,1/1/2002,302.4758606,297.3832703,291.89844
DAMAN & DIU,4/1/2002,305.7061208,302.0775706,299.0998
DAMAN & DIU,7/1/2002,303.2948405,300.454661,298.32172
DAMAN & DIU,10/1/2002,304.9170176,300.2711233,294.8124
DAMAN & DIU,1/1/2003,302.8525899,297.9017537,291.79468
DAMAN & DIU,4/1/2003,305.5072378,301.6753082,298.55054
DAMAN & DIU,7/1/2003,302.7934977,300.3388824,298.7251
DAMAN & DIU,10/1/2003,304.5731201,299.8975067,295.11786
DAMAN & DIU,1/1/2004,302.7625682,297.78685,292.94846
DAMAN & DIU,4/1/2004,305.5477702,301.6803589,298.42593
DAMAN & DIU,7/1/2004,302.6831817,300.3707174,298.4146
DAMAN & DIU,10/1/2004,304.125178,299.7325287,295.06375
DAMAN & DIU,1/1/2005,301.9683838,296.6892497,291.46454
DAMAN & DIU,4/1/2005,305.7764435,301.7690481,298.41165
DAMAN & DIU,7/1/2005,302.5122783,300.3504588,298.3739
DAMAN & DIU,10/1/2005,303.7127533,299.0238342,294.4563
DAMAN & DIU,1/1/2006,303.1742045,297.970459,292.8588
DAMAN & DIU,4/1/2006,304.4439087,301.3597514,298.38678
DAMAN & DIU,7/1/2006,302.4771474,300.2368622,298.43744
DAMAN & DIU,10/1/2006,303.8834534,299.7218425,295.74686
DAMAN & DIU,1/1/2007,303.419164,297.8493093,293.48538
DAMAN & DIU,4/1/2007,305.9302267,301.8921662,299.2692
DAMAN & DIU,7/1/2007,302.6386871,300.7157033,298.79044
DAMAN & DIU,10/1/2007,303.7014058,299.4811198,294.8603
DAMAN & DIU,1/1/2008,301.9396667,296.3801931,290.3157
DAMAN & DIU,4/1/2008,304.8779551,301.3291067,298.50656
DAMAN & DIU,7/1/2008,302.6662496,300.3042806,298.4669
DAMAN & DIU,10/1/2008,304.5363668,299.9602153,295.44962
DAMAN & DIU,1/1/2009,303.1700592,298.3052267,293.5736
DAMAN & DIU,4/1/2009,305.5510966,302.1065318,298.71426
DAMAN & DIU,7/1/2009,303.2280172,300.7967173,299.03146
DAMAN & DIU,10/1/2009,304.2264506,299.7003733,295.42935
DAMAN & DIU,1/1/2010,303.3178203,298.1981964,293.11972
DAMAN & DIU,4/1/2010,306.408371,302.48909,299.3718
DAMAN & DIU,7/1/2010,303.4831543,300.5712585,298.73428
DAMAN & DIU,10/1/2010,304.1513418,299.2961884,294.94617
DAMAN & DIU,1/1/2011,302.2136943,297.2997742,293.04562
DAMAN & DIU,4/1/2011,305.010793,301.6560008,298.68326
DAMAN & DIU,7/1/2011,302.2981923,300.2939809,298.67062
DAMAN & DIU,10/1/2011,304.5859884,300.1644796,295.72986
DAMAN & DIU,1/1/2012,301.6161754,296.456309,290.77747
DAMAN & DIU,4/1/2012,303.9491374,301.138504,298.71317
DAMAN & DIU,7/1/2012,303.6594035,300.5106303,298.77905
DAMAN & DIU,10/1/2012,304.1447449,299.6657359,294.88022
DAMAN & DIU,1/1/2013,302.5486857,297.3262177,292.06503
DAMAN & DIU,4/1/2013,305.3374634,301.3592529,298.5243
DAMAN & DIU,7/1/2013,302.3326925,300.0431162,298.37567
DAMAN & DIU,10/1/2013,303.924998,299.2369944,294.93588
DAMAN & DIU,1/1/2014,301.5324656,296.8928477,291.59885
DAMAN & DIU,4/1/2014,306.1770477,301.845693,299.02548
DAMAN & DIU,7/1/2014,303.7374827,300.5751038,298.70258
DAMAN & DIU,10/1/2014,304.748881,300.1233572,295.6739
DAMAN & DIU,1/1/2015,302.401591,297.3035075,292.02505
DAMAN & DIU,4/1/2015,305.2619985,301.8224589,298.75864
DAMAN & DIU,7/1/2015,303.5727895,300.8993073,298.83224
DAMAN & DIU,10/1/2015,305.2914988,300.5748698,295.38818
DAMAN & DIU,1/1/2016,303.0382792,297.9782613,293.4718
DAMAN & DIU,4/1/2016,305.6207937,302.069046,299.30182
DAMAN & DIU,7/1/2016,302.3393046,300.463028,298.72644
DAMAN & DIU,10/1/2016,303.4310048,299.147583,295.17783
DAMAN & DIU,1/1/2017,303.5984345,297.7323557,292.1013
DAMAN & DIU,4/1/2017,306.0087789,302.0168864,298.80585
DAMAN & DIU,7/1/2017,302.9707642,300.7155202,298.7755
DAMAN & DIU,10/1/2017,304.1980591,299.4327647,295.22427
DAMAN & DIU,1/1/2018,303.6673788,298.1911672,293.86496
DAMAN & DIU,4/1/2018,305.5783081,302.0087636,299.19046
DAMAN & DIU,7/1/2018,302.9296061,300.2515208,298.51187
DAMAN & DIU,10/1/2018,304.4821574,300.0690969,295.6768
DAMAN & DIU,1/1/2019,301.7695313,296.6128032,291.45578
DAMAN & DIU,4/1/2019,306.250178,301.711497,298.8423
DAMAN & DIU,7/1/2019,303.0489298,300.7640686,299.10452
DAMAN & DIU,10/1/2019,303.8655345,299.7669983,295.6092
DAMAN & DIU,1/1/2020,301.8773092,296.9643097,291.73477
DAMAN & DIU,4/1/2020,305.5279185,302.154541,299.20963
DELHI,1/1/2000,302.6266803,289.6480181,281.05435
DELHI,4/1/2000,314.956242,305.0597515,294.18478
DELHI,7/1/2000,311.4977608,302.9216425,296.94217
DELHI,10/1/2000,305.2910563,294.0356492,284.1136
DELHI,1/1/2001,303.2321756,290.494781,280.2783
DELHI,4/1/2001,315.4085577,303.7986874,294.43408
DELHI,7/1/2001,309.9001627,303.1867443,297.6682
DELHI,10/1/2001,306.0699345,293.4400955,283.9012
DELHI,1/1/2002,302.8816661,290.7884291,280.47772
DELHI,4/1/2002,316.8591727,305.9244678,294.53677
DELHI,7/1/2002,310.8857761,304.0372688,297.5464
DELHI,10/1/2002,304.7588093,293.6735239,284.4785
DELHI,1/1/2003,301.572136,289.7178481,280.0015
DELHI,4/1/2003,316.6933797,305.2382559,294.46005
DELHI,7/1/2003,309.4448959,302.0619336,296.73862
DELHI,10/1/2003,303.656552,292.4352376,283.14697
DELHI,1/1/2004,303.6859741,291.6310372,281.4452
DELHI,4/1/2004,315.792295,304.957187,293.3421
DELHI,7/1/2004,311.414311,303.7443547,297.95853
DELHI,10/1/2004,303.5739204,293.1192553,283.90048
DELHI,1/1/2005,300.7545249,290.887004,282.00095
DELHI,4/1/2005,315.6787072,305.2512022,294.68814
DELHI,7/1/2005,310.8759167,303.1736696,297.56375
DELHI,10/1/2005,303.3566658,292.8766652,282.80795
DELHI,1/1/2006,304.7315474,292.3785083,282.0411
DELHI,4/1/2006,316.4600162,305.2554231,295.44342
DELHI,7/1/2006,311.7801699,303.6756169,297.4329
DELHI,10/1/2006,304.4875307,294.1893716,283.82126
DELHI,1/1/2007,304.2086164,290.7275996,281.79022
DELHI,4/1/2007,317.5355581,305.9301145,294.9747
DELHI,7/1/2007,310.4695714,303.5164231,297.5512
DELHI,10/1/2007,304.9202172,293.700633,283.77243
DELHI,1/1/2008,303.686969,291.1492155,280.7326
DELHI,4/1/2008,314.0398393,303.3167448,293.80624
DELHI,7/1/2008,309.9916073,302.468998,297.01486
DELHI,10/1/2008,305.5515434,294.5320495,285.18677
DELHI,1/1/2009,302.3426465,291.8242818,282.53912
DELHI,4/1/2009,316.4252946,305.5105731,295.30627
DELHI,7/1/2009,312.0825051,303.8991811,298.14658
DELHI,10/1/2009,304.7773342,293.4667292,283.47192
DELHI,1/1/2010,304.67792,291.9196948,282.81366
DELHI,4/1/2010,317.7229462,307.0531649,295.11438
DELHI,7/1/2010,308.9469714,302.1734196,297.02838
DELHI,10/1/2010,302.5325484,293.3516933,283.77634
DELHI,1/1/2011,302.277792,290.2820655,281.22095
DELHI,4/1/2011,315.0273728,303.9307125,293.8487
DELHI,7/1/2011,309.2193952,302.3838333,297.2685
DELHI,10/1/2011,304.2205067,293.5869991,283.36807
DELHI,1/1/2012,301.5454502,289.9832435,279.4282
DELHI,4/1/2012,315.4479478,305.5203895,294.82794
DELHI,7/1/2012,310.5502512,302.6790872,297.2334
DELHI,10/1/2012,303.8281838,292.3205562,282.76913
DELHI,1/1/2013,300.2171951,289.7059456,280.6909
DELHI,4/1/2013,315.6027765,304.4584478,294.51215
DELHI,7/1/2013,309.5150327,302.5449979,297.92053
DELHI,10/1/2013,303.3289637,292.9904575,283.16656
DELHI,1/1/2014,299.6933479,289.4546598,280.43915
DELHI,4/1/2014,316.3264411,304.4628514,293.86945
DELHI,7/1/2014,313.1391459,304.3305994,298.6771
DELHI,10/1/2014,306.0657628,293.4256194,283.96017
DELHI,1/1/2015,301.2628458,290.2463134,280.8721
DELHI,4/1/2015,315.9532444,304.3468312,294.1657
DELHI,7/1/2015,310.0834301,302.9431542,296.88208
DELHI,10/1/2015,304.5283806,293.9276215,283.96985
DELHI,1/1/2016,303.4376376,291.5347387,282.50836
DELHI,4/1/2016,315.9637298,305.5521145,296.06934
DELHI,7/1/2016,309.9007289,303.050441,298.14423
DELHI,10/1/2016,304.1420667,294.1668025,284.8117
DELHI,1/1/2017,304.7202327,291.324583,280.68924
DELHI,4/1/2017,316.9757728,305.1435454,294.92456
DELHI,7/1/2017,309.9911343,303.1484207,297.15317
DELHI,10/1/2017,303.8824965,293.252179,284.0681
DELHI,1/1/2018,303.3326757,291.2429394,281.28082
DELHI,4/1/2018,315.5823396,304.8907507,295.51028
DELHI,7/1/2018,309.8098673,302.9162397,297.72525
DELHI,10/1/2018,304.0060105,292.8049243,283.35876
DELHI,1/1/2019,303.1758198,289.9127542,280.1859
DELHI,4/1/2019,317.8411991,305.3530436,294.09015
DELHI,7/1/2019,311.3760422,303.3651459,297.5194
DELHI,10/1/2019,303.3550556,292.9778341,284.21936
DELHI,1/1/2020,299.677168,289.6759405,280.14157
DELHI,4/1/2020,314.5190264,303.2703351,293.07303
GOA,1/1/2000,304.6386516,298.8699575,294.2331
GOA,4/1/2000,303.2727677,300.3994815,297.9277
GOA,7/1/2000,302.1212185,299.026749,296.69366
GOA,10/1/2000,304.4374092,299.7863451,295.66467
GOA,1/1/2001,304.2766634,298.9803932,294.609
GOA,4/1/2001,303.9333478,300.7743206,297.60004
GOA,7/1/2001,301.6401199,298.9891468,297.24875
GOA,10/1/2001,305.266418,300.2790596,296.25644
GOA,1/1/2002,305.0678603,299.531416,294.7109
GOA,4/1/2002,304.4896522,301.4907045,298.6387
GOA,7/1/2002,301.7352817,299.1661807,296.9518
GOA,10/1/2002,304.4255777,299.6616909,295.54364
GOA,1/1/2003,303.8106587,299.5618381,294.96103
GOA,4/1/2003,305.0555907,301.583583,298.4634
GOA,7/1/2003,301.4755881,299.0557415,297.2965
GOA,10/1/2003,304.2390187,299.918185,295.32266
GOA,1/1/2004,304.6237065,299.512258,295.0473
GOA,4/1/2004,304.5097166,300.7398877,297.86917
GOA,7/1/2004,301.5058617,298.9372143,297.05734
GOA,10/1/2004,304.8632653,299.9243426,295.52518
GOA,1/1/2005,303.8810621,298.8342034,294.1416
GOA,4/1/2005,305.0237615,301.5006825,297.94073
GOA,7/1/2005,301.7949383,299.2171483,297.43954
GOA,10/1/2005,304.3590416,299.5342334,294.98328
GOA,1/1/2006,304.5730825,299.5548118,294.3884
GOA,4/1/2006,303.9600165,300.7004492,297.88995
GOA,7/1/2006,301.9939398,299.3021976,297.545
GOA,10/1/2006,304.7415659,300.144692,296.26297
GOA,1/1/2007,304.4185035,299.5500297,294.80014
GOA,4/1/2007,304.5709799,301.459287,298.4817
GOA,7/1/2007,301.9597357,299.237486,297.53665
GOA,10/1/2007,304.6150993,299.8537867,295.18576
GOA,1/1/2008,304.1245911,298.9435775,293.51202
GOA,4/1/2008,304.3818114,301.0251003,297.57553
GOA,7/1/2008,301.9101575,299.1900487,297.1285
GOA,10/1/2008,305.5125573,300.5362587,295.77847
GOA,1/1/2009,305.2788187,299.8206572,295.56262
GOA,4/1/2009,304.8479118,301.499782,298.74072
GOA,7/1/2009,302.0361107,299.3959745,297.69556
GOA,10/1/2009,305.4918242,300.1670821,296.18695
GOA,1/1/2010,304.684298,300.0392889,295.39886
GOA,4/1/2010,305.5304091,301.9245961,298.3155
GOA,7/1/2010,302.2028929,299.2861232,297.5943
GOA,10/1/2010,304.0552735,299.5372978,295.76617
GOA,1/1/2011,304.7566387,299.0987436,294.3242
GOA,4/1/2011,304.0014894,300.8960805,297.68854
GOA,7/1/2011,301.4719941,298.9757006,297.30264
GOA,10/1/2011,305.2224993,300.2348003,295.82404
GOA,1/1/2012,304.5953769,298.8130114,293.405
GOA,4/1/2012,304.0634933,300.7483618,298.1753
GOA,7/1/2012,301.6825741,299.1222149,297.39587
GOA,10/1/2012,304.9625701,300.0922321,295.19327
GOA,1/1/2013,304.9713721,299.8145257,295.2426
GOA,4/1/2013,303.8190676,300.6934099,297.8488
GOA,7/1/2013,301.3981504,298.8516567,297.38202
GOA,10/1/2013,304.631952,299.7723205,295.472
GOA,1/1/2014,304.7580371,299.490286,293.93216
GOA,4/1/2014,304.9640055,301.5586191,298.33716
GOA,7/1/2014,302.5589096,299.2264043,297.49542
GOA,10/1/2014,305.0460744,300.187801,295.75073
GOA,1/1/2015,304.8892629,299.3447304,294.1728
GOA,4/1/2015,305.02701,301.4473846,298.32385
GOA,7/1/2015,302.8389919,299.7703329,297.81073
GOA,10/1/2015,305.4366579,300.849222,297.3541
GOA,1/1/2016,305.2502275,299.8615229,295.412
GOA,4/1/2016,304.9203008,301.5055589,298.7012
GOA,7/1/2016,301.3136198,299.0821623,297.36517
GOA,10/1/2016,304.6056848,299.5495407,294.71384
GOA,1/1/2017,305.5289795,299.8032012,294.82117
GOA,4/1/2017,304.4212805,301.3220192,298.69604
GOA,7/1/2017,302.1738372,299.5693884,297.87344
GOA,10/1/2017,305.0744372,300.1555133,295.8841
GOA,1/1/2018,304.8903961,299.6930216,295.25473
GOA,4/1/2018,304.806474,301.4527025,298.5903
GOA,7/1/2018,301.659874,299.1756855,297.2271
GOA,10/1/2018,305.2877609,300.5022395,295.73425
GOA,1/1/2019,304.0651681,299.0850941,293.4876
GOA,4/1/2019,305.1942333,301.4859437,298.6684
