STATE_UT,date,maximum_2m_air_temperature,mean_2m_air_temperature,minimum_2m_air_temperature
GOA,7/1/2019,301.7921107,299.3521969,297.86392
GOA,10/1/2019,305.360396,300.7228201,297.03748
GOA,1/1/2020,304.8622547,299.814044,294.70135
GOA,4/1/2020,304.7193456,301.7153806,298.64822
GUJARAT,1/1/2000,307.0166012,296.2957225,287.19678
GUJARAT,4/1/2000,311.4308217,303.8850828,297.79
GUJARAT,7/1/2000,307.6758981,301.5396802,297.74612
GUJARAT,10/1/2000,307.7883218,298.8769172,290.24667
GUJARAT,1/1/2001,305.8148323,296.4968136,287.15164
GUJARAT,4/1/2001,311.2494532,303.373577,297.24448
GUJARAT,7/1/2001,306.3445303,301.0806437,297.7719
GUJARAT,10/1/2001,307.6709363,298.8239234,290.4323
GUJARAT,1/1/2002,306.7722367,296.6686313,286.97208
GUJARAT,4/1/2002,312.9024106,304.2151552,297.7761
GUJARAT,7/1/2002,307.2217265,301.1605742,297.40012
GUJARAT,10/1/2002,308.4007491,299.0763603,289.75027
GUJARAT,1/1/2003,307.2158871,297.2456418,287.30566
GUJARAT,4/1/2003,312.5311504,303.9796265,297.03812
GUJARAT,7/1/2003,306.214622,300.9411018,297.85104
GUJARAT,10/1/2003,307.3354889,298.4833728,289.99063
GUJARAT,1/1/2004,307.2919176,297.2074273,287.9997
GUJARAT,4/1/2004,312.3464252,303.79923,297.14868
GUJARAT,7/1/2004,306.4604686,301.2379891,297.72623
GUJARAT,10/1/2004,306.3312937,298.5796709,290.45032
GUJARAT,1/1/2005,305.8103505,295.9698789,286.74533
GUJARAT,4/1/2005,312.1448423,303.7686343,296.20215
GUJARAT,7/1/2005,306.0252983,300.9833096,297.38992
GUJARAT,10/1/2005,305.7858542,297.5393878,288.89362
GUJARAT,1/1/2006,307.4679046,297.3472481,288.70764
GUJARAT,4/1/2006,311.2409153,303.5877631,297.14355
GUJARAT,7/1/2006,305.8545905,300.7810558,297.6997
GUJARAT,10/1/2006,306.4179592,298.6509822,290.85526
GUJARAT,1/1/2007,307.2818947,297.2950471,288.90363
GUJARAT,4/1/2007,312.2904697,304.1064819,297.64017
GUJARAT,7/1/2007,306.0634961,301.3079644,297.79532
GUJARAT,10/1/2007,306.4165928,298.2668293,289.9057
GUJARAT,1/1/2008,306.5463844,295.6529544,285.42722
GUJARAT,4/1/2008,310.8489568,303.1681362,297.26074
GUJARAT,7/1/2008,306.0567202,300.9021292,297.43546
GUJARAT,10/1/2008,307.4059499,298.8583129,290.40445
GUJARAT,1/1/2009,307.1280147,297.7874914,289.73367
GUJARAT,4/1/2009,311.8885871,304.237533,297.48242
GUJARAT,7/1/2009,307.9793097,301.8036193,298.04016
GUJARAT,10/1/2009,307.3926517,298.6406179,290.41492
GUJARAT,1/1/2010,307.7628694,297.6326428,289.19638
GUJARAT,4/1/2010,313.3075505,305.0519959,297.99246
GUJARAT,7/1/2010,307.0173422,301.1794914,297.76923
GUJARAT,10/1/2010,306.0458852,298.1132975,290.75247
GUJARAT,1/1/2011,306.0766911,296.6432911,288.34042
GUJARAT,4/1/2011,311.800912,304.0074697,297.58032
GUJARAT,7/1/2011,306.0103152,301.0367347,297.78522
GUJARAT,10/1/2011,307.2740478,299.1295745,291.31226
GUJARAT,1/1/2012,305.6783183,295.6442592,285.6372
GUJARAT,4/1/2012,311.0361711,303.9070099,298.04102
GUJARAT,7/1/2012,307.5361902,301.5038335,298.2184
GUJARAT,10/1/2012,306.8700499,298.5910507,290.02136
GUJARAT,1/1/2013,306.1917394,296.7141244,287.396
GUJARAT,4/1/2013,311.5922418,303.595976,297.52313
GUJARAT,7/1/2013,306.0022035,300.7719317,297.72
GUJARAT,10/1/2013,305.7180619,297.7294287,289.72137
GUJARAT,1/1/2014,305.2450707,296.0309428,286.84894
GUJARAT,4/1/2014,312.7349733,304.3603721,297.9936
GUJARAT,7/1/2014,307.5365071,301.5076026,297.9825
GUJARAT,10/1/2014,307.3691388,298.9910164,291.38412
GUJARAT,1/1/2015,307.2037951,296.724629,287.84027
GUJARAT,4/1/2015,312.4423323,304.378281,298.26028
GUJARAT,7/1/2015,307.7509511,302.1024643,298.09604
GUJARAT,10/1/2015,307.8077611,299.1141457,290.30765
GUJARAT,1/1/2016,307.663548,297.5665233,289.5506
GUJARAT,4/1/2016,312.7623439,304.6551966,298.84744
GUJARAT,7/1/2016,306.1373467,301.3843593,298.24936
GUJARAT,10/1/2016,306.4011456,298.2194959,290.7562
GUJARAT,1/1/2017,308.426904,297.3883501,287.41742
GUJARAT,4/1/2017,312.5715361,304.5495861,297.62527
GUJARAT,7/1/2017,306.4367976,301.435819,298.23605
GUJARAT,10/1/2017,306.9765336,298.5086848,290.8969
GUJARAT,1/1/2018,308.3333157,297.9326997,289.71533
GUJARAT,4/1/2018,312.5110346,304.9611404,298.74576
GUJARAT,7/1/2018,307.3814939,301.3083731,297.99103
GUJARAT,10/1/2018,307.3064389,299.0434817,290.7815
GUJARAT,1/1/2019,307.0292084,296.1844112,286.97372
GUJARAT,4/1/2019,312.8542836,304.539896,298.2301
GUJARAT,7/1/2019,307.0827897,301.8420973,298.43732
GUJARAT,10/1/2019,305.9027237,298.5600699,291.26678
GUJARAT,1/1/2020,305.8395537,296.1572828,287.43054
GUJARAT,4/1/2020,311.9669146,304.7274692,298.55228
HARYANA,1/1/2000,302.4535574,289.3961171,280.36707
HARYANA,4/1/2000,315.2524363,304.9180682,293.76114
HARYANA,7/1/2000,311.5427721,302.9658392,296.6639
HARYANA,10/1/2000,304.797068,293.6486733,283.5578
HARYANA,1/1/2001,302.8926094,290.104737,279.7392
HARYANA,4/1/2001,315.0397201,303.4444293,293.70172
HARYANA,7/1/2001,309.7581713,302.9923217,297.10916
HARYANA,10/1/2001,305.7112027,293.2849974,283.64722
HARYANA,1/1/2002,302.2813238,290.3790476,279.79105
HARYANA,4/1/2002,316.386329,305.527025,294.39865
HARYANA,7/1/2002,311.2610761,303.8550989,297.33795
HARYANA,10/1/2002,304.225594,293.3499698,283.8946
HARYANA,1/1/2003,301.3627801,289.4607489,279.3138
HARYANA,4/1/2003,316.623291,305.1076252,293.97565
HARYANA,7/1/2003,309.4872225,302.1514838,296.28024
HARYANA,10/1/2003,303.8853549,292.3757079,282.7203
HARYANA,1/1/2004,303.4643338,291.4932976,281.27863
HARYANA,4/1/2004,315.8733549,304.8390541,292.37042
HARYANA,7/1/2004,311.0098533,303.5402264,297.4258
HARYANA,10/1/2004,303.3454098,292.7943957,283.3774
HARYANA,1/1/2005,299.9931181,290.2074221,281.59076
HARYANA,4/1/2005,315.2932472,304.755062,293.9158
HARYANA,7/1/2005,310.3769986,302.9048691,297.2032
HARYANA,10/1/2005,303.1971772,292.6200619,282.26816
HARYANA,1/1/2006,304.1628211,292.0566372,281.39572
HARYANA,4/1/2006,316.1204868,305.0192403,294.6384
HARYANA,7/1/2006,311.0885132,303.2289194,296.70392
HARYANA,10/1/2006,304.0319119,293.6123275,283.50845
HARYANA,1/1/2007,303.6802239,290.2921184,281.1894
HARYANA,4/1/2007,317.1100131,305.6247954,294.37817
HARYANA,7/1/2007,310.7018632,303.4773977,297.06857
HARYANA,10/1/2007,304.3821459,293.1953282,283.19434
HARYANA,1/1/2008,303.4551478,290.6374623,280.00784
HARYANA,4/1/2008,314.6208462,303.0901279,293.2552
HARYANA,7/1/2008,309.8094362,302.2952185,296.3156
HARYANA,10/1/2008,305.2280774,294.0277353,284.57495
HARYANA,1/1/2009,302.1876298,291.477802,281.99884
HARYANA,4/1/2009,316.3194966,305.1302543,293.9069
HARYANA,7/1/2009,311.3542603,303.3786946,297.2516
HARYANA,10/1/2009,304.1750224,292.9707902,282.8059
HARYANA,1/1/2010,304.401116,291.5644701,282.39743
HARYANA,4/1/2010,317.4884364,306.3981831,294.45728
HARYANA,7/1/2010,308.6234349,302.0203831,296.72217
HARYANA,10/1/2010,302.6135869,292.940576,283.24588
HARYANA,1/1/2011,301.4873711,289.8386109,280.94244
HARYANA,4/1/2011,314.645098,303.5478585,292.7232
HARYANA,7/1/2011,309.0916771,302.2629947,296.9934
HARYANA,10/1/2011,304.1795693,293.3231049,282.94806
HARYANA,1/1/2012,301.0670971,289.5673869,278.90176
HARYANA,4/1/2012,315.4091925,305.114252,294.1964
HARYANA,7/1/2012,310.8786371,302.7000675,297.11224
HARYANA,10/1/2012,303.7404323,292.1216188,282.683
HARYANA,1/1/2013,299.9512298,289.4757429,280.4506
HARYANA,4/1/2013,315.6830395,304.3441074,293.77695
HARYANA,7/1/2013,309.6242127,302.5140345,297.34656
HARYANA,10/1/2013,303.0568715,292.731425,282.72293
HARYANA,1/1/2014,299.2666724,289.0821935,279.93115
HARYANA,4/1/2014,316.4024066,304.2067524,293.29773
HARYANA,7/1/2014,312.0516705,303.7346384,297.82056
HARYANA,10/1/2014,305.2330785,292.7597796,283.12637
HARYANA,1/1/2015,301.2987344,289.9365164,280.76706
HARYANA,4/1/2015,315.5141624,303.9912624,293.68558
HARYANA,7/1/2015,310.4010429,302.8272792,296.48767
HARYANA,10/1/2015,304.567916,293.7515708,283.81943
HARYANA,1/1/2016,303.0687861,291.1334251,282.04276
HARYANA,4/1/2016,316.1201987,305.3807789,295.81934
HARYANA,7/1/2016,310.1138586,303.1450776,297.8702
HARYANA,10/1/2016,304.6207345,294.2707926,284.64978
HARYANA,1/1/2017,304.4482072,291.3383966,280.41293
HARYANA,4/1/2017,317.2801509,305.1467237,294.0953
HARYANA,7/1/2017,310.7363312,303.3586209,297.38626
HARYANA,10/1/2017,304.5438968,293.4922971,284.10388
HARYANA,1/1/2018,303.4195555,291.3318021,281.4666
HARYANA,4/1/2018,316.053384,304.9548343,295.08774
HARYANA,7/1/2018,310.0778087,302.8513353,297.34445
HARYANA,10/1/2018,304.1466317,292.7020846,283.19403
HARYANA,1/1/2019,302.4619491,289.5559756,280.21573
HARYANA,4/1/2019,317.5366541,305.0420575,293.63602
HARYANA,7/1/2019,311.663651,303.4666052,297.26733
HARYANA,10/1/2019,303.489322,292.6616241,283.98267
HARYANA,1/1/2020,299.7565905,289.5181139,280.26257
HARYANA,4/1/2020,315.4667644,303.5565859,293.11655
HIMACHAL PRADESH,1/1/2000,287.6857214,275.2782404,264.08
HIMACHAL PRADESH,4/1/2000,299.4213501,289.7386235,278.15314
HIMACHAL PRADESH,7/1/2000,298.5044465,291.3603101,283.8131
HIMACHAL PRADESH,10/1/2000,291.4211222,280.6197498,268.63983
HIMACHAL PRADESH,1/1/2001,288.3024983,276.2468932,264.61044
HIMACHAL PRADESH,4/1/2001,299.6084539,288.8285819,277.97708
HIMACHAL PRADESH,7/1/2001,298.3939318,291.7242925,284.32062
HIMACHAL PRADESH,10/1/2001,291.8361126,280.1857875,268.8452
HIMACHAL PRADESH,1/1/2002,287.2423664,276.2828416,264.61984
HIMACHAL PRADESH,4/1/2002,299.8620951,289.3643578,277.79752
HIMACHAL PRADESH,7/1/2002,298.1718329,291.2132783,283.8549
HIMACHAL PRADESH,10/1/2002,290.8880168,280.4788847,269.79895
HIMACHAL PRADESH,1/1/2003,287.7280155,276.2561971,264.49036
HIMACHAL PRADESH,4/1/2003,299.4896205,288.4532072,277.0874
HIMACHAL PRADESH,7/1/2003,298.4256067,291.8173832,283.52838
HIMACHAL PRADESH,10/1/2003,290.6897471,279.3718993,267.90677
HIMACHAL PRADESH,1/1/2004,289.3428377,277.7988722,265.94824
HIMACHAL PRADESH,4/1/2004,299.7677955,289.1662951,276.66763
HIMACHAL PRADESH,7/1/2004,298.9268756,291.4916507,283.8068
HIMACHAL PRADESH,10/1/2004,289.9684567,278.9834756,267.41415
HIMACHAL PRADESH,1/1/2005,285.7841197,276.4701136,265.8967
HIMACHAL PRADESH,4/1/2005,298.3883671,288.0897616,276.30402
HIMACHAL PRADESH,7/1/2005,298.3866029,291.3493682,283.3216
HIMACHAL PRADESH,10/1/2005,290.1493619,279.8694722,269.27878
HIMACHAL PRADESH,1/1/2006,289.0644102,278.1158909,266.7209
HIMACHAL PRADESH,4/1/2006,299.5194189,288.9853634,277.71548
HIMACHAL PRADESH,7/1/2006,298.3501171,291.694559,284.36353
HIMACHAL PRADESH,10/1/2006,290.218258,279.973267,268.30508
HIMACHAL PRADESH,1/1/2007,289.2769955,276.5324198,265.71826
HIMACHAL PRADESH,4/1/2007,300.4557992,290.0106553,279.1366
HIMACHAL PRADESH,7/1/2007,298.549348,291.894398,284.35355
HIMACHAL PRADESH,10/1/2007,291.2354401,279.9739509,268.5136
HIMACHAL PRADESH,1/1/2008,288.0584858,276.2801231,264.66406
HIMACHAL PRADESH,4/1/2008,298.7197343,288.4577522,278.26712
HIMACHAL PRADESH,7/1/2008,297.9165902,291.0951036,283.4136
HIMACHAL PRADESH,10/1/2008,292.3833737,280.5135601,268.68164
HIMACHAL PRADESH,1/1/2009,288.0939395,278.1099211,266.873
HIMACHAL PRADESH,4/1/2009,299.7443671,288.6554659,277.21075
HIMACHAL PRADESH,7/1/2009,299.0111841,291.3211838,283.4895
HIMACHAL PRADESH,10/1/2009,290.6598394,279.3691697,268.03317
HIMACHAL PRADESH,1/1/2010,289.0757752,277.570785,266.3132
HIMACHAL PRADESH,4/1/2010,300.0403244,289.7507242,278.11853
HIMACHAL PRADESH,7/1/2010,298.1209347,291.4991249,283.8382
HIMACHAL PRADESH,10/1/2010,290.4311394,279.7190161,267.69925
HIMACHAL PRADESH,1/1/2011,286.9971088,276.3228919,266.09003
HIMACHAL PRADESH,4/1/2011,298.4305443,288.4109539,277.41516
HIMACHAL PRADESH,7/1/2011,298.3585346,291.6279795,284.271
HIMACHAL PRADESH,10/1/2011,292.6695734,280.6960562,269.7498
HIMACHAL PRADESH,1/1/2012,286.471094,275.5928723,263.51697
HIMACHAL PRADESH,4/1/2012,299.0096504,288.7014691,277.90604
HIMACHAL PRADESH,7/1/2012,299.3877395,291.925153,284.99603
HIMACHAL PRADESH,10/1/2012,291.1322683,279.3572219,267.5579
HIMACHAL PRADESH,1/1/2013,286.2104108,276.0908037,265.2816
HIMACHAL PRADESH,4/1/2013,299.1346771,288.9073705,277.79904
HIMACHAL PRADESH,7/1/2013,298.4401904,291.7339427,284.99677
HIMACHAL PRADESH,10/1/2013,290.4137346,279.4917891,267.86465
HIMACHAL PRADESH,1/1/2014,285.8465486,275.6992154,264.64178
HIMACHAL PRADESH,4/1/2014,299.5258075,287.9984382,277.00308
HIMACHAL PRADESH,7/1/2014,298.6706449,291.5941348,283.95508
HIMACHAL PRADESH,10/1/2014,291.2777389,279.6713038,269.2502
HIMACHAL PRADESH,1/1/2015,288.1634633,276.6263924,266.27338
HIMACHAL PRADESH,4/1/2015,298.2765791,288.2579553,277.76752
HIMACHAL PRADESH,7/1/2015,298.8073802,291.704254,284.13263
HIMACHAL PRADESH,10/1/2015,291.3532137,279.9867253,268.75375
HIMACHAL PRADESH,1/1/2016,288.2450859,277.2686697,267.19144
HIMACHAL PRADESH,4/1/2016,300.0944246,289.8213714,279.67883
HIMACHAL PRADESH,7/1/2016,298.8868172,292.211919,286.04498
HIMACHAL PRADESH,10/1/2016,293.0479587,282.1242492,271.53497
HIMACHAL PRADESH,1/1/2017,289.5851941,277.4452806,265.46545
HIMACHAL PRADESH,4/1/2017,300.6752304,289.3090776,277.7525
HIMACHAL PRADESH,7/1/2017,298.8295269,292.3782507,286.04095
HIMACHAL PRADESH,10/1/2017,291.8272,280.4546821,269.25208
HIMACHAL PRADESH,1/1/2018,289.4933756,277.6160532,267.02335
HIMACHAL PRADESH,4/1/2018,299.8139951,289.1489115,278.64926
HIMACHAL PRADESH,7/1/2018,298.8357221,292.0352706,284.72165
HIMACHAL PRADESH,10/1/2018,289.7440534,278.6919606,268.1431
HIMACHAL PRADESH,1/1/2019,286.9145545,276.0313346,265.0719
HIMACHAL PRADESH,4/1/2019,300.1662328,289.0204825,277.99988
HIMACHAL PRADESH,7/1/2019,299.6446735,292.260935,284.39404
HIMACHAL PRADESH,10/1/2019,289.5334353,279.1000158,269.42056
HIMACHAL PRADESH,1/1/2020,286.4321325,276.1669456,265.8472
HIMACHAL PRADESH,4/1/2020,298.6280358,288.2184612,277.41547
JAMMU & KASHMIR,1/1/2000,281.1461465,269.6903132,258.73764
JAMMU & KASHMIR,4/1/2000,295.3383982,285.3453251,273.38272
JAMMU & KASHMIR,7/1/2000,296.828283,288.5976631,279.60388
JAMMU & KASHMIR,10/1/2000,286.9404478,275.5244888,263.03384
JAMMU & KASHMIR,1/1/2001,281.6861757,270.8390708,259.82394
JAMMU & KASHMIR,4/1/2001,296.1697524,285.0576877,274.66998
JAMMU & KASHMIR,7/1/2001,296.7250115,288.9514841,279.9079
JAMMU & KASHMIR,10/1/2001,285.8893154,275.0609946,264.66208
JAMMU & KASHMIR,1/1/2002,281.9585174,270.9218009,259.6148
JAMMU & KASHMIR,4/1/2002,295.3566939,284.7741626,273.677
JAMMU & KASHMIR,7/1/2002,296.2513061,288.3563944,279.53214
JAMMU & KASHMIR,10/1/2002,286.0920704,275.8568907,264.59814
JAMMU & KASHMIR,1/1/2003,281.3968193,271.1651689,259.7631
JAMMU & KASHMIR,4/1/2003,294.4767597,283.3754762,271.69113
JAMMU & KASHMIR,7/1/2003,296.9132712,289.0933016,278.96387
JAMMU & KASHMIR,10/1/2003,286.3143278,274.4470911,262.9341
JAMMU & KASHMIR,1/1/2004,283.1827833,272.5896697,260.92883
JAMMU & KASHMIR,4/1/2004,294.9310659,284.4525196,272.17178
JAMMU & KASHMIR,7/1/2004,297.2145295,288.6042058,279.5504
JAMMU & KASHMIR,10/1/2004,285.7332697,274.5487636,262.35703
JAMMU & KASHMIR,1/1/2005,279.4819024,270.9374074,261.03503
JAMMU & KASHMIR,4/1/2005,293.6124694,283.154234,272.3189
JAMMU & KASHMIR,7/1/2005,297.2498206,288.9933651,279.8572
JAMMU & KASHMIR,10/1/2005,285.32706,274.2972967,262.78098
JAMMU & KASHMIR,1/1/2006,282.761272,272.6189037,262.13824
JAMMU & KASHMIR,4/1/2006,295.2698143,284.5185703,273.36996
JAMMU & KASHMIR,7/1/2006,296.9424072,288.9477678,279.54422
JAMMU & KASHMIR,10/1/2006,285.9551155,275.1668135,263.75034
JAMMU & KASHMIR,1/1/2007,282.6115062,271.0915431,260.98224
JAMMU & KASHMIR,4/1/2007,296.7394299,285.8792154,275.36072
JAMMU & KASHMIR,7/1/2007,297.0333028,289.1519006,280.07416
JAMMU & KASHMIR,10/1/2007,286.5569609,275.3941274,264.25693
JAMMU & KASHMIR,1/1/2008,281.4732821,270.6751604,259.3434
JAMMU & KASHMIR,4/1/2008,294.8059222,284.8064665,274.67993
JAMMU & KASHMIR,7/1/2008,296.8205753,288.5733684,279.89673
JAMMU & KASHMIR,10/1/2008,288.7635243,275.7073176,264.14508
JAMMU & KASHMIR,1/1/2009,281.0899425,272.3624939,262.20172
JAMMU & KASHMIR,4/1/2009,294.8048711,283.6406689,273.0821
JAMMU & KASHMIR,7/1/2009,297.9065025,288.877554,279.047
JAMMU & KASHMIR,10/1/2009,287.209126,274.408398,262.95505
JAMMU & KASHMIR,1/1/2010,283.4049281,272.9407218,262.39636
JAMMU & KASHMIR,4/1/2010,294.8087985,284.417869,274.08386
JAMMU & KASHMIR,7/1/2010,297.2918237,288.940012,279.78604
JAMMU & KASHMIR,10/1/2010,286.8673934,275.9881605,263.35107
JAMMU & KASHMIR,1/1/2011,281.0963341,271.0834877,260.83096
JAMMU & KASHMIR,4/1/2011,295.3275773,284.3099577,273.20987
JAMMU & KASHMIR,7/1/2011,296.9879078,289.1374087,280.5876
JAMMU & KASHMIR,10/1/2011,287.9794534,275.4456127,263.86237
JAMMU & KASHMIR,1/1/2012,280.2926315,270.1496607,258.97696
JAMMU & KASHMIR,4/1/2012,293.476339,283.4740772,273.00403
JAMMU & KASHMIR,7/1/2012,297.8451874,289.1908045,280.58173
JAMMU & KASHMIR,10/1/2012,286.1599461,274.5254194,262.64835
JAMMU & KASHMIR,1/1/2013,280.4090307,271.0119167,260.48676
JAMMU & KASHMIR,4/1/2013,294.9321398,284.4542049,273.55377
JAMMU & KASHMIR,7/1/2013,297.4118188,289.4454208,281.31195
JAMMU & KASHMIR,10/1/2013,287.1854385,275.2549481,263.15842
JAMMU & KASHMIR,1/1/2014,279.6118898,270.4709059,259.74353
JAMMU & KASHMIR,4/1/2014,294.814788,283.5472121,273.47122
JAMMU & KASHMIR,7/1/2014,296.8835711,288.812655,280.26364
JAMMU & KASHMIR,10/1/2014,286.6106974,274.8583408,264.8383
JAMMU & KASHMIR,1/1/2015,282.3480555,271.6106715,261.95935
JAMMU & KASHMIR,4/1/2015,294.0149242,283.5254596,273.368
JAMMU & KASHMIR,7/1/2015,297.7014719,289.0593474,279.8228
JAMMU & KASHMIR,10/1/2015,286.5365141,274.7750187,263.5444
JAMMU & KASHMIR,1/1/2016,282.2823699,272.1711912,262.42966
JAMMU & KASHMIR,4/1/2016,295.7576413,285.2842833,275.66495
JAMMU & KASHMIR,7/1/2016,297.6781631,289.695982,282.0454
JAMMU & KASHMIR,10/1/2016,288.7147121,277.1892097,266.93427
JAMMU & KASHMIR,1/1/2017,283.0488975,271.9830534,261.09293
JAMMU & KASHMIR,4/1/2017,296.0918944,284.7093975,273.70877
JAMMU & KASHMIR,7/1/2017,297.6618045,289.8037864,281.87204
JAMMU & KASHMIR,10/1/2017,288.3128706,276.0925711,265.14038
JAMMU & KASHMIR,1/1/2018,283.8983184,272.4735146,262.2188
JAMMU & KASHMIR,4/1/2018,295.2406889,284.3922192,274.4887
JAMMU & KASHMIR,7/1/2018,297.7499802,289.3804941,280.0392
JAMMU & KASHMIR,10/1/2018,285.0342944,273.4712549,263.1428
JAMMU & KASHMIR,1/1/2019,279.8306634,270.6811945,261.1792
JAMMU & KASHMIR,4/1/2019,294.6175568,283.8877575,273.9475
JAMMU & KASHMIR,7/1/2019,298.3934323,289.8674892,280.63037
JAMMU & KASHMIR,10/1/2019,284.6207269,274.1691853,264.7555
JAMMU & KASHMIR,1/1/2020,280.3967279,271.136976,261.78506
JAMMU & KASHMIR,4/1/2020,294.9331366,284.0895551,273.91403
KARNATAKA,1/1/2000,306.6594365,298.0605846,289.12128
KARNATAKA,4/1/2000,308.1742584,299.9092982,294.25882
KARNATAKA,7/1/2000,304.3739558,297.3006022,293.36398
KARNATAKA,10/1/2000,303.516222,296.3076754,288.7402
KARNATAKA,1/1/2001,307.1571019,298.5660422,289.6723
KARNATAKA,4/1/2001,308.7388211,300.2408253,294.44803
KARNATAKA,7/1/2001,303.4924248,297.5231959,293.76956
KARNATAKA,10/1/2001,303.8995581,296.766856,289.61884
KARNATAKA,1/1/2002,307.1017755,298.5100226,289.81036
KARNATAKA,4/1/2002,308.9727016,300.8060212,294.9801
KARNATAKA,7/1/2002,304.5962347,297.8938515,293.48837
KARNATAKA,10/1/2002,305.0956743,296.9926996,289.13876
KARNATAKA,1/1/2003,307.2328296,299.105628,291.04807
KARNATAKA,4/1/2003,310.2637693,301.5017163,295.17776
KARNATAKA,7/1/2003,303.9544408,297.7288534,293.86032
KARNATAKA,10/1/2003,304.3015935,296.8367839,289.02002
KARNATAKA,1/1/2004,307.6807174,298.7509741,289.80212
KARNATAKA,4/1/2004,308.249118,299.8357476,294.3131
KARNATAKA,7/1/2004,303.8769891,297.3906789,293.5003
KARNATAKA,10/1/2004,304.2166136,296.7348196,289.1727
KARNATAKA,1/1/2005,307.7293451,298.8396196,289.91086
KARNATAKA,4/1/2005,309.402044,300.8897335,294.8593
KARNATAKA,7/1/2005,303.649673,297.516199,293.73398
KARNATAKA,10/1/2005,303.4242823,296.1500981,288.68973
KARNATAKA,1/1/2006,307.2592357,297.9818674,288.71317
KARNATAKA,4/1/2006,308.444259,300.4428172,294.54114
KARNATAKA,7/1/2006,303.9672264,297.7785872,294.02432
KARNATAKA,10/1/2006,304.1287614,296.9947559,290.7783
KARNATAKA,1/1/2007,307.2982177,298.62235,290.0233
KARNATAKA,4/1/2007,309.245761,300.6760338,294.6744
KARNATAKA,7/1/2007,303.4472266,297.5180679,293.9934
KARNATAKA,10/1/2007,304.6708788,296.6628275,288.40677
KARNATAKA,1/1/2008,306.1449905,297.695379,289.22214
KARNATAKA,4/1/2008,308.5177266,300.3424607,294.36243
KARNATAKA,7/1/2008,304.4428583,297.65794,293.36847
KARNATAKA,10/1/2008,304.3703433,296.8152369,288.45493
KARNATAKA,1/1/2009,308.0039308,298.5333356,290.01825
KARNATAKA,4/1/2009,308.9652822,300.9078104,294.82214
KARNATAKA,7/1/2009,303.9052372,297.7718562,294.28278
KARNATAKA,10/1/2009,304.1539013,297.1633797,290.30463
KARNATAKA,1/1/2010,307.0350582,298.8904129,290.43158
KARNATAKA,4/1/2010,309.5180333,301.2141584,295.06036
KARNATAKA,7/1/2010,303.8555019,297.5282568,294.0418
KARNATAKA,10/1/2010,303.3651244,296.5672794,290.11313
KARNATAKA,1/1/2011,306.1946451,297.5553275,288.01917
KARNATAKA,4/1/2011,307.7187402,300.0559145,294.25653
KARNATAKA,7/1/2011,303.5883376,297.4807621,293.76987
KARNATAKA,10/1/2011,304.2630005,296.8678858,289.23123
KARNATAKA,1/1/2012,307.731375,298.4705973,288.6659
KARNATAKA,4/1/2012,308.9560185,300.7316669,294.76785
KARNATAKA,7/1/2012,304.2619941,297.7732337,293.94907
KARNATAKA,10/1/2012,304.9215406,297.0463143,289.22034
KARNATAKA,1/1/2013,307.5079214,298.9733537,290.1012
KARNATAKA,4/1/2013,308.4148705,300.6510467,294.63654
KARNATAKA,7/1/2013,303.3258962,297.250659,293.91034
KARNATAKA,10/1/2013,304.259392,296.7649969,289.47446
KARNATAKA,1/1/2014,306.7931868,298.3329363,290.23532
KARNATAKA,4/1/2014,309.7210142,301.4940147,295.1684
KARNATAKA,7/1/2014,305.2872169,298.0340871,294.30865
KARNATAKA,10/1/2014,305.0105611,297.3111958,289.8062
KARNATAKA,1/1/2015,306.9518158,298.4244888,289.6288
KARNATAKA,4/1/2015,308.812672,300.5709566,294.39337
KARNATAKA,7/1/2015,305.3841318,298.7370077,294.41864
KARNATAKA,10/1/2015,305.562509,298.0424936,291.40884
KARNATAKA,1/1/2016,308.3998445,299.4679529,291.30103
KARNATAKA,4/1/2016,309.9627779,301.5671507,295.81564
KARNATAKA,7/1/2016,303.3379387,297.7491027,294.03262
KARNATAKA,10/1/2016,305.5663395,297.5683149,289.12598
KARNATAKA,1/1/2017,308.1823395,298.8142891,290.06982
KARNATAKA,4/1/2017,309.0426154,301.2659758,295.4504
KARNATAKA,7/1/2017,304.4198916,298.2931754,294.47284
KARNATAKA,10/1/2017,304.3151857,297.2724154,290.1781
KARNATAKA,1/1/2018,306.7767175,298.1709778,289.51733
KARNATAKA,4/1/2018,308.2481449,300.6704905,295.07288
KARNATAKA,7/1/2018,303.6666021,297.8685678,294.03613
KARNATAKA,10/1/2018,305.5562162,297.8734877,289.4544
KARNATAKA,1/1/2019,307.3275355,298.7234428,290.00204
KARNATAKA,4/1/2019,309.8526243,301.9174196,295.7933
KARNATAKA,7/1/2019,303.9076343,298.0950908,294.5745
KARNATAKA,10/1/2019,303.9489585,297.4131878,292.11017
KARNATAKA,1/1/2020,307.0622204,298.8493403,291.2646
KARNATAKA,4/1/2020,308.8409948,301.327107,295.41998
KERALA,1/1/2000,306.3637172,299.4194779,293.48016
KERALA,4/1/2000,304.1810958,299.0877461,295.40176
KERALA,7/1/2000,302.7544242,297.7087095,294.88138
KERALA,10/1/2000,304.2501851,298.1539502,292.85626
KERALA,1/1/2001,306.2746664,299.6543106,294.25577
KERALA,4/1/2001,304.8125076,299.066997,295.36826
KERALA,7/1/2001,302.3205211,297.7418632,294.857
KERALA,10/1/2001,303.7761443,298.3247739,293.622
