ST_NM,date,population
Rajasthan,2019-01-01,2.3716361572635476
Rajasthan,2020-01-01,2.4175776562849154
Sikkim,2000-01-01,1.0304713615301313
Sikkim,2001-01-01,1.0438225819696636
Sikkim,2002-01-01,1.0593816623113987
Sikkim,2003-01-01,1.0688259989775353
Sikkim,2004-01-01,1.0902352207538548
Sikkim,2005-01-01,1.1000761895500835
Sikkim,2006-01-01,1.1128473165460067
Sikkim,2007-01-01,1.1277495206771218
Sikkim,2008-01-01,1.1412939717537711
Sikkim,2009-01-01,1.1543639125776801
Sikkim,2010-01-01,1.1695515413298945
Sikkim,2011-01-01,1.1894141104599973
Sikkim,2012-01-01,1.2031131159478758
Sikkim,2013-01-01,1.2148861568286418
Sikkim,2014-01-01,1.2284126921230314
Sikkim,2015-01-01,1.2414253097783092
Sikkim,2016-01-01,1.2588027536545512
Sikkim,2017-01-01,1.2760528506385151
Sikkim,2018-01-01,1.2916860803671366
Sikkim,2019-01-01,1.307337882571207
Sikkim,2020-01-01,1.3282806961282212
Tamil Nadu,2000-01-01,9.891647962255298
Tamil Nadu,2001-01-01,9.968856370120866
Tamil Nadu,2002-01-01,10.087376812550731
Tamil Nadu,2003-01-01,10.175687236892557
Tamil Nadu,2004-01-01,10.337444781966118
Tamil Nadu,2005-01-01,10.407709061542713
Tamil Nadu,2006-01-01,10.480252896723814
Tamil Nadu,2007-01-01,10.619869173841547
Tamil Nadu,2008-01-01,10.683710467585524
Tamil Nadu,2009-01-01,10.753100665630052
Tamil Nadu,2010-01-01,10.80327760950012
Tamil Nadu,2011-01-01,11.014840326942828
Tamil Nadu,2012-01-01,10.96690689056219
Tamil Nadu,2013-01-01,11.032825961547701
Tamil Nadu,2014-01-01,11.19905766509386
Tamil Nadu,2015-01-01,11.335414824196715
Tamil Nadu,2016-01-01,11.399497274611422
Tamil Nadu,2017-01-01,11.506886912017968
Tamil Nadu,2018-01-01,11.631496634156413
Tamil Nadu,2019-01-01,11.744861512820906
Tamil Nadu,2020-01-01,11.827421996092275
Tripura,2000-01-01,2.2954922148148933
Tripura,2001-01-01,2.3280074839194915
Tripura,2002-01-01,2.362127819959647
Tripura,2003-01-01,2.3971059637579804
Tripura,2004-01-01,2.42960404328543
Tripura,2005-01-01,2.4668170972303294
Tripura,2006-01-01,2.5026604811605706
Tripura,2007-01-01,2.5370832579511804
Tripura,2008-01-01,2.5750066482761995
Tripura,2009-01-01,2.613500000172537
Tripura,2010-01-01,2.649905628558528
Tripura,2011-01-01,2.6887907580326287
Tripura,2012-01-01,2.731905632771854
Tripura,2013-01-01,2.77167899253581
Tripura,2014-01-01,2.812209793870122
Tripura,2015-01-01,2.8519204038544608
Tripura,2016-01-01,2.899240472715402
Tripura,2017-01-01,2.9428799612999086
Tripura,2018-01-01,2.9862582531225037
Tripura,2019-01-01,3.025982243774388
Tripura,2020-01-01,3.074511970920593
Uttar Pradesh,2000-01-01,5.710196904427233
Uttar Pradesh,2001-01-01,5.816499778232611
Uttar Pradesh,2002-01-01,5.926262463556136
Uttar Pradesh,2003-01-01,6.036796826753593
Uttar Pradesh,2004-01-01,6.153118959554191
Uttar Pradesh,2005-01-01,6.267467561545672
Uttar Pradesh,2006-01-01,6.385909760585852
Uttar Pradesh,2007-01-01,6.506541339261306
Uttar Pradesh,2008-01-01,6.627199010418588
Uttar Pradesh,2009-01-01,6.753285293271113
Uttar Pradesh,2010-01-01,6.881570420143699
Uttar Pradesh,2011-01-01,7.013668782524297
Uttar Pradesh,2012-01-01,7.146565114671778
Uttar Pradesh,2013-01-01,7.282425556496168
Uttar Pradesh,2014-01-01,7.420020767191377
Uttar Pradesh,2015-01-01,7.5644577208351
Uttar Pradesh,2016-01-01,7.710876162991986
Uttar Pradesh,2017-01-01,7.85873991291277
Uttar Pradesh,2018-01-01,8.008595316093139
Uttar Pradesh,2019-01-01,8.163051998485011
Uttar Pradesh,2020-01-01,8.321238865142293
Uttarakhand,2000-01-01,1.523839348201481
Uttarakhand,2001-01-01,1.5506079832916533
Uttarakhand,2002-01-01,1.5813582081206559
Uttarakhand,2003-01-01,1.6103834738304577
Uttarakhand,2004-01-01,1.6405328892025497
Uttarakhand,2005-01-01,1.6718721863539716
Uttarakhand,2006-01-01,1.7037156946394292
Uttarakhand,2007-01-01,1.7386383598333972
Uttarakhand,2008-01-01,1.7731617598015414
Uttarakhand,2009-01-01,1.809124636950417
Uttarakhand,2010-01-01,1.8422087769037978
Uttarakhand,2011-01-01,1.875979957655261
Uttarakhand,2012-01-01,1.916885101064445
Uttarakhand,2013-01-01,1.9539178874758263
Uttarakhand,2014-01-01,1.9937554897729972
Uttarakhand,2015-01-01,2.035034138903196
Uttarakhand,2016-01-01,2.0748630329663227
Uttarakhand,2017-01-01,2.1177191302035627
Uttarakhand,2018-01-01,2.162024508765565
Uttarakhand,2019-01-01,2.207884022716797
Uttarakhand,2020-01-01,2.255021499557054
West Bengal,2000-01-01,22.324090742366085
West Bengal,2001-01-01,23.081827783332184
West Bengal,2002-01-01,23.557304551109077
West Bengal,2003-01-01,23.0960949730962
West Bengal,2004-01-01,23.292014333439937
West Bengal,2005-01-01,23.692285445027775
West Bengal,2006-01-01,23.98448269464322
West Bengal,2007-01-01,24.077538896326796
West Bengal,2008-01-01,24.107182375062997
West Bengal,2009-01-01,24.10693591938892
West Bengal,2010-01-01,24.233032718272227
West Bengal,2011-01-01,24.81441544813842
West Bengal,2012-01-01,24.582656532686155
West Bengal,2013-01-01,24.87395548711299
West Bengal,2014-01-01,24.874067108710232
West Bengal,2015-01-01,25.226942452791327
West Bengal,2016-01-01,25.205735699896326
West Bengal,2017-01-01,25.025627177582447
West Bengal,2018-01-01,25.286201802983456
West Bengal,2019-01-01,25.696369978899977
West Bengal,2020-01-01,25.398279934741016
