State,date,fire
Chhattisgarh,2006-07-01,4.5180073135
Chhattisgarh,2006-10-01,4.939254627388889
Chhattisgarh,2007-01-01,4.968498805944445
Chhattisgarh,2007-04-01,4.82657763
Chhattisgarh,2007-07-01,4.471991794833334
Chhattisgarh,2007-10-01,4.952149135444446
Chhattisgarh,2008-01-01,4.9510907133333335
Chhattisgarh,2008-04-01,4.788969943166666
Chhattisgarh,2008-07-01,4.474931717944444
Chhattisgarh,2008-10-01,4.950606031333333
Chhattisgarh,2009-01-01,4.971400078777778
Chhattisgarh,2009-04-01,4.906145443111111
Chhattisgarh,2009-07-01,4.575015020833333
Chhattisgarh,2009-10-01,4.923909376666668
Chhattisgarh,2010-01-01,4.957019715611111
Chhattisgarh,2010-04-01,4.8563108012222225
Chhattisgarh,2010-07-01,4.5174086551666655
Chhattisgarh,2010-10-01,4.902944478166667
Chhattisgarh,2011-01-01,4.968436155333334
Chhattisgarh,2011-04-01,4.8251678772222215
Chhattisgarh,2011-07-01,4.454453387000001
Chhattisgarh,2011-10-01,4.970115243666666
Chhattisgarh,2012-01-01,4.964565150555555
Chhattisgarh,2012-04-01,4.860749515499999
Chhattisgarh,2012-07-01,4.4321884119999995
Chhattisgarh,2012-10-01,4.9340214650555545
Chhattisgarh,2013-01-01,4.961414317722222
Chhattisgarh,2013-04-01,4.805303882166666
Chhattisgarh,2013-07-01,4.539566465111111
Chhattisgarh,2013-10-01,4.881766476055556
Chhattisgarh,2014-01-01,4.939834965611111
Chhattisgarh,2014-04-01,4.8610902026666665
Chhattisgarh,2014-07-01,4.514387503722222
Chhattisgarh,2014-10-01,4.911790485722221
Chhattisgarh,2015-01-01,4.951673771388889
Chhattisgarh,2015-04-01,4.828959349333335
Chhattisgarh,2015-07-01,4.5876155425555565
Chhattisgarh,2015-10-01,4.9596038017222215
Chhattisgarh,2016-01-01,4.9564566931666665
Chhattisgarh,2016-04-01,4.8819295533333324
Chhattisgarh,2016-07-01,4.418889455722223
Chhattisgarh,2016-10-01,4.9483564469444445
Chhattisgarh,2017-01-01,4.972587931222222
Chhattisgarh,2017-04-01,4.857466741666667
Chhattisgarh,2017-07-01,4.483691031333334
Chhattisgarh,2017-10-01,4.9400380778888895
Chhattisgarh,2018-01-01,4.940950290611112
Chhattisgarh,2018-04-01,4.872568315388889
Chhattisgarh,2018-07-01,4.474956301388889
Chhattisgarh,2018-10-01,4.949783550555555
Chhattisgarh,2019-01-01,4.964674714444445
Chhattisgarh,2019-04-01,4.9040161605
Chhattisgarh,2019-07-01,4.503427525444446
Chhattisgarh,2019-10-01,4.9273426432222225
Dadara & Nagar Havelli,2000-01-01,4.909836526
Dadara & Nagar Havelli,2000-04-01,4.784418868
Dadara & Nagar Havelli,2000-07-01,4.597022764
Dadara & Nagar Havelli,2000-10-01,4.900915758
Dadara & Nagar Havelli,2001-01-01,4.90773173
Dadara & Nagar Havelli,2001-04-01,4.8457418830000005
Dadara & Nagar Havelli,2001-07-01,4.617214853
Dadara & Nagar Havelli,2001-10-01,4.867231598
Dadara & Nagar Havelli,2002-01-01,4.906610405
Dadara & Nagar Havelli,2002-04-01,4.818006572
Dadara & Nagar Havelli,2002-07-01,4.661676347
Dadara & Nagar Havelli,2002-10-01,4.910365037
Dadara & Nagar Havelli,2003-01-01,4.905808723
Dadara & Nagar Havelli,2003-04-01,4.799566079
Dadara & Nagar Havelli,2003-07-01,4.565261938
Dadara & Nagar Havelli,2003-10-01,4.911388489
Dadara & Nagar Havelli,2004-01-01,4.90952205
Dadara & Nagar Havelli,2004-04-01,4.811937137
Dadara & Nagar Havelli,2004-10-01,4.886406463
Dadara & Nagar Havelli,2005-01-01,4.907670566
Dadara & Nagar Havelli,2005-04-01,4.832917781
Dadara & Nagar Havelli,2005-07-01,4.495128231
Dadara & Nagar Havelli,2005-10-01,4.90001682
Dadara & Nagar Havelli,2006-01-01,4.911419803
Dadara & Nagar Havelli,2006-04-01,4.803134096
Dadara & Nagar Havelli,2006-07-01,4.507343434
Dadara & Nagar Havelli,2006-10-01,4.8966294580000005
Dadara & Nagar Havelli,2007-01-01,4.894043158000001
Dadara & Nagar Havelli,2007-04-01,4.804925756
Dadara & Nagar Havelli,2007-07-01,4.547937527
Dadara & Nagar Havelli,2007-10-01,4.905166705
Dadara & Nagar Havelli,2008-01-01,4.908603057
Dadara & Nagar Havelli,2008-04-01,4.805892512
Dadara & Nagar Havelli,2008-07-01,4.567392071
Dadara & Nagar Havelli,2008-10-01,4.877347725
Dadara & Nagar Havelli,2009-01-01,4.898108667
Dadara & Nagar Havelli,2009-04-01,4.856964813
Dadara & Nagar Havelli,2009-07-01,4.585689415
Dadara & Nagar Havelli,2009-10-01,4.87273481
