ST_NM,date,evaptrans
Dadara & Nagar Havelli,2011-07-01,308.9964231
Dadara & Nagar Havelli,2011-10-01,99.62622636
Dadara & Nagar Havelli,2012-01-01,30.41028989
Dadara & Nagar Havelli,2012-04-01,63.75058479
Dadara & Nagar Havelli,2012-07-01,286.9010949
Dadara & Nagar Havelli,2012-10-01,126.59958219999999
Dadara & Nagar Havelli,2013-01-01,35.29685343
Dadara & Nagar Havelli,2013-04-01,55.31488011
Dadara & Nagar Havelli,2013-07-01,247.6267409
Dadara & Nagar Havelli,2013-10-01,136.2919676
Dadara & Nagar Havelli,2014-01-01,47.54887078
Dadara & Nagar Havelli,2014-04-01,60.48279749
Dadara & Nagar Havelli,2014-07-01,281.33552860000003
Dadara & Nagar Havelli,2014-10-01,99.14906592
Dadara & Nagar Havelli,2015-01-01,37.49154497
Dadara & Nagar Havelli,2015-04-01,70.65797148
Dadara & Nagar Havelli,2015-07-01,308.57603670000003
Dadara & Nagar Havelli,2015-10-01,106.6937692
Dadara & Nagar Havelli,2016-01-01,34.54070675
Dadara & Nagar Havelli,2016-04-01,57.95727927
Dadara & Nagar Havelli,2016-07-01,259.5234452
Dadara & Nagar Havelli,2016-10-01,126.4258498
Dadara & Nagar Havelli,2017-01-01,32.93224756
Dadara & Nagar Havelli,2017-04-01,56.16340896
Dadara & Nagar Havelli,2017-07-01,285.1654662
Dadara & Nagar Havelli,2017-10-01,120.9943504
Dadara & Nagar Havelli,2018-01-01,39.13776014
Dadara & Nagar Havelli,2018-04-01,64.48477978
Dadara & Nagar Havelli,2018-07-01,276.4039599
Dadara & Nagar Havelli,2018-10-01,81.45180133
Dadara & Nagar Havelli,2019-01-01,30.63146602
Dadara & Nagar Havelli,2019-04-01,38.16577151
Dadara & Nagar Havelli,2019-07-01,287.9921187
Dadara & Nagar Havelli,2019-10-01,165.51262869999996
Dadara & Nagar Havelli,2020-01-01,57.526368299999994
Dadara & Nagar Havelli,2020-04-01,50.72344602
Dadara & Nagar Havelli,2020-07-01,240.80790209999998
Daman & Diu,2001-01-01,29.299009655
Daman & Diu,2001-04-01,69.10171697
Daman & Diu,2001-07-01,245.45827344999998
Daman & Diu,2001-10-01,59.22760258
Daman & Diu,2002-01-01,29.547706275
Daman & Diu,2002-04-01,71.155831715
Daman & Diu,2002-07-01,247.43795675
Daman & Diu,2002-10-01,49.065663054999995
Daman & Diu,2003-01-01,38.09251523
Daman & Diu,2003-04-01,68.536400025
Daman & Diu,2003-07-01,241.36864709999998
Daman & Diu,2003-10-01,61.406449795
Daman & Diu,2004-01-01,31.432416699999997
Daman & Diu,2004-04-01,89.24380988000001
Daman & Diu,2004-07-01,275.3122324
Daman & Diu,2004-10-01,75.637120695
Daman & Diu,2005-01-01,37.496797625
Daman & Diu,2005-04-01,62.04443369
Daman & Diu,2005-07-01,260.47757149999995
Daman & Diu,2005-10-01,74.32252826000001
Daman & Diu,2006-01-01,40.354854325
Daman & Diu,2006-04-01,95.43445481
Daman & Diu,2006-07-01,260.33976709999996
Daman & Diu,2006-10-01,78.26121535
Daman & Diu,2007-01-01,41.112310945000004
Daman & Diu,2007-04-01,76.87450392
Daman & Diu,2007-07-01,242.61057975
Daman & Diu,2007-10-01,81.49398020000001
Daman & Diu,2008-01-01,36.74954223
Daman & Diu,2008-04-01,85.34867725999999
Daman & Diu,2008-07-01,254.8906212
Daman & Diu,2008-10-01,79.35479922
Daman & Diu,2009-01-01,38.321267505
Daman & Diu,2009-04-01,84.27890984
Daman & Diu,2009-07-01,270.70281420000003
Daman & Diu,2009-10-01,75.282967295
Daman & Diu,2010-01-01,39.785326675
Daman & Diu,2010-04-01,84.34939047
Daman & Diu,2010-07-01,227.5452052
Daman & Diu,2010-10-01,119.26405215
Daman & Diu,2011-01-01,48.36860724
Daman & Diu,2011-04-01,85.00811899
Daman & Diu,2011-07-01,246.8331233
Daman & Diu,2011-10-01,75.47025613
Daman & Diu,2012-01-01,37.58122862
Daman & Diu,2012-04-01,101.767450545
Daman & Diu,2012-07-01,246.2112388
Daman & Diu,2012-10-01,78.299053045
Daman & Diu,2013-01-01,36.556589345
Daman & Diu,2013-04-01,80.93815796000001
Daman & Diu,2013-07-01,257.23852145
Daman & Diu,2013-10-01,103.9660666
Daman & Diu,2014-01-01,50.038820625
Daman & Diu,2014-04-01,85.167113845
Daman & Diu,2014-07-01,240.57482955
Daman & Diu,2014-10-01,69.80016702500001
Daman & Diu,2015-01-01,47.46477206
Daman & Diu,2015-04-01,93.727378165
Daman & Diu,2015-07-01,224.43100355
Daman & Diu,2015-10-01,67.42136882
Daman & Diu,2016-01-01,38.917566615
Daman & Diu,2016-04-01,89.307809105
Daman & Diu,2016-07-01,276.62661815
Daman & Diu,2016-10-01,85.347482375
Daman & Diu,2017-01-01,42.400622299999995
Daman & Diu,2017-04-01,99.238304175
Daman & Diu,2017-07-01,246.37119665000003
Daman & Diu,2017-10-01,86.996848305
Daman & Diu,2018-01-01,40.698392505
Daman & Diu,2018-04-01,90.873264095
Daman & Diu,2018-07-01,243.0087871
Daman & Diu,2018-10-01,60.52970061
Daman & Diu,2019-01-01,37.338953384999996
Daman & Diu,2019-04-01,63.28573896
Daman & Diu,2019-07-01,246.33700370000003
Daman & Diu,2019-10-01,136.2314475
Daman & Diu,2020-01-01,62.827326085
Daman & Diu,2020-04-01,78.927619395
Daman & Diu,2020-07-01,246.25239894999999
Goa,2001-01-01,171.6957419
Goa,2001-04-01,208.18435325
Goa,2001-07-01,274.8869869
Goa,2001-10-01,239.2475152
Goa,2002-01-01,157.37732975
Goa,2002-04-01,217.69704185
Goa,2002-07-01,396.90457680000003
Goa,2002-10-01,228.32981365
Goa,2003-01-01,163.6285211
Goa,2003-04-01,200.77027455
Goa,2003-07-01,323.9758828
Goa,2003-10-01,248.43078500000001
Goa,2004-01-01,145.2621223
Goa,2004-04-01,209.44241424999998
Goa,2004-07-01,341.60183755
Goa,2004-10-01,249.1589456
Goa,2005-01-01,157.82225505
Goa,2005-04-01,206.453956
Goa,2005-07-01,360.63864445
Goa,2005-10-01,246.94842565
Goa,2006-01-01,166.06072739999996
Goa,2006-04-01,219.84385500000002
Goa,2006-07-01,299.1936545
Goa,2006-10-01,271.1938473
Goa,2007-01-01,162.6832073
Goa,2007-04-01,206.51800935
Goa,2007-07-01,248.14219595
Goa,2007-10-01,252.91229825
Goa,2008-01-01,171.3150202
Goa,2008-04-01,243.2881773
Goa,2008-07-01,312.55923029999997
Goa,2008-10-01,226.8465345
Goa,2009-01-01,165.7376345
Goa,2009-04-01,192.24471135
Goa,2009-07-01,300.37837955
Goa,2009-10-01,275.73886285000003
Goa,2010-01-01,179.11584495
Goa,2010-04-01,221.6591108
Goa,2010-07-01,388.0103953
Goa,2010-10-01,268.8609623
Goa,2011-01-01,181.1762842
Goa,2011-04-01,212.159857
Goa,2011-07-01,414.30104685000003
Goa,2011-10-01,259.44200810000007
Goa,2012-01-01,147.60384070000003
Goa,2012-04-01,206.20874629999997
Goa,2012-07-01,320.44784230000005
Goa,2012-10-01,261.3507734
Goa,2013-01-01,169.66442725
Goa,2013-04-01,212.49290515
Goa,2013-07-01,305.71983984999997
Goa,2013-10-01,260.2884497
Goa,2014-01-01,176.672231
Goa,2014-04-01,228.91963765
Goa,2014-07-01,370.51461059999997
Goa,2014-10-01,261.26736930000004
Goa,2015-01-01,188.95829615000002
Goa,2015-04-01,227.66254870000003
Goa,2015-07-01,344.98471025000003
Goa,2015-10-01,269.7679769
Goa,2016-01-01,169.26454105
Goa,2016-04-01,210.56802994999998
Goa,2016-07-01,322.9803711
Goa,2016-10-01,244.34907864999997
Goa,2017-01-01,159.92889495
Goa,2017-04-01,219.3003637
Goa,2017-07-01,327.18678090000003
Goa,2017-10-01,245.3341828
Goa,2018-01-01,156.5268395
Goa,2018-04-01,193.61900135
Goa,2018-07-01,417.0325907
Goa,2018-10-01,243.6588337
Goa,2019-01-01,154.26135375
Goa,2019-04-01,186.97433370000005
Goa,2019-07-01,327.54758595000004
Goa,2019-10-01,296.18369384999994
Goa,2020-01-01,203.32104980000003
Goa,2020-04-01,234.57877655
Goa,2020-07-01,275.8600069
Gujarat,2001-01-01,20.81404049061538
Gujarat,2001-04-01,24.712521505769224
Gujarat,2001-07-01,184.35020451423077
Gujarat,2001-10-01,52.134312633461526
Gujarat,2002-01-01,23.190955812692305
Gujarat,2002-04-01,25.07462555326923
Gujarat,2002-07-01,148.2031445776923
Gujarat,2002-10-01,35.159712671576926
Gujarat,2003-01-01,25.034856435769235
Gujarat,2003-04-01,25.58905818342308
Gujarat,2003-07-01,210.48421717307687
Gujarat,2003-10-01,66.42789098076922
Gujarat,2004-01-01,25.725270085000002
Gujarat,2004-04-01,41.60327550846154
Gujarat,2004-07-01,198.40536872307695
Gujarat,2004-10-01,66.41891470807693
Gujarat,2005-01-01,29.866990571153845
Gujarat,2005-04-01,24.99107265803846
Gujarat,2005-07-01,220.9744314807692
Gujarat,2005-10-01,72.49268446384615
Gujarat,2006-01-01,32.26132977692308
Gujarat,2006-04-01,34.197337997192314
Gujarat,2006-07-01,217.55401566538467
Gujarat,2006-10-01,77.04517658499998
Gujarat,2007-01-01,33.86655901615384
Gujarat,2007-04-01,32.76193646000001
Gujarat,2007-07-01,207.5205866230769
Gujarat,2007-10-01,76.48292619153845
Gujarat,2008-01-01,36.388529787692306
Gujarat,2008-04-01,32.54615607461538
Gujarat,2008-07-01,213.6388003730769
Gujarat,2008-10-01,73.4227100576923
Gujarat,2009-01-01,31.65059836423077
Gujarat,2009-04-01,26.730582692269227
Gujarat,2009-07-01,209.9130979223077
Gujarat,2009-10-01,69.90344765346153
Gujarat,2010-01-01,31.79591091230769
Gujarat,2010-04-01,24.905848634615385
Gujarat,2010-07-01,217.5681771884615
Gujarat,2010-10-01,108.9375460142308
Gujarat,2011-01-01,47.40867904653847
Gujarat,2011-04-01,29.946420822461544
Gujarat,2011-07-01,232.51474246923084
Gujarat,2011-10-01,79.78660727384616
Gujarat,2012-01-01,35.59843765615384
Gujarat,2012-04-01,34.472897865
Gujarat,2012-07-01,209.48552628230775
Gujarat,2012-10-01,77.4485579053846
Gujarat,2013-01-01,33.681459484615395
Gujarat,2013-04-01,32.07865125461538
Gujarat,2013-07-01,219.83125163846154
Gujarat,2013-10-01,103.79189506384616
Gujarat,2014-01-01,51.16184107538462
Gujarat,2014-04-01,27.42510971673077
Gujarat,2014-07-01,203.73963729461536
Gujarat,2014-10-01,78.06617041846154
Gujarat,2015-01-01,44.717393432692305
Gujarat,2015-04-01,32.38115867650001
Gujarat,2015-07-01,183.68801737076924
Gujarat,2015-10-01,63.528849022692306
Gujarat,2016-01-01,33.78707547423076
Gujarat,2016-04-01,26.202372015153838
Gujarat,2016-07-01,219.11280219615386
Gujarat,2016-10-01,94.90428389461539
Gujarat,2017-01-01,38.64055501
Gujarat,2017-04-01,30.115884193538456
Gujarat,2017-07-01,216.97047313076925
Gujarat,2017-10-01,82.90906256038464
Gujarat,2018-01-01,37.50387017384616
Gujarat,2018-04-01,24.09091986146154
Gujarat,2018-07-01,208.81768353653842
Gujarat,2018-10-01,62.13569953961537
Gujarat,2019-01-01,35.515430698076926
Gujarat,2019-04-01,20.764722593115383
Gujarat,2019-07-01,212.73123645384618
Gujarat,2019-10-01,143.21500258576924
Gujarat,2020-01-01,66.24448328384617
Gujarat,2020-04-01,29.334504585999998
Gujarat,2020-07-01,219.8036109423077
Haryana,2001-01-01,113.28409039142859
Haryana,2001-04-01,3.227054631952381
Haryana,2001-07-01,57.66142050285713
Haryana,2001-10-01,14.147554033666665
Haryana,2002-01-01,106.1982326452381
Haryana,2002-04-01,0.9902234480952381
Haryana,2002-07-01,41.859931736190475
Haryana,2002-10-01,22.88504288761905
Haryana,2003-01-01,112.95509361095239
Haryana,2003-04-01,1.3413224549999998
Haryana,2003-07-01,127.02585802047616
Haryana,2003-10-01,26.767974547619048
Haryana,2004-01-01,106.6799955209524
Haryana,2004-04-01,2.4815691379047617
Haryana,2004-07-01,84.05043632380954
Haryana,2004-10-01,34.04172120904761
Haryana,2005-01-01,117.25027304142857
Haryana,2005-04-01,2.7300527283333333
Haryana,2005-07-01,103.4971334195238
Haryana,2005-10-01,30.206921600476182
Haryana,2006-01-01,105.83655073333337
Haryana,2006-04-01,3.6855484983809523
Haryana,2006-07-01,161.23912442952383
Haryana,2006-10-01,31.264106397619045
Haryana,2007-01-01,121.71697330714282
Haryana,2007-04-01,3.679813903
Haryana,2007-07-01,104.8648601309524
Haryana,2007-10-01,22.560053442857143
Haryana,2008-01-01,100.08766315095238
Haryana,2008-04-01,9.580048656380953
Haryana,2008-07-01,156.60266858285715
Haryana,2008-10-01,33.315675069047614
Haryana,2009-01-01,114.94896031666667
Haryana,2009-04-01,1.6600571320476192
Haryana,2009-07-01,105.15267283761904
Haryana,2009-10-01,32.26108849047619
Haryana,2010-01-01,100.79689715714284
Haryana,2010-04-01,0.4018214446190476
Haryana,2010-07-01,147.61551211238094
Haryana,2010-10-01,54.02154932380953
Haryana,2011-01-01,134.4302332738095
Haryana,2011-04-01,8.959666004999999
Haryana,2011-07-01,168.64594169999998
Haryana,2011-10-01,38.01747578428571
Haryana,2012-01-01,103.0847856757143
Haryana,2012-04-01,3.228276226095238
Haryana,2012-07-01,120.27402358142858
Haryana,2012-10-01,36.93243891714286
Haryana,2013-01-01,133.2791581533333
Haryana,2013-04-01,4.819607282142859
Haryana,2013-07-01,123.93666361333334
Haryana,2013-10-01,38.30901414904762
Haryana,2014-01-01,124.84020230619046
Haryana,2014-04-01,5.962586734
Haryana,2014-07-01,80.82785985761906
Haryana,2014-10-01,29.168462003333335
Haryana,2015-01-01,128.46522835142858
Haryana,2015-04-01,5.211171703333333
Haryana,2015-07-01,75.79737478047618
Haryana,2015-10-01,29.09598026142857
Haryana,2016-01-01,113.2155925833333
Haryana,2016-04-01,2.262990174238095
Haryana,2016-07-01,133.81156690238095
Haryana,2016-10-01,27.63960712523809
Haryana,2017-01-01,125.36505744380953
Haryana,2017-04-01,5.873316521904762
Haryana,2017-07-01,123.87651757238093
Haryana,2017-10-01,30.579348754285714
Haryana,2018-01-01,128.9276989847619
Haryana,2018-04-01,5.346702087333333
Haryana,2018-07-01,157.8265411142857
Haryana,2018-10-01,43.44183878047619
Haryana,2019-01-01,136.50361027333332
Haryana,2019-04-01,5.923741167095239
Haryana,2019-07-01,170.34225662380953
Haryana,2019-10-01,51.598115721904755
Haryana,2020-01-01,153.81114886571427
Haryana,2020-04-01,14.867083942190478
Haryana,2020-07-01,138.6689410580952
Himachal Pradesh,2001-01-01,50.979105798333336
Himachal Pradesh,2001-04-01,76.05979619416667
Himachal Pradesh,2001-07-01,153.93525631916665
Himachal Pradesh,2001-10-01,43.76576843249999
Himachal Pradesh,2002-01-01,63.02206016333333
Himachal Pradesh,2002-04-01,60.02788105874998
Himachal Pradesh,2002-07-01,123.5970251225
Himachal Pradesh,2002-10-01,57.71181502250002
Himachal Pradesh,2003-01-01,61.431558439999996
Himachal Pradesh,2003-04-01,72.96444926674998
Himachal Pradesh,2003-07-01,190.45119847499998
Himachal Pradesh,2003-10-01,59.63776340500001
Himachal Pradesh,2004-01-01,69.13766997
Himachal Pradesh,2004-04-01,79.95180560849998
Himachal Pradesh,2004-07-01,164.72153439916667
Himachal Pradesh,2004-10-01,70.83157873583333
Himachal Pradesh,2005-01-01,86.6640464625
Himachal Pradesh,2005-04-01,86.65046233166665
Himachal Pradesh,2005-07-01,184.11833915833336
Himachal Pradesh,2005-10-01,60.710399505
Himachal Pradesh,2006-01-01,67.820485495
Himachal Pradesh,2006-04-01,91.78945773833333
Himachal Pradesh,2006-07-01,227.76341866666667
Himachal Pradesh,2006-10-01,78.72992778583334
Himachal Pradesh,2007-01-01,74.10249580083332
Himachal Pradesh,2007-04-01,96.04357552500001
Himachal Pradesh,2007-07-01,181.75814815
Himachal Pradesh,2007-10-01,55.01234212416667
Himachal Pradesh,2008-01-01,67.70732488750001
Himachal Pradesh,2008-04-01,99.93470628666665
Himachal Pradesh,2008-07-01,215.9830948
Himachal Pradesh,2008-10-01,63.18299092833333
Himachal Pradesh,2009-01-01,65.86891192666667
Himachal Pradesh,2009-04-01,75.320229756
Himachal Pradesh,2009-07-01,180.30314063333333
Himachal Pradesh,2009-10-01,70.80315467833333
Himachal Pradesh,2010-01-01,65.21264265666666
Himachal Pradesh,2010-04-01,75.90098278875003
Himachal Pradesh,2010-07-01,212.68758116666666
Himachal Pradesh,2010-10-01,76.90864744000001
Himachal Pradesh,2011-01-01,76.97284347833335
Himachal Pradesh,2011-04-01,109.39585789499999
Himachal Pradesh,2011-07-01,211.99148848333334
Himachal Pradesh,2011-10-01,69.54061212250001
Himachal Pradesh,2012-01-01,70.29277760999999
Himachal Pradesh,2012-04-01,80.96658637916666
Himachal Pradesh,2012-07-01,208.40213136666668
Himachal Pradesh,2012-10-01,88.59363466083333
Himachal Pradesh,2013-01-01,88.34764570833333
Himachal Pradesh,2013-04-01,110.11510420750001
Himachal Pradesh,2013-07-01,217.42980175833335
Himachal Pradesh,2013-10-01,82.82231965583334
Himachal Pradesh,2014-01-01,84.28345849916666
Himachal Pradesh,2014-04-01,118.57424841083332
Himachal Pradesh,2014-07-01,205.398976675
Himachal Pradesh,2014-10-01,78.61035205833333
Himachal Pradesh,2015-01-01,80.7540116
Himachal Pradesh,2015-04-01,124.53036565666666
Himachal Pradesh,2015-07-01,206.71267664166666
Himachal Pradesh,2015-10-01,74.94993641833332
Himachal Pradesh,2016-01-01,66.60973431416667
Himachal Pradesh,2016-04-01,109.46782798583335
Himachal Pradesh,2016-07-01,209.6907023166667
Himachal Pradesh,2016-10-01,64.75048785083332
Himachal Pradesh,2017-01-01,78.55520509666667
Himachal Pradesh,2017-04-01,119.28140462333334
Himachal Pradesh,2017-07-01,215.98842911666668
Himachal Pradesh,2017-10-01,69.00047530916666
Himachal Pradesh,2018-01-01,70.38388445666668
Himachal Pradesh,2018-04-01,107.32908279249999
Himachal Pradesh,2018-07-01,228.70128110833332
Himachal Pradesh,2018-10-01,79.54525677916668
Himachal Pradesh,2019-01-01,87.81338807916667
Himachal Pradesh,2019-04-01,103.66051953583332
Himachal Pradesh,2019-07-01,223.06154885833337
Himachal Pradesh,2019-10-01,90.15661701666666
Himachal Pradesh,2020-01-01,91.30245259583332
Himachal Pradesh,2020-04-01,134.71413135333333
Himachal Pradesh,2020-07-01,218.10558263333334
Jammu & Kashmir,2001-01-01,56.02235536521739
Jammu & Kashmir,2001-04-01,80.82609890826087
Jammu & Kashmir,2001-07-01,123.34589178695651
Jammu & Kashmir,2001-10-01,34.13984882782609
Jammu & Kashmir,2002-01-01,63.701777169565204
Jammu & Kashmir,2002-04-01,82.08171289678262
Jammu & Kashmir,2002-07-01,112.48877879173914
Jammu & Kashmir,2002-10-01,39.07692536391305
Jammu & Kashmir,2003-01-01,72.08738625043479
Jammu & Kashmir,2003-04-01,87.63885096782609
Jammu & Kashmir,2003-07-01,137.78302525913045
Jammu & Kashmir,2003-10-01,44.3229062721739
Jammu & Kashmir,2004-01-01,70.26045709652175
Jammu & Kashmir,2004-04-01,92.69170399391305
Jammu & Kashmir,2004-07-01,126.33807737043476
Jammu & Kashmir,2004-10-01,55.15288353652174
Jammu & Kashmir,2005-01-01,89.23470929347826
Jammu & Kashmir,2005-04-01,100.65879243869564
Jammu & Kashmir,2005-07-01,138.52290377217395
Jammu & Kashmir,2005-10-01,39.958007046521736
Jammu & Kashmir,2006-01-01,77.79470789478262
Jammu & Kashmir,2006-04-01,95.08916576173912
Jammu & Kashmir,2006-07-01,160.36386278043477
Jammu & Kashmir,2006-10-01,58.94211123217392
Jammu & Kashmir,2007-01-01,78.25527711695652
Jammu & Kashmir,2007-04-01,102.26219992434784
Jammu & Kashmir,2007-07-01,135.03507080173912
Jammu & Kashmir,2007-10-01,35.16611340782608
Jammu & Kashmir,2008-01-01,73.96322060217392
Jammu & Kashmir,2008-04-01,105.84985259739128
Jammu & Kashmir,2008-07-01,149.3895571421739
Jammu & Kashmir,2008-10-01,41.78473851173912
Jammu & Kashmir,2009-01-01,84.21211396173912
Jammu & Kashmir,2009-04-01,99.68999264652174
Jammu & Kashmir,2009-07-01,131.72619290086953
Jammu & Kashmir,2009-10-01,42.76913821652173
Jammu & Kashmir,2010-01-01,64.67620687347826
Jammu & Kashmir,2010-04-01,105.5321236377826
Jammu & Kashmir,2010-07-01,161.16983787217393
Jammu & Kashmir,2010-10-01,47.483633894347825
Jammu & Kashmir,2011-01-01,76.3027901047826
Jammu & Kashmir,2011-04-01,110.74157201565221
Jammu & Kashmir,2011-07-01,156.15716910086957
Jammu & Kashmir,2011-10-01,53.530007247391296
Jammu & Kashmir,2012-01-01,76.84742746521738
Jammu & Kashmir,2012-04-01,104.6160991526087
Jammu & Kashmir,2012-07-01,149.35383594869563
Jammu & Kashmir,2012-10-01,57.64177549608694
Jammu & Kashmir,2013-01-01,85.9885791921739
Jammu & Kashmir,2013-04-01,119.88573554782609
Jammu & Kashmir,2013-07-01,165.9842325617391
Jammu & Kashmir,2013-10-01,59.63974133043479
Jammu & Kashmir,2014-01-01,88.66155115782608
Jammu & Kashmir,2014-04-01,125.39641101652174
Jammu & Kashmir,2014-07-01,169.58432276608696
Jammu & Kashmir,2014-10-01,60.50558210739131
Jammu & Kashmir,2015-01-01,74.17251169391305
Jammu & Kashmir,2015-04-01,127.57320888695651
Jammu & Kashmir,2015-07-01,167.61723231304342
Jammu & Kashmir,2015-10-01,60.57498103695654
Jammu & Kashmir,2016-01-01,74.47011560043478
Jammu & Kashmir,2016-04-01,124.47646252869568
Jammu & Kashmir,2016-07-01,157.15850524347823
Jammu & Kashmir,2016-10-01,44.51462604434783
Jammu & Kashmir,2017-01-01,91.55666122608696
Jammu & Kashmir,2017-04-01,129.2656773926087
Jammu & Kashmir,2017-07-01,160.41755801
Jammu & Kashmir,2017-10-01,44.11942882565218
Jammu & Kashmir,2018-01-01,71.2984595
Jammu & Kashmir,2018-04-01,121.13844274043477
Jammu & Kashmir,2018-07-01,180.62479774782608
Jammu & Kashmir,2018-10-01,60.96488158739132
Jammu & Kashmir,2019-01-01,94.80013807652176
Jammu & Kashmir,2019-04-01,120.53169860478263
Jammu & Kashmir,2019-07-01,189.1762003569565
Jammu & Kashmir,2019-10-01,67.89180789999999
Jammu & Kashmir,2020-01-01,89.42785923391305
Jammu & Kashmir,2020-04-01,153.8071890573913
Jammu & Kashmir,2020-07-01,203.84046332869565
Jharkhand,2001-01-01,28.454157362916664
Jharkhand,2001-04-01,21.792821773249997
Jharkhand,2001-07-01,251.6363764666667
Jharkhand,2001-10-01,134.619685
Jharkhand,2002-01-01,41.878426478749994
Jharkhand,2002-04-01,19.796478368875
Jharkhand,2002-07-01,244.53297209999997
Jharkhand,2002-10-01,130.6249528
Jharkhand,2003-01-01,50.535781134166676
Jharkhand,2003-04-01,9.818367841499999
Jharkhand,2003-07-01,241.14197485833327
Jharkhand,2003-10-01,154.89735851249998
Jharkhand,2004-01-01,46.94047393874999
Jharkhand,2004-04-01,32.5229451075
Jharkhand,2004-07-01,229.18015842916665
Jharkhand,2004-10-01,137.98443865
Jharkhand,2005-01-01,53.306909773750014
Jharkhand,2005-04-01,8.410402619083333
Jharkhand,2005-07-01,261.4543149333333
Jharkhand,2005-10-01,135.97918572083333
Jharkhand,2006-01-01,37.95612558083333
Jharkhand,2006-04-01,52.05939776708333
Jharkhand,2006-07-01,261.67193598750004
Jharkhand,2006-10-01,134.87409512083335
Jharkhand,2007-01-01,48.855505865
Jharkhand,2007-04-01,26.231934247916666
Jharkhand,2007-07-01,231.70499087500002
Jharkhand,2007-10-01,158.7558318791666
Jharkhand,2008-01-01,49.90970932208333
Jharkhand,2008-04-01,16.915565333375
Jharkhand,2008-07-01,256.38344678749996
Jharkhand,2008-10-01,137.29412354166666
Jharkhand,2009-01-01,35.35925798708333
Jharkhand,2009-04-01,27.570707127083335
Jharkhand,2009-07-01,233.52137684999994
Jharkhand,2009-10-01,128.80837723333332
Jharkhand,2010-01-01,32.172558005416676
Jharkhand,2010-04-01,13.933698617916667
Jharkhand,2010-07-01,255.98990414166664
Jharkhand,2010-10-01,156.2531005
Jharkhand,2011-01-01,40.305287471250004
Jharkhand,2011-04-01,23.488236966166657
Jharkhand,2011-07-01,268.711516775
Jharkhand,2011-10-01,136.94365259166668
Jharkhand,2012-01-01,42.845733696250015
Jharkhand,2012-04-01,9.503808049125
Jharkhand,2012-07-01,255.93709574166667
Jharkhand,2012-10-01,120.94142021625
Jharkhand,2013-01-01,40.47883903541668
Jharkhand,2013-04-01,34.3545351525
Jharkhand,2013-07-01,239.13610835416662
Jharkhand,2013-10-01,148.40747090833332
Jharkhand,2014-01-01,68.85545549125001
Jharkhand,2014-04-01,26.632394656666666
Jharkhand,2014-07-01,251.56381640000006
Jharkhand,2014-10-01,112.91782213624998
Jharkhand,2015-01-01,41.51658663916666
Jharkhand,2015-04-01,24.417002383291663
Jharkhand,2015-07-01,235.7403632666667
Jharkhand,2015-10-01,104.2034383025
Jharkhand,2016-01-01,29.27813468875
Jharkhand,2016-04-01,10.130846570874999
Jharkhand,2016-07-01,259.9329614125
Jharkhand,2016-10-01,140.06181884166668
Jharkhand,2017-01-01,40.78221039375
Jharkhand,2017-04-01,18.99165062870833
Jharkhand,2017-07-01,244.25367885416668
Jharkhand,2017-10-01,154.15851485000005
Jharkhand,2018-01-01,39.90724948625001
Jharkhand,2018-04-01,32.90675912429166
Jharkhand,2018-07-01,252.2935424166667
Jharkhand,2018-10-01,122.54047902999999
Jharkhand,2019-01-01,51.00470133375
Jharkhand,2019-04-01,22.301816438750006
Jharkhand,2019-07-01,214.99936474166668
Jharkhand,2019-10-01,161.20250383333334
Jharkhand,2020-01-01,103.29512605708335
Jharkhand,2020-04-01,62.25290458583334
Jharkhand,2020-07-01,257.08100709999997
Karnataka,2001-01-01,85.84006614466666
Karnataka,2001-04-01,103.34683617699999
Karnataka,2001-07-01,178.69592933333334
Karnataka,2001-10-01,176.9333162746667
Karnataka,2002-01-01,96.20685169766668
Karnataka,2002-04-01,104.685221196
Karnataka,2002-07-01,201.3305062833333
Karnataka,2002-10-01,146.17878399733337
Karnataka,2003-01-01,77.46692053766665
Karnataka,2003-04-01,78.46407044626667
Karnataka,2003-07-01,232.36827943
Karnataka,2003-10-01,175.40378625833335
Karnataka,2004-01-01,65.03964667633333
Karnataka,2004-04-01,124.17665871066669
Karnataka,2004-07-01,220.4308577266666
Karnataka,2004-10-01,169.52554347366666
Karnataka,2005-01-01,84.50756042633331
Karnataka,2005-04-01,120.31993989600004
Karnataka,2005-07-01,230.02893932666666
Karnataka,2005-10-01,176.211926772
Karnataka,2006-01-01,96.58965018466668
Karnataka,2006-04-01,108.04937984966668
Karnataka,2006-07-01,197.36371585333336
Karnataka,2006-10-01,176.91536121000001
Karnataka,2007-01-01,80.35276164
Karnataka,2007-04-01,101.47287087033334
Karnataka,2007-07-01,211.13747380666666
Karnataka,2007-10-01,172.38752655733333
Karnataka,2008-01-01,105.27671181866666
Karnataka,2008-04-01,113.34641337966669
Karnataka,2008-07-01,216.58659914666666
Karnataka,2008-10-01,166.34155815900002
Karnataka,2009-01-01,87.99267498066662
Karnataka,2009-04-01,108.39459574700003
Karnataka,2009-07-01,202.75681246000005
Karnataka,2009-10-01,195.93588974000002
Karnataka,2010-01-01,105.4427337723333
Karnataka,2010-04-01,114.38403073966667
Karnataka,2010-07-01,229.3257088533333
Karnataka,2010-10-01,189.3844717766666
Karnataka,2011-01-01,99.81551714233335
Karnataka,2011-04-01,106.44014204866663
Karnataka,2011-07-01,232.36518233
Karnataka,2011-10-01,165.467111699
