ST_NM,date,evaptrans
Karnataka,2012-01-01,70.08118915133335
Karnataka,2012-04-01,96.74561177233335
Karnataka,2012-07-01,209.73055808333336
Karnataka,2012-10-01,168.2848301313333
Karnataka,2013-01-01,84.60758236400002
Karnataka,2013-04-01,93.65978467133336
Karnataka,2013-07-01,231.64028804000006
Karnataka,2013-10-01,180.1062351533333
Karnataka,2014-01-01,92.34767290066664
Karnataka,2014-04-01,102.9470283563333
Karnataka,2014-07-01,213.67907427999998
Karnataka,2014-10-01,167.69609952533335
Karnataka,2015-01-01,91.430478086
Karnataka,2015-04-01,111.74772722466665
Karnataka,2015-07-01,195.66773925333334
Karnataka,2015-10-01,179.08019324166662
Karnataka,2016-01-01,88.61802401166668
Karnataka,2016-04-01,87.7095228383
Karnataka,2016-07-01,217.98143237666667
Karnataka,2016-10-01,140.9541149683333
Karnataka,2017-01-01,77.32030577066668
Karnataka,2017-04-01,86.78244995666665
Karnataka,2017-07-01,192.39969754
Karnataka,2017-10-01,176.4465908633333
Karnataka,2018-01-01,82.95351912466667
Karnataka,2018-04-01,93.82414021833334
Karnataka,2018-07-01,220.84338366666668
Karnataka,2018-10-01,136.17740520233332
Karnataka,2019-01-01,72.34937404500002
Karnataka,2019-04-01,78.430904516
Karnataka,2019-07-01,209.94068108999997
Karnataka,2019-10-01,209.10678708999998
Karnataka,2020-01-01,109.72064120633335
Karnataka,2020-04-01,106.008706128
Karnataka,2020-07-01,185.86434476000005
Kerala,2001-01-01,312.2293655785715
Kerala,2001-04-01,278.6488969
Kerala,2001-07-01,273.89487616428573
Kerala,2001-10-01,281.49206815714285
Kerala,2002-01-01,298.0451319285715
Kerala,2002-04-01,281.7055548142857
Kerala,2002-07-01,345.47220967142846
Kerala,2002-10-01,275.49695340000005
Kerala,2003-01-01,308.3006233142857
Kerala,2003-04-01,279.94137987142864
Kerala,2003-07-01,332.36970102857146
Kerala,2003-10-01,292.74022654285716
Kerala,2004-01-01,272.6316403
Kerala,2004-04-01,297.1229876714286
Kerala,2004-07-01,275.00547771428575
Kerala,2004-10-01,302.11325913571426
Kerala,2005-01-01,293.8107455857143
Kerala,2005-04-01,291.3142467857143
Kerala,2005-07-01,323.00995415
Kerala,2005-10-01,271.0927103357143
Kerala,2006-01-01,298.5487792428571
Kerala,2006-04-01,282.93549064285713
Kerala,2006-07-01,292.2519215285715
Kerala,2006-10-01,285.6580434785714
Kerala,2007-01-01,294.05199212142855
Kerala,2007-04-01,313.8851189
Kerala,2007-07-01,255.11635529999998
Kerala,2007-10-01,280.10981979285714
Kerala,2008-01-01,295.17795510714285
Kerala,2008-04-01,295.32802546428576
Kerala,2008-07-01,322.50030350000003
Kerala,2008-10-01,286.8311841785714
Kerala,2009-01-01,289.8107187857143
Kerala,2009-04-01,267.11450817857144
Kerala,2009-07-01,274.66693452857146
Kerala,2009-10-01,308.1275998714285
Kerala,2010-01-01,297.0250787
Kerala,2010-04-01,275.1417808142857
Kerala,2010-07-01,288.03162919285717
Kerala,2010-10-01,277.01031709999995
Kerala,2011-01-01,309.27810725
Kerala,2011-04-01,304.6965897142857
Kerala,2011-07-01,365.83169339285723
Kerala,2011-10-01,292.7846532357143
Kerala,2012-01-01,280.35243092142855
Kerala,2012-04-01,261.68558218571434
Kerala,2012-07-01,322.43546832142863
Kerala,2012-10-01,296.1130116285714
Kerala,2013-01-01,298.99096790000004
Kerala,2013-04-01,304.0201127285714
Kerala,2013-07-01,318.66379254285715
Kerala,2013-10-01,281.82104677857143
Kerala,2014-01-01,298.32318149285715
Kerala,2014-04-01,265.17173925714286
Kerala,2014-07-01,287.7878297428571
Kerala,2014-10-01,268.28846005
Kerala,2015-01-01,304.79574445714286
Kerala,2015-04-01,274.65957367857146
Kerala,2015-07-01,303.51031007142865
Kerala,2015-10-01,302.05383355
Kerala,2016-01-01,309.0719704785714
Kerala,2016-04-01,277.97054073571434
Kerala,2016-07-01,316.3936885928571
Kerala,2016-10-01,284.3550381785715
Kerala,2017-01-01,291.1408895214285
Kerala,2017-04-01,272.74438863571424
Kerala,2017-07-01,295.00051275714276
Kerala,2017-10-01,291.77096647142855
Kerala,2018-01-01,285.6888896142857
Kerala,2018-04-01,251.39233505714284
Kerala,2018-07-01,346.0919234357143
Kerala,2018-10-01,277.3301084071428
Kerala,2019-01-01,292.7375702857143
Kerala,2019-04-01,234.71955861428566
Kerala,2019-07-01,270.70728083571424
Kerala,2019-10-01,311.2589585571428
Kerala,2020-01-01,329.35529200714285
Kerala,2020-04-01,286.5422611
Kerala,2020-07-01,251.94382710714288
Lakshadweep,2001-01-01,208.8049231
Lakshadweep,2001-04-01,151.06073899999998
Lakshadweep,2001-07-01,196.1885206
Lakshadweep,2001-10-01,138.15003230000002
Lakshadweep,2002-01-01,170.61239890000002
Lakshadweep,2002-04-01,161.87161630000003
Lakshadweep,2002-07-01,223.53502880000002
Lakshadweep,2002-10-01,129.7333413
Lakshadweep,2003-01-01,182.8711218
Lakshadweep,2003-04-01,179.0733625
Lakshadweep,2003-07-01,187.16756189999998
Lakshadweep,2003-10-01,125.27074990000001
Lakshadweep,2004-01-01,151.0595616
Lakshadweep,2004-04-01,169.66969709999998
Lakshadweep,2004-07-01,162.7025245
Lakshadweep,2004-10-01,156.7288385
Lakshadweep,2005-01-01,170.3115834
Lakshadweep,2005-04-01,152.9700924
Lakshadweep,2005-07-01,190.8047101
Lakshadweep,2005-10-01,136.22262450000002
Lakshadweep,2006-01-01,151.39895269999997
Lakshadweep,2006-04-01,180.9619917
Lakshadweep,2006-07-01,177.3076951
Lakshadweep,2006-10-01,140.72155890000002
Lakshadweep,2007-01-01,171.1593832
Lakshadweep,2007-04-01,166.0701781
Lakshadweep,2007-07-01,164.5712379
Lakshadweep,2007-10-01,125.2941469
Lakshadweep,2008-01-01,169.4207491
Lakshadweep,2008-04-01,155.2615487
Lakshadweep,2008-07-01,167.4146517
Lakshadweep,2008-10-01,133.9210705
Lakshadweep,2009-01-01,168.29616140000002
Lakshadweep,2009-04-01,157.58636299999998
Lakshadweep,2009-07-01,167.4053108
Lakshadweep,2009-10-01,117.386816
Lakshadweep,2010-01-01,182.5255871
Lakshadweep,2010-04-01,154.991963
Lakshadweep,2010-07-01,183.2223592
Lakshadweep,2010-10-01,165.08901469999998
Lakshadweep,2011-01-01,174.20636480000002
Lakshadweep,2011-04-01,166.4841398
Lakshadweep,2011-07-01,218.89009219999997
Lakshadweep,2011-10-01,133.1837491
Lakshadweep,2012-01-01,162.8831988
Lakshadweep,2012-04-01,172.02944540000001
Lakshadweep,2012-07-01,188.6492983
Lakshadweep,2012-10-01,105.7244639
Lakshadweep,2013-01-01,130.7100401
Lakshadweep,2013-04-01,158.9364753
Lakshadweep,2013-07-01,176.1932155
Lakshadweep,2013-10-01,117.41583770000001
Lakshadweep,2014-01-01,161.9999307
Lakshadweep,2014-04-01,159.6982375
Lakshadweep,2014-07-01,165.122172
Lakshadweep,2014-10-01,99.43946835
Lakshadweep,2015-01-01,153.4981659
Lakshadweep,2015-04-01,138.2861188
Lakshadweep,2015-07-01,160.8448093
Lakshadweep,2015-10-01,136.1010398
Lakshadweep,2016-01-01,165.2860912
Lakshadweep,2016-04-01,220.76335919999997
Lakshadweep,2016-07-01,196.3037846
Lakshadweep,2016-10-01,141.43836919999998
Lakshadweep,2017-01-01,149.5835815
Lakshadweep,2017-04-01,162.87780880000003
Lakshadweep,2017-07-01,172.9186451
Lakshadweep,2017-10-01,132.7618462
Lakshadweep,2018-01-01,154.6902716
Lakshadweep,2018-04-01,135.0548328
Lakshadweep,2018-07-01,165.62126630000003
Lakshadweep,2018-10-01,106.11785400000001
Lakshadweep,2019-01-01,141.81885
Lakshadweep,2019-04-01,143.3252199
Lakshadweep,2019-07-01,178.0092305
Lakshadweep,2019-10-01,136.4154336
Lakshadweep,2020-01-01,170.80874440000002
Lakshadweep,2020-04-01,146.2250198
Lakshadweep,2020-07-01,133.0
Madhya Pradesh,2001-01-01,23.469083457519996
Madhya Pradesh,2001-04-01,11.979120669819999
Madhya Pradesh,2001-07-01,208.9372003304
Madhya Pradesh,2001-10-01,60.90497308919999
Madhya Pradesh,2002-01-01,32.97610077200001
Madhya Pradesh,2002-04-01,4.30787892856
Madhya Pradesh,2002-07-01,158.52843961499994
Madhya Pradesh,2002-10-01,57.33186831359999
Madhya Pradesh,2003-01-01,33.838172216800004
Madhya Pradesh,2003-04-01,6.816914717219999
Madhya Pradesh,2003-07-01,229.03828723400005
Madhya Pradesh,2003-10-01,93.06152080620002
Madhya Pradesh,2004-01-01,42.661249557599994
Madhya Pradesh,2004-04-01,15.494302462360006
Madhya Pradesh,2004-07-01,225.5568561
Madhya Pradesh,2004-10-01,71.29692991980001
Madhya Pradesh,2005-01-01,44.206894898400016
Madhya Pradesh,2005-04-01,3.6886332209999995
Madhya Pradesh,2005-07-01,244.935954782
Madhya Pradesh,2005-10-01,77.89565084299997
Madhya Pradesh,2006-01-01,35.448720912400006
Madhya Pradesh,2006-04-01,8.567601553980001
Madhya Pradesh,2006-07-01,244.84458935799998
Madhya Pradesh,2006-10-01,73.91490444300004
Madhya Pradesh,2007-01-01,40.841998317999995
Madhya Pradesh,2007-04-01,9.309204017339997
Madhya Pradesh,2007-07-01,219.3235507714
Madhya Pradesh,2007-10-01,63.95124751839999
Madhya Pradesh,2008-01-01,34.541334468600006
Madhya Pradesh,2008-04-01,8.24826227554
Madhya Pradesh,2008-07-01,266.3127009600001
Madhya Pradesh,2008-10-01,77.7369380164
Madhya Pradesh,2009-01-01,43.708272881800006
Madhya Pradesh,2009-04-01,3.0225720553800004
Madhya Pradesh,2009-07-01,240.99381145019998
Madhya Pradesh,2009-10-01,88.23294410559998
Madhya Pradesh,2010-01-01,51.7086851338
Madhya Pradesh,2010-04-01,6.5496873255
Madhya Pradesh,2010-07-01,227.78822426000005
Madhya Pradesh,2010-10-01,112.39297652620002
Madhya Pradesh,2011-01-01,54.58676545779999
Madhya Pradesh,2011-04-01,11.840280619159998
Madhya Pradesh,2011-07-01,251.321901332
Madhya Pradesh,2011-10-01,75.6808611676
Madhya Pradesh,2012-01-01,49.25134008580001
Madhya Pradesh,2012-04-01,8.897803573180001
Madhya Pradesh,2012-07-01,216.55470288039996
Madhya Pradesh,2012-10-01,73.54144618859999
Madhya Pradesh,2013-01-01,58.692723363399985
Madhya Pradesh,2013-04-01,8.732921367240003
Madhya Pradesh,2013-07-01,228.51907320780003
Madhya Pradesh,2013-10-01,96.54741020899999
Madhya Pradesh,2014-01-01,78.69007215299999
Madhya Pradesh,2014-04-01,6.769040964800001
Madhya Pradesh,2014-07-01,195.75580471839996
Madhya Pradesh,2014-10-01,72.13102081720001
Madhya Pradesh,2015-01-01,72.628166984
Madhya Pradesh,2015-04-01,11.178720596840002
Madhya Pradesh,2015-07-01,186.95497369559996
Madhya Pradesh,2015-10-01,54.341223185400004
Madhya Pradesh,2016-01-01,45.77095815580002
Madhya Pradesh,2016-04-01,4.984440181360002
Madhya Pradesh,2016-07-01,234.24415277400004
Madhya Pradesh,2016-10-01,89.89151350560002
Madhya Pradesh,2017-01-01,60.011287798400005
Madhya Pradesh,2017-04-01,9.5857799694
Madhya Pradesh,2017-07-01,238.74295168599994
Madhya Pradesh,2017-10-01,88.23084474680002
Madhya Pradesh,2018-01-01,50.281483900999994
Madhya Pradesh,2018-04-01,7.857981120440002
Madhya Pradesh,2018-07-01,233.05617272800006
Madhya Pradesh,2018-10-01,77.67050329440002
Madhya Pradesh,2019-01-01,61.36984083459997
Madhya Pradesh,2019-04-01,6.503771380820001
Madhya Pradesh,2019-07-01,198.20000812200007
Madhya Pradesh,2019-10-01,133.65852607200003
Madhya Pradesh,2020-01-01,106.69847648679999
Madhya Pradesh,2020-04-01,16.45213343896
Madhya Pradesh,2020-07-01,233.721415266
Maharashtra,2001-01-01,27.062772528428567
Maharashtra,2001-04-01,29.362247225371423
Maharashtra,2001-07-01,231.27614466857153
Maharashtra,2001-10-01,109.50493026457143
Maharashtra,2002-01-01,32.943655832000005
Maharashtra,2002-04-01,30.268208314885722
Maharashtra,2002-07-01,232.18079284285716
Maharashtra,2002-10-01,91.40903225999999
Maharashtra,2003-01-01,29.049110440857138
Maharashtra,2003-04-01,27.407234967200008
Maharashtra,2003-07-01,247.63335697142867
Maharashtra,2003-10-01,120.5490476522857
Maharashtra,2004-01-01,29.094003035142862
Maharashtra,2004-04-01,50.88761666742856
Maharashtra,2004-07-01,251.4958156971429
Maharashtra,2004-10-01,118.3602528102857
Maharashtra,2005-01-01,37.21345987085714
Maharashtra,2005-04-01,36.571854592514285
Maharashtra,2005-07-01,252.62240527142853
Maharashtra,2005-10-01,117.92605312657142
Maharashtra,2006-01-01,35.56403566714285
Maharashtra,2006-04-01,44.649636678571426
Maharashtra,2006-07-01,242.6529868857143
Maharashtra,2006-10-01,129.48883829314292
Maharashtra,2007-01-01,34.58509923571429
Maharashtra,2007-04-01,34.78918868745714
Maharashtra,2007-07-01,227.67828535714287
Maharashtra,2007-10-01,111.50445351457142
Maharashtra,2008-01-01,38.47189310685715
Maharashtra,2008-04-01,31.75198050902857
Maharashtra,2008-07-01,247.4713936685715
Maharashtra,2008-10-01,109.32265661771427
Maharashtra,2009-01-01,37.57232821942858
Maharashtra,2009-04-01,30.41465222917142
Maharashtra,2009-07-01,265.1554805200001
Maharashtra,2009-10-01,132.3728381365714
Maharashtra,2010-01-01,43.84842357971429
Maharashtra,2010-04-01,34.35266992019999
Maharashtra,2010-07-01,256.84364132571426
Maharashtra,2010-10-01,158.48566800571427
Maharashtra,2011-01-01,47.05660933228572
Maharashtra,2011-04-01,36.931616144942865
Maharashtra,2011-07-01,259.5513036285714
Maharashtra,2011-10-01,112.08244598885715
Maharashtra,2012-01-01,29.483442524857136
Maharashtra,2012-04-01,37.77196909768571
Maharashtra,2012-07-01,253.6172592942857
Maharashtra,2012-10-01,129.31067440714287
Maharashtra,2013-01-01,37.28150570514286
Maharashtra,2013-04-01,32.00375136008571
Maharashtra,2013-07-01,260.06500606857145
Maharashtra,2013-10-01,145.36488465514287
Maharashtra,2014-01-01,58.66809582085715
Maharashtra,2014-04-01,35.357228799000005
Maharashtra,2014-07-01,240.28630382
Maharashtra,2014-10-01,116.58406519685714
Maharashtra,2015-01-01,47.045880493142846
Maharashtra,2015-04-01,39.77625650294285
Maharashtra,2015-07-01,230.16975413828573
Maharashtra,2015-10-01,102.87430868085718
Maharashtra,2016-01-01,28.953483619800004
Maharashtra,2016-04-01,29.635669488542863
Maharashtra,2016-07-01,227.1174844285714
Maharashtra,2016-10-01,128.27702766685715
Maharashtra,2017-01-01,39.279020927428576
Maharashtra,2017-04-01,37.88361557657143
Maharashtra,2017-07-01,249.45381440285715
Maharashtra,2017-10-01,127.89150003399999
Maharashtra,2018-01-01,35.57017362657143
Maharashtra,2018-04-01,39.83648867542857
Maharashtra,2018-07-01,256.03127797999997
Maharashtra,2018-10-01,96.84650683057141
Maharashtra,2019-01-01,31.863399559428576
Maharashtra,2019-04-01,24.225854549114292
Maharashtra,2019-07-01,236.98559400857135
Maharashtra,2019-10-01,168.65214354857142
Maharashtra,2020-01-01,79.57338897971428
Maharashtra,2020-04-01,43.087663487142855
Maharashtra,2020-07-01,223.96054302857144
Manipur,2001-01-01,164.32156126222222
Manipur,2001-04-01,200.1059386466667
Manipur,2001-07-01,260.88398859999995
Manipur,2001-10-01,205.6215710222222
Manipur,2002-01-01,178.54446901333336
Manipur,2002-04-01,218.02579198
Manipur,2002-07-01,328.3946757333333
Manipur,2002-10-01,208.57496260000002
Manipur,2003-01-01,188.6889675311111
Manipur,2003-04-01,230.98486154444447
Manipur,2003-07-01,275.9311972333333
Manipur,2003-10-01,208.01664951111113
Manipur,2004-01-01,160.22356362777776
Manipur,2004-04-01,224.81722113333336
Manipur,2004-07-01,265.2534370333334
Manipur,2004-10-01,219.04748146666668
Manipur,2005-01-01,177.01154821444447
Manipur,2005-04-01,239.76340833333336
Manipur,2005-07-01,299.48078105555555
Manipur,2005-10-01,214.11293661111114
Manipur,2006-01-01,175.65433271111112
Manipur,2006-04-01,236.33088765555556
Manipur,2006-07-01,313.0394586444445
Manipur,2006-10-01,215.01425092222223
Manipur,2007-01-01,167.36039265333335
Manipur,2007-04-01,239.79909082222218
Manipur,2007-07-01,308.23673974444444
Manipur,2007-10-01,207.15452605555558
Manipur,2008-01-01,170.72000880111113
Manipur,2008-04-01,217.69525255777776
Manipur,2008-07-01,283.62357844444455
Manipur,2008-10-01,231.21169965555555
Manipur,2009-01-01,160.03030760222225
Manipur,2009-04-01,226.48402041111112
Manipur,2009-07-01,302.4964229888889
Manipur,2009-10-01,217.93762459999996
Manipur,2010-01-01,157.61695222777777
Manipur,2010-04-01,207.45853686666663
Manipur,2010-07-01,265.9445606
Manipur,2010-10-01,210.1901333888889
Manipur,2011-01-01,180.10275083
Manipur,2011-04-01,235.93053641111112
Manipur,2011-07-01,319.32300252222217
Manipur,2011-10-01,226.88422931111108
Manipur,2012-01-01,150.73423928
Manipur,2012-04-01,229.40009011111113
Manipur,2012-07-01,261.2885822444445
Manipur,2012-10-01,225.78261094444443
Manipur,2013-01-01,181.49994809444445
Manipur,2013-04-01,240.97736075555557
Manipur,2013-07-01,250.49780334444443
Manipur,2013-10-01,221.7785244
Manipur,2014-01-01,184.12643785333333
Manipur,2014-04-01,205.21164359444447
Manipur,2014-07-01,328.9904650666667
Manipur,2014-10-01,227.90411018888892
Manipur,2015-01-01,173.9908777677778
Manipur,2015-04-01,224.49087239999997
Manipur,2015-07-01,289.49930111111115
Manipur,2015-10-01,221.70288198888886
Manipur,2016-01-01,172.7837479333333
Manipur,2016-04-01,236.00894333333332
Manipur,2016-07-01,291.28243471111114
Manipur,2016-10-01,226.81992163333337
Manipur,2017-01-01,185.5087571011111
Manipur,2017-04-01,261.48261215555556
Manipur,2017-07-01,285.69543980000003
Manipur,2017-10-01,214.24154214444445
Manipur,2018-01-01,186.4151360811111
Manipur,2018-04-01,225.54863264444444
Manipur,2018-07-01,311.83123448888887
Manipur,2018-10-01,211.76312062222226
Manipur,2019-01-01,186.43700659333334
Manipur,2019-04-01,228.0977104222222
Manipur,2019-07-01,273.1533938444444
Manipur,2019-10-01,221.9124341222222
Manipur,2020-01-01,194.13441476666668
Manipur,2020-04-01,231.10743568888893
Manipur,2020-07-01,278.64934560000006
Meghalaya,2001-01-01,123.67114161285713
Meghalaya,2001-04-01,207.42577982857145
Meghalaya,2001-07-01,319.35140390000004
Meghalaya,2001-10-01,229.87341278571427
Meghalaya,2002-01-01,143.25010145714285
Meghalaya,2002-04-01,215.39189987142854
Meghalaya,2002-07-01,376.43752677142857
Meghalaya,2002-10-01,248.48440155714283
Meghalaya,2003-01-01,160.60377328571425
Meghalaya,2003-04-01,213.59520814285716
Meghalaya,2003-07-01,320.42186614285714
Meghalaya,2003-10-01,229.2211923
Meghalaya,2004-01-01,147.09581341428571
Meghalaya,2004-04-01,231.75376115714286
Meghalaya,2004-07-01,300.5970321142857
Meghalaya,2004-10-01,239.14330357142853
Meghalaya,2005-01-01,155.57873114285712
Meghalaya,2005-04-01,229.95185538571428
Meghalaya,2005-07-01,370.6862844142857
Meghalaya,2005-10-01,236.68281712857143
Meghalaya,2006-01-01,140.4878193442857
Meghalaya,2006-04-01,245.44740042857146
Meghalaya,2006-07-01,361.63902537142854
Meghalaya,2006-10-01,237.74167809999997
Meghalaya,2007-01-01,152.24509001428572
Meghalaya,2007-04-01,228.94364207142857
Meghalaya,2007-07-01,355.0094128
Meghalaya,2007-10-01,235.2110971857143
Meghalaya,2008-01-01,151.8058208142857
Meghalaya,2008-04-01,208.67582480000004
Meghalaya,2008-07-01,313.4054933714286
Meghalaya,2008-10-01,260.35688444285717
Meghalaya,2009-01-01,130.78617364857146
Meghalaya,2009-04-01,218.3027867
Meghalaya,2009-07-01,362.9590784
Meghalaya,2009-10-01,237.96924601428572
Meghalaya,2010-01-01,127.85056197714287
Meghalaya,2010-04-01,217.15096974285714
Meghalaya,2010-07-01,334.08458027142854
Meghalaya,2010-10-01,252.38438265714285
Meghalaya,2011-01-01,155.5038977857143
Meghalaya,2011-04-01,239.58404757142856
Meghalaya,2011-07-01,389.5979304714286
Meghalaya,2011-10-01,238.2235605714286
Meghalaya,2012-01-01,117.08831291142857
Meghalaya,2012-04-01,203.6501542
Meghalaya,2012-07-01,308.58120101428574
Meghalaya,2012-10-01,231.54302632857141
Meghalaya,2013-01-01,134.27208413714285
Meghalaya,2013-04-01,225.4155584
Meghalaya,2013-07-01,282.14909254285715
Meghalaya,2013-10-01,264.6099885
Meghalaya,2014-01-01,160.43408994285713
Meghalaya,2014-04-01,188.31868749999998
Meghalaya,2014-07-01,358.90353562857143
Meghalaya,2014-10-01,239.684783
Meghalaya,2015-01-01,145.99395261428572
Meghalaya,2015-04-01,223.54001645714288
Meghalaya,2015-07-01,361.20204825714285
Meghalaya,2015-10-01,243.86307272857144
Meghalaya,2016-01-01,132.18518795714286
Meghalaya,2016-04-01,191.59218735
Meghalaya,2016-07-01,329.52604674285715
Meghalaya,2016-10-01,266.89593697142857
Meghalaya,2017-01-01,160.9135644
Meghalaya,2017-04-01,251.5217708714286
Meghalaya,2017-07-01,325.51819704285714
Meghalaya,2017-10-01,258.37693865714283
Meghalaya,2018-01-01,157.10495801428573
Meghalaya,2018-04-01,229.9939432571429
Meghalaya,2018-07-01,340.60393182857143
Meghalaya,2018-10-01,227.46609869999997
Meghalaya,2019-01-01,161.38998971428575
Meghalaya,2019-04-01,228.56489872857145
Meghalaya,2019-07-01,338.7727928857143
Meghalaya,2019-10-01,247.57548374285716
Meghalaya,2020-01-01,168.72614704285712
Meghalaya,2020-04-01,211.65025482857143
Meghalaya,2020-07-01,306.52743901428573
Mizoram,2001-01-01,259.6116015375
Mizoram,2001-04-01,248.52618454999998
Mizoram,2001-07-01,283.526486975
Mizoram,2001-10-01,260.7393689375
Mizoram,2002-01-01,271.97402335000004
Mizoram,2002-04-01,320.74112125
Mizoram,2002-07-01,326.9457104375
Mizoram,2002-10-01,264.06226573749996
Mizoram,2003-01-01,291.81983993750003
Mizoram,2003-04-01,311.921392975
Mizoram,2003-07-01,309.67524445000004
Mizoram,2003-10-01,274.628107475
Mizoram,2004-01-01,254.5959147625
Mizoram,2004-04-01,307.4901288125
Mizoram,2004-07-01,289.02173065
Mizoram,2004-10-01,285.24121981250005
Mizoram,2005-01-01,250.9687551875
Mizoram,2005-04-01,318.5221444125
Mizoram,2005-07-01,327.718190075
Mizoram,2005-10-01,272.70415866249994
Mizoram,2006-01-01,247.50657052500003
Mizoram,2006-04-01,262.5409533875
Mizoram,2006-07-01,319.60664205
Mizoram,2006-10-01,270.769801175
Mizoram,2007-01-01,192.3030637625
Mizoram,2007-04-01,243.177143725
Mizoram,2007-07-01,297.1626411875
Mizoram,2007-10-01,266.6544796375
Mizoram,2008-01-01,240.9217070375
Mizoram,2008-04-01,271.63032948750003
Mizoram,2008-07-01,297.19480895000004
Mizoram,2008-10-01,295.2842965
Mizoram,2009-01-01,206.5152608375
Mizoram,2009-04-01,277.2888038125
Mizoram,2009-07-01,327.6834917375
Mizoram,2009-10-01,276.611063175
Mizoram,2010-01-01,218.3929443
Mizoram,2010-04-01,250.834531425
Mizoram,2010-07-01,281.41228411249995
Mizoram,2010-10-01,269.5468398375
Mizoram,2011-01-01,255.742147125
Mizoram,2011-04-01,300.9328762125
Mizoram,2011-07-01,331.49591831249995
Mizoram,2011-10-01,286.321741475
Mizoram,2012-01-01,226.84460124999998
Mizoram,2012-04-01,316.20114005
Mizoram,2012-07-01,282.31505185000003
Mizoram,2012-10-01,279.069936225
Mizoram,2013-01-01,259.52221540000005
Mizoram,2013-04-01,256.11657215
Mizoram,2013-07-01,271.735703625
Mizoram,2013-10-01,283.47204837500004
Mizoram,2014-01-01,273.80399978749995
Mizoram,2014-04-01,282.9782343125
Mizoram,2014-07-01,335.5086982
Mizoram,2014-10-01,287.0952127875
Mizoram,2015-01-01,256.6425434
Mizoram,2015-04-01,311.30573915
Mizoram,2015-07-01,300.0384298375
Mizoram,2015-10-01,283.519606425
Mizoram,2016-01-01,252.703638925
Mizoram,2016-04-01,320.4783088875001
Mizoram,2016-07-01,286.9710009875
Mizoram,2016-10-01,289.7986763625
Mizoram,2017-01-01,283.34850765
Mizoram,2017-04-01,346.79324065
Mizoram,2017-07-01,306.9626920875
Mizoram,2017-10-01,270.8657713
Mizoram,2018-01-01,265.3613821875
Mizoram,2018-04-01,314.2563873
Mizoram,2018-07-01,334.32790816249997
Mizoram,2018-10-01,273.4258241
Mizoram,2019-01-01,285.953650725
Mizoram,2019-04-01,303.8140728875
Mizoram,2019-07-01,317.7024525125
Mizoram,2019-10-01,283.56842700000004
Mizoram,2020-01-01,285.3890792375
Mizoram,2020-04-01,328.84722313749995
Mizoram,2020-07-01,289.6073347125
NCT of Delhi,2001-01-01,48.72093106
NCT of Delhi,2001-04-01,4.775367010333333
NCT of Delhi,2001-07-01,31.315115915555552
NCT of Delhi,2001-10-01,10.764675596666667
NCT of Delhi,2002-01-01,47.136210491111115
NCT of Delhi,2002-04-01,1.6744384815555557
NCT of Delhi,2002-07-01,22.266421035555553
NCT of Delhi,2002-10-01,18.30929463444444
NCT of Delhi,2003-01-01,63.74684277111112
NCT of Delhi,2003-04-01,1.1194209089999998
NCT of Delhi,2003-07-01,93.32553627777777
NCT of Delhi,2003-10-01,24.313417336666667
NCT of Delhi,2004-01-01,47.339464765555554
NCT of Delhi,2004-04-01,3.628344242666667
NCT of Delhi,2004-07-01,49.27168062777778
NCT of Delhi,2004-10-01,27.45014235888889
NCT of Delhi,2005-01-01,58.85065654333333
NCT of Delhi,2005-04-01,2.661527423222222
NCT of Delhi,2005-07-01,74.63906540444445
NCT of Delhi,2005-10-01,27.215644006666665
NCT of Delhi,2006-01-01,42.872736871111115
NCT of Delhi,2006-04-01,5.554156894222222
NCT of Delhi,2006-07-01,147.23186494444448
NCT of Delhi,2006-10-01,25.788549262222226
NCT of Delhi,2007-01-01,63.46797572444445
NCT of Delhi,2007-04-01,3.797965324333333
NCT of Delhi,2007-07-01,66.15384920333332
NCT of Delhi,2007-10-01,16.66374798888889
NCT of Delhi,2008-01-01,35.11765150111111
NCT of Delhi,2008-04-01,14.213478203333333
NCT of Delhi,2008-07-01,116.63318533
NCT of Delhi,2008-10-01,24.488821350000002
NCT of Delhi,2009-01-01,43.828113198888886
NCT of Delhi,2009-04-01,1.9478563062222223
NCT of Delhi,2009-07-01,57.167184148888886
NCT of Delhi,2009-10-01,23.801389257777778
NCT of Delhi,2010-01-01,36.36787963333333
NCT of Delhi,2010-04-01,0.40750259266666666
NCT of Delhi,2010-07-01,103.28492849555556
NCT of Delhi,2010-10-01,54.985403989999995
NCT of Delhi,2011-01-01,63.843672975555556
NCT of Delhi,2011-04-01,11.149115327666667
NCT of Delhi,2011-07-01,127.70166685555556
NCT of Delhi,2011-10-01,25.886966653333335
NCT of Delhi,2012-01-01,36.59218883555555
NCT of Delhi,2012-04-01,3.3775596016666665
NCT of Delhi,2012-07-01,69.7572270011111
NCT of Delhi,2012-10-01,24.45010272888889
NCT of Delhi,2013-01-01,61.00642446000001
NCT of Delhi,2013-04-01,5.524231028777778
NCT of Delhi,2013-07-01,59.066389783333335
NCT of Delhi,2013-10-01,28.952790077777777
NCT of Delhi,2014-01-01,55.034865593333336
NCT of Delhi,2014-04-01,6.305680974333333
NCT of Delhi,2014-07-01,35.53759961
NCT of Delhi,2014-10-01,19.88474965777778
NCT of Delhi,2015-01-01,58.90143887444444
NCT of Delhi,2015-04-01,6.7322369934444435
NCT of Delhi,2015-07-01,36.19974872333333
NCT of Delhi,2015-10-01,20.851885246666665
