ST_NM,date,aod
Daman & Diu,7/1/2002,1237.075308
Daman & Diu,10/1/2002,434.7707604
Daman & Diu,1/1/2003,401.8227126
Daman & Diu,4/1/2003,394.3001226
Daman & Diu,7/1/2003,639.9085265
Daman & Diu,10/1/2003,416.8398251
Daman & Diu,1/1/2004,340.0194122
Daman & Diu,4/1/2004,410.6004567
Daman & Diu,7/1/2004,657.2237144
Daman & Diu,10/1/2004,481.7820435
Daman & Diu,1/1/2005,343.0165246
Daman & Diu,4/1/2005,421.2335666
Daman & Diu,7/1/2005,882.3089618
Daman & Diu,10/1/2005,443.7517141
Daman & Diu,1/1/2006,342.6481308
Daman & Diu,4/1/2006,380.5647933
Daman & Diu,7/1/2006,798.6974985
Daman & Diu,10/1/2006,506.6335313
Daman & Diu,1/1/2007,424.8217799
Daman & Diu,4/1/2007,441.6515237
Daman & Diu,7/1/2007,575.2105928
Daman & Diu,10/1/2007,467.9074694
Daman & Diu,1/1/2008,404.6417188
Daman & Diu,4/1/2008,490.0623638
Daman & Diu,7/1/2008,1634.327141
Daman & Diu,10/1/2008,550.7790993
Daman & Diu,1/1/2009,414.716441
Daman & Diu,4/1/2009,458.5361258
Daman & Diu,7/1/2009,855.7075942
Daman & Diu,10/1/2009,439.6884681
Daman & Diu,1/1/2010,449.6514556
Daman & Diu,4/1/2010,401.6439192
Daman & Diu,7/1/2010,791.7356747
Daman & Diu,10/1/2010,586.0037723
Daman & Diu,1/1/2011,345.6259419
Daman & Diu,4/1/2011,509.4787518
Daman & Diu,7/1/2011,1785.6815
Daman & Diu,10/1/2011,599.6881951
Daman & Diu,1/1/2012,375.3729608
Daman & Diu,4/1/2012,456.2438289
Daman & Diu,7/1/2012,855.2459654
Daman & Diu,10/1/2012,654.5704631
Daman & Diu,1/1/2013,375.814142
Daman & Diu,4/1/2013,450.087045
Daman & Diu,7/1/2013,966.7410225
Daman & Diu,10/1/2013,483.0712186
Daman & Diu,1/1/2014,481.9596562
Daman & Diu,4/1/2014,448.4824361
Daman & Diu,7/1/2014,843.6979166
Daman & Diu,10/1/2014,625.8841527
Daman & Diu,1/1/2015,387.3763416
Daman & Diu,4/1/2015,532.7038985
Daman & Diu,7/1/2015,1523.947508
Daman & Diu,10/1/2015,927.8264588
Daman & Diu,1/1/2016,407.6001965
Daman & Diu,4/1/2016,414.7417088
Daman & Diu,10/1/2016,555.6722151
Daman & Diu,1/1/2017,467.0513564
Daman & Diu,4/1/2017,451.2123702
Daman & Diu,7/1/2017,706.2190894
Daman & Diu,10/1/2017,568.1542666
Daman & Diu,1/1/2018,497.4154799
Daman & Diu,4/1/2018,448.1931399
Daman & Diu,7/1/2018,468.3736368
Daman & Diu,10/1/2018,734.4454869
Daman & Diu,1/1/2019,398.4776505
Daman & Diu,4/1/2019,350.0215969
Daman & Diu,7/1/2019,533.5549315
Daman & Diu,10/1/2019,622.6881179
Goa,4/1/2000,579.8455309
Goa,7/1/2000,436.3469285
Goa,10/1/2000,572.6173725
Goa,1/1/2001,416.3041494
Goa,4/1/2001,488.6226348
Goa,7/1/2001,1033.43254
Goa,10/1/2001,382.6168123
Goa,1/1/2002,315.6939109
Goa,4/1/2002,568.3272958
Goa,7/1/2002,586.2573818
Goa,10/1/2002,515.2972799
Goa,1/1/2003,408.059542
Goa,4/1/2003,537.529852
Goa,7/1/2003,329.8472808
Goa,10/1/2003,475.8275402
Goa,1/1/2004,315.2462391
Goa,4/1/2004,496.0840052
Goa,7/1/2004,578.1430982
Goa,10/1/2004,376.0205862
Goa,1/1/2005,373.2374584
Goa,4/1/2005,524.2560712
Goa,7/1/2005,467.4414013
Goa,10/1/2005,480.0904906
Goa,1/1/2006,305.6078299
Goa,4/1/2006,642.2742035
Goa,7/1/2006,1287.135871
Goa,10/1/2006,544.0513149
Goa,1/1/2007,394.9754863
Goa,4/1/2007,686.3615653
Goa,7/1/2007,721.7034926
Goa,10/1/2007,679.5340976
Goa,1/1/2008,356.838358
Goa,4/1/2008,519.5860852
Goa,7/1/2008,819.487848
Goa,10/1/2008,505.4258361
Goa,1/1/2009,384.2839493
Goa,4/1/2009,824.704727
Goa,7/1/2009,803.557506
Goa,10/1/2009,652.4499891
Goa,1/1/2010,496.8648017
Goa,4/1/2010,648.417122
Goa,7/1/2010,529.074185
Goa,10/1/2010,456.3696634
Goa,1/1/2011,330.4620596
Goa,4/1/2011,690.1162217
Goa,7/1/2011,1153.24943
Goa,10/1/2011,590.6053253
Goa,1/1/2012,401.0533723
Goa,4/1/2012,810.7770923
Goa,7/1/2012,1308.854847
Goa,10/1/2012,524.6536985
Goa,1/1/2013,438.2820803
Goa,4/1/2013,637.0482396
Goa,7/1/2013,1238
Goa,10/1/2013,602.5448615
Goa,1/1/2014,467.1225467
Goa,4/1/2014,842.0360361
Goa,7/1/2014,545.1901414
Goa,10/1/2014,534.1065794
Goa,1/1/2015,492.9827281
Goa,4/1/2015,682.7899571
Goa,7/1/2015,937.2275527
Goa,10/1/2015,771.5283246
Goa,1/1/2016,421.7564345
Goa,4/1/2016,772.3607971
Goa,10/1/2016,676.8333698
Goa,1/1/2017,491.472012
Goa,4/1/2017,800.597546
Goa,7/1/2017,1126.450082
Goa,10/1/2017,851.1524661
Goa,1/1/2018,726.546835
Goa,4/1/2018,782.9377849
Goa,10/1/2018,671.889319
Goa,1/1/2019,484.0352194
Goa,4/1/2019,687.7563834
Goa,7/1/2019,567.0261793
Goa,10/1/2019,428.794696
Gujarat,4/1/2000,480.9752928
Gujarat,7/1/2000,1087.270886
Gujarat,10/1/2000,361.5594915
Gujarat,1/1/2001,354.5013609
Gujarat,4/1/2001,441.963183
Gujarat,7/1/2001,1820.299321
Gujarat,10/1/2001,331.6601866
Gujarat,1/1/2002,385.8027487
Gujarat,4/1/2002,487.8413975
Gujarat,7/1/2002,925.2638208
Gujarat,10/1/2002,399.1559447
Gujarat,1/1/2003,399.9590399
Gujarat,4/1/2003,511.6979316
Gujarat,7/1/2003,886.1800837
Gujarat,10/1/2003,339.3776979
Gujarat,1/1/2004,339.2932758
Gujarat,4/1/2004,558.1961002
Gujarat,7/1/2004,747.7796676
Gujarat,10/1/2004,454.827892
Gujarat,1/1/2005,358.9944018
Gujarat,4/1/2005,507.6158014
Gujarat,7/1/2005,1107.923846
Gujarat,10/1/2005,391.8707236
Gujarat,1/1/2006,361.3186648
Gujarat,4/1/2006,465.4307644
Gujarat,7/1/2006,1275.819345
Gujarat,10/1/2006,381.2202059
Gujarat,1/1/2007,419.5432048
Gujarat,4/1/2007,476.2579808
Gujarat,7/1/2007,894.1515305
Gujarat,10/1/2007,424.8738252
Gujarat,1/1/2008,420.7787279
Gujarat,4/1/2008,529.4071075
Gujarat,7/1/2008,1392.186213
Gujarat,10/1/2008,407.6395061
Gujarat,1/1/2009,492.6287392
Gujarat,4/1/2009,494.5427714
Gujarat,7/1/2009,795.7800451
Gujarat,10/1/2009,363.5170595
Gujarat,1/1/2010,414.1462764
Gujarat,4/1/2010,460.7263206
Gujarat,7/1/2010,1024.853617
Gujarat,10/1/2010,463.7145993
Gujarat,1/1/2011,319.1500889
Gujarat,4/1/2011,554.8948432
Gujarat,7/1/2011,1621.183632
Gujarat,10/1/2011,472.8420007
Gujarat,1/1/2012,415.863361
Gujarat,4/1/2012,498.5855542
Gujarat,7/1/2012,1234.919916
Gujarat,10/1/2012,487.6508262
Gujarat,1/1/2013,412.1962669
Gujarat,4/1/2013,550.1593814
Gujarat,7/1/2013,1010.190813
Gujarat,10/1/2013,404.3635411
Gujarat,1/1/2014,547.6396985
Gujarat,4/1/2014,499.8036074
Gujarat,7/1/2014,948.938167
Gujarat,10/1/2014,511.4254056
Gujarat,1/1/2015,412.9748601
Gujarat,4/1/2015,688.8053875
Gujarat,7/1/2015,1354.745588
Gujarat,10/1/2015,567.6502156
Gujarat,1/1/2016,439.9222197
Gujarat,4/1/2016,410.5433128
Gujarat,7/1/2016,978.3947098
Gujarat,10/1/2016,479.8447794
Gujarat,1/1/2017,512.0226497
Gujarat,4/1/2017,535.0082208
Gujarat,7/1/2017,950.2833969
Gujarat,10/1/2017,486.0653033
Gujarat,1/1/2018,489.5493894
Gujarat,4/1/2018,499.4396146
Gujarat,7/1/2018,1161.220446
Gujarat,10/1/2018,557.3592704
Gujarat,1/1/2019,406.7605479
Gujarat,4/1/2019,389.7590836
Gujarat,7/1/2019,917.8916889
Gujarat,10/1/2019,477.7138996
Haryana,4/1/2000,547.0351468
Haryana,7/1/2000,1304.084779
Haryana,10/1/2000,732.6887223
Haryana,1/1/2001,533.7269994
Haryana,4/1/2001,478.5544756
Haryana,7/1/2001,814.5813202
Haryana,10/1/2001,904.4415625
Haryana,1/1/2002,626.1138739
Haryana,4/1/2002,555.5998106
Haryana,7/1/2002,1279.848991
Haryana,10/1/2002,755.9556173
Haryana,1/1/2003,644.0918512
Haryana,4/1/2003,471.721364
Haryana,7/1/2003,899.03729
Haryana,10/1/2003,844.3267314
Haryana,1/1/2004,630.7219891
Haryana,4/1/2004,762.3167002
Haryana,7/1/2004,1190.415968
Haryana,10/1/2004,1052.515266
Haryana,1/1/2005,595.5496596
Haryana,4/1/2005,547.2409217
Haryana,7/1/2005,1200.349555
Haryana,10/1/2005,756.1379442
Haryana,1/1/2006,435.5767262
Haryana,4/1/2006,558.2356858
Haryana,7/1/2006,868.0451451
Haryana,10/1/2006,932.936228
Haryana,1/1/2007,610.3850299
Haryana,4/1/2007,515.3907731
Haryana,7/1/2007,913.8215814
Haryana,10/1/2007,642.3526299
Haryana,1/1/2008,515.7755735
Haryana,4/1/2008,413.8278714
Haryana,7/1/2008,1180.417994
Haryana,10/1/2008,871.818839
Haryana,1/1/2009,605.3228803
Haryana,4/1/2009,440.2132771
Haryana,7/1/2009,790.8897699
Haryana,10/1/2009,551.4967226
Haryana,1/1/2010,761.2499121
Haryana,4/1/2010,539.0984352
Haryana,7/1/2010,1117.159289
Haryana,10/1/2010,816.5335172
Haryana,1/1/2011,625.9249949
Haryana,4/1/2011,446.5335664
Haryana,7/1/2011,1381.398564
Haryana,10/1/2011,808.5039787
Haryana,1/1/2012,678.2433855
Haryana,4/1/2012,406.7799922
Haryana,7/1/2012,878.7888086
Haryana,10/1/2012,836.6317834
Haryana,1/1/2013,720.7304661
Haryana,4/1/2013,465.9842029
Haryana,7/1/2013,1085.352142
Haryana,10/1/2013,1083.301402
Haryana,1/1/2014,813.95452
Haryana,4/1/2014,389.2278693
Haryana,7/1/2014,1016.431164
Haryana,10/1/2014,957.1819223
Haryana,1/1/2015,668.4627881
Haryana,4/1/2015,494.1246996
Haryana,7/1/2015,1348.192946
Haryana,10/1/2015,769.2304366
Haryana,1/1/2016,967.3073059
Haryana,4/1/2016,439.8291409
Haryana,7/1/2016,1117.602897
Haryana,10/1/2016,777.9313275
Haryana,1/1/2017,756.4922962
Haryana,4/1/2017,535.4654116
Haryana,7/1/2017,965.5617181
Haryana,10/1/2017,835.0714419
Haryana,1/1/2018,627.2443415
Haryana,4/1/2018,527.9665936
Haryana,7/1/2018,1142.118249
Haryana,10/1/2018,686.073025
Haryana,1/1/2019,766.3619929
Haryana,4/1/2019,420.2864342
Haryana,7/1/2019,1616.750547
Haryana,10/1/2019,962.1510473
Himachal Pradesh,4/1/2000,244.6013897
Himachal Pradesh,7/1/2000,425.4629387
Himachal Pradesh,10/1/2000,221.1935554
Himachal Pradesh,1/1/2001,211.8277363
Himachal Pradesh,4/1/2001,244.5393348
Himachal Pradesh,7/1/2001,303.7644469
Himachal Pradesh,10/1/2001,277.0933985
Himachal Pradesh,1/1/2002,204.2498255
Himachal Pradesh,4/1/2002,315.659808
Himachal Pradesh,7/1/2002,417.4547669
Himachal Pradesh,10/1/2002,199.398805
Himachal Pradesh,1/1/2003,246.5871361
Himachal Pradesh,4/1/2003,291.0108779
Himachal Pradesh,7/1/2003,351.9660933
Himachal Pradesh,10/1/2003,177.1434074
Himachal Pradesh,1/1/2004,221.4285814
Himachal Pradesh,4/1/2004,399.1455968
Himachal Pradesh,7/1/2004,343.847278
Himachal Pradesh,10/1/2004,245.4062789
Himachal Pradesh,1/1/2005,183.7216127
Himachal Pradesh,4/1/2005,307.2207622
Himachal Pradesh,7/1/2005,375.8254267
Himachal Pradesh,10/1/2005,250.4544327
Himachal Pradesh,1/1/2006,174.4941455
Himachal Pradesh,4/1/2006,303.4172618
Himachal Pradesh,7/1/2006,332.6804577
Himachal Pradesh,10/1/2006,216.0802964
Himachal Pradesh,1/1/2007,227.7220951
Himachal Pradesh,4/1/2007,301.194458
Himachal Pradesh,7/1/2007,335.8103001
Himachal Pradesh,10/1/2007,159.8104442
Himachal Pradesh,1/1/2008,255.6613893
Himachal Pradesh,4/1/2008,288.7258323
Himachal Pradesh,7/1/2008,431.9034348
Himachal Pradesh,10/1/2008,242.1821334
Himachal Pradesh,1/1/2009,261.5508486
Himachal Pradesh,4/1/2009,265.8498635
Himachal Pradesh,7/1/2009,264.2164067
Himachal Pradesh,10/1/2009,177.7377326
Himachal Pradesh,1/1/2010,201.47416
Himachal Pradesh,4/1/2010,282.5728287
Himachal Pradesh,7/1/2010,354.6648901
Himachal Pradesh,10/1/2010,205.3850679
Himachal Pradesh,1/1/2011,216.9923395
Himachal Pradesh,4/1/2011,318.4760841
Himachal Pradesh,7/1/2011,413.5046254
Himachal Pradesh,10/1/2011,214.2202156
Himachal Pradesh,1/1/2012,268.9001649
Himachal Pradesh,4/1/2012,276.7172771
Himachal Pradesh,7/1/2012,363.7482297
Himachal Pradesh,10/1/2012,177.2654086
Himachal Pradesh,1/1/2013,217.5178529
Himachal Pradesh,4/1/2013,302.4354691
Himachal Pradesh,7/1/2013,371.2507276
Himachal Pradesh,10/1/2013,236.1585956
Himachal Pradesh,1/1/2014,209.4143392
Himachal Pradesh,4/1/2014,229.9347429
Himachal Pradesh,7/1/2014,450.0185646
Himachal Pradesh,10/1/2014,224.6919953
Himachal Pradesh,1/1/2015,215.8970308
Himachal Pradesh,4/1/2015,331.4193086
Himachal Pradesh,7/1/2015,278.7208808
Himachal Pradesh,10/1/2015,231.7295597
Himachal Pradesh,1/1/2016,313.8011097
Himachal Pradesh,4/1/2016,284.5998428
Himachal Pradesh,7/1/2016,333.5029936
Himachal Pradesh,10/1/2016,247.6361924
Himachal Pradesh,1/1/2017,227.7795669
Himachal Pradesh,4/1/2017,273.0066516
Himachal Pradesh,7/1/2017,303.5244506
Himachal Pradesh,10/1/2017,275.1901901
Himachal Pradesh,1/1/2018,261.9675733
Himachal Pradesh,4/1/2018,306.3188786
Himachal Pradesh,7/1/2018,279.4390746
Himachal Pradesh,10/1/2018,202.0302505
Himachal Pradesh,1/1/2019,223.6578982
Himachal Pradesh,4/1/2019,242.1780416
Himachal Pradesh,7/1/2019,392.9818453
Himachal Pradesh,10/1/2019,279.2362516
Jammu & Kashmir,4/1/2000,197.7484313
Jammu & Kashmir,7/1/2000,311.0654622
Jammu & Kashmir,10/1/2000,166.7106764
Jammu & Kashmir,1/1/2001,210.0270713
Jammu & Kashmir,4/1/2001,204.2327202
Jammu & Kashmir,7/1/2001,263.7599772
Jammu & Kashmir,10/1/2001,215.360522
Jammu & Kashmir,1/1/2002,222.3561712
Jammu & Kashmir,4/1/2002,261.4109896
Jammu & Kashmir,7/1/2002,325.706168
Jammu & Kashmir,10/1/2002,187.4005057
Jammu & Kashmir,1/1/2003,255.5840817
Jammu & Kashmir,4/1/2003,280.8069566
Jammu & Kashmir,7/1/2003,313.8749666
Jammu & Kashmir,10/1/2003,161.7108719
Jammu & Kashmir,1/1/2004,258.2941994
Jammu & Kashmir,4/1/2004,289.3900046
Jammu & Kashmir,7/1/2004,271.4206803
Jammu & Kashmir,10/1/2004,184.5926422
Jammu & Kashmir,1/1/2005,238.8547227
Jammu & Kashmir,4/1/2005,294.3950715
Jammu & Kashmir,7/1/2005,313.7956661
Jammu & Kashmir,10/1/2005,196.6992779
Jammu & Kashmir,1/1/2006,182.6106358
Jammu & Kashmir,4/1/2006,231.5262965
Jammu & Kashmir,7/1/2006,320.8447898
Jammu & Kashmir,10/1/2006,185.0612446
Jammu & Kashmir,1/1/2007,232.8850362
Jammu & Kashmir,4/1/2007,283.8606177
Jammu & Kashmir,7/1/2007,258.661454
Jammu & Kashmir,10/1/2007,187.0217965
Jammu & Kashmir,1/1/2008,201.1235258
Jammu & Kashmir,4/1/2008,260.8180445
Jammu & Kashmir,7/1/2008,351.1818056
Jammu & Kashmir,10/1/2008,207.0529535
Jammu & Kashmir,1/1/2009,240.7940334
Jammu & Kashmir,4/1/2009,272.1585644
Jammu & Kashmir,7/1/2009,285.5811948
Jammu & Kashmir,10/1/2009,206.2177766
Jammu & Kashmir,1/1/2010,234.9111119
Jammu & Kashmir,4/1/2010,260.5986957
Jammu & Kashmir,7/1/2010,324.6818831
Jammu & Kashmir,10/1/2010,204.3869684
Jammu & Kashmir,1/1/2011,265.1679521
Jammu & Kashmir,4/1/2011,240.9227576
Jammu & Kashmir,7/1/2011,408.8116648
Jammu & Kashmir,10/1/2011,201.1479329
Jammu & Kashmir,1/1/2012,303.95997
Jammu & Kashmir,4/1/2012,224.685319
Jammu & Kashmir,7/1/2012,349.7289646
Jammu & Kashmir,10/1/2012,182.7498242
Jammu & Kashmir,1/1/2013,257.8668781
Jammu & Kashmir,4/1/2013,305.4673112
Jammu & Kashmir,7/1/2013,311.4652411
Jammu & Kashmir,10/1/2013,221.3317694
Jammu & Kashmir,1/1/2014,224.8851364
Jammu & Kashmir,4/1/2014,181.3629026
Jammu & Kashmir,7/1/2014,324.6512741
Jammu & Kashmir,10/1/2014,237.8902616
Jammu & Kashmir,1/1/2015,215.4996598
Jammu & Kashmir,4/1/2015,250.9364428
Jammu & Kashmir,7/1/2015,331.9845676
Jammu & Kashmir,10/1/2015,201.0953371
Jammu & Kashmir,1/1/2016,227.4041869
Jammu & Kashmir,4/1/2016,228.7438243
Jammu & Kashmir,7/1/2016,310.9385373
Jammu & Kashmir,10/1/2016,264.9750106
Jammu & Kashmir,1/1/2017,296.6959015
Jammu & Kashmir,4/1/2017,193.3904211
Jammu & Kashmir,7/1/2017,303.6989102
Jammu & Kashmir,10/1/2017,269.1435756
Jammu & Kashmir,1/1/2018,219.7094567
Jammu & Kashmir,4/1/2018,219.4553393
Jammu & Kashmir,7/1/2018,295.6581559
Jammu & Kashmir,10/1/2018,203.6804354
Jammu & Kashmir,1/1/2019,210.6167837
Jammu & Kashmir,4/1/2019,212.818371
Jammu & Kashmir,7/1/2019,353.74895
Jammu & Kashmir,10/1/2019,258.3162578
Jharkhand,4/1/2000,607.7816044
Jharkhand,7/1/2000,614.8991264
Jharkhand,10/1/2000,515.6482567
Jharkhand,1/1/2001,494.357714
Jharkhand,4/1/2001,534.7227634
Jharkhand,7/1/2001,829.4131036
Jharkhand,10/1/2001,546.0040762
Jharkhand,1/1/2002,571.6331969
Jharkhand,4/1/2002,604.2559338
Jharkhand,7/1/2002,961.4389566
Jharkhand,10/1/2002,525.1308699
Jharkhand,1/1/2003,494.0379535
Jharkhand,4/1/2003,626.9164941
Jharkhand,7/1/2003,533.2220416
Jharkhand,10/1/2003,525.0223421
Jharkhand,1/1/2004,556.9823897
Jharkhand,4/1/2004,673.3664109
Jharkhand,7/1/2004,1043.832825
Jharkhand,10/1/2004,540.8581199
Jharkhand,1/1/2005,636.4571015
Jharkhand,4/1/2005,610.4387265
Jharkhand,7/1/2005,787.6693623
Jharkhand,10/1/2005,576.7777696
Jharkhand,1/1/2006,445.3205463
Jharkhand,4/1/2006,641.4287297
Jharkhand,7/1/2006,759.1019837
Jharkhand,10/1/2006,549.7427024
Jharkhand,1/1/2007,602.9333831
Jharkhand,4/1/2007,630.3237954
Jharkhand,7/1/2007,826.0105283
Jharkhand,10/1/2007,571.803872
Jharkhand,1/1/2008,554.6503586
Jharkhand,4/1/2008,580.3738717
Jharkhand,7/1/2008,833.547464
Jharkhand,10/1/2008,626.9813619
Jharkhand,1/1/2009,694.5771655
Jharkhand,4/1/2009,551.1797707
Jharkhand,7/1/2009,874.8342884
Jharkhand,10/1/2009,491.4142989
Jharkhand,1/1/2010,499.6726083
Jharkhand,4/1/2010,642.1332074
Jharkhand,7/1/2010,717.1967469
Jharkhand,10/1/2010,508.0728423
Jharkhand,1/1/2011,642.9176868
Jharkhand,4/1/2011,708.0417877
Jharkhand,7/1/2011,1020.229651
Jharkhand,10/1/2011,753.9130069
Jharkhand,1/1/2012,663.5811129
Jharkhand,4/1/2012,618.3624308
Jharkhand,7/1/2012,852.1595718
Jharkhand,10/1/2012,584.0101757
Jharkhand,1/1/2013,874.2633104
Jharkhand,4/1/2013,661.3476131
Jharkhand,7/1/2013,864.8607816
Jharkhand,10/1/2013,732.2810933
Jharkhand,1/1/2014,691.4138428
Jharkhand,4/1/2014,652.4132802
Jharkhand,7/1/2014,1273.239824
Jharkhand,10/1/2014,674.3435613
Jharkhand,1/1/2015,649.7992113
Jharkhand,4/1/2015,808.2159856
Jharkhand,7/1/2015,1101.047086
Jharkhand,10/1/2015,702.0316547
Jharkhand,1/1/2016,844.4206233
Jharkhand,4/1/2016,635.4917777
Jharkhand,7/1/2016,1147.49705
Jharkhand,10/1/2016,642.5388858
Jharkhand,1/1/2017,680.3658066
Jharkhand,4/1/2017,774.6629866
Jharkhand,7/1/2017,772.036752
Jharkhand,10/1/2017,737.165119
Jharkhand,1/1/2018,624.1739842
Jharkhand,4/1/2018,787.4000371
Jharkhand,7/1/2018,872.4163616
Jharkhand,10/1/2018,563.8555046
Jharkhand,1/1/2019,743.1884306
Jharkhand,4/1/2019,751.2985118
Jharkhand,7/1/2019,1055.857008
Jharkhand,10/1/2019,934.2585529
Karnataka,4/1/2000,532.7342597
Karnataka,7/1/2000,514.1576774
Karnataka,10/1/2000,443.2152486
Karnataka,1/1/2001,393.9240235
Karnataka,4/1/2001,469.4398927
Karnataka,7/1/2001,577.5754682
Karnataka,10/1/2001,374.0850754
Karnataka,1/1/2002,345.6274415
Karnataka,4/1/2002,484.0195882
Karnataka,7/1/2002,585.7230133
Karnataka,10/1/2002,407.1025199
Karnataka,1/1/2003,387.1189245
Karnataka,4/1/2003,462.3940138
Karnataka,7/1/2003,534.2281206
Karnataka,10/1/2003,413.8786058
Karnataka,1/1/2004,314.3009026
Karnataka,4/1/2004,455.669766
Karnataka,7/1/2004,428.9143095
Karnataka,10/1/2004,330.2977732
Karnataka,1/1/2005,377.4549685
Karnataka,4/1/2005,548.4726119
Karnataka,7/1/2005,524.0598583
Karnataka,10/1/2005,478.2678803
Karnataka,1/1/2006,320.578778
Karnataka,4/1/2006,612.4178553
Karnataka,7/1/2006,867.3164365
Karnataka,10/1/2006,435.1774243
Karnataka,1/1/2007,360.1584479
Karnataka,4/1/2007,565.6264333
Karnataka,7/1/2007,590.0083028
Karnataka,10/1/2007,530.3270883
Karnataka,1/1/2008,343.9681501
Karnataka,4/1/2008,504.1724957
Karnataka,7/1/2008,625.101005
Karnataka,10/1/2008,409.4926599
Karnataka,1/1/2009,335.2030221
Karnataka,4/1/2009,640.2431553
Karnataka,7/1/2009,575.4810327
Karnataka,10/1/2009,521.4781255
Karnataka,1/1/2010,440.0992755
Karnataka,4/1/2010,551.42657
Karnataka,7/1/2010,516.4995787
Karnataka,10/1/2010,453.7584128
Karnataka,1/1/2011,324.1519677
Karnataka,4/1/2011,624.4270604
Karnataka,7/1/2011,623.0292694
Karnataka,10/1/2011,517.4820806
Karnataka,1/1/2012,344.0014037
Karnataka,4/1/2012,650.6798465
Karnataka,7/1/2012,520.021406
Karnataka,10/1/2012,443.951597
Karnataka,1/1/2013,407.6945116
Karnataka,4/1/2013,594.0926802
Karnataka,7/1/2013,622.0485022
Karnataka,10/1/2013,449.4232363
Karnataka,1/1/2014,434.4504735
Karnataka,4/1/2014,795.9345733
Karnataka,7/1/2014,503.1735141
Karnataka,10/1/2014,526.9024243
Karnataka,1/1/2015,442.5751246
Karnataka,4/1/2015,620.8560913
Karnataka,7/1/2015,522.3609652
Karnataka,10/1/2015,577.6703614
Karnataka,1/1/2016,453.9524793
Karnataka,4/1/2016,594.7066861
Karnataka,7/1/2016,620.8196161
Karnataka,10/1/2016,506.0158879
Karnataka,1/1/2017,472.3039362
Karnataka,4/1/2017,730.2678663
Karnataka,7/1/2017,544.0007041
Karnataka,10/1/2017,562.4181992
Karnataka,1/1/2018,632.2876937
Karnataka,4/1/2018,715.4147893
Karnataka,7/1/2018,518.552927
Karnataka,10/1/2018,510.87216
Karnataka,1/1/2019,441.6081243
Karnataka,4/1/2019,593.8639705
Karnataka,7/1/2019,533.0172127
Karnataka,10/1/2019,431.2735986
Kerala,4/1/2000,604.1810002
Kerala,7/1/2000,482.2391341
Kerala,10/1/2000,394.6581299
Kerala,1/1/2001,364.3859008
Kerala,4/1/2001,425.1811534
Kerala,7/1/2001,432.443937
Kerala,10/1/2001,424.8298856
Kerala,1/1/2002,355.6383587
Kerala,4/1/2002,494.3010669
Kerala,7/1/2002,450.0963492
Kerala,10/1/2002,483.1165979
Kerala,1/1/2003,408.5526908
Kerala,4/1/2003,491.3383253
Kerala,7/1/2003,506.1375472
Kerala,10/1/2003,418.8569752
Kerala,1/1/2004,347.5536485
Kerala,4/1/2004,442.3260461
Kerala,7/1/2004,449.9068163
Kerala,10/1/2004,340.1643008
Kerala,1/1/2005,411.1123585
Kerala,4/1/2005,493.0142817
Kerala,7/1/2005,429.3486085
Kerala,10/1/2005,502.3879453
Kerala,1/1/2006,354.9199752
Kerala,4/1/2006,643.8872665
Kerala,7/1/2006,497.9956459
Kerala,10/1/2006,438.9650614
Kerala,1/1/2007,418.0457425
Kerala,4/1/2007,541.6403523
Kerala,7/1/2007,598.9304626
Kerala,10/1/2007,607.8949873
Kerala,1/1/2008,350.0504716
Kerala,4/1/2008,503.2131201
Kerala,7/1/2008,552.4798925
Kerala,10/1/2008,403.8896607
Kerala,1/1/2009,356.3151493
Kerala,4/1/2009,615.8433667
Kerala,7/1/2009,597.9121285
Kerala,10/1/2009,662.6702211
Kerala,1/1/2010,489.5108137
Kerala,4/1/2010,534.2602384
Kerala,7/1/2010,472.5132679
Kerala,10/1/2010,410.7727884
Kerala,1/1/2011,389.9592661
Kerala,4/1/2011,677.6494659
Kerala,7/1/2011,574.7911698
Kerala,10/1/2011,407.2543542
Kerala,1/1/2012,390.3996508
Kerala,4/1/2012,686.0626376
Kerala,7/1/2012,501.7800063
Kerala,10/1/2012,423.2689997
Kerala,1/1/2013,465.5081629
Kerala,4/1/2013,668.8928327
Kerala,7/1/2013,516.043868
Kerala,10/1/2013,437.399723
Kerala,1/1/2014,437.4378776
Kerala,4/1/2014,827.4073222
Kerala,7/1/2014,468.307582
Kerala,10/1/2014,463.7129415
Kerala,1/1/2015,532.7551994
Kerala,4/1/2015,600.0471452
Kerala,7/1/2015,443.8202348
Kerala,10/1/2015,512.2982736
Kerala,1/1/2016,497.1438682
Kerala,4/1/2016,701.5389417
Kerala,7/1/2016,457.6205152
Kerala,10/1/2016,572.6509574
Kerala,1/1/2017,528.0446895
Kerala,4/1/2017,844.350253
Kerala,7/1/2017,492.7603952
Kerala,10/1/2017,608.0870926
Kerala,1/1/2018,699.5835429
Kerala,4/1/2018,819.2077625
Kerala,7/1/2018,484.878122
Kerala,10/1/2018,625.813842
Kerala,1/1/2019,426.8860158
Kerala,4/1/2019,642.5624121
Kerala,7/1/2019,458.3390956
Kerala,10/1/2019,407.0562284
Lakshadweep,4/1/2000,479.5240412
Lakshadweep,7/1/2000,448.2486321
Lakshadweep,10/1/2000,286.2073431
Lakshadweep,1/1/2001,353.8110687
Lakshadweep,4/1/2001,417.7233377
Lakshadweep,7/1/2001,534.1412382
Lakshadweep,10/1/2001,307.800848
