ST_NM,date,aod
Lakshadweep,1/1/2002,285.0510541
Lakshadweep,4/1/2002,418.8222983
Lakshadweep,7/1/2002,417.8752113
Lakshadweep,10/1/2002,414.7683033
Lakshadweep,1/1/2003,313.3674174
Lakshadweep,4/1/2003,444.4950211
Lakshadweep,7/1/2003,467.9429562
Lakshadweep,10/1/2003,277.397529
Lakshadweep,1/1/2004,257.7113858
Lakshadweep,4/1/2004,409.7158527
Lakshadweep,7/1/2004,498.5138801
Lakshadweep,10/1/2004,197.5633489
Lakshadweep,1/1/2005,313.6167564
Lakshadweep,4/1/2005,387.8785489
Lakshadweep,7/1/2005,460.6652399
Lakshadweep,10/1/2005,323.0437107
Lakshadweep,1/1/2006,316.8261718
Lakshadweep,4/1/2006,482.0092344
Lakshadweep,7/1/2006,559.5166497
Lakshadweep,10/1/2006,279.651993
Lakshadweep,1/1/2007,413.4597157
Lakshadweep,4/1/2007,457.2019116
Lakshadweep,7/1/2007,630.6222119
Lakshadweep,10/1/2007,337.4623639
Lakshadweep,1/1/2008,304.787672
Lakshadweep,4/1/2008,436.706046
Lakshadweep,7/1/2008,557.621926
Lakshadweep,10/1/2008,245.8263455
Lakshadweep,1/1/2009,360.8580117
Lakshadweep,4/1/2009,526.2499325
Lakshadweep,7/1/2009,570.0068851
Lakshadweep,10/1/2009,388.166012
Lakshadweep,1/1/2010,364.5708461
Lakshadweep,4/1/2010,487.4207037
Lakshadweep,7/1/2010,228.4207219
Lakshadweep,10/1/2010,301.3825923
Lakshadweep,1/1/2011,350.4845233
Lakshadweep,4/1/2011,524.2618735
Lakshadweep,7/1/2011,580.5795753
Lakshadweep,10/1/2011,238.4990454
Lakshadweep,1/1/2012,311.8183095
Lakshadweep,4/1/2012,527.7656087
Lakshadweep,7/1/2012,518.1494841
Lakshadweep,10/1/2012,298.8395635
Lakshadweep,1/1/2013,433.4740927
Lakshadweep,4/1/2013,483.6249838
Lakshadweep,7/1/2013,510.4942147
Lakshadweep,10/1/2013,320.3622379
Lakshadweep,1/1/2014,461.1792011
Lakshadweep,4/1/2014,602.226294
Lakshadweep,7/1/2014,598.0885285
Lakshadweep,10/1/2014,313.3191381
Lakshadweep,1/1/2015,344.3368103
Lakshadweep,4/1/2015,422.90457
Lakshadweep,7/1/2015,408.6559111
Lakshadweep,10/1/2015,441.4636923
Lakshadweep,1/1/2016,337.6733496
Lakshadweep,4/1/2016,509.9841575
Lakshadweep,7/1/2016,494.8281085
Lakshadweep,10/1/2016,417.9877429
Lakshadweep,1/1/2017,397.8928535
Lakshadweep,4/1/2017,615.9389575
Lakshadweep,7/1/2017,451.5062021
Lakshadweep,10/1/2017,449.7446059
Lakshadweep,1/1/2018,440.9648219
Lakshadweep,4/1/2018,556.4872494
Lakshadweep,7/1/2018,471.2629729
Lakshadweep,10/1/2018,444.5849264
Lakshadweep,1/1/2019,354.7960268
Lakshadweep,4/1/2019,517.8504594
Lakshadweep,7/1/2019,430.526938
Lakshadweep,10/1/2019,196.0611078
Madhya Pradesh,4/1/2000,603.5317247
Madhya Pradesh,7/1/2000,438.3273803
Madhya Pradesh,10/1/2000,360.1730923
Madhya Pradesh,1/1/2001,398.2090306
Madhya Pradesh,4/1/2001,389.5260948
Madhya Pradesh,7/1/2001,601.3642051
Madhya Pradesh,10/1/2001,366.3492443
Madhya Pradesh,1/1/2002,413.0140297
Madhya Pradesh,4/1/2002,533.3031214
Madhya Pradesh,7/1/2002,792.321236
Madhya Pradesh,10/1/2002,357.0855102
Madhya Pradesh,1/1/2003,416.4944388
Madhya Pradesh,4/1/2003,495.7664856
Madhya Pradesh,7/1/2003,419.8701245
Madhya Pradesh,10/1/2003,368.6960064
Madhya Pradesh,1/1/2004,371.7943187
Madhya Pradesh,4/1/2004,608.0894612
Madhya Pradesh,7/1/2004,635.343742
Madhya Pradesh,10/1/2004,421.9169867
Madhya Pradesh,1/1/2005,462.3174597
Madhya Pradesh,4/1/2005,510.9513562
Madhya Pradesh,7/1/2005,619.2539623
Madhya Pradesh,10/1/2005,392.7413638
Madhya Pradesh,1/1/2006,336.3668504
Madhya Pradesh,4/1/2006,513.6716105
Madhya Pradesh,7/1/2006,728.1923304
Madhya Pradesh,10/1/2006,374.2183058
Madhya Pradesh,1/1/2007,427.7287513
Madhya Pradesh,4/1/2007,510.0925147
Madhya Pradesh,7/1/2007,547.4849554
Madhya Pradesh,10/1/2007,446.7604267
Madhya Pradesh,1/1/2008,557.4089485
Madhya Pradesh,4/1/2008,480.6687426
Madhya Pradesh,7/1/2008,753.8340899
Madhya Pradesh,10/1/2008,423.9391556
Madhya Pradesh,1/1/2009,525.8354739
Madhya Pradesh,4/1/2009,488.9381361
Madhya Pradesh,7/1/2009,486.2021152
Madhya Pradesh,10/1/2009,381.5898507
Madhya Pradesh,1/1/2010,366.1824638
Madhya Pradesh,4/1/2010,498.2049079
Madhya Pradesh,7/1/2010,567.3874789
Madhya Pradesh,10/1/2010,484.0516926
Madhya Pradesh,1/1/2011,400.1161636
Madhya Pradesh,4/1/2011,617.6248226
Madhya Pradesh,7/1/2011,1074.657745
Madhya Pradesh,10/1/2011,507.6265179
Madhya Pradesh,1/1/2012,457.3142999
Madhya Pradesh,4/1/2012,488.642196
Madhya Pradesh,7/1/2012,744.7894691
Madhya Pradesh,10/1/2012,457.4694032
Madhya Pradesh,1/1/2013,458.9128152
Madhya Pradesh,4/1/2013,555.5515626
Madhya Pradesh,7/1/2013,640.5761052
Madhya Pradesh,10/1/2013,481.8885813
Madhya Pradesh,1/1/2014,605.8227192
Madhya Pradesh,4/1/2014,504.3647996
Madhya Pradesh,7/1/2014,634.8660595
Madhya Pradesh,10/1/2014,509.5064874
Madhya Pradesh,1/1/2015,394.5414126
Madhya Pradesh,4/1/2015,651.0190359
Madhya Pradesh,7/1/2015,808.5559749
Madhya Pradesh,10/1/2015,548.2930123
Madhya Pradesh,1/1/2016,441.2175075
Madhya Pradesh,4/1/2016,460.8801291
Madhya Pradesh,7/1/2016,764.0669409
Madhya Pradesh,10/1/2016,462.7016521
Madhya Pradesh,1/1/2017,624.5303815
Madhya Pradesh,4/1/2017,540.4005975
Madhya Pradesh,7/1/2017,568.4090468
Madhya Pradesh,10/1/2017,462.7088531
Madhya Pradesh,1/1/2018,430.3740964
Madhya Pradesh,4/1/2018,535.7451916
Madhya Pradesh,7/1/2018,881.1403533
Madhya Pradesh,10/1/2018,442.3307328
Madhya Pradesh,1/1/2019,505.3766718
Madhya Pradesh,4/1/2019,433.7454735
Madhya Pradesh,7/1/2019,700.0609734
Madhya Pradesh,10/1/2019,543.4468115
Maharashtra,4/1/2000,530.1106478
Maharashtra,7/1/2000,641.5356289
Maharashtra,10/1/2000,421.0625974
Maharashtra,1/1/2001,437.7756418
Maharashtra,4/1/2001,488.7610044
Maharashtra,7/1/2001,619.7421617
Maharashtra,10/1/2001,344.3879011
Maharashtra,1/1/2002,350.096998
Maharashtra,4/1/2002,491.759681
Maharashtra,7/1/2002,672.6232461
Maharashtra,10/1/2002,372.3940764
Maharashtra,1/1/2003,441.61633
Maharashtra,4/1/2003,443.9198576
Maharashtra,7/1/2003,553.7681487
Maharashtra,10/1/2003,381.4793409
Maharashtra,1/1/2004,371.8002824
Maharashtra,4/1/2004,482.1310645
Maharashtra,7/1/2004,478.1805574
Maharashtra,10/1/2004,372.7776255
Maharashtra,1/1/2005,389.8194586
Maharashtra,4/1/2005,536.6743775
Maharashtra,7/1/2005,498.1288169
Maharashtra,10/1/2005,403.5927671
Maharashtra,1/1/2006,332.9399336
Maharashtra,4/1/2006,479.1526304
Maharashtra,7/1/2006,809.2785865
Maharashtra,10/1/2006,453.7072539
Maharashtra,1/1/2007,412.6895174
Maharashtra,4/1/2007,524.8907984
Maharashtra,7/1/2007,519.165811
Maharashtra,10/1/2007,438.2904407
Maharashtra,1/1/2008,440.4077336
Maharashtra,4/1/2008,508.231449
Maharashtra,7/1/2008,866.5979897
Maharashtra,10/1/2008,426.7659197
Maharashtra,1/1/2009,479.9523032
Maharashtra,4/1/2009,540.8656914
Maharashtra,7/1/2009,566.9496934
Maharashtra,10/1/2009,414.4245407
Maharashtra,1/1/2010,457.1709929
Maharashtra,4/1/2010,498.9483964
Maharashtra,7/1/2010,543.4760681
Maharashtra,10/1/2010,514.7603233
Maharashtra,1/1/2011,349.4300178
Maharashtra,4/1/2011,619.6502828
Maharashtra,7/1/2011,826.7613515
Maharashtra,10/1/2011,550.4432969
Maharashtra,1/1/2012,422.7913259
Maharashtra,4/1/2012,565.4466107
Maharashtra,7/1/2012,599.385189
Maharashtra,10/1/2012,516.4636644
Maharashtra,1/1/2013,481.8839064
Maharashtra,4/1/2013,557.969601
Maharashtra,7/1/2013,656.8983088
Maharashtra,10/1/2013,480.3174535
Maharashtra,1/1/2014,617.7743213
Maharashtra,4/1/2014,621.6322248
Maharashtra,7/1/2014,532.4854666
Maharashtra,10/1/2014,551.1915106
Maharashtra,1/1/2015,454.4336391
Maharashtra,4/1/2015,617.3111264
Maharashtra,7/1/2015,896.6093256
Maharashtra,10/1/2015,760.7425253
Maharashtra,1/1/2016,464.3436063
Maharashtra,4/1/2016,516.3510357
Maharashtra,7/1/2016,544.4278683
Maharashtra,10/1/2016,504.5997851
Maharashtra,1/1/2017,554.3420855
Maharashtra,4/1/2017,561.6186941
Maharashtra,7/1/2017,624.0615776
Maharashtra,10/1/2017,553.5273234
Maharashtra,1/1/2018,584.2483948
Maharashtra,4/1/2018,542.4925553
Maharashtra,7/1/2018,662.5824003
Maharashtra,10/1/2018,595.0120394
Maharashtra,1/1/2019,546.4376105
Maharashtra,4/1/2019,474.9354175
Maharashtra,7/1/2019,496.0126743
Maharashtra,10/1/2019,580.4116756
Manipur,4/1/2000,418.0181888
Manipur,7/1/2000,413.8283861
Manipur,10/1/2000,272.1313713
Manipur,1/1/2001,212.4284367
Manipur,4/1/2001,418.4027183
Manipur,7/1/2001,363.1448369
Manipur,10/1/2001,127.9561308
Manipur,1/1/2002,251.8556567
Manipur,4/1/2002,426.0302357
Manipur,7/1/2002,784.0845733
Manipur,10/1/2002,218.6765685
Manipur,1/1/2003,182.8025641
Manipur,4/1/2003,434.8730508
Manipur,7/1/2003,369.6272393
Manipur,10/1/2003,241.9695982
Manipur,1/1/2004,164.5170005
Manipur,4/1/2004,479.0508861
Manipur,7/1/2004,369.8273693
Manipur,10/1/2004,157.4243719
Manipur,1/1/2005,236.8533093
Manipur,4/1/2005,520.429954
Manipur,7/1/2005,355.3209171
Manipur,10/1/2005,240.0191586
Manipur,1/1/2006,262.384781
Manipur,4/1/2006,462.9381367
Manipur,7/1/2006,400.1620035
Manipur,10/1/2006,195.4766506
Manipur,1/1/2007,340.0989094
Manipur,4/1/2007,545.0284631
Manipur,7/1/2007,399.5092803
Manipur,10/1/2007,139.0142637
Manipur,1/1/2008,255.5837995
Manipur,4/1/2008,558.3616741
Manipur,7/1/2008,416.2647644
Manipur,10/1/2008,139.7616339
Manipur,1/1/2009,296.997556
Manipur,4/1/2009,575.9250283
Manipur,7/1/2009,393.0822124
Manipur,10/1/2009,184.6203974
Manipur,1/1/2010,132.075499
Manipur,4/1/2010,565.0373131
Manipur,7/1/2010,383.7344311
Manipur,10/1/2010,214.328322
Manipur,1/1/2011,382.1995977
Manipur,4/1/2011,563.1331497
Manipur,7/1/2011,571.2456719
Manipur,10/1/2011,245.9143124
Manipur,1/1/2012,299.5986489
Manipur,4/1/2012,623.9892353
Manipur,7/1/2012,397.9818175
Manipur,10/1/2012,142.8125245
Manipur,1/1/2013,260.9171245
Manipur,4/1/2013,572.2831616
Manipur,7/1/2013,444.7595516
Manipur,10/1/2013,346.1625826
Manipur,1/1/2014,209.8324978
Manipur,4/1/2014,573.3027076
Manipur,7/1/2014,423.7767155
Manipur,10/1/2014,214.7455959
Manipur,1/1/2015,190.3947278
Manipur,4/1/2015,549.5249456
Manipur,7/1/2015,480.9033445
Manipur,10/1/2015,231.652046
Manipur,1/1/2016,424.4654978
Manipur,4/1/2016,633.1257935
Manipur,7/1/2016,458.3790104
Manipur,10/1/2016,181.585483
Manipur,1/1/2017,185.3984348
Manipur,4/1/2017,654.1563544
Manipur,7/1/2017,342.4663298
Manipur,10/1/2017,278.2040076
Manipur,1/1/2018,278.0098379
Manipur,4/1/2018,639.1728913
Manipur,7/1/2018,417.0255555
Manipur,10/1/2018,344.580671
Manipur,1/1/2019,182.3996649
Manipur,4/1/2019,536.1148524
Manipur,7/1/2019,530.6752775
Manipur,10/1/2019,263.4120954
Meghalaya,4/1/2000,394.5090835
Meghalaya,7/1/2000,324.1574724
Meghalaya,10/1/2000,232.7343604
Meghalaya,1/1/2001,492.8339496
Meghalaya,4/1/2001,446.8618959
Meghalaya,7/1/2001,236.3619304
Meghalaya,10/1/2001,111.1706705
Meghalaya,1/1/2002,345.5452841
Meghalaya,4/1/2002,463.7479801
Meghalaya,7/1/2002,470.7216329
Meghalaya,10/1/2002,269.8299468
Meghalaya,1/1/2003,372.1253178
Meghalaya,4/1/2003,469.0994221
Meghalaya,7/1/2003,219.449406
Meghalaya,10/1/2003,303.6203184
Meghalaya,1/1/2004,316.7018044
Meghalaya,4/1/2004,520.9344259
Meghalaya,7/1/2004,350.0028099
Meghalaya,10/1/2004,256.068244
Meghalaya,1/1/2005,446.7087342
Meghalaya,4/1/2005,551.7013835
Meghalaya,7/1/2005,302.2404487
Meghalaya,10/1/2005,202.6244148
Meghalaya,1/1/2006,537.3625456
Meghalaya,4/1/2006,416.7107421
Meghalaya,7/1/2006,229.4776047
Meghalaya,10/1/2006,205.3098374
Meghalaya,1/1/2007,603.4212061
Meghalaya,4/1/2007,571.8253679
Meghalaya,7/1/2007,294.1296016
Meghalaya,10/1/2007,232.6642103
Meghalaya,1/1/2008,509.5219053
Meghalaya,4/1/2008,595.2734027
Meghalaya,7/1/2008,266.8233287
Meghalaya,10/1/2008,153.0080391
Meghalaya,1/1/2009,552.6987304
Meghalaya,4/1/2009,592.7667174
Meghalaya,7/1/2009,232.4144229
Meghalaya,10/1/2009,255.0264396
Meghalaya,1/1/2010,263.3806995
Meghalaya,4/1/2010,552.1341797
Meghalaya,7/1/2010,278.4011885
Meghalaya,10/1/2010,183.7862089
Meghalaya,1/1/2011,556.1598928
Meghalaya,4/1/2011,606.2147314
Meghalaya,7/1/2011,388.7412776
Meghalaya,10/1/2011,349.4813436
Meghalaya,1/1/2012,535.4474738
Meghalaya,4/1/2012,542.6341712
Meghalaya,7/1/2012,293.3152912
Meghalaya,10/1/2012,227.8171753
Meghalaya,1/1/2013,466.0961768
Meghalaya,4/1/2013,603.8529448
Meghalaya,7/1/2013,265.9669475
Meghalaya,10/1/2013,344.2420943
Meghalaya,1/1/2014,429.5967377
Meghalaya,4/1/2014,540.8704658
Meghalaya,7/1/2014,319.1534639
Meghalaya,10/1/2014,258.461096
Meghalaya,1/1/2015,333.0572856
Meghalaya,4/1/2015,501.6171436
Meghalaya,7/1/2015,211.9345762
Meghalaya,10/1/2015,293.7501047
Meghalaya,1/1/2016,679.0964376
Meghalaya,4/1/2016,566.5744014
Meghalaya,7/1/2016,405.1938552
Meghalaya,10/1/2016,169.2884597
Meghalaya,1/1/2017,390.4506103
Meghalaya,4/1/2017,687.0428651
Meghalaya,7/1/2017,225.6819959
Meghalaya,10/1/2017,332.6533992
Meghalaya,1/1/2018,546.1776162
Meghalaya,4/1/2018,701.5629682
Meghalaya,7/1/2018,386.4662146
Meghalaya,10/1/2018,426.1221893
Meghalaya,1/1/2019,379.2039975
Meghalaya,4/1/2019,638.8559131
Meghalaya,7/1/2019,399.9556924
Meghalaya,10/1/2019,352.0971658
Mizoram,4/1/2000,491.490511
Mizoram,7/1/2000,338.936169
Mizoram,10/1/2000,227.5677285
Mizoram,1/1/2001,186.6315623
Mizoram,4/1/2001,547.7014372
Mizoram,7/1/2001,246.5839918
Mizoram,10/1/2001,125.0718301
Mizoram,1/1/2002,196.2191402
Mizoram,4/1/2002,499.3541449
Mizoram,7/1/2002,526.0112907
Mizoram,10/1/2002,192.4140841
Mizoram,1/1/2003,180.7427202
Mizoram,4/1/2003,469.5851308
Mizoram,7/1/2003,252.1049392
Mizoram,10/1/2003,182.8324134
Mizoram,1/1/2004,182.0521147
Mizoram,4/1/2004,485.5635147
Mizoram,7/1/2004,363.9602337
Mizoram,10/1/2004,149.5416618
Mizoram,1/1/2005,207.6528935
Mizoram,4/1/2005,562.9474369
Mizoram,7/1/2005,238.3722785
Mizoram,10/1/2005,199.0855681
Mizoram,1/1/2006,213.5951513
Mizoram,4/1/2006,653.5063819
Mizoram,7/1/2006,296.4097202
Mizoram,10/1/2006,205.5040062
Mizoram,1/1/2007,321.8097132
Mizoram,4/1/2007,657.4723625
Mizoram,7/1/2007,320.8393416
Mizoram,10/1/2007,96.50247539
Mizoram,1/1/2008,225.7629499
Mizoram,4/1/2008,550.2189755
Mizoram,7/1/2008,352.4289913
Mizoram,10/1/2008,139.2567233
Mizoram,1/1/2009,275.4554774
Mizoram,4/1/2009,603.4304536
Mizoram,7/1/2009,311.7216778
Mizoram,10/1/2009,177.4361936
Mizoram,1/1/2010,120.6774774
Mizoram,4/1/2010,583.1047913
Mizoram,7/1/2010,326.0157816
Mizoram,10/1/2010,180.3151515
Mizoram,1/1/2011,321.274777
Mizoram,4/1/2011,646.8279671
Mizoram,7/1/2011,514.2383598
Mizoram,10/1/2011,229.6797501
Mizoram,1/1/2012,256.4676224
Mizoram,4/1/2012,642.4808633
Mizoram,7/1/2012,322.3043835
Mizoram,10/1/2012,129.038104
Mizoram,1/1/2013,220.8756292
Mizoram,4/1/2013,671.3579443
Mizoram,7/1/2013,369.0442209
Mizoram,10/1/2013,264.0242245
Mizoram,1/1/2014,192.5325647
Mizoram,4/1/2014,742.5695157
Mizoram,7/1/2014,377.5703041
Mizoram,10/1/2014,199.9166418
Mizoram,1/1/2015,196.5608338
Mizoram,4/1/2015,714.4981831
Mizoram,7/1/2015,526.243757
Mizoram,10/1/2015,217.6797386
Mizoram,1/1/2016,381.9000762
Mizoram,4/1/2016,792.078705
Mizoram,7/1/2016,426.9487519
Mizoram,10/1/2016,155.9212351
Mizoram,1/1/2017,169.2101739
Mizoram,4/1/2017,653.1729225
Mizoram,7/1/2017,257.764079
Mizoram,10/1/2017,334.3024401
Mizoram,1/1/2018,291.7736483
Mizoram,4/1/2018,749.8991834
Mizoram,7/1/2018,340.4803663
Mizoram,10/1/2018,315.8884834
Mizoram,1/1/2019,157.6716022
Mizoram,4/1/2019,674.0591881
Mizoram,7/1/2019,388.6733941
Mizoram,10/1/2019,255.192877
Nagaland,4/1/2000,416.0360586
Nagaland,7/1/2000,326.857347
Nagaland,10/1/2000,248.6224235
Nagaland,1/1/2001,298.4581901
Nagaland,4/1/2001,494.4299932
Nagaland,7/1/2001,235.6912494
Nagaland,10/1/2001,145.9218157
Nagaland,1/1/2002,238.3048487
Nagaland,4/1/2002,465.8338525
Nagaland,7/1/2002,540.7961075
Nagaland,10/1/2002,211.7752398
Nagaland,1/1/2003,287.9648774
Nagaland,4/1/2003,502.5410571
Nagaland,7/1/2003,221.9306116
Nagaland,10/1/2003,260.1049075
Nagaland,1/1/2004,192.2936566
Nagaland,4/1/2004,417.3633238
Nagaland,7/1/2004,334.9726653
Nagaland,10/1/2004,151.0319886
Nagaland,1/1/2005,276.5172308
Nagaland,4/1/2005,567.3686515
Nagaland,7/1/2005,320.9810892
Nagaland,10/1/2005,219.1845409
Nagaland,1/1/2006,354.2132861
Nagaland,4/1/2006,481.6045016
Nagaland,7/1/2006,265.9931959
Nagaland,10/1/2006,160.8511117
Nagaland,1/1/2007,434.9610986
Nagaland,4/1/2007,468.6062322
Nagaland,7/1/2007,257.6180316
Nagaland,10/1/2007,162.3665151
Nagaland,1/1/2008,344.9143012
Nagaland,4/1/2008,624.4848081
Nagaland,7/1/2008,223.4342438
Nagaland,10/1/2008,131.7382378
Nagaland,1/1/2009,408.8402243
Nagaland,4/1/2009,622.2410346
Nagaland,7/1/2009,271.4057443
Nagaland,10/1/2009,144.5144024
Nagaland,1/1/2010,190.0155561
Nagaland,4/1/2010,605.8956508
Nagaland,7/1/2010,319.1109268
Nagaland,10/1/2010,206.0421269
Nagaland,1/1/2011,433.9266627
Nagaland,4/1/2011,610.1026248
Nagaland,7/1/2011,436.1032158
Nagaland,10/1/2011,272.9370793
Nagaland,1/1/2012,419.3042646
Nagaland,4/1/2012,632.3370323
Nagaland,7/1/2012,371.9975192
Nagaland,10/1/2012,148.5315219
Nagaland,1/1/2013,309.9075195
Nagaland,4/1/2013,567.7242628
Nagaland,7/1/2013,425.4896262
Nagaland,10/1/2013,282.0427378
Nagaland,1/1/2014,309.6417178
Nagaland,4/1/2014,636.1012612
Nagaland,7/1/2014,321.4224952
Nagaland,10/1/2014,241.1983979
Nagaland,1/1/2015,240.591703
Nagaland,4/1/2015,538.0947312
Nagaland,7/1/2015,303.0272345
Nagaland,10/1/2015,214.1950601
Nagaland,1/1/2016,434.0041906
Nagaland,4/1/2016,563.5329497
Nagaland,7/1/2016,349.6184214
Nagaland,10/1/2016,181.6057187
Nagaland,1/1/2017,247.09568
Nagaland,4/1/2017,739.5028353
Nagaland,7/1/2017,337.2006754
Nagaland,10/1/2017,296.2763352
Nagaland,1/1/2018,369.6718616
Nagaland,4/1/2018,638.7395561
Nagaland,7/1/2018,399.754179
Nagaland,10/1/2018,381.5197395
Nagaland,1/1/2019,231.4916157
Nagaland,4/1/2019,534.3630843
Nagaland,7/1/2019,519.1332166
Nagaland,10/1/2019,319.528942
NCT of Delhi,4/1/2000,514.0884476
NCT of Delhi,7/1/2000,1401.227569
NCT of Delhi,10/1/2000,1012.128842
NCT of Delhi,1/1/2001,646.2844495
NCT of Delhi,4/1/2001,492.4020425
NCT of Delhi,7/1/2001,760.708901
NCT of Delhi,10/1/2001,1201.152478
NCT of Delhi,1/1/2002,659.3945935
NCT of Delhi,4/1/2002,505.1102183
NCT of Delhi,7/1/2002,1115.469715
NCT of Delhi,10/1/2002,831.9451607
NCT of Delhi,1/1/2003,828.0865451
NCT of Delhi,4/1/2003,499.1956316
NCT of Delhi,7/1/2003,961.9899034
NCT of Delhi,10/1/2003,1169.677303
NCT of Delhi,1/1/2004,795.8057926
NCT of Delhi,4/1/2004,705.3377414
NCT of Delhi,7/1/2004,1213.796896
NCT of Delhi,10/1/2004,1318.416591
NCT of Delhi,1/1/2005,668.6807587
NCT of Delhi,4/1/2005,518.2307826
NCT of Delhi,7/1/2005,1180.890889
NCT of Delhi,10/1/2005,879.5715758
NCT of Delhi,1/1/2006,458.9363124
NCT of Delhi,4/1/2006,553.5071826
NCT of Delhi,7/1/2006,627.8038535
NCT of Delhi,10/1/2006,1103.878871
NCT of Delhi,1/1/2007,708.6096304
NCT of Delhi,4/1/2007,546.6231403
NCT of Delhi,7/1/2007,939.2942215
NCT of Delhi,10/1/2007,742.7615127
NCT of Delhi,1/1/2008,585.0807381
NCT of Delhi,4/1/2008,424.7523395
NCT of Delhi,7/1/2008,1406.032301
NCT of Delhi,10/1/2008,1037.510199
NCT of Delhi,1/1/2009,657.3713435
NCT of Delhi,4/1/2009,436.4152702
NCT of Delhi,7/1/2009,629.5462435
NCT of Delhi,10/1/2009,613.4175327
NCT of Delhi,1/1/2010,1125.779205
NCT of Delhi,4/1/2010,546.0788123
NCT of Delhi,7/1/2010,1213.094642
NCT of Delhi,10/1/2010,966.1621852
NCT of Delhi,1/1/2011,766.3172901
NCT of Delhi,4/1/2011,540.9656343
NCT of Delhi,7/1/2011,1562.592385
NCT of Delhi,10/1/2011,1012.58045
NCT of Delhi,1/1/2012,744.5448108
NCT of Delhi,4/1/2012,473.2671615
NCT of Delhi,7/1/2012,725.3078669
NCT of Delhi,10/1/2012,1207.763096
NCT of Delhi,1/1/2013,818.7701366
NCT of Delhi,4/1/2013,531.5522831
NCT of Delhi,7/1/2013,1447.594118
NCT of Delhi,10/1/2013,1465.815153
NCT of Delhi,1/1/2014,1116.142926
NCT of Delhi,4/1/2014,407.863633
NCT of Delhi,7/1/2014,839.2383064
NCT of Delhi,10/1/2014,1196.49897
NCT of Delhi,1/1/2015,850.2816348
NCT of Delhi,4/1/2015,571.5411679
NCT of Delhi,7/1/2015,1096.628211
NCT of Delhi,10/1/2015,905.3760724
NCT of Delhi,1/1/2016,1011.485273
NCT of Delhi,4/1/2016,544.0907533
NCT of Delhi,7/1/2016,847.2362331
NCT of Delhi,10/1/2016,880.9065797
NCT of Delhi,1/1/2017,910.2254776
NCT of Delhi,4/1/2017,540.7958034
NCT of Delhi,7/1/2017,997.8140188
NCT of Delhi,10/1/2017,974.1806238
NCT of Delhi,1/1/2018,733.8829798
NCT of Delhi,4/1/2018,569.3046647
NCT of Delhi,7/1/2018,1300.951353
NCT of Delhi,10/1/2018,798.2418397
NCT of Delhi,1/1/2019,879.8195095
NCT of Delhi,4/1/2019,506.3847234
NCT of Delhi,7/1/2019,1917.605516
NCT of Delhi,10/1/2019,1348.030054
Odisha,4/1/2000,688.3836087
Odisha,7/1/2000,496.9378421
Odisha,10/1/2000,434.6364771
Odisha,1/1/2001,493.1641345
Odisha,4/1/2001,480.7599064
Odisha,7/1/2001,767.8224626
Odisha,10/1/2001,425.4099017
Odisha,1/1/2002,407.9084175
Odisha,4/1/2002,556.1976148
Odisha,7/1/2002,834.2025036
Odisha,10/1/2002,440.6063865
Odisha,1/1/2003,454.3064972
Odisha,4/1/2003,581.9723433
Odisha,7/1/2003,632.9154179
Odisha,10/1/2003,445.6944271
Odisha,1/1/2004,412.2878556
Odisha,4/1/2004,572.1218567
Odisha,7/1/2004,727.0297878
Odisha,10/1/2004,464.201385
Odisha,1/1/2005,558.2842741
Odisha,4/1/2005,640.3514719
Odisha,7/1/2005,536.5467335
Odisha,10/1/2005,565.6033802
Odisha,1/1/2006,373.5909999
Odisha,4/1/2006,668.2204116
Odisha,7/1/2006,660.2842062
Odisha,10/1/2006,514.7510724
Odisha,1/1/2007,515.0389144
Odisha,4/1/2007,688.0867971
Odisha,7/1/2007,683.9676914
Odisha,10/1/2007,520.8098233
Odisha,1/1/2008,456.6745603
Odisha,4/1/2008,724.3732047
Odisha,7/1/2008,804.1748907
Odisha,10/1/2008,595.7201008
Odisha,1/1/2009,565.4556185
Odisha,4/1/2009,595.9607778
Odisha,7/1/2009,772.5508517
Odisha,10/1/2009,497.1884486
Odisha,1/1/2010,484.1261264
Odisha,4/1/2010,602.0111463
Odisha,7/1/2010,640.0426441
Odisha,10/1/2010,563.7474259
Odisha,1/1/2011,505.3591809
Odisha,4/1/2011,695.7888409
Odisha,7/1/2011,733.8061987
Odisha,10/1/2011,617.0550371
Odisha,1/1/2012,570.6475509
Odisha,4/1/2012,673.5880215
Odisha,7/1/2012,854.0092671
Odisha,10/1/2012,608.9416664
Odisha,1/1/2013,643.0641249
Odisha,4/1/2013,833.2962066
Odisha,7/1/2013,608.1673891
Odisha,10/1/2013,514.5216688
Odisha,1/1/2014,757.0323546
Odisha,4/1/2014,965.2404372
Odisha,7/1/2014,980.0454551
Odisha,10/1/2014,713.0610292
Odisha,1/1/2015,618.6075667
Odisha,4/1/2015,791.8044449
Odisha,7/1/2015,1076.418624
Odisha,10/1/2015,836.959249
Odisha,1/1/2016,723.1931406
Odisha,4/1/2016,854.4317165
Odisha,7/1/2016,667.0432344
Odisha,10/1/2016,620.679035
Odisha,1/1/2017,668.4531672
Odisha,4/1/2017,880.5539987
Odisha,7/1/2017,1102.864015
Odisha,10/1/2017,696.8707401
Odisha,1/1/2018,597.7296023
Odisha,4/1/2018,786.1362579
Odisha,7/1/2018,799.4277116
Odisha,10/1/2018,700.6311895
Odisha,1/1/2019,725.847662
Odisha,4/1/2019,834.8198313
