Ward_No,date,mean
2,8/12/2018,0.217016906
5,8/12/2018,0.009220149
4,8/12/2018,-0.07476869
3,8/12/2018,-0.076884247
1,8/12/2018,0.306721198
6,8/12/2018,0.197207342
21,8/12/2018,-0.220362812
7,8/12/2018,0.078409754
8,8/12/2018,-0.220245366
10,8/12/2018,0.166097739
13,8/12/2018,0.225319515
14,8/12/2018,0.230114434
9,8/12/2018,0.09639608
11,8/12/2018,0.217016906
12,8/12/2018,0.242812528
20,8/12/2018,-0.210536428
15,8/12/2018,0.284694725
16,8/12/2018,0.30307734
17,8/12/2018,0.260780981
18,8/12/2018,0.25145887
24,8/12/2018,-0.281418741
19,8/12/2018,-0.036016997
22,8/12/2018,-0.274534207
23,8/12/2018,-0.106208065
27,8/12/2018,-0.281418741
28,8/12/2018,-0.281412178
25,8/12/2018,-0.281418741
26,8/12/2018,-0.244497575
30,8/12/2018,-0.082748955
31,8/12/2018,-0.174290706
32,8/12/2018,-0.281418741
46,8/12/2018,-0.034556649
51,8/12/2018,0.165731451
33,8/12/2018,-0.061250249
47,8/12/2018,-0.085296399
34,8/12/2018,-0.130701677
35,8/12/2018,-0.012198334
42,8/12/2018,-0.021313396
43,8/12/2018,-0.018770238
45,8/12/2018,-0.018770238
48,8/12/2018,0.071803179
49,8/12/2018,4.45E-05
50,8/12/2018,0.175870991
36,8/12/2018,0.1461766
37,8/12/2018,0.326805443
71,8/12/2018,0.07433317
38,8/12/2018,0.211840822
39,8/12/2018,0.009590686
40,8/12/2018,0.009067182
41,8/12/2018,-0.001213159
70,8/12/2018,-0.00368289
44,8/12/2018,-0.018770238
58,8/12/2018,-0.018770238
59,8/12/2018,-0.018770238
69,8/12/2018,6.60E-04
55,8/12/2018,0.166235974
54,8/12/2018,0.09257432
53,8/12/2018,0.214511788
52,8/12/2018,0.208355838
61,8/12/2018,-0.018770238
60,8/12/2018,-0.016685893
57,8/12/2018,-0.018770238
56,8/12/2018,0.016677531
64,8/12/2018,0.171261203
63,8/12/2018,-0.018770238
62,8/12/2018,0.047616121
67,8/12/2018,-0.015702194
66,8/12/2018,0.091729654
65,8/12/2018,0.214160664
68,8/12/2018,0.314245391
72,8/12/2018,0.326805443
73,8/12/2018,0.326805443
74,8/12/2018,0.326805443
77,8/12/2018,0.284806797
75,8/12/2018,0.233209305
76,8/12/2018,0.326805443
76,8/12/2018,0.326805443
78,8/12/2018,0.300366881
79,8/12/2018,0.218503032
29,8/12/2018,-0.099890867
83,8/12/2018,0.172031168
82,8/12/2018,0.15670303
80,8/12/2018,0.002211161
85,8/12/2018,0.255061732
81,8/12/2018,-0.077904984
84,8/12/2018,0.146932627
2,8/13/2018,-0.563127519
5,8/13/2018,-0.578955233
4,8/13/2018,-0.574620007
3,8/13/2018,-0.511424268
1,8/13/2018,-0.468477218
6,8/13/2018,-0.569421716
21,8/13/2018,-0.328611195
7,8/13/2018,-0.574048775
8,8/13/2018,-0.515182686
10,8/13/2018,-0.479561674
13,8/13/2018,-0.379029449
