Ward_No,date,mean
29,11/26/2019,-1.398408091
28,11/26/2019,-1.345114759
27,11/26/2019,-1.309106857
26,11/26/2019,-1.336443691
25,11/26/2019,-1.329929725
24,11/26/2019,-1.300709395
30,11/26/2019,-1.337352033
31,11/26/2019,-1.424338178
32,11/26/2019,-1.399349844
77,11/26/2019,-1.651095938
76,11/26/2019,-1.629493413
74,11/26/2019,-1.543810957
72,11/26/2019,-1.543733227
68,11/26/2019,-1.396493227
67,11/26/2019,-1.403171196
69,11/26/2019,-1.459376859
70,11/26/2019,-1.510986237
71,11/26/2019,-1.525301641
73,11/26/2019,-1.543852806
75,11/26/2019,-1.559212735
34,11/26/2019,-1.481725582
36,11/26/2019,-1.373299324
33,11/26/2019,-1.417354733
35,11/26/2019,-1.467471706
15,11/26/2019,-1.403156619
16,11/26/2019,-1.394171934
17,11/26/2019,-1.394999296
18,11/26/2019,-1.39542962
19,11/26/2019,-1.384176348
20,11/26/2019,-1.383054277
21,11/26/2019,-1.370795388
22,11/26/2019,-1.326556028
23,11/26/2019,-1.305805549
66,11/26/2019,-1.39501745
63,11/26/2019,-1.395000458
59,11/26/2019,-1.502207035
56,11/26/2019,-1.544232322
58,11/26/2019,-1.530470879
57,11/26/2019,-1.543852806
60,11/26/2019,-1.465396659
62,11/26/2019,-1.395000458
61,11/26/2019,-1.395000458
65,11/26/2019,-1.395321919
64,11/26/2019,-1.395827557
48,11/26/2019,-1.566794831
47,11/26/2019,-1.551511639
49,11/26/2019,-1.550084293
50,11/26/2019,-1.518676133
52,11/26/2019,-1.511838462
51,11/26/2019,-1.524807591
54,11/26/2019,-1.548682451
53,11/26/2019,-1.548578522
55,11/26/2019,-1.556164522
37,11/26/2019,-1.380683298
40,11/26/2019,-1.348569604
38,11/26/2019,-1.40734251
39,11/26/2019,-1.416749014
41,11/26/2019,-1.3708374
42,11/26/2019,-1.303821082
43,11/26/2019,-1.346681496
45,11/26/2019,-1.413427463
46,11/26/2019,-1.438048728
44,11/26/2019,-1.417949846
11,11/26/2019,-1.387357705
12,11/26/2019,-1.420376651
13,11/26/2019,-1.374849581
14,11/26/2019,-1.381340017
1,11/26/2019,-1.534052609
2,11/26/2019,-1.404933117
3,11/26/2019,-1.446487496
4,11/26/2019,-1.487883586
5,11/26/2019,-1.422718335
6,11/26/2019,-1.408375522
7,11/26/2019,-1.397969079
9,11/26/2019,-1.38312959
10,11/26/2019,-1.371442659
8,11/26/2019,-1.386316821
29,11/27/2019,-1.530988452
28,11/27/2019,-1.492722523
27,11/27/2019,-1.496311773
26,11/27/2019,-1.533615132
25,11/27/2019,-1.549801135
24,11/27/2019,-1.514175446
30,11/27/2019,-1.549757647
31,11/27/2019,-1.572222427
32,11/27/2019,-1.575478488
77,11/27/2019,-1.814575384
76,11/27/2019,-1.74586656
74,11/27/2019,-1.738161114
72,11/27/2019,-1.659476615
68,11/27/2019,-1.654748321
67,11/27/2019,-1.654748321
69,11/27/2019,-1.669565188
70,11/27/2019,-1.654750315
71,11/27/2019,-1.659653374
73,11/27/2019,-1.771286088
75,11/27/2019,-1.761589722
34,11/27/2019,-1.718890634
36,11/27/2019,-1.57275549
33,11/27/2019,-1.680146905
35,11/27/2019,-1.71067492
15,11/27/2019,-1.626678708
16,11/27/2019,-1.559624575
17,11/27/2019,-1.594830789
18,11/27/2019,-1.568038801
19,11/27/2019,-1.549848377
20,11/27/2019,-1.556156754
21,11/27/2019,-1.547764454
22,11/27/2019,-1.535666624
23,11/27/2019,-1.502860867
66,11/27/2019,-1.649219126
63,11/27/2019,-1.635721
59,11/27/2019,-1.655444721
56,11/27/2019,-1.700330921
58,11/27/2019,-1.656186036
57,11/27/2019,-1.657585513
60,11/27/2019,-1.654748321
62,11/27/2019,-1.651948255
61,11/27/2019,-1.654748321
65,11/27/2019,-1.654748321
64,11/27/2019,-1.654748321
48,11/27/2019,-1.716777576
47,11/27/2019,-1.693335632
49,11/27/2019,-1.73359592
50,11/27/2019,-1.690364824
52,11/27/2019,-1.66754803
51,11/27/2019,-1.692121552
54,11/27/2019,-1.695243701
53,11/27/2019,-1.695542087
55,11/27/2019,-1.785254718
37,11/27/2019,-1.567824348
40,11/27/2019,-1.527890252
38,11/27/2019,-1.602432634
39,11/27/2019,-1.586984036
41,11/27/2019,-1.518863678
42,11/27/2019,-1.518721287
43,11/27/2019,-1.521293947
45,11/27/2019,-1.549870193
46,11/27/2019,-1.688409416
44,11/27/2019,-1.626553078
11,11/27/2019,-1.516965335
12,11/27/2019,-1.553163515
13,11/27/2019,-1.531083616
14,11/27/2019,-1.524519738
1,11/27/2019,-1.633233271
2,11/27/2019,-1.4953945
3,11/27/2019,-1.491267858
4,11/27/2019,-1.608486527
5,11/27/2019,-1.528551882
6,11/27/2019,-1.507827609
7,11/27/2019,-1.50593988
9,11/27/2019,-1.537812623
10,11/27/2019,-1.524457021
8,11/27/2019,-1.55218194
29,11/28/2019,-0.751588859
28,11/28/2019,-0.869534583
27,11/28/2019,-1.062344737
26,11/28/2019,-1.286421384
25,11/28/2019,-1.300753786
24,11/28/2019,-1.09307676
30,11/28/2019,-1.179260516
31,11/28/2019,-0.640658543
32,11/28/2019,-0.433165444
77,11/28/2019,-0.900883684
76,11/28/2019,-1.071963099
74,11/28/2019,-1.008941444
72,11/28/2019,-1.127354843
68,11/28/2019,-1.094451351
67,11/28/2019,-1.028200856
69,11/28/2019,-1.014704033
70,11/28/2019,-0.991122484
71,11/28/2019,-1.039643044
73,11/28/2019,-1.131113954
75,11/28/2019,-0.985690888
34,11/28/2019,-0.563176167
36,11/28/2019,-1.239664529
33,11/28/2019,-0.45672298
35,11/28/2019,-1.177708864
15,11/28/2019,-1.123696248
16,11/28/2019,-1.136106021
17,11/28/2019,-1.13104211
18,11/28/2019,-1.075351386
19,11/28/2019,-1.135333044
20,11/28/2019,-1.096179304
21,11/28/2019,-1.089416568
22,11/28/2019,-1.071464208
23,11/28/2019,-1.055856148
66,11/28/2019,-1.131660916
63,11/28/2019,-1.093205747
59,11/28/2019,-1.15506053
56,11/28/2019,-1.153827847
58,11/28/2019,-1.133719332
57,11/28/2019,-1.150960589
60,11/28/2019,-1.144130146
62,11/28/2019,-1.09436269
61,11/28/2019,-1.106620367
65,11/28/2019,-1.037385135
64,11/28/2019,-1.038902617
48,11/28/2019,-1.123929779
47,11/28/2019,-1.152927589
49,11/28/2019,-1.158964227
50,11/28/2019,-1.151018057
52,11/28/2019,-1.155060415
51,11/28/2019,-1.155060156
54,11/28/2019,-1.15506053
53,11/28/2019,-1.15506053
55,11/28/2019,-1.120382088
37,11/28/2019,-1.336689711
40,11/28/2019,-1.24335046
38,11/28/2019,-1.336689711
39,11/28/2019,-1.217442623
41,11/28/2019,-1.069170535
42,11/28/2019,-1.068989158
43,11/28/2019,-1.068989158
45,11/28/2019,-1.068989158
46,11/28/2019,-1.115277747
44,11/28/2019,-1.083973011
11,11/28/2019,-1.103836182
12,11/28/2019,-1.091259125
13,11/28/2019,-1.112659211
14,11/28/2019,-0.801530414
1,11/28/2019,-1.131624915
2,11/28/2019,-1.362326718
3,11/28/2019,-1.364261607
4,11/28/2019,-1.234527984
5,11/28/2019,-1.138570158
6,11/28/2019,-1.215010322
7,11/28/2019,-1.208618166
9,11/28/2019,-1.137247205
10,11/28/2019,-1.142194168
8,11/28/2019,-1.136961878
29,11/29/2019,-0.177483808
28,11/29/2019,-0.275531684
27,11/29/2019,-0.303720085
26,11/29/2019,-0.35203558
25,11/29/2019,-0.30214941
24,11/29/2019,-0.290660441
30,11/29/2019,-0.275138179
31,11/29/2019,-0.250288164
32,11/29/2019,-0.261206878
77,11/29/2019,-0.296026213
76,11/29/2019,-0.277552606
74,11/29/2019,-0.321788399
72,11/29/2019,-0.327125697
68,11/29/2019,-0.122464803
67,11/29/2019,-0.133889277
69,11/29/2019,-0.081249184
70,11/29/2019,-0.161758721
71,11/29/2019,-0.212614867
73,11/29/2019,-0.326414155
75,11/29/2019,-0.282052732
34,11/29/2019,-0.204829968
36,11/29/2019,-0.273411961
33,11/29/2019,-0.23678621
35,11/29/2019,-0.216559576
15,11/29/2019,-0.104436714
16,11/29/2019,-0.146935173
17,11/29/2019,-0.141806188
18,11/29/2019,-0.154967735
19,11/29/2019,-0.225700601
20,11/29/2019,-0.231837995
21,11/29/2019,-0.24027265
22,11/29/2019,-0.276617428
23,11/29/2019,-0.305779724
66,11/29/2019,-0.143435523
63,11/29/2019,-0.140891754
59,11/29/2019,-0.214409662
56,11/29/2019,-0.297117617
58,11/29/2019,-0.308073228
57,11/29/2019,-0.311244867
60,11/29/2019,-0.137436839
62,11/29/2019,-0.143435523
61,11/29/2019,-0.142740997
65,11/29/2019,-0.144194437
64,11/29/2019,-0.143619698
48,11/29/2019,-0.260939089
47,11/29/2019,-0.245667394
49,11/29/2019,-0.262993394
50,11/29/2019,-0.193608108
52,11/29/2019,-0.206447358
51,11/29/2019,-0.216268967
54,11/29/2019,-0.279363069
53,11/29/2019,-0.262123431
55,11/29/2019,-0.304078021
37,11/29/2019,-0.283162139
40,11/29/2019,-0.287245304
38,11/29/2019,-0.20093453
39,11/29/2019,-0.210105804
41,11/29/2019,-0.288761528
42,11/29/2019,-0.289205381
43,11/29/2019,-0.269719606
45,11/29/2019,-0.205338541
46,11/29/2019,-0.193737505
44,11/29/2019,-0.142921633
11,11/29/2019,-0.024973103
12,11/29/2019,-0.037546013
13,11/29/2019,-0.177333858
14,11/29/2019,-0.160049907
1,11/29/2019,-0.233760576
2,11/29/2019,-0.23854546
3,11/29/2019,-0.220141595
4,11/29/2019,-0.198880773
5,11/29/2019,-0.18203137
6,11/29/2019,-0.232479595
7,11/29/2019,-0.248614664
9,11/29/2019,-0.272786066
10,11/29/2019,-0.136088824
8,11/29/2019,-0.218831026
29,11/30/2019,-0.999195329
