date,Ward_No,mean,month,year,week
2018-07-31,101.59949494949494,-0.45156377481059107,7,2018,31
2018-08-31,100.0,-0.3945430319779673,8,2018,35
2018-09-30,100.0,-1.0241352274362665,9,2018,39
2018-10-31,100.0,-0.9082974953264712,10,2018,44
2018-11-30,100.0,-0.959690818089884,11,2018,48
2018-12-31,100.0,-0.8352682949672329,12,2018,1
2019-01-31,100.0,-1.086505411857166,1,2019,5
2019-02-28,100.0,-1.0260271846703983,2,2019,9
2019-03-31,100.0,-0.789033116048722,3,2019,13
2019-04-30,100.0,-0.8484461254737979,4,2019,18
2019-05-31,100.0,-0.789804454168994,5,2019,22
2019-06-30,100.0,-1.0036299870466003,6,2019,26
2019-07-31,100.0,-1.0436394144113916,7,2019,31
2019-08-31,100.0,-1.084301503841759,8,2019,35
2019-09-30,100.0,-1.2876814829311771,9,2019,40
2019-10-31,100.0,-1.298871869705344,10,2019,44
2019-11-30,100.0,-1.1913031683031146,11,2019,48
2019-12-31,100.0,-1.272869131509388,12,2019,1
2020-01-31,100.0,-1.3893134536485314,1,2020,5
2020-02-29,100.08426415833823,-1.4320934395649376,2,2020,9
2020-03-31,100.0,-1.3178828410866357,3,2020,14
2020-04-30,100.0,-1.201164967171642,4,2020,18
2020-05-31,100.0,-1.1503199594395763,5,2020,22
2020-06-30,100.0,-1.3418171464771145,6,2020,27
2020-07-31,100.0,-1.3007485806941221,7,2020,31
2020-08-31,100.0,-1.4309159395543254,8,2020,36
2020-09-30,100.0,-1.4795951218490877,9,2020,40
2020-10-31,100.0,-1.5523754959001144,10,2020,44
