date,mean,Ward_No,month,year,week
2018-07-31,-0.42957368841999993,77.15172413793105,7,2018,31
2018-08-31,-0.46609195331009845,77.15172413793105,8,2018,35
2018-09-30,-0.8472326824039412,77.15172413793105,9,2018,39
2018-10-31,-0.9063545312273483,77.15172413793105,10,2018,44
2018-11-30,-0.8548086594561017,76.88138888888892,11,2018,48
2018-12-31,-0.8214598508696789,77.15172413793105,12,2018,1
2019-01-31,-0.6511797120736375,77.15172413793105,1,2019,5
2019-02-28,-0.7507853844844827,77.15172413793105,2,2019,9
2019-03-31,-0.5455123887964328,77.15172413793105,3,2019,13
2019-04-30,-0.4973875527756324,77.15172413793105,4,2019,18
2019-05-31,-0.5691490068166851,77.15172413793105,5,2019,22
2019-06-30,-0.8270079089954817,77.15172413793105,6,2019,26
2019-07-31,-0.9529753026321046,77.15172413793105,7,2019,31
2019-08-31,-0.9070172592640711,77.15172413793105,8,2019,35
2019-09-30,-1.1351163333333334,77.15172413793105,9,2019,40
2019-10-31,-1.1757875513443827,77.15172413793105,10,2019,44
2019-11-30,-1.222526460188506,77.15172413793105,11,2019,48
2019-12-31,-1.2600160778887652,77.15172413793105,12,2019,1
2020-01-31,-1.2221972488685207,77.15172413793105,1,2020,5
2020-02-29,-1.1206847493126435,77.15172413793105,2,2020,9
2020-03-31,-1.1794508578511296,77.15172413793105,3,2020,14
2020-04-30,-0.9043611428117236,77.15172413793105,4,2020,18
2020-05-31,-0.7995174874142381,77.15172413793105,5,2020,22
2020-06-30,-1.29894014930659,77.93555555555558,6,2020,27
2020-07-31,-1.3204808774605639,77.10617827414113,7,2020,31
2020-08-31,-1.186976093341713,77.15172413793105,8,2020,36
2020-09-30,-1.3528850267510346,77.15172413793105,9,2020,40
2020-10-31,-1.3824301091183022,77.15172413793105,10,2020,44
