Ward_No,date,mean
1,7/11/2018,-0.2623253
2,7/11/2018,-0.306973749
3,7/11/2018,-0.266454531
4,7/11/2018,-0.265797287
52,7/11/2018,-0.350710406
26,7/11/2018,-0.315351492
25,7/11/2018,-0.306212793
51,7/11/2018,-0.416733834
53,7/11/2018,-0.371373853
54,7/11/2018,-0.393503264
55,7/11/2018,-0.429871021
56,7/11/2018,-0.434646696
81,7/11/2018,-0.434646696
87,7/11/2018,-0.376271875
10,7/11/2018,-0.489083443
11,7/11/2018,-0.364394781
5,7/11/2018,-0.195973419
6,7/11/2018,-0.432456199
7,7/11/2018,-0.449882963
8,7/11/2018,-0.507796407
9,7/11/2018,-0.335536004
198,7/11/2018,-0.491786552
130,7/11/2018,-0.539751373
159,7/11/2018,-0.488236384
40,7/11/2018,-0.645323743
72,7/11/2018,-0.568611443
129,7/11/2018,-0.549914524
16,7/11/2018,-0.610728147
160,7/11/2018,-0.45756472
17,7/11/2018,-0.516828803
37,7/11/2018,-0.528310693
38,7/11/2018,-0.648544426
42,7/11/2018,-0.661891196
69,7/11/2018,-0.635864889
73,7/11/2018,-0.566964361
12,7/11/2018,-0.407765788
13,7/11/2018,-0.661891401
14,7/11/2018,-0.567334553
15,7/11/2018,-0.661891401
39,7/11/2018,-0.661891401
41,7/11/2018,-0.661891401
70,7/11/2018,-0.62701114
71,7/11/2018,-0.601662992
102,7/11/2018,-0.56377117
43,7/11/2018,-0.66189138
44,7/11/2018,-0.605660218
67,7/11/2018,-0.567196802
68,7/11/2018,-0.627972625
74,7/11/2018,-0.567526724
75,7/11/2018,-0.571043884
35,7/11/2018,-0.505300979
36,7/11/2018,-0.508664012
45,7/11/2018,-0.508628644
64,7/11/2018,-0.494205485
65,7/11/2018,-0.495564705
66,7/11/2018,-0.51687626
76,7/11/2018,-0.501329943
18,7/11/2018,-0.508664012
19,7/11/2018,-0.508664012
20,7/11/2018,-0.508664012
21,7/11/2018,-0.508664012
22,7/11/2018,-0.508664012
33,7/11/2018,-0.508659319
34,7/11/2018,-0.507571622
46,7/11/2018,-0.507197692
31,7/11/2018,-0.506574266
32,7/11/2018,-0.508664012
47,7/11/2018,-0.506026801
48,7/11/2018,-0.505299119
60,7/11/2018,-0.498535733
61,7/11/2018,-0.498586964
78,7/11/2018,-0.494004071
23,7/11/2018,-0.508664012
24,7/11/2018,-0.434632542
27,7/11/2018,-0.356298584
28,7/11/2018,-0.44282729
29,7/11/2018,-0.433134536
30,7/11/2018,-0.505495341
49,7/11/2018,-0.501449987
59,7/11/2018,-0.485839004
113,7/11/2018,-0.41490196
50,7/11/2018,-0.43343756
57,7/11/2018,-0.434646696
58,7/11/2018,-0.434753449
79,7/11/2018,-0.48489558
80,7/11/2018,-0.481008776
88,7/11/2018,-0.452230068
110,7/11/2018,-0.494004071
62,7/11/2018,-0.499996796
63,7/11/2018,-0.494008931
90,7/11/2018,-0.494004071
91,7/11/2018,-0.494004071
92,7/11/2018,-0.494004071
93,7/11/2018,-0.494004071
111,7/11/2018,-0.494004071
112,7/11/2018,-0.489787113
114,7/11/2018,-0.319492374
115,7/11/2018,-0.481971127
116,7/11/2018,-0.484629652
117,7/11/2018,-0.493713355
89,7/11/2018,-0.492875561
109,7/11/2018,-0.494004071
120,7/11/2018,-0.503880336
121,7/11/2018,-0.512803941
77,7/11/2018,-0.494004071
94,7/11/2018,-0.494004071
95,7/11/2018,-0.494332481
96,7/11/2018,-0.497558099
100,7/11/2018,-0.563523426
101,7/11/2018,-0.563725829
107,7/11/2018,-0.557197388
108,7/11/2018,-0.522601572
97,7/11/2018,-0.494004071
98,7/11/2018,-0.499415086
99,7/11/2018,-0.548826253
103,7/11/2018,-0.563725829
104,7/11/2018,-0.563725829
105,7/11/2018,-0.563725788
106,7/11/2018,-0.563725258
125,7/11/2018,-0.563725829
126,7/11/2018,-0.563725829
127,7/11/2018,-0.563725829
128,7/11/2018,-0.563725829
131,7/11/2018,-0.537921526
122,7/11/2018,-0.537795467
123,7/11/2018,-0.563725826
124,7/11/2018,-0.563725829
132,7/11/2018,-0.563725829
133,7/11/2018,-0.563725829
134,7/11/2018,-0.563725829
157,7/11/2018,-0.563573925
158,7/11/2018,-0.526309925
135,7/11/2018,-0.563725829
136,7/11/2018,-0.560608793
137,7/11/2018,-0.540010132
138,7/11/2018,-0.514322709
139,7/11/2018,-0.494173549
140,7/11/2018,-0.51989729
141,7/11/2018,-0.553830143
118,7/11/2018,-0.494004071
119,7/11/2018,-0.494004071
142,7/11/2018,-0.46928133
143,7/11/2018,-0.477238376
144,7/11/2018,-0.323533344
145,7/11/2018,-0.461845948
153,7/11/2018,-0.261585423
155,7/11/2018,-0.518537328
156,7/11/2018,-0.524943564
154,7/11/2018,-0.313131412
162,7/11/2018,-0.48172467
163,7/11/2018,-0.458733156
164,7/11/2018,-0.459983811
183,7/11/2018,-0.452443868
161,7/11/2018,-0.453317172
165,7/11/2018,-0.383438717
166,7/11/2018,-0.271098267
167,7/11/2018,-0.260903765
180,7/11/2018,-0.334871001
181,7/11/2018,-0.436059355
182,7/11/2018,-0.452443868
147,7/11/2018,-0.326514626
148,7/11/2018,-0.315032072
151,7/11/2018,-0.237682522
152,7/11/2018,-0.238188895
173,7/11/2018,-0.237682194
176,7/11/2018,-0.237682194
172,7/11/2018,-0.237682194
146,7/11/2018,-0.28653383
178,7/11/2018,-0.248826034
168,7/11/2018,-0.237682194
169,7/11/2018,-0.239966926
179,7/11/2018,-0.249104922
170,7/11/2018,-0.237682194
171,7/11/2018,-0.237682194
177,7/11/2018,-0.237682194
149,7/11/2018,-0.201507474
150,7/11/2018,-0.113650455
82,7/11/2018,-0.443202282
83,7/11/2018,-0.47139559
84,7/11/2018,-0.44117011
85,7/11/2018,-0.414667076
86,7/11/2018,-0.27920562
174,7/11/2018,-0.213677927
175,7/11/2018,-0.237682194
186,7/11/2018,-0.29222586
187,7/11/2018,-0.237682785
188,7/11/2018,-0.238772932
189,7/11/2018,-0.237682194
190,7/11/2018,-0.237476214
191,7/11/2018,-0.366368399
193,7/11/2018,-0.384107162
184,7/11/2018,-0.454217486
185,7/11/2018,-0.40784758
192,7/11/2018,-0.462109493
194,7/11/2018,-0.541946524
195,7/11/2018,-0.339584506
196,7/11/2018,-0.619961708
197,7/11/2018,-0.469962461
1,7/12/2018,-0.884506131
2,7/12/2018,-1.147335482
3,7/12/2018,-0.997932336
4,7/12/2018,-0.784755241
52,7/12/2018,-0.176496533
26,7/12/2018,-0.20382699
25,7/12/2018,-0.276020579
51,7/12/2018,-0.124704741
53,7/12/2018,-0.216471582
54,7/12/2018,-0.25467805
55,7/12/2018,-0.132234464
56,7/12/2018,-0.122572939
81,7/12/2018,-0.1438479
87,7/12/2018,-0.228296809
10,7/12/2018,0.377013943
11,7/12/2018,0.2406578
5,7/12/2018,-0.688887584
6,7/12/2018,-0.462025465
7,7/12/2018,-0.011484326
8,7/12/2018,0.235628226
9,7/12/2018,-0.068848215
198,7/12/2018,-1.21498064
130,7/12/2018,-1.30660542
159,7/12/2018,-1.408022616
40,7/12/2018,-0.490027338
72,7/12/2018,-1.142180701
129,7/12/2018,-1.141455919
16,7/12/2018,0.495359047
160,7/12/2018,-1.401690484
17,7/12/2018,0.49097371
37,7/12/2018,0.499942669
38,7/12/2018,0.399829844
42,7/12/2018,0.234601016
69,7/12/2018,-0.722051219
73,7/12/2018,-1.00998723
12,7/12/2018,0.201716622
13,7/12/2018,0.019319007
14,7/12/2018,-0.120871182
15,7/12/2018,0.022952149
39,7/12/2018,-0.113062566
41,7/12/2018,-0.183984014
70,7/12/2018,-0.81876233
71,7/12/2018,-0.992823544
102,7/12/2018,-0.87757926
43,7/12/2018,0.028165245
44,7/12/2018,0.101148005
67,7/12/2018,-0.263425431
68,7/12/2018,-0.210236305
74,7/12/2018,-0.558702088
75,7/12/2018,-0.321865576
35,7/12/2018,0.013843734
36,7/12/2018,0.403542041
45,7/12/2018,-0.09089692
64,7/12/2018,-0.142497399
65,7/12/2018,-0.222862413
66,7/12/2018,-0.25246655
76,7/12/2018,-0.274328325
18,7/12/2018,0.260153572
19,7/12/2018,0.233004585
20,7/12/2018,0.18362677
21,7/12/2018,0.227602611
22,7/12/2018,0.088972584
33,7/12/2018,0.097614987
34,7/12/2018,-0.033972877
46,7/12/2018,-0.043386211
31,7/12/2018,-0.065853174
32,7/12/2018,-0.163888989
